,when,did,mechlin,lace,develop,?
century,0.22992412745952606,0.2333737462759018,0.3386417031288147,0.17533430457115173,0.16141150891780853,0.1026201918721199
and,0.4716290831565857,0.34479495882987976,0.33069804310798645,0.23769119381904602,0.25684353709220886,0.20544172823429108
lace,0.18989895284175873,0.1689154952764511,0.19978930056095123,1.0000001192092896,0.1342092752456665,0.1472487896680832
with,0.5075214505195618,0.25472134351730347,0.26893991231918335,0.2232341319322586,0.2685096859931946,0.2433311939239502
mechlin,0.2569066882133484,0.2260897010564804,1.0,0.19978930056095123,0.21057818830013275,0.1937803328037262
patterns,0.2796659767627716,0.1717023253440857,0.1813025176525116,0.2962174117565155,0.31498876214027405,0.18855470418930054
and,0.4716290831565857,0.34479495882987976,0.33069804310798645,0.23769119381904602,0.25684353709220886,0.20544172823429108
lille,0.13340073823928833,0.08733397722244263,0.4166955053806305,0.1616523712873459,0.13414916396141052,0.1521545946598053
ground,0.2714887857437134,0.17569123208522797,0.15315337479114532,0.2505990266799927,0.18276742100715637,0.11401822417974472
did,0.3228907287120819,1.0,0.2260897010564804,0.1689154952764511,0.21923236548900604,0.3023456633090973
not,0.4799930453300476,0.6481515765190125,0.2189675271511078,0.23040850460529327,0.28790590167045593,0.41942933201789856
appear,0.3103031814098358,0.2974576950073242,0.14420609176158905,0.148298442363739,0.26097556948661804,0.22635367512702942
until,0.494509756565094,0.33905428647994995,0.26750072836875916,0.062191955745220184,0.17574536800384521,0.20304496586322784
the,0.5091903209686279,0.34736719727516174,0.38940536975860596,0.18998536467552185,0.26276466250419617,0.22068053483963013
end,0.3228412866592407,0.18808481097221375,0.19668659567832947,0.2013053596019745,0.15284861624240875,0.12543344497680664
of,0.3757161796092987,0.2513895630836487,0.39029473066329956,0.2094329595565796,0.2259741723537445,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.38940536975860596,0.18998536467552185,0.26276466250419617,0.22068053483963013
18th,0.1745137721300125,0.14576448500156403,0.17665612697601318,0.09749481081962585,0.00036749948048964143,0.11879357695579529
century,0.22992412745952606,0.2333737462759018,0.3386417031288147,0.17533430457115173,0.16141150891780853,0.1026201918721199
",",0.36674630641937256,0.3015086054801941,0.3759952783584595,0.2611274719238281,0.17652153968811035,0.31091248989105225
when,0.9999999403953552,0.3228907287120819,0.2569066882133484,0.18989895284175873,0.2735966444015503,0.22841128706932068
it,0.4775012135505676,0.2993364930152893,0.27363747358322144,0.1691470742225647,0.261136919260025,0.25732165575027466
was,0.37326499819755554,0.41399896144866943,0.32827088236808777,0.14396461844444275,0.1536230444908142,0.18412111699581146
widely,0.21910633146762848,0.1830587387084961,0.2048862725496292,0.11481329798698425,0.24142466485500336,0.10354958474636078
copied,0.19551800191402435,0.2740837633609772,0.14435617625713348,0.1916334629058838,0.15164072811603546,0.3320571780204773
throughout,0.30454620718955994,0.194510817527771,0.17742058634757996,0.09961336106061935,0.25645098090171814,0.12665234506130219
europe,0.18744638562202454,0.22473940253257751,0.3100989758968353,0.10577703267335892,0.16456197202205658,0.18278923630714417
.,0.475719153881073,0.35288307070732117,0.3694117069244385,0.2506057024002075,0.2532461881637573,0.4130953550338745
