,where,did,american,troops,remain,stationed,after,saddam,'s,defeat,?
kingdom,0.18143217265605927,0.15448923408985138,0.134659081697464,0.17160944640636444,0.17284883558750153,0.21589545905590057,0.2314005345106125,0.2294856458902359,0.04632937163114548,0.23420456051826477,0.12927088141441345
",",0.3149496018886566,0.3015086054801941,0.3048616647720337,0.23846548795700073,0.23353272676467896,0.3083816170692444,0.38860568404197693,0.19342069327831268,-0.0016132977325469255,0.2394917905330658,0.31091248989105225
and,0.43859338760375977,0.34479495882987976,0.32290002703666687,0.23100681602954865,0.28385093808174133,0.2767135500907898,0.3765919506549835,0.2402423769235611,0.06895173341035843,0.23815137147903442,0.20544172823429108
a,0.40997210144996643,0.2552328109741211,0.22026167809963226,0.16708239912986755,0.24084681272506714,0.17307919263839722,0.3831600844860077,0.20728686451911926,0.04866964742541313,0.14495371282100677,0.23916715383529663
de,0.2051386833190918,0.09745011478662491,0.17058883607387543,0.17229586839675903,0.09552024304866791,0.13753877580165863,0.1512669324874878,0.10888207703828812,0.018396059051156044,0.13691610097885132,0.11064168810844421
facto,0.22167791426181793,0.21545417606830597,0.045485347509384155,0.24560759961605072,0.13869059085845947,0.15210159122943878,0.23306302726268768,0.2780522108078003,-0.04313791170716286,0.18869726359844208,0.21391282975673676
cooperation,0.2001493275165558,0.24653171002864838,0.1721191704273224,0.3105907142162323,0.21036146581172943,0.23131495714187622,0.20199266076087952,0.29831579327583313,0.06834462285041809,0.2638005316257477,0.19483380019664764
with,0.4142743945121765,0.25472134351730347,0.20245933532714844,0.1365993618965149,0.21240513026714325,0.1788298636674881,0.33843478560447693,0.17263542115688324,-0.04624466598033905,0.17363154888153076,0.2433311939239502
the,0.5003893971443176,0.34736719727516174,0.24562937021255493,0.3229958415031433,0.33184581995010376,0.3037928342819214,0.4565047025680542,0.216452956199646,-0.01540423184633255,0.3182816207408905,0.22068053483963013
palestinian-israeli,0.1586925983428955,0.17426957190036774,0.2851610481739044,0.2823345959186554,0.14187143743038177,0.22011421620845795,0.1788099855184555,0.4508823752403259,-0.03241337463259697,0.14288665354251862,0.2015664279460907
peace,0.14129787683486938,0.22555114328861237,0.17218714952468872,0.3154752850532532,0.19937853515148163,0.17238527536392212,0.20540599524974823,0.23013906180858612,-0.04160040244460106,0.2409100979566574,0.1404135823249817
process,0.24239255487918854,0.1973760724067688,0.12382891029119492,0.0812780037522316,0.24289700388908386,0.05192234367132187,0.29070353507995605,0.09870171546936035,-0.12054654210805893,0.09857283532619476,0.2460896074771881
developed,0.17737361788749695,0.24445466697216034,0.1717585176229477,0.15168654918670654,0.0902232825756073,0.18966427445411682,0.17515026032924652,0.12030607461929321,0.04590931162238121,0.11934372782707214,0.10763012617826462
.,0.41390106081962585,0.35288307070732117,0.29108086228370667,0.19217929244041443,0.2486068606376648,0.2554851770401001,0.35870397090911865,0.25562646985054016,-0.003708066651597619,0.17890939116477966,0.4130953550338745
