,what,station,did,the,20th,anniversary,special,show,before,being,shown,on,bbc,?
of,0.33290785551071167,0.17394597828388214,0.2513895630836487,0.733189046382904,0.21726468205451965,0.2393128126859665,0.27998968958854675,0.21383242309093475,0.3282964527606964,0.34885138273239136,0.24332952499389648,0.3966929316520691,0.1797877550125122,0.1826142966747284
pbs,0.2250114381313324,0.27492251992225647,0.13477905094623566,0.21274201571941376,0.15162821114063263,0.32906535267829895,0.2510359287261963,0.36855992674827576,0.18540625274181366,0.11323563754558563,0.2842895984649658,0.27495691180229187,0.5000255107879639,0.25414663553237915
stations,0.1621520221233368,0.8503052592277527,0.16568200290203094,0.24762700498104095,0.13888098299503326,0.14140067994594574,0.17136484384536743,0.26120465993881226,0.19921308755874634,0.20777082443237305,0.2641240656375885,0.3269573450088501,0.33483919501304626,0.13192185759544373
two,0.23363454639911652,0.1923677623271942,0.2755576968193054,0.43858039379119873,0.16819386184215546,0.22059348225593567,0.25693705677986145,0.2502317726612091,0.3067365288734436,0.3113159239292145,0.25581416487693787,0.3205535411834717,0.21134033799171448,0.19645625352859497
days,0.2191895991563797,0.2085118144750595,0.2182302623987198,0.2574930489063263,0.11976281553506851,0.32637590169906616,0.16066648066043854,0.17842385172843933,0.43087872862815857,0.22783292829990387,0.20465333759784698,0.3459240794181824,0.19635121524333954,0.2198754847049713
prior,0.2537507116794586,0.1478520780801773,0.2797660529613495,0.33782097697257996,0.1496509611606598,0.24943195283412933,0.19242800772190094,0.17947441339492798,0.5305277109146118,0.2848459482192993,0.19893501698970795,0.3162264823913574,0.14257049560546875,0.16978254914283752
to,0.455847829580307,0.21352042257785797,0.4452643394470215,0.535392165184021,0.20756898820400238,0.16979461908340454,0.28623831272125244,0.29833272099494934,0.4190867841243744,0.4514104127883911,0.23958280682563782,0.41031414270401,0.19421324133872986,0.29463258385658264
its,0.30393704771995544,0.26112502813339233,0.19922670722007751,0.559237003326416,0.2017490714788437,0.22839702665805817,0.20760555565357208,0.2273027002811432,0.2706633508205414,0.3381310999393463,0.22537820041179657,0.34331920742988586,0.20280002057552338,0.15103481709957123
bbc,0.20634698867797852,0.2865414023399353,0.1677953153848648,0.2735401690006256,0.21732129156589508,0.2554336488246918,0.21692971885204315,0.33555880188941956,0.193171888589859,0.1535436064004898,0.27733859419822693,0.2646632492542267,1.0000001192092896,0.20556949079036713
one,0.376489520072937,0.18641649186611176,0.27659472823143005,0.5514441132545471,0.28452062606811523,0.2199532687664032,0.214766263961792,0.25759679079055786,0.34520307183265686,0.42188695073127747,0.2880101203918457,0.3601475656032562,0.20136159658432007,0.2673267424106598
broadcast,0.17857211828231812,0.3892953395843506,0.17054221034049988,0.2713715434074402,0.1718633770942688,0.3052438199520111,0.23063459992408752,0.43468156456947327,0.17550933361053467,0.16965919733047485,0.3757247030735016,0.2845228910446167,0.5486354827880859,0.15760008990764618
.,0.3567904531955719,0.20999185740947723,0.35288307070732117,0.5934505462646484,0.2806432545185089,0.2281392365694046,0.26337340474128723,0.3016606271266937,0.36693984270095825,0.35574623942375183,0.3143177330493927,0.49257001280784607,0.20265105366706848,0.4130953550338745
