,who,did,abercrombie,replace,as,commander,in,chief,?
by,0.39727845788002014,0.18574509024620056,0.1342201828956604,0.22142496705055237,0.3815547823905945,0.15240271389484406,0.370934396982193,0.17262689769268036,0.17966607213020325
loudoun,0.19463728368282318,0.15946954488754272,0.3629300892353058,0.09568217396736145,0.18619611859321594,0.18131856620311737,0.29492443799972534,0.26979708671569824,0.08689435571432114
.,0.3541337847709656,0.35288307070732117,0.3442099690437317,0.2834588289260864,0.515582263469696,0.2616933584213257,0.5591574311256409,0.21212048828601837,0.4130953550338745
,who,did,abercrombie,replace,as,commander,in,chief,?
the,0.3733934462070465,0.34736719727516174,0.2878928482532501,0.21257810294628143,0.48381632566452026,0.24218903481960297,0.6662389636039734,0.2586921751499176,0.22068053483963013
british,0.2666113078594208,0.2039594054222107,0.3704531788825989,0.15724803507328033,0.23103800415992737,0.2419201284646988,0.23084034025669098,0.20937542617321014,0.09711728990077972
failures,0.16137158870697021,0.2631542980670929,0.022634560242295265,0.18697471916675568,0.1749298870563507,0.08761231601238251,0.1795041561126709,0.17291845381259918,0.12535488605499268
in,0.2792111933231354,0.2593238651752472,0.28571146726608276,0.17249517142772675,0.3887844979763031,0.17131969332695007,1.0,0.17961405217647552,0.20430970191955566
north,0.11026738584041595,0.16732536256313324,0.28752124309539795,0.0720059722661972,0.22670356929302216,0.17350824177265167,0.39050599932670593,0.10978976637125015,0.11829731613397598
america,0.1830417811870575,0.2212076634168625,0.19294039905071259,0.0761435255408287,0.22265762090682983,0.11872919648885727,0.3098583221435547,0.1591966301202774,0.19333907961845398
",",0.3365725874900818,0.3015086054801941,0.3788672983646393,0.19695894420146942,0.48816442489624023,0.2961001396179199,0.5201468467712402,0.22851578891277313,0.31091248989105225
combined,0.15770593285560608,0.17568819224834442,0.19384339451789856,0.08863811939954758,0.20089338719844818,0.14847251772880554,0.3370276689529419,0.21279998123645782,0.17985320091247559
with,0.3282766342163086,0.25472134351730347,0.195896178483963,0.2551480233669281,0.40387406945228577,0.11787339299917221,0.4080928862094879,0.16979607939720154,0.2433311939239502
other,0.3612329661846161,0.31707024574279785,0.16985920071601868,0.1981678605079651,0.42805421352386475,0.15113338828086853,0.39989137649536133,0.190129816532135,0.24682199954986572
failures,0.16137158870697021,0.2631542980670929,0.022634560242295265,0.18697471916675568,0.1749298870563507,0.08761231601238251,0.1795041561126709,0.17291845381259918,0.12535488605499268
in,0.2792111933231354,0.2593238651752472,0.28571146726608276,0.17249517142772675,0.3887844979763031,0.17131969332695007,1.0,0.17961405217647552,0.20430970191955566
the,0.3733934462070465,0.34736719727516174,0.2878928482532501,0.21257810294628143,0.48381632566452026,0.24218903481960297,0.6662389636039734,0.2586921751499176,0.22068053483963013
european,0.2314588874578476,0.2440035194158554,0.15361063182353973,0.0647205114364624,0.20210161805152893,0.08653461188077927,0.23319172859191895,0.12769715487957,0.14560863375663757
theater,0.20615032315254211,0.21082048118114471,0.16742785274982452,0.06046006456017494,0.23118017613887787,0.21801981329917908,0.3081531822681427,0.21660399436950684,0.12811817228794098
",",0.3365725874900818,0.3015086054801941,0.3788672983646393,0.19695894420146942,0.48816442489624023,0.2961001396179199,0.5201468467712402,0.22851578891277313,0.31091248989105225
led,0.2450801581144333,0.3213953971862793,0.1252935230731964,0.13945439457893372,0.20535489916801453,0.2710891366004944,0.2990247309207916,0.17893646657466888,0.09273858368396759
to,0.42656609416007996,0.4452643394470215,0.27117103338241577,0.3497537076473236,0.42092081904411316,0.18283602595329285,0.45010748505592346,0.18738310039043427,0.29463258385658264
the,0.3733934462070465,0.34736719727516174,0.2878928482532501,0.21257810294628143,0.48381632566452026,0.24218903481960297,0.6662389636039734,0.2586921751499176,0.22068053483963013
fall,0.14571887254714966,0.22550886869430542,0.17993740737438202,0.14601700007915497,0.19012849032878876,0.16397766768932343,0.22958555817604065,0.07917597144842148,0.1656162142753601
from,0.27839982509613037,0.20248863101005554,0.19679704308509827,0.20085564255714417,0.3251767158508301,0.10653595626354218,0.4274188280105591,0.11242672055959702,0.19969791173934937
power,0.25855374336242676,0.2120266556739807,0.0740661770105362,0.2140679657459259,0.20748355984687805,0.15701226890087128,0.16666220128536224,0.1446492075920105,0.15304024517536163
of,0.2827862501144409,0.2513895630836487,0.27341529726982117,0.15038681030273438,0.3886612355709076,0.2152482569217682,0.5696388483047485,0.26361605525016785,0.1826142966747284
newcastle,0.21185682713985443,0.18762841820716858,0.23426976799964905,0.11628168076276779,0.21526619791984558,0.16009299457073212,0.19270820915699005,0.11852066963911057,0.0902252271771431
and,0.41279885172843933,0.34479495882987976,0.30352672934532166,0.2254238724708557,0.49487000703811646,0.192112535238266,0.4954058527946472,0.21687087416648865,0.20544172823429108
his,0.44966956973075867,0.3546801507472992,0.2064628154039383,0.09629172831773758,0.3146366477012634,0.23760123550891876,0.3598145842552185,0.23438797891139984,0.18075084686279297
principal,0.22329075634479523,0.1948373019695282,0.17393982410430908,0.13452374935150146,0.32747477293014526,0.12690933048725128,0.2094544768333435,0.34287968277931213,0.10016445070505142
military,0.28924500942230225,0.17979979515075684,0.16403770446777344,0.11335598677396774,0.1877383589744568,0.4288994371891022,0.2402431070804596,0.2398841232061386,0.1890317052602768
advisor,0.2548273205757141,0.252360075712204,0.1259981095790863,0.11781470477581024,0.324125736951828,0.2822311818599701,0.12653444707393646,0.4000149369239807,0.0939842164516449
",",0.3365725874900818,0.3015086054801941,0.3788672983646393,0.19695894420146942,0.48816442489624023,0.2961001396179199,0.5201468467712402,0.22851578891277313,0.31091248989105225
the,0.3733934462070465,0.34736719727516174,0.2878928482532501,0.21257810294628143,0.48381632566452026,0.24218903481960297,0.6662389636039734,0.2586921751499176,0.22068053483963013
duke,0.20138677954673767,0.18803031742572784,0.27505797147750854,0.14509041607379913,0.14334118366241455,0.26769548654556274,0.2125099152326584,0.17270849645137787,0.13699419796466827
of,0.2827862501144409,0.2513895630836487,0.27341529726982117,0.15038681030273438,0.3886612355709076,0.2152482569217682,0.5696388483047485,0.26361605525016785,0.1826142966747284
cumberland,0.1886223554611206,0.13805703818798065,0.4775391221046448,0.12058653682470322,0.24371373653411865,0.17692069709300995,0.25732284784317017,0.16132348775863647,0.10304500162601471
.,0.3541337847709656,0.35288307070732117,0.3442099690437317,0.2834588289260864,0.515582263469696,0.2616933584213257,0.5591574311256409,0.21212048828601837,0.4130953550338745
,who,did,abercrombie,replace,as,commander,in,chief,?
newcastle,0.21185682713985443,0.18762841820716858,0.23426976799964905,0.11628168076276779,0.21526619791984558,0.16009299457073212,0.19270820915699005,0.11852066963911057,0.0902252271771431
and,0.41279885172843933,0.34479495882987976,0.30352672934532166,0.2254238724708557,0.49487000703811646,0.192112535238266,0.4954058527946472,0.21687087416648865,0.20544172823429108
pitt,0.1781906932592392,0.13446180522441864,0.3116840720176697,0.12864920496940613,0.2514757513999939,0.07477997988462448,0.2730093002319336,0.13646124303340912,0.13721784949302673
joined,0.18540184199810028,0.2579648792743683,0.23366254568099976,0.2218761295080185,0.19467419385910034,0.16042302548885345,0.29866936802864075,0.23118039965629578,0.06566751003265381
in,0.2792111933231354,0.2593238651752472,0.28571146726608276,0.17249517142772675,0.3887844979763031,0.17131969332695007,1.0,0.17961405217647552,0.20430970191955566
an,0.2848317325115204,0.22598257660865784,0.27087995409965515,0.17533667385578156,0.37218472361564636,0.15124040842056274,0.2605783939361572,0.17667809128761292,0.19793890416622162
uneasy,0.26711341738700867,0.3168049454689026,0.17557814717292786,0.16388177871704102,0.28129255771636963,0.14968730509281158,0.23685115575790405,0.12728366255760193,0.3158336281776428
coalition,0.19923917949199677,0.14018109440803528,0.2034597098827362,0.1526080071926117,0.22177624702453613,0.24375218152999878,0.21407485008239746,0.2100892961025238,0.13521195948123932
in,0.2792111933231354,0.2593238651752472,0.28571146726608276,0.17249517142772675,0.3887844979763031,0.17131969332695007,1.0,0.17961405217647552,0.20430970191955566
which,0.3688730001449585,0.2750149369239807,0.19525042176246643,0.23231849074363708,0.41006597876548767,0.07283204793930054,0.4840516746044159,0.11447487026453018,0.25814583897590637
pitt,0.1781906932592392,0.13446180522441864,0.3116840720176697,0.12864920496940613,0.2514757513999939,0.07477997988462448,0.2730093002319336,0.13646124303340912,0.13721784949302673
dominated,0.20246046781539917,0.16052448749542236,0.08510886877775192,0.15150441229343414,0.2716665267944336,0.07647356390953064,0.27524110674858093,0.14552071690559387,0.04715321213006973
the,0.3733934462070465,0.34736719727516174,0.2878928482532501,0.21257810294628143,0.48381632566452026,0.24218903481960297,0.6662389636039734,0.2586921751499176,0.22068053483963013
military,0.28924500942230225,0.17979979515075684,0.16403770446777344,0.11335598677396774,0.1877383589744568,0.4288994371891022,0.2402431070804596,0.2398841232061386,0.1890317052602768
planning,0.2241315394639969,0.3283427655696869,0.1773841679096222,0.09874765574932098,0.2521193325519562,0.23220303654670715,0.29961201548576355,0.23889894783496857,0.1869431883096695
.,0.3541337847709656,0.35288307070732117,0.3442099690437317,0.2834588289260864,0.515582263469696,0.2616933584213257,0.5591574311256409,0.21212048828601837,0.4130953550338745
