,would,word,means,burn,in,the,anglo-saxon,language,?
laeran,0.2112448662519455,0.13407151401042938,0.15944796800613403,0.2503267824649811,0.3323739171028137,0.36474573612213135,0.4321889281272888,0.3115900754928589,0.1899718940258026
'',0.02574172429740429,0.05225009098649025,-0.012570749968290329,0.02932101860642433,0.07432962208986282,0.041273195296525955,0.1465407907962799,0.05074836686253548,0.018684765323996544
",",0.32586824893951416,0.24605005979537964,0.24041147530078888,0.24025553464889526,0.5201468467712402,0.4933079481124878,0.18598797917366028,0.2694627344608307,0.31091248989105225
meaning,0.2249758541584015,0.6874851584434509,0.7426961660385132,0.1496819108724594,0.2137773334980011,0.31918859481811523,0.2832491099834442,0.30668672919273376,0.20420892536640167
``,0.08063928782939911,0.12403237819671631,0.09677895158529282,-0.08437345921993256,0.04765888676047325,0.029072100296616554,0.08943797647953033,0.13820524513721466,0.0685480609536171
teach,0.27759748697280884,0.15065132081508636,0.21566647291183472,0.19352248311042786,0.23312166333198547,0.1966347098350525,0.13576966524124146,0.2911960184574127,0.24188745021820068
'',0.02574172429740429,0.05225009098649025,-0.012570749968290329,0.02932101860642433,0.07432962208986282,0.041273195296525955,0.1465407907962799,0.05074836686253548,0.018684765323996544
),0.2093871831893921,0.18387003242969513,0.24386455118656158,0.18068954348564148,0.3326910734176636,0.3456730246543884,0.11219005286693573,0.23027637600898743,0.42300865054130554
",",0.32586824893951416,0.24605005979537964,0.24041147530078888,0.24025553464889526,0.5201468467712402,0.4933079481124878,0.18598797917366028,0.2694627344608307,0.31091248989105225
``,0.08063928782939911,0.12403237819671631,0.09677895158529282,-0.08437345921993256,0.04765888676047325,0.029072100296616554,0.08943797647953033,0.13820524513721466,0.0685480609536171
burn,0.1865353286266327,0.16725973784923553,0.16231168806552887,0.9999999403953552,0.2184537947177887,0.2292972207069397,0.14138561487197876,0.14417186379432678,0.19727857410907745
'',0.02574172429740429,0.05225009098649025,-0.012570749968290329,0.02932101860642433,0.07432962208986282,0.041273195296525955,0.1465407907962799,0.05074836686253548,0.018684765323996544
(,0.21630488336086273,0.19737806916236877,0.2372412383556366,0.1723693162202835,0.3087427020072937,0.33289089798927307,0.1195409744977951,0.19353517889976501,0.40561532974243164
``,0.08063928782939911,0.12403237819671631,0.09677895158529282,-0.08437345921993256,0.04765888676047325,0.029072100296616554,0.08943797647953033,0.13820524513721466,0.0685480609536171
stream,0.12205810099840164,0.22167564928531647,0.2430943101644516,0.18144652247428894,0.2099897712469101,0.2507912814617157,0.18009546399116516,0.19583187997341156,0.11238504201173782
'',0.02574172429740429,0.05225009098649025,-0.012570749968290329,0.02932101860642433,0.07432962208986282,0.041273195296525955,0.1465407907962799,0.05074836686253548,0.018684765323996544
),0.2093871831893921,0.18387003242969513,0.24386455118656158,0.18068954348564148,0.3326910734176636,0.3456730246543884,0.11219005286693573,0.23027637600898743,0.42300865054130554
and,0.34921059012413025,0.20273149013519287,0.25371095538139343,0.2784317135810852,0.4954058527946472,0.5171257257461548,0.23280973732471466,0.24699117243289948,0.20544172823429108
``,0.08063928782939911,0.12403237819671631,0.09677895158529282,-0.08437345921993256,0.04765888676047325,0.029072100296616554,0.08943797647953033,0.13820524513721466,0.0685480609536171
gan,0.09913977235555649,0.15684941411018372,0.15747974812984467,0.20751777291297913,0.2079537957906723,0.24568109214305878,0.18376268446445465,0.15975411236286163,0.15938961505889893
'',0.02574172429740429,0.05225009098649025,-0.012570749968290329,0.02932101860642433,0.07432962208986282,0.041273195296525955,0.1465407907962799,0.05074836686253548,0.018684765323996544
(,0.21630488336086273,0.19737806916236877,0.2372412383556366,0.1723693162202835,0.3087427020072937,0.33289089798927307,0.1195409744977951,0.19353517889976501,0.40561532974243164
``,0.08063928782939911,0.12403237819671631,0.09677895158529282,-0.08437345921993256,0.04765888676047325,0.029072100296616554,0.08943797647953033,0.13820524513721466,0.0685480609536171
go,0.34386715292930603,0.21620450913906097,0.2112552523612976,0.296628475189209,0.22233200073242188,0.29801803827285767,0.13886041939258575,0.11294995248317719,0.25942572951316833
'',0.02574172429740429,0.05225009098649025,-0.012570749968290329,0.02932101860642433,0.07432962208986282,0.041273195296525955,0.1465407907962799,0.05074836686253548,0.018684765323996544
),0.2093871831893921,0.18387003242969513,0.24386455118656158,0.18068954348564148,0.3326910734176636,0.3456730246543884,0.11219005286693573,0.23027637600898743,0.42300865054130554
.,0.35067233443260193,0.13155406713485718,0.18089891970157623,0.24487081170082092,0.5591574311256409,0.5934505462646484,0.19748204946517944,0.2506868243217468,0.4130953550338745
