,what,do,chloroplasts,in,mesophyll,cells,lack,?
",",0.3087472915649414,0.3283645510673523,0.20794041454792023,0.5201468467712402,0.28956174850463867,0.20582014322280884,0.27166152000427246,0.31091248989105225
and,0.31309178471565247,0.276123583316803,0.21511349081993103,0.4954058527946472,0.31008413434028625,0.24033623933792114,0.29595619440078735,0.20544172823429108
have,0.39808809757232666,0.49831271171569824,0.29091566801071167,0.36843645572662354,0.328703910112381,0.294906347990036,0.4883601665496826,0.32991164922714233
normal,0.32813265919685364,0.3190809190273285,0.25289034843444824,0.25896620750427246,0.26399853825569153,0.3492223918437958,0.3334236443042755,0.19617988169193268
grana,0.12482953071594238,0.15412117540836334,0.3270449638366699,0.14713047444820404,0.3428284525871277,0.26851826906204224,0.13535501062870026,0.1099926009774208
and,0.31309178471565247,0.276123583316803,0.21511349081993103,0.4954058527946472,0.31008413434028625,0.24033623933792114,0.29595619440078735,0.20544172823429108
thylakoids,0.18655724823474884,0.2835867404937744,0.6528801918029785,0.19204016029834747,0.6091500520706177,0.5044277906417847,0.26035934686660767,0.17522360384464264
",",0.3087472915649414,0.3283645510673523,0.20794041454792023,0.5201468467712402,0.28956174850463867,0.20582014322280884,0.27166152000427246,0.31091248989105225
which,0.5261979103088379,0.31153854727745056,0.3874085545539856,0.4840516746044159,0.3294721245765686,0.3000165820121765,0.3622901141643524,0.25814583897590637
they,0.4431931674480438,0.4667694866657257,0.37369829416275024,0.4330179989337921,0.331913024187088,0.3539968729019165,0.34102916717529297,0.2753053903579712
use,0.3453877568244934,0.4545445144176483,0.2257048487663269,0.2715643048286438,0.2692895829677582,0.22631673514842987,0.3525133430957794,0.32795652747154236
to,0.455847829580307,0.38876664638519287,0.23370109498500824,0.45010748505592346,0.2515886127948761,0.26320719718933105,0.29025790095329285,0.29463258385658264
make,0.3792211413383484,0.41790449619293213,0.24682173132896423,0.268858402967453,0.24838297069072723,0.27159225940704346,0.2564648389816284,0.28314751386642456
atp,0.1845729500055313,0.18263812363147736,0.4773290455341339,0.17889440059661865,0.3451439440250397,0.4079057276248932,0.23153479397296906,0.17643076181411743
and,0.31309178471565247,0.276123583316803,0.21511349081993103,0.4954058527946472,0.31008413434028625,0.24033623933792114,0.29595619440078735,0.20544172823429108
nadph,0.25227585434913635,0.23100680112838745,0.5773351788520813,0.18332253396511078,0.4005146622657776,0.4477077126502991,0.2510283589363098,0.20744888484477997
",",0.3087472915649414,0.3283645510673523,0.20794041454792023,0.5201468467712402,0.28956174850463867,0.20582014322280884,0.27166152000427246,0.31091248989105225
as,0.31749409437179565,0.38329678773880005,0.22593098878860474,0.3887844979763031,0.24208776652812958,0.2328435331583023,0.23638373613357544,0.27043893933296204
well,0.4154493808746338,0.367764413356781,0.2491588592529297,0.36612698435783386,0.24153240025043488,0.18440411984920502,0.31085434556007385,0.24815571308135986
as,0.31749409437179565,0.38329678773880005,0.22593098878860474,0.3887844979763031,0.24208776652812958,0.2328435331583023,0.23638373613357544,0.27043893933296204
oxygen,0.16781960427761078,0.22088919579982758,0.5239399671554565,0.1672476977109909,0.4171983599662781,0.4377748668193817,0.2843278646469116,0.16786395013332367
.,0.3567904531955719,0.3613996207714081,0.23868323862552643,0.5591574311256409,0.30614688992500305,0.2868211269378662,0.21505410969257355,0.4130953550338745
