,khitan,had,been,overthrown,by,which,dynasty,that,genghis,khan,later,defeated,?
jin,0.5048726797103882,0.11026083678007126,0.07162454724311829,0.23874276876449585,0.14428558945655823,0.17571210861206055,0.4847870469093323,0.1920185536146164,0.4345949590206146,0.3794151246547699,0.2101300209760666,0.21108180284500122,0.12195159494876862
and,0.23556430637836456,0.3872550129890442,0.3424558639526367,0.1779397577047348,0.4289871156215668,0.506277859210968,0.21357402205467224,0.4731321930885315,0.26551535725593567,0.22885166108608246,0.4216292202472687,0.23550936579704285,0.20544172823429108
had,0.22013366222381592,0.9999999403953552,0.6048885583877563,0.26800620555877686,0.37294110655784607,0.3188965916633606,0.18981331586837769,0.4407361149787903,0.2616504430770874,0.1740240752696991,0.47119471430778503,0.2643011212348938,0.20728366076946259
been,0.2070460170507431,0.6048885583877563,0.9999998807907104,0.1815166473388672,0.39107078313827515,0.36993977427482605,0.15746429562568665,0.4152003228664398,0.1856500208377838,0.16740377247333527,0.4086209535598755,0.15019004046916962,0.24354910850524902
captured,0.297071248292923,0.3093574345111847,0.25062474608421326,0.3842863440513611,0.316963255405426,0.1977560818195343,0.2581576406955719,0.200810045003891,0.3289438784122467,0.1910068541765213,0.31087982654571533,0.4294394850730896,0.11851847916841507
by,0.20310933887958527,0.37294110655784607,0.39107078313827515,0.24370694160461426,1.0000001192092896,0.40543368458747864,0.198152095079422,0.37496164441108704,0.22102472186088562,0.13558374345302582,0.3747883439064026,0.26783451437950134,0.17966607213020325
the,0.28280338644981384,0.3875846862792969,0.3563927710056305,0.21934035420417786,0.4408751428127289,0.6521818041801453,0.26267939805984497,0.5473989248275757,0.3448939025402069,0.21067845821380615,0.4060266613960266,0.2833898365497589,0.22068053483963013
mongol,0.5881062150001526,0.22751455008983612,0.17720259726047516,0.3803076446056366,0.1995033621788025,0.22227831184864044,0.5123041272163391,0.20668581128120422,0.6244974732398987,0.5576101541519165,0.1983191967010498,0.2997566759586334,0.12849251925945282
army,0.29419657588005066,0.2597939670085907,0.18033701181411743,0.405025452375412,0.2323688417673111,0.14114242792129517,0.2885822653770447,0.19859851896762848,0.33970266580581665,0.2175215482711792,0.31001994013786316,0.34543469548225403,0.180583193898201
after,0.2235979586839676,0.4133172631263733,0.2954521179199219,0.3347446024417877,0.41259682178497314,0.3217443823814392,0.19166739284992218,0.373811811208725,0.24102559685707092,0.1264270693063736,0.5807580947875977,0.35709241032600403,0.16608688235282898
the,0.28280338644981384,0.3875846862792969,0.3563927710056305,0.21934035420417786,0.4408751428127289,0.6521818041801453,0.26267939805984497,0.5473989248275757,0.3448939025402069,0.21067845821380615,0.4060266613960266,0.2833898365497589,0.22068053483963013
jin,0.5048726797103882,0.11026083678007126,0.07162454724311829,0.23874276876449585,0.14428558945655823,0.17571210861206055,0.4847870469093323,0.1920185536146164,0.4345949590206146,0.3794151246547699,0.2101300209760666,0.21108180284500122,0.12195159494876862
dynasty,0.47796887159347534,0.18981331586837769,0.15746429562568665,0.3811188042163849,0.198152095079422,0.1794537752866745,1.0,0.19153755903244019,0.49750640988349915,0.34412047266960144,0.21933452785015106,0.26393142342567444,0.15884074568748474
was,0.2591716945171356,0.5927209258079529,0.518218457698822,0.27107658982276917,0.4752357602119446,0.2830964922904968,0.24324211478233337,0.33670201897621155,0.3037589192390442,0.23483267426490784,0.5684447288513184,0.30834874510765076,0.18412111699581146
defeated,0.24416224658489227,0.2643011212348938,0.15019004046916962,0.43315523862838745,0.26783451437950134,0.1519288420677185,0.26393142342567444,0.1896272599697113,0.3309295177459717,0.18851232528686523,0.3067042827606201,1.0,0.1413237303495407
.,0.2087598592042923,0.37348684668540955,0.33645182847976685,0.1838250309228897,0.3936232924461365,0.45942068099975586,0.20616187155246735,0.4460422694683075,0.25373268127441406,0.19819748401641846,0.3488861322402954,0.2081184983253479,0.4130953550338745
