,what,will,have,a,direct,impact,of,inequality,in,a,system,that,uses,a,progressive,tax,?
top,0.21232028305530548,0.21297872066497803,0.24586878716945648,0.2422690987586975,0.09979347884654999,0.09391999989748001,0.20362378656864166,0.13098469376564026,0.2235720455646515,0.2422690987586975,0.1587340086698532,0.2259238362312317,0.192798912525177,0.2422690987586975,0.154746413230896,0.15296106040477753,0.17265194654464722
tax,0.21278929710388184,0.21885080635547638,0.2380584478378296,0.23702840507030487,0.2701147794723511,0.25085070729255676,0.2403477430343628,0.3682924807071686,0.20513993501663208,0.23702840507030487,0.20841825008392334,0.26179835200309753,0.09552168101072311,0.23702840507030487,0.26907187700271606,0.9999999403953552,0.2097984105348587
rate,0.21845893561840057,0.25261035561561584,0.22157570719718933,0.24373900890350342,0.25966936349868774,0.20735208690166473,0.24132871627807617,0.31061500310897827,0.24951417744159698,0.24373900890350342,0.23756901919841766,0.24504634737968445,0.161886528134346,0.24373900890350342,0.2211216539144516,0.33589982986450195,0.1308269053697586
will,0.3510494530200958,1.0,0.4443284869194031,0.3401327431201935,0.2300918847322464,0.21803897619247437,0.2473582625389099,0.2407531589269638,0.2580665349960327,0.3401327431201935,0.21854417026042938,0.4857470989227295,0.39540013670921326,0.3401327431201935,0.19447460770606995,0.21885080635547638,0.35046905279159546
often,0.3849453330039978,0.31567010283470154,0.4610420763492584,0.3930865228176117,0.17732234299182892,0.1989758312702179,0.3351972997188568,0.28257402777671814,0.3380797803401947,0.3930865228176117,0.20662763714790344,0.43873903155326843,0.33319950103759766,0.3930865228176117,0.2949742078781128,0.17076770961284637,0.23748154938220978
have,0.39808809757232666,0.4443284869194031,0.9999999403953552,0.338716596364975,0.2788701355457306,0.31931746006011963,0.3802283704280853,0.2617298364639282,0.36843645572662354,0.338716596364975,0.27033093571662903,0.6182622313499451,0.28234004974365234,0.338716596364975,0.2311737984418869,0.2380584478378296,0.32991164922714233
a,0.3320399522781372,0.3401327431201935,0.338716596364975,1.0,0.27544090151786804,0.24985632300376892,0.5052502155303955,0.1783585250377655,0.539380669593811,1.0,0.2589043080806732,0.47537946701049805,0.35566505789756775,1.0,0.2718779742717743,0.23702840507030487,0.23916715383529663
direct,0.26271191239356995,0.2300918847322464,0.2788701355457306,0.27544090151786804,1.0,0.25195828080177307,0.2533726394176483,0.2488977313041687,0.1965816169977188,0.27544090151786804,0.2532082200050354,0.3302111029624939,0.21188142895698547,0.27544090151786804,0.19906306266784668,0.2701147794723511,0.18476411700248718
impact,0.25162962079048157,0.21803897619247437,0.31931746006011963,0.24985632300376892,0.25195828080177307,1.0,0.21139270067214966,0.27267858386039734,0.18933768570423126,0.24985632300376892,0.1949118822813034,0.3073127269744873,0.14919894933700562,0.24985632300376892,0.252417653799057,0.25085070729255676,0.18429921567440033
on,0.34226128458976746,0.3240351676940918,0.36494916677474976,0.3848365545272827,0.20648783445358276,0.24748864769935608,0.3966929316520691,0.16136983036994934,0.46853652596473694,0.3848365545272827,0.21675898134708405,0.42569106817245483,0.25390690565109253,0.3848365545272827,0.18253928422927856,0.15417660772800446,0.2714994251728058
the,0.42745697498321533,0.3635469079017639,0.40389683842658997,0.5829201340675354,0.3262479901313782,0.22336715459823608,0.733189046382904,0.23508106172084808,0.6662389636039734,0.5829201340675354,0.3233085572719574,0.5473989248275757,0.2830192744731903,0.5829201340675354,0.2495650351047516,0.19507044553756714,0.22068053483963013
level,0.27376922965049744,0.2680976092815399,0.28482067584991455,0.21346178650856018,0.11581585556268692,0.1882595419883728,0.23504668474197388,0.24342113733291626,0.279204785823822,0.21346178650856018,0.3221368193626404,0.25154611468315125,0.11238807439804077,0.21346178650856018,0.1845153123140335,0.25494831800460815,0.20528386533260345
of,0.33290785551071167,0.2473582625389099,0.3802283704280853,0.5052502155303955,0.2533726394176483,0.21139270067214966,1.0,0.27910974621772766,0.5696388483047485,0.5052502155303955,0.25597915053367615,0.41498205065727234,0.2738003432750702,0.5052502155303955,0.27990299463272095,0.2403477430343628,0.1826142966747284
inequality,0.30072227120399475,0.2407531589269638,0.2617298364639282,0.1783585250377655,0.2488977313041687,0.27267858386039734,0.27910974621772766,1.0000001192092896,0.19402410089969635,0.1783585250377655,0.23671649396419525,0.3467824459075928,0.2127080261707306,0.1783585250377655,0.35330379009246826,0.3682924807071686,0.23619021475315094
within,0.2498195916414261,0.2683166265487671,0.32346946001052856,0.3858051896095276,0.21978597342967987,0.21346233785152435,0.39594778418540955,0.1734551042318344,0.40576374530792236,0.3858051896095276,0.28371384739875793,0.33798906207084656,0.1673537939786911,0.3858051896095276,0.1739862859249115,0.20175263285636902,0.1870293766260147
a,0.3320399522781372,0.3401327431201935,0.338716596364975,1.0,0.27544090151786804,0.24985632300376892,0.5052502155303955,0.1783585250377655,0.539380669593811,1.0,0.2589043080806732,0.47537946701049805,0.35566505789756775,1.0,0.2718779742717743,0.23702840507030487,0.23916715383529663
society,0.23231269419193268,0.15139447152614594,0.18951740860939026,0.22652459144592285,0.16739308834075928,0.25274285674095154,0.23646748065948486,0.3808777630329132,0.21229879558086395,0.22652459144592285,0.19836720824241638,0.23252169787883759,0.09695018082857132,0.22652459144592285,0.24035656452178955,0.21770979464054108,0.1373005360364914
",",0.3087472915649414,0.29706671833992004,0.3541618287563324,0.427140474319458,0.20868940651416779,0.2012101411819458,0.4946078956127167,0.21822890639305115,0.5201468467712402,0.427140474319458,0.18439900875091553,0.4137537479400635,0.28387847542762756,0.427140474319458,0.18273064494132996,0.140306293964386,0.31091248989105225
either,0.3851809501647949,0.39824509620666504,0.4577621519565582,0.40784984827041626,0.26455944776535034,0.18275487422943115,0.24225673079490662,0.2630752921104431,0.2748357057571411,0.40784984827041626,0.26829642057418823,0.44538983702659607,0.260791152715683,0.40784984827041626,0.15474408864974976,0.1602698415517807,0.31498292088508606
increasing,0.2066856026649475,0.27800288796424866,0.3759337067604065,0.2511899173259735,0.22338040173053741,0.30548566579818726,0.3524707853794098,0.4020375907421112,0.2580164670944214,0.2511899173259735,0.2785784900188446,0.33300721645355225,0.22762255370616913,0.2511899173259735,0.338889479637146,0.3142072558403015,0.0681626945734024
it,0.45803478360176086,0.33041369915008545,0.40974161028862,0.5452592968940735,0.26652148365974426,0.20925147831439972,0.38761502504348755,0.1806231439113617,0.5130809545516968,0.5452592968940735,0.30691424012184143,0.5921133160591125,0.2638168931007385,0.5452592968940735,0.1285521686077118,0.17267748713493347,0.25732165575027466
or,0.33867141604423523,0.41331517696380615,0.46389055252075195,0.48853766918182373,0.26956906914711,0.23444275557994843,0.3792596757411957,0.261748343706131,0.3586423695087433,0.48853766918182373,0.32710888981819153,0.4729836881160736,0.37641197443008423,0.48853766918182373,0.21259655058383942,0.233906090259552,0.32389625906944275
decreasing,0.21141842007637024,0.28624406456947327,0.3364854156970978,0.2270156741142273,0.18108749389648438,0.2733036279678345,0.2769012153148651,0.3692014515399933,0.24433369934558868,0.2270156741142273,0.2842993438243866,0.31654250621795654,0.2274026870727539,0.2270156741142273,0.29022282361984253,0.28779128193855286,0.06217806041240692
it,0.45803478360176086,0.33041369915008545,0.40974161028862,0.5452592968940735,0.26652148365974426,0.20925147831439972,0.38761502504348755,0.1806231439113617,0.5130809545516968,0.5452592968940735,0.30691424012184143,0.5921133160591125,0.2638168931007385,0.5452592968940735,0.1285521686077118,0.17267748713493347,0.25732165575027466
",",0.3087472915649414,0.29706671833992004,0.3541618287563324,0.427140474319458,0.20868940651416779,0.2012101411819458,0.4946078956127167,0.21822890639305115,0.5201468467712402,0.427140474319458,0.18439900875091553,0.4137537479400635,0.28387847542762756,0.427140474319458,0.18273064494132996,0.140306293964386,0.31091248989105225
provided,0.2206064909696579,0.3111211657524109,0.32175615429878235,0.20476344227790833,0.38978251814842224,0.15642838180065155,0.272808313369751,0.25247663259506226,0.19033823907375336,0.20476344227790833,0.20742946863174438,0.3600626289844513,0.3158542811870575,0.20476344227790833,0.13354521989822388,0.24619720876216888,0.16893617808818817
that,0.6297725439071655,0.4857470989227295,0.6182622313499451,0.47537946701049805,0.3302111029624939,0.3073127269744873,0.41498205065727234,0.3467824459075928,0.435920387506485,0.47537946701049805,0.3088737428188324,1.0,0.31664198637008667,0.47537946701049805,0.22278852760791779,0.26179835200309753,0.32716336846351624
income,0.21837803721427917,0.19403384625911713,0.21030287444591522,0.2084353119134903,0.258579283952713,0.25017058849334717,0.2581324577331543,0.46967795491218567,0.1795814335346222,0.2084353119134903,0.17890077829360962,0.2627509534358978,0.09327255189418793,0.2084353119134903,0.22840788960456848,0.61326003074646,0.14935168623924255
does,0.38564667105674744,0.583926260471344,0.3709583580493927,0.38201746344566345,0.19850881397724152,0.2049424648284912,0.3119818866252899,0.24271976947784424,0.214483380317688,0.38201746344566345,0.2021704614162445,0.4764937460422516,0.45398131012916565,0.38201746344566345,0.15649327635765076,0.18929047882556915,0.338003009557724
not,0.5449194312095642,0.5266793966293335,0.5619372129440308,0.3791346549987793,0.26088273525238037,0.23956254124641418,0.3307090103626251,0.30771467089653015,0.3403114080429077,0.3791346549987793,0.25763750076293945,0.6600887179374695,0.2542484700679779,0.3791346549987793,0.1996503323316574,0.25822365283966064,0.41942933201789856
change,0.3690716028213501,0.33172062039375305,0.40199920535087585,0.3047741651535034,0.23464323580265045,0.26384028792381287,0.2569013833999634,0.30474528670310974,0.2510564923286438,0.3047741651535034,0.21607841551303864,0.3988441526889801,0.2656807601451874,0.3047741651535034,0.2185709923505783,0.22354663908481598,0.24115969240665436
as,0.31749409437179565,0.3047071695327759,0.37788212299346924,0.39550232887268066,0.2503175735473633,0.21005624532699585,0.3886612355709076,0.1947982758283615,0.3887844979763031,0.39550232887268066,0.1973835676908493,0.4735107421875,0.25049033761024475,0.39550232887268066,0.19707521796226501,0.15733236074447632,0.27043893933296204
a,0.3320399522781372,0.3401327431201935,0.338716596364975,1.0,0.27544090151786804,0.24985632300376892,0.5052502155303955,0.1783585250377655,0.539380669593811,1.0,0.2589043080806732,0.47537946701049805,0.35566505789756775,1.0,0.2718779742717743,0.23702840507030487,0.23916715383529663
result,0.19945499300956726,0.2994154691696167,0.28083348274230957,0.2767398953437805,0.27453455328941345,0.2513858377933502,0.231380432844162,0.31150659918785095,0.25670310854911804,0.2767398953437805,0.21501560509204865,0.3031747341156006,0.16982673108577728,0.2767398953437805,0.18166106939315796,0.20007318258285522,0.17218433320522308
of,0.33290785551071167,0.2473582625389099,0.3802283704280853,0.5052502155303955,0.2533726394176483,0.21139270067214966,1.0,0.27910974621772766,0.5696388483047485,0.5052502155303955,0.25597915053367615,0.41498205065727234,0.2738003432750702,0.5052502155303955,0.27990299463272095,0.2403477430343628,0.1826142966747284
the,0.42745697498321533,0.3635469079017639,0.40389683842658997,0.5829201340675354,0.3262479901313782,0.22336715459823608,0.733189046382904,0.23508106172084808,0.6662389636039734,0.5829201340675354,0.3233085572719574,0.5473989248275757,0.2830192744731903,0.5829201340675354,0.2495650351047516,0.19507044553756714,0.22068053483963013
change,0.3690716028213501,0.33172062039375305,0.40199920535087585,0.3047741651535034,0.23464323580265045,0.26384028792381287,0.2569013833999634,0.30474528670310974,0.2510564923286438,0.3047741651535034,0.21607841551303864,0.3988441526889801,0.2656807601451874,0.3047741651535034,0.2185709923505783,0.22354663908481598,0.24115969240665436
in,0.30808621644973755,0.2580665349960327,0.36843645572662354,0.539380669593811,0.1965816169977188,0.18933768570423126,0.5696388483047485,0.19402410089969635,1.0,0.539380669593811,0.21978288888931274,0.435920387506485,0.2516363263130188,0.539380669593811,0.21065156161785126,0.20513993501663208,0.20430970191955566
tax,0.21278929710388184,0.21885080635547638,0.2380584478378296,0.23702840507030487,0.2701147794723511,0.25085070729255676,0.2403477430343628,0.3682924807071686,0.20513993501663208,0.23702840507030487,0.20841825008392334,0.26179835200309753,0.09552168101072311,0.23702840507030487,0.26907187700271606,0.9999999403953552,0.2097984105348587
regime,0.17682157456874847,0.1653124988079071,0.1746605634689331,0.20675835013389587,0.1098974272608757,0.16586615145206451,0.21391896903514862,0.3234865963459015,0.21639317274093628,0.20675835013389587,0.16655129194259644,0.20154723525047302,0.13084158301353455,0.20675835013389587,0.22113922238349915,0.24200457334518433,0.15561191737651825
.,0.3567904531955719,0.33682769536972046,0.41614407300949097,0.50484299659729,0.27250880002975464,0.2026742696762085,0.5352458953857422,0.22563500702381134,0.5591574311256409,0.50484299659729,0.2277725487947464,0.4460422694683075,0.30030930042266846,0.50484299659729,0.21317042410373688,0.23817123472690582,0.4130953550338745
