,what,is,another,term,for,shortening,the,admission,event,?
gained,0.15457381308078766,0.2201099395751953,0.19129571318626404,0.20680385828018188,0.28392210602760315,0.1548238843679428,0.29543522000312805,0.2762932777404785,0.21485106647014618,0.11261032521724701
by,0.2455483376979828,0.3899846076965332,0.36873918771743774,0.1564474254846573,0.3248702883720398,0.19118502736091614,0.4408751428127289,0.22830261290073395,0.2186535894870758,0.17966607213020325
gradually,0.29329201579093933,0.14753946661949158,0.3121334910392761,0.2133534699678421,0.25319090485572815,0.3324306607246399,0.3209700584411621,0.15710711479187012,0.11634579300880432,0.09310194849967957
``,0.008517155423760414,0.058766357600688934,0.06123349070549011,0.11803510040044785,0.01270448137074709,0.1434607356786728,0.029072100296616554,-0.08861950039863586,0.055578943341970444,0.0685480609536171
shortening,0.2765144109725952,0.26203134655952454,0.28403833508491516,0.35682111978530884,0.29885467886924744,1.0000001192092896,0.29968923330307007,0.10539782047271729,0.1383398175239563,0.2265927791595459
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2740369141101837,0.4739971458911896,0.29968923330307007,1.0,0.2620483338832855,0.2960145175457001,0.22068053483963013
cutoff,0.3347697854042053,0.29095375537872314,0.29548656940460205,0.19100622832775116,0.35062506794929504,0.33287909626960754,0.29832905530929565,0.26397645473480225,0.2030799388885498,0.2242688238620758
'',0.08143015950918198,0.0793738141655922,0.0015353172784671187,0.13619764149188995,-0.04479556903243065,0.01738431304693222,0.041273195296525955,0.06010176241397858,-0.03223077952861786,0.018684765323996544
or,0.33867141604423523,0.41870999336242676,0.4401204288005829,0.34949591755867004,0.4111599624156952,0.3801453113555908,0.4174870550632477,0.24462278187274933,0.28712624311447144,0.32389625906944275
rather,0.3923804461956024,0.2886356711387634,0.3558580279350281,0.3647365868091583,0.3629494905471802,0.3889695405960083,0.31983619928359985,0.22832848131656647,0.2312234342098236,0.3053998053073883
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.21599270403385162,0.4464869201183319,0.21644948422908783,0.4933079481124878,0.1946551650762558,0.22701776027679443,0.31091248989105225
shortening,0.2765144109725952,0.26203134655952454,0.28403833508491516,0.35682111978530884,0.29885467886924744,1.0000001192092896,0.29968923330307007,0.10539782047271729,0.1383398175239563,0.2265927791595459
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2740369141101837,0.4739971458911896,0.29968923330307007,1.0,0.2620483338832855,0.2960145175457001,0.22068053483963013
admission,0.29061800241470337,0.21989640593528748,0.21016621589660645,0.1746188998222351,0.27035728096961975,0.10539782047271729,0.2620483338832855,1.0,0.2510676681995392,0.19312289357185364
event,0.26981404423713684,0.2078172266483307,0.22148023545742035,0.2118467539548874,0.21648059785366058,0.1383398175239563,0.2960145175457001,0.2510676681995392,0.9999998807907104,0.16076280176639557
;,0.10986888408660889,0.05324986204504967,0.013220119290053844,0.06304056942462921,0.0293948445469141,0.041004665195941925,0.09152708947658539,0.024407031014561653,0.010941234417259693,0.10349778085947037
this,0.5489566326141357,0.480927973985672,0.5523360371589661,0.3113332986831665,0.5082864165306091,0.36612412333488464,0.6274310946464539,0.27523162961006165,0.32310792803764343,0.3155723512172699
in,0.30808621644973755,0.5394441485404968,0.3397690951824188,0.27866655588150024,0.4322226941585541,0.19443361461162567,0.6662389636039734,0.2778421938419342,0.27304479479789734,0.20430970191955566
turn,0.29013973474502563,0.24236083030700684,0.29802194237709045,0.21647955477237701,0.2438233643770218,0.23538631200790405,0.3359498679637909,0.1169690489768982,0.21997597813606262,0.2072952687740326
proportionately,0.22782151401042938,0.3025771379470825,0.3216301500797272,0.2490898221731186,0.1956242471933365,0.24328646063804626,0.24612577259540558,0.15691164135932922,0.11369206011295319,0.14519178867340088
lengthens,0.19217073917388916,0.16421008110046387,0.19728432595729828,0.13541029393672943,0.16319890320301056,0.3668973743915558,0.22955411672592163,0.11147373914718628,0.1927858591079712,0.15949727594852448
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2740369141101837,0.4739971458911896,0.29968923330307007,1.0,0.2620483338832855,0.2960145175457001,0.22068053483963013
expansion,0.2671823799610138,0.16577079892158508,0.16660821437835693,0.2085374891757965,0.2434670478105545,0.28176149725914,0.31353142857551575,0.2871713936328888,0.209608256816864,0.18286365270614624
period,0.24507179856300354,0.1838376820087433,0.23295289278030396,0.341280460357666,0.27999383211135864,0.26220956444740295,0.3125074505805969,0.2102152556180954,0.2535259425640106,0.18706195056438446
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.18456575274467468,0.4726039469242096,0.22225123643875122,0.5934505462646484,0.2514549791812897,0.2068977802991867,0.4130953550338745
