,rather,than,taxation,",",what,are,private,schools,largely,funded,by,?
not,0.4821464419364929,0.3858577013015747,0.2606354355812073,0.3769696354866028,0.5449194312095642,0.46186959743499756,0.181801438331604,0.2299577295780182,0.31457096338272095,0.2140100598335266,0.291808545589447,0.41942933201789856
administered,0.1677229255437851,0.1385263055562973,0.41606950759887695,0.2262915074825287,0.22505685687065125,0.2253529578447342,0.23204773664474487,0.22404460608959198,0.26668599247932434,0.3773635923862457,0.27176275849342346,0.11263694614171982
by,0.2593236565589905,0.2015816867351532,0.29991888999938965,0.3680937886238098,0.2455483376979828,0.37842893600463867,0.18554414808750153,0.1415957361459732,0.32960739731788635,0.30712053179740906,1.0000001192092896,0.17966607213020325
local,0.20653219521045685,0.13557827472686768,0.2577289938926697,0.20673875510692596,0.18981902301311493,0.19665704667568207,0.22325782477855682,0.22340239584445953,0.15776553750038147,0.23459286987781525,0.17162570357322693,0.15022775530815125
",",0.276650071144104,0.3371901512145996,0.20654340088367462,1.0000001192092896,0.3087472915649414,0.4062570035457611,0.1899166703224182,0.2760516405105591,0.24212822318077087,0.18915624916553497,0.3680937886238098,0.31091248989105225
state,0.158212348818779,0.1687004715204239,0.32647982239723206,0.29481780529022217,0.24273863434791565,0.19951030611991882,0.3059387505054474,0.2832874357700348,0.2231174260377884,0.26406148076057434,0.2263980358839035,0.1160883978009224
or,0.5221653580665588,0.5002588033676147,0.30086174607276917,0.3769497275352478,0.33867141604423523,0.5374364256858826,0.21888144314289093,0.23524631559848785,0.25473925471305847,0.17304039001464844,0.30274316668510437,0.32389625906944275
national,0.13720913231372833,0.14825581014156342,0.21847231686115265,0.23933029174804688,0.16882304847240448,0.17082279920578003,0.16998161375522614,0.21169473230838776,0.13194730877876282,0.3179108202457428,0.19307640194892883,0.15643028914928436
governments,0.22842562198638916,0.21688342094421387,0.5810105800628662,0.259052038192749,0.2814749777317047,0.32274073362350464,0.34619805216789246,0.405094176530838,0.2784630060195923,0.4595321714878082,0.25543296337127686,0.18805137276649475
;,0.09298486262559891,0.04767092317342758,0.0025455933064222336,0.04938793554902077,0.10986888408660889,0.15315808355808258,0.07344416528940201,0.006539041642099619,0.05210355296730995,0.03226695582270622,0.10469875484704971,0.10349778085947037
thus,0.46679383516311646,0.3583323061466217,0.30052149295806885,0.3071325421333313,0.30745524168014526,0.26718243956565857,0.13982300460338593,0.13484472036361694,0.3183763921260834,0.1321035772562027,0.2587898373603821,0.18769288063049316
",",0.276650071144104,0.3371901512145996,0.20654340088367462,1.0000001192092896,0.3087472915649414,0.4062570035457611,0.1899166703224182,0.2760516405105591,0.24212822318077087,0.18915624916553497,0.3680937886238098,0.31091248989105225
they,0.36748039722442627,0.3383907079696655,0.2119361013174057,0.390799880027771,0.4431931674480438,0.610666811466217,0.23686249554157257,0.2753114104270935,0.26507502794265747,0.20804671943187714,0.3391372263431549,0.2753053903579712
retain,0.243817538022995,0.24358998239040375,0.23256708681583405,0.2342095971107483,0.178955540060997,0.19124151766300201,0.14127056300640106,0.0964733436703682,0.1676010638475418,0.10390380769968033,0.18703101575374603,0.10032857954502106
the,0.31983619928359985,0.3227543234825134,0.2914186716079712,0.4933079481124878,0.42745697498321533,0.40399202704429626,0.18291357159614563,0.22905772924423218,0.34641584753990173,0.21102139353752136,0.4408751428127289,0.22068053483963013
right,0.25926148891448975,0.18806393444538116,0.1741066426038742,0.24165019392967224,0.38502591848373413,0.21829961240291595,0.17115983366966248,0.14779479801654816,0.14745156466960907,0.10046597570180893,0.1945604532957077,0.27135515213012695
to,0.4052407741546631,0.3192550539970398,0.2542955279350281,0.44245919585227966,0.455847829580307,0.3504326641559601,0.18892748653888702,0.2362271547317505,0.24348199367523193,0.1668122261762619,0.33534231781959534,0.29463258385658264
select,0.2553202211856842,0.18177597224712372,0.18205063045024872,0.16609342396259308,0.2594083249568939,0.25863152742385864,0.11320453882217407,0.14086371660232544,0.043181028217077255,0.14727042615413666,0.22652557492256165,0.2362300455570221
their,0.38249802589416504,0.30367133021354675,0.28888067603111267,0.3045167922973633,0.35142919421195984,0.46887820959091187,0.24537235498428345,0.22621867060661316,0.2937707304954529,0.21237725019454956,0.3242124021053314,0.1898253709077835
students,0.1811467558145523,0.233561173081398,0.2331322729587555,0.26501646637916565,0.2380729615688324,0.2835792899131775,0.35454505681991577,0.6169943809509277,0.1427926868200302,0.3903201222419739,0.19252489507198334,0.18017297983169556
and,0.34474092721939087,0.39361441135406494,0.27921611070632935,0.6633074283599854,0.31309178471565247,0.48576638102531433,0.2557651102542877,0.29319998621940613,0.2951068878173828,0.2441575825214386,0.4289871156215668,0.20544172823429108
are,0.325596421957016,0.39206281304359436,0.2124989628791809,0.4062570035457611,0.29724663496017456,1.0,0.1694057136774063,0.30816179513931274,0.2932984232902527,0.18269871175289154,0.37842893600463867,0.24591213464736938
funded,0.2148367017507553,0.20339466631412506,0.45925232768058777,0.18915624916553497,0.12889151275157928,0.18269871175289154,0.37384557723999023,0.39287659525871277,0.2908753752708435,1.0,0.30712053179740906,0.14043596386909485
in,0.26646825671195984,0.3270052373409271,0.20385172963142395,0.5201468467712402,0.30808621644973755,0.3841303884983063,0.21135757863521576,0.2632134258747101,0.2371911108493805,0.21351924538612366,0.370934396982193,0.20430970191955566
whole,0.41455429792404175,0.33534878492355347,0.21201908588409424,0.25234273076057434,0.38441845774650574,0.27209654450416565,0.12080708891153336,0.20146062970161438,0.3539990484714508,0.1765339970588684,0.2513931095600128,0.21052291989326477
or,0.5221653580665588,0.5002588033676147,0.30086174607276917,0.3769497275352478,0.33867141604423523,0.5374364256858826,0.21888144314289093,0.23524631559848785,0.25473925471305847,0.17304039001464844,0.30274316668510437,0.32389625906944275
in,0.26646825671195984,0.3270052373409271,0.20385172963142395,0.5201468467712402,0.30808621644973755,0.3841303884983063,0.21135757863521576,0.2632134258747101,0.2371911108493805,0.21351924538612366,0.370934396982193,0.20430970191955566
part,0.23884129524230957,0.22591069340705872,0.2170567512512207,0.3376222252845764,0.3476244807243347,0.3086032569408417,0.1465214490890503,0.17430028319358826,0.30427253246307373,0.24066810309886932,0.28271573781967163,0.08557961881160736
by,0.2593236565589905,0.2015816867351532,0.29991888999938965,0.3680937886238098,0.2455483376979828,0.37842893600463867,0.18554414808750153,0.1415957361459732,0.32960739731788635,0.30712053179740906,1.0000001192092896,0.17966607213020325
charging,0.37476882338523865,0.30602115392684937,0.41711506247520447,0.21420089900493622,0.18373198807239532,0.2403501272201538,0.2719841003417969,0.21839208900928497,0.1970704197883606,0.3177962005138397,0.23230034112930298,0.11662299185991287
their,0.38249802589416504,0.30367133021354675,0.28888067603111267,0.3045167922973633,0.35142919421195984,0.46887820959091187,0.24537235498428345,0.22621867060661316,0.2937707304954529,0.21237725019454956,0.3242124021053314,0.1898253709077835
students,0.1811467558145523,0.233561173081398,0.2331322729587555,0.26501646637916565,0.2380729615688324,0.2835792899131775,0.35454505681991577,0.6169943809509277,0.1427926868200302,0.3903201222419739,0.19252489507198334,0.18017297983169556
tuition,0.272725373506546,0.3452468812465668,0.5413527488708496,0.2515327036380768,0.2307644784450531,0.25414586067199707,0.3631826937198639,0.4599091112613678,0.18168458342552185,0.5018442273139954,0.15613433718681335,0.2023361474275589
",",0.276650071144104,0.3371901512145996,0.20654340088367462,1.0000001192092896,0.3087472915649414,0.4062570035457611,0.1899166703224182,0.2760516405105591,0.24212822318077087,0.18915624916553497,0.3680937886238098,0.31091248989105225
rather,1.0,0.6301081776618958,0.3206070065498352,0.276650071144104,0.3923804461956024,0.325596421957016,0.14991822838783264,0.14261603355407715,0.38897767663002014,0.2148367017507553,0.2593236565589905,0.3053998053073883
than,0.6301081776618958,1.0,0.21666096150875092,0.3371901512145996,0.29388150572776794,0.39206281304359436,0.13248130679130554,0.16902634501457214,0.20917415618896484,0.20339466631412506,0.2015816867351532,0.24917294085025787
relying,0.4306197762489319,0.30949392914772034,0.3891991674900055,0.25783878564834595,0.4828588664531708,0.34258130192756653,0.2549968957901001,0.2412557154893875,0.33507904410362244,0.26489686965942383,0.233941450715065,0.2699472904205322
on,0.2960607409477234,0.2864885926246643,0.15701675415039062,0.49057599902153015,0.34226128458976746,0.268924742937088,0.21000011265277863,0.18452578783035278,0.26004865765571594,0.22472649812698364,0.33887791633605957,0.2714994251728058
mandatory,0.21388819813728333,0.14898890256881714,0.3128158748149872,0.2573775351047516,0.2798025608062744,0.19445648789405823,0.20464441180229187,0.22373183071613312,0.13341358304023743,0.2085094302892685,0.13585437834262848,0.18550173938274384
taxation,0.3206070065498352,0.21666096150875092,1.0,0.20654340088367462,0.25329726934432983,0.2124989628791809,0.3166259825229645,0.2641906440258026,0.3285661041736603,0.45925232768058777,0.29991888999938965,0.16318899393081665
through,0.29363298416137695,0.18151995539665222,0.22501249611377716,0.3060276508331299,0.23167094588279724,0.2637137472629547,0.19509479403495789,0.19748453795909882,0.19475223124027252,0.14771196246147156,0.3433202803134918,0.16913433372974396
public,0.19416777789592743,0.15035578608512878,0.4039756655693054,0.2588968276977539,0.1729622185230255,0.18111367523670197,0.5126727223396301,0.4260808527469635,0.12422099709510803,0.445223331451416,0.23323717713356018,0.19872993230819702
(,0.16365185379981995,0.19419437646865845,0.164723202586174,0.6363511681556702,0.2411840260028839,0.23263892531394958,0.162434384226799,0.15322564542293549,0.1017586961388588,0.10794150829315186,0.20696312189102173,0.40561532974243164
government,0.20211361348628998,0.17420484125614166,0.544364869594574,0.27344048023223877,0.28074538707733154,0.20126859843730927,0.3261575996875763,0.3405122756958008,0.26022401452064514,0.44982051849365234,0.24235671758651733,0.18851417303085327
),0.1804419457912445,0.21982109546661377,0.15538668632507324,0.63033527135849,0.26259949803352356,0.2373749315738678,0.16768941283226013,0.16219249367713928,0.1208018884062767,0.09194710105657578,0.2151763141155243,0.42300865054130554
funding,0.28033074736595154,0.22707942128181458,0.5209267735481262,0.23183828592300415,0.2725590467453003,0.1806987076997757,0.27316173911094666,0.3070438504219055,0.31974294781684875,0.6851902604103088,0.26025402545928955,0.1842934638261795
;,0.09298486262559891,0.04767092317342758,0.0025455933064222336,0.04938793554902077,0.10986888408660889,0.15315808355808258,0.07344416528940201,0.006539041642099619,0.05210355296730995,0.03226695582270622,0.10469875484704971,0.10349778085947037
at,0.24202780425548553,0.27679139375686646,0.09018077701330185,0.38314947485923767,0.2838611304759979,0.2074895054101944,0.21611805260181427,0.21788150072097778,0.1097077801823616,0.2275886833667755,0.2368064820766449,0.21978627145290375
some,0.4512019157409668,0.46446433663368225,0.2814115583896637,0.42400437593460083,0.4491020441055298,0.6331475377082825,0.23412339389324188,0.3067633807659149,0.3906775414943695,0.17812007665634155,0.306446373462677,0.2562315762042999
private,0.14991822838783264,0.13248130679130554,0.3166259825229645,0.1899166703224182,0.16778090596199036,0.1694057136774063,1.0,0.4158569872379303,0.18915681540966034,0.37384557723999023,0.18554414808750153,0.14389030635356903
schools,0.14261603355407715,0.16902634501457214,0.2641906440258026,0.2760516405105591,0.1820785105228424,0.30816179513931274,0.4158569872379303,1.0,0.19322611391544342,0.39287659525871277,0.1415957361459732,0.18349280953407288
students,0.1811467558145523,0.233561173081398,0.2331322729587555,0.26501646637916565,0.2380729615688324,0.2835792899131775,0.35454505681991577,0.6169943809509277,0.1427926868200302,0.3903201222419739,0.19252489507198334,0.18017297983169556
may,0.30501967668533325,0.3617818057537079,0.18209825456142426,0.5007920861244202,0.25739946961402893,0.3162533640861511,0.16896244883537292,0.1841869205236435,0.16266684234142303,0.13779893517494202,0.1970296949148178,0.2768254578113556
be,0.4789743721485138,0.46516597270965576,0.24537354707717896,0.39254459738731384,0.3929833769798279,0.5556803941726685,0.1834806501865387,0.21943484246730804,0.2750927805900574,0.19414004683494568,0.43158695101737976,0.3324260413646698
able,0.32632625102996826,0.27244341373443604,0.20297668874263763,0.28725793957710266,0.3404487371444702,0.2283707559108734,0.21204803884029388,0.1364797204732895,0.14460134506225586,0.22313430905342102,0.24084776639938354,0.260649710893631
to,0.4052407741546631,0.3192550539970398,0.2542955279350281,0.44245919585227966,0.455847829580307,0.3504326641559601,0.18892748653888702,0.2362271547317505,0.24348199367523193,0.1668122261762619,0.33534231781959534,0.29463258385658264
get,0.3289574384689331,0.3333383798599243,0.23026901483535767,0.2926318049430847,0.3490515947341919,0.36355718970298767,0.16381114721298218,0.1499549150466919,0.11762302368879318,0.1784440279006958,0.2411126047372818,0.3499825894832611
a,0.4061340093612671,0.3126874566078186,0.21739700436592102,0.427140474319458,0.3320399522781372,0.265255331993103,0.20346391201019287,0.2118925303220749,0.2333068698644638,0.13728104531764984,0.32094135880470276,0.23916715383529663
scholarship,0.11997886002063751,0.1469971239566803,0.29185226559638977,0.21552643179893494,0.18312285840511322,0.0963471531867981,0.33168524503707886,0.42799627780914307,0.15046240389347076,0.41396385431289673,0.1448548138141632,0.07760601490736008
",",0.276650071144104,0.3371901512145996,0.20654340088367462,1.0000001192092896,0.3087472915649414,0.4062570035457611,0.1899166703224182,0.2760516405105591,0.24212822318077087,0.18915624916553497,0.3680937886238098,0.31091248989105225
which,0.45570456981658936,0.3974681496620178,0.31285667419433594,0.3658004403114319,0.5261979103088379,0.42922598123550415,0.21277280151844025,0.23417861759662628,0.3722483217716217,0.2648506462574005,0.40543368458747864,0.25814583897590637
makes,0.29934558272361755,0.33908337354660034,0.15779103338718414,0.2926395535469055,0.2867553234100342,0.36780422925949097,0.07926832139492035,0.10043070465326309,0.09935901314020157,0.06473178416490555,0.2263995260000229,0.22145044803619385
the,0.31983619928359985,0.3227543234825134,0.2914186716079712,0.4933079481124878,0.42745697498321533,0.40399202704429626,0.18291357159614563,0.22905772924423218,0.34641584753990173,0.21102139353752136,0.4408751428127289,0.22068053483963013
cost,0.2599249482154846,0.34331220388412476,0.32035258412361145,0.20970560610294342,0.210266575217247,0.21638384461402893,0.2392757087945938,0.19791728258132935,0.19610749185085297,0.3693982660770416,0.17641669511795044,0.17823095619678497
cheaper,0.3411186635494232,0.4786659777164459,0.28251883387565613,0.21943682432174683,0.20256595313549042,0.2772156298160553,0.22211143374443054,0.17623591423034668,0.1829570233821869,0.227010577917099,0.20894604921340942,0.12747052311897278
",",0.276650071144104,0.3371901512145996,0.20654340088367462,1.0000001192092896,0.3087472915649414,0.4062570035457611,0.1899166703224182,0.2760516405105591,0.24212822318077087,0.18915624916553497,0.3680937886238098,0.31091248989105225
depending,0.3950197100639343,0.3693179190158844,0.25838518142700195,0.2440662980079651,0.3483159840106964,0.4297933876514435,0.1153963953256607,0.17177647352218628,0.22463543713092804,0.11396617442369461,0.24594002962112427,0.21704205870628357
on,0.2960607409477234,0.2864885926246643,0.15701675415039062,0.49057599902153015,0.34226128458976746,0.268924742937088,0.21000011265277863,0.18452578783035278,0.26004865765571594,0.22472649812698364,0.33887791633605957,0.2714994251728058
a,0.4061340093612671,0.3126874566078186,0.21739700436592102,0.427140474319458,0.3320399522781372,0.265255331993103,0.20346391201019287,0.2118925303220749,0.2333068698644638,0.13728104531764984,0.32094135880470276,0.23916715383529663
talent,0.21382825076580048,0.10156175494194031,0.21108479797840118,0.2598915100097656,0.20876705646514893,0.12507188320159912,0.21820218861103058,0.178284153342247,0.06728865206241608,0.275556743144989,0.2214563935995102,0.16550226509571075
the,0.31983619928359985,0.3227543234825134,0.2914186716079712,0.4933079481124878,0.42745697498321533,0.40399202704429626,0.18291357159614563,0.22905772924423218,0.34641584753990173,0.21102139353752136,0.4408751428127289,0.22068053483963013
student,0.14174388349056244,0.12476477771997452,0.1887277513742447,0.2261858433485031,0.20548318326473236,0.1161111518740654,0.3240567743778229,0.41530340909957886,0.1169109120965004,0.3253461420536041,0.170615091919899,0.13282090425491333
may,0.30501967668533325,0.3617818057537079,0.18209825456142426,0.5007920861244202,0.25739946961402893,0.3162533640861511,0.16896244883537292,0.1841869205236435,0.16266684234142303,0.13779893517494202,0.1970296949148178,0.2768254578113556
have,0.4224875271320343,0.46517109870910645,0.2590397894382477,0.3541618287563324,0.39808809757232666,0.6577680706977844,0.1496797353029251,0.26828762888908386,0.3075169324874878,0.2228681743144989,0.3359639644622803,0.32991164922714233
(,0.16365185379981995,0.19419437646865845,0.164723202586174,0.6363511681556702,0.2411840260028839,0.23263892531394958,0.162434384226799,0.15322564542293549,0.1017586961388588,0.10794150829315186,0.20696312189102173,0.40561532974243164
e.g,0.04398134723305702,-0.00026566890301182866,-0.03380318731069565,-0.1017751693725586,0.044121697545051575,0.02132573164999485,-0.12507210671901703,-0.12376193702220917,0.05742994695901871,-0.06867948174476624,-0.017529040575027466,-0.03681480139493942
.,0.3084547221660614,0.3594527542591095,0.20219014585018158,0.6812511086463928,0.3567904531955719,0.3452940285205841,0.2534593939781189,0.2752705216407776,0.19839447736740112,0.21904520690441132,0.3936232924461365,0.4130953550338745
