,of,what,were,materials,that,left,little,residue,thought,to,contain,?
initial,0.25980207324028015,0.2771121859550476,0.15666094422340393,0.17429573833942413,0.3260990381240845,0.19735197722911835,0.145035520195961,0.2814536988735199,0.21807648241519928,0.2564111649990082,0.17530842125415802,0.16868601739406586
quantitative,0.31673023104667664,0.3184710144996643,0.17035357654094696,0.4378417134284973,0.3228165805339813,0.09096309542655945,0.16596634685993195,0.4657180905342102,0.2643134891986847,0.2402993142604828,0.2968274652957916,0.23438139259815216
experiments,0.16935081779956818,0.3106561601161957,0.27732375264167786,0.33465665578842163,0.34689804911613464,0.10090019553899765,0.24522052705287933,0.2941130995750427,0.34304079413414,0.273220032453537,0.1923758089542389,0.14564716815948486
conducted,0.22415050864219666,0.13546347618103027,0.25591009855270386,0.2499394565820694,0.1819024682044983,0.14759637415409088,0.12005134671926498,0.21131795644760132,0.2365187555551529,0.2032870501279831,0.09745443612337112,0.1105341762304306
to,0.41548454761505127,0.455847829580307,0.31913647055625916,0.2771066129207611,0.5436353087425232,0.2724500000476837,0.2547711431980133,0.24319802224636078,0.3858291208744049,1.0,0.28093209862709045,0.29463258385658264
test,0.164191335439682,0.2596650719642639,0.1422247588634491,0.19841206073760986,0.27682164311408997,0.1389535367488861,0.11106260865926743,0.2249688357114792,0.13910387456417084,0.23725658655166626,0.20241260528564453,0.19832737743854523
the,0.733189046382904,0.42745697498321533,0.3906462490558624,0.22837378084659576,0.5473989248275757,0.33113980293273926,0.2412613034248352,0.24153098464012146,0.3509289622306824,0.535392165184021,0.26383090019226074,0.22068053483963013
idea,0.2342950403690338,0.44512778520584106,0.2231837809085846,0.17624792456626892,0.49277663230895996,0.181135892868042,0.16968202590942383,0.16705019772052765,0.589238703250885,0.3542773127555847,0.17502246797084808,0.2952161729335785
;,0.054534342139959335,0.10986888408660889,0.14040996134281158,0.05979154258966446,0.0633435994386673,0.018402086570858955,-0.01625622622668743,-0.0019529741257429123,0.12803564965724945,0.0979827418923378,0.08701131492853165,0.10349778085947037
instead,0.31208282709121704,0.4104403555393219,0.24335987865924835,0.1994611620903015,0.43556153774261475,0.2379228174686432,0.26297861337661743,0.23854562640190125,0.27750205993652344,0.457004189491272,0.29645559191703796,0.2942638397216797
",",0.4946078956127167,0.3087472915649414,0.36755475401878357,0.20380693674087524,0.4137537479400635,0.2448868453502655,0.32780832052230835,0.2166748195886612,0.2965437173843384,0.44245919585227966,0.24384500086307526,0.31091248989105225
it,0.38761502504348755,0.45803478360176086,0.25487732887268066,0.25009089708328247,0.5921133160591125,0.16717396676540375,0.2860073745250702,0.30030426383018494,0.3732614517211914,0.513711154460907,0.2919952869415283,0.25732165575027466
was,0.4069072902202606,0.22111038863658905,0.590133786201477,0.17750675976276398,0.33670201897621155,0.21956826746463776,0.15730731189250946,0.14200031757354736,0.42560186982154846,0.3636345863342285,0.0908108651638031,0.18412111699581146
based,0.3033197224140167,0.274813175201416,0.2693869471549988,0.13859303295612335,0.31403544545173645,0.13406722247600555,0.16557666659355164,0.14259690046310425,0.19774867594242096,0.19629007577896118,0.16860531270503998,0.134929820895195
on,0.3966929316520691,0.34226128458976746,0.2774328887462616,0.21502527594566345,0.42569106817245483,0.30747801065444946,0.2574410140514374,0.09193133562803268,0.225023552775383,0.41031414270401,0.16834215819835663,0.2714994251728058
observations,0.20744435489177704,0.25952574610710144,0.22979561984539032,0.28842782974243164,0.3103509843349457,0.1054975613951683,0.21836793422698975,0.29146161675453186,0.28253883123397827,0.2440076768398285,0.28122949600219727,0.16318461298942566
of,1.0,0.33290785551071167,0.34038281440734863,0.23909913003444672,0.41498205065727234,0.2218635529279709,0.20116642117500305,0.28857046365737915,0.34673458337783813,0.41548454761505127,0.30574339628219604,0.1826142966747284
what,0.33290785551071167,0.9999998807907104,0.22298263013362885,0.21012352406978607,0.6297725439071655,0.2442072629928589,0.2614184617996216,0.2236941158771515,0.4469435214996338,0.455847829580307,0.1832355558872223,0.5051238536834717
happens,0.2803132236003876,0.3950584828853607,0.1822688728570938,0.22094188630580902,0.37155571579933167,0.18396466970443726,0.21000826358795166,0.27342092990875244,0.2532641887664795,0.25381678342819214,0.2632782459259033,0.27680426836013794
when,0.3757161796092987,0.4700249433517456,0.29649975895881653,0.2447008192539215,0.5860282182693481,0.3236202895641327,0.2586153745651245,0.26770660281181335,0.32143133878707886,0.5423505902290344,0.1813073754310608,0.22841128706932068
something,0.2189858853816986,0.6258514523506165,0.17168332636356354,0.28789377212524414,0.6027913093566895,0.16201476752758026,0.2957345247268677,0.3031461238861084,0.39260512590408325,0.41753658652305603,0.2736835479736328,0.4761815667152405
burns,0.21903041005134583,0.11580292135477066,0.16949564218521118,0.22935643792152405,0.18145619332790375,0.16360612213611603,0.14531780779361725,0.2326466590166092,0.12614697217941284,0.1849290430545807,0.18639647960662842,0.19737893342971802
",",0.4946078956127167,0.3087472915649414,0.36755475401878357,0.20380693674087524,0.4137537479400635,0.2448868453502655,0.32780832052230835,0.2166748195886612,0.2965437173843384,0.44245919585227966,0.24384500086307526,0.31091248989105225
that,0.41498205065727234,0.6297725439071655,0.35517072677612305,0.28520384430885315,1.0,0.2512504756450653,0.3069852590560913,0.2647762596607208,0.520185112953186,0.5436353087425232,0.36020758748054504,0.32716336846351624
most,0.4178851246833801,0.3219912350177765,0.3543298542499542,0.20622701942920685,0.4497850239276886,0.1115926057100296,0.20023827254772186,0.22801543772220612,0.3261893093585968,0.321603000164032,0.31204837560653687,0.2107497900724411
common,0.2949881851673126,0.19989867508411407,0.14443030953407288,0.2217748910188675,0.2786630392074585,0.08775486797094345,0.1392410397529602,0.2576124668121338,0.2131781280040741,0.21109338104724884,0.2593170702457428,0.20434872806072235
objects,0.23814009130001068,0.24020016193389893,0.2786100506782532,0.4888559579849243,0.33961281180381775,0.07344134151935577,0.1754978597164154,0.33805036544799805,0.2849266231060028,0.2695634961128235,0.31279829144477844,0.15479016304016113
appear,0.2246912121772766,0.2962318956851959,0.26346173882484436,0.1830451935529709,0.39309781789779663,0.260810524225235,0.22847002744674683,0.15554992854595184,0.279455304145813,0.34339165687561035,0.4010040760040283,0.22635367512702942
to,0.41548454761505127,0.455847829580307,0.31913647055625916,0.2771066129207611,0.5436353087425232,0.2724500000476837,0.2547711431980133,0.24319802224636078,0.3858291208744049,1.0,0.28093209862709045,0.29463258385658264
become,0.31678006052970886,0.27134042978286743,0.28523334860801697,0.13443635404109955,0.33698222041130066,0.21925410628318787,0.18986095488071442,0.1614677906036377,0.2818792760372162,0.36996012926101685,0.16269825398921967,0.19511328637599945
lighter,0.17630793154239655,0.23391853272914886,0.2524248957633972,0.35213130712509155,0.3250750005245209,0.15561619400978088,0.3221784234046936,0.32364919781684875,0.23669645190238953,0.26037511229515076,0.279522180557251,0.13723474740982056
and,0.5116966962814331,0.31309178471565247,0.42175528407096863,0.2919374406337738,0.4731321930885315,0.2571277916431427,0.2627353072166443,0.23869457840919495,0.34702804684638977,0.48971283435821533,0.3066939413547516,0.20544172823429108
seem,0.22733785212039948,0.4162353277206421,0.25584709644317627,0.25147271156311035,0.48209893703460693,0.14243648946285248,0.3295557498931885,0.2135605365037918,0.4156321883201599,0.42832475900650024,0.3572588562965393,0.42079484462738037
to,0.41548454761505127,0.455847829580307,0.31913647055625916,0.2771066129207611,0.5436353087425232,0.2724500000476837,0.2547711431980133,0.24319802224636078,0.3858291208744049,1.0,0.28093209862709045,0.29463258385658264
lose,0.2904243767261505,0.26612868905067444,0.21252237260341644,0.213511124253273,0.34182941913604736,0.2161502242088318,0.240542933344841,0.19834767282009125,0.2455601692199707,0.33073529601097107,0.2413298785686493,0.18494220077991486
something,0.2189858853816986,0.6258514523506165,0.17168332636356354,0.28789377212524414,0.6027913093566895,0.16201476752758026,0.2957345247268677,0.3031461238861084,0.39260512590408325,0.41753658652305603,0.2736835479736328,0.4761815667152405
in,0.5696388483047485,0.30808621644973755,0.3815755248069763,0.2393922507762909,0.435920387506485,0.21139952540397644,0.22515349090099335,0.23877045512199402,0.24524326622486115,0.45010748505592346,0.23975171148777008,0.20430970191955566
the,0.733189046382904,0.42745697498321533,0.3906462490558624,0.22837378084659576,0.5473989248275757,0.33113980293273926,0.2412613034248352,0.24153098464012146,0.3509289622306824,0.535392165184021,0.26383090019226074,0.22068053483963013
process,0.23962904512882233,0.3466717302799225,0.15144316852092743,0.3541933298110962,0.3275851607322693,0.09810935705900192,0.14177130162715912,0.3727923631668091,0.2611016631126404,0.35462963581085205,0.2407507300376892,0.2460896074771881
.,0.5352458953857422,0.3567904531955719,0.3378238379955292,0.22580863535404205,0.4460422694683075,0.28830423951148987,0.24199113249778748,0.24066533148288727,0.3521888852119446,0.4645031690597534,0.22565869987010956,0.4130953550338745
,of,what,were,materials,that,left,little,residue,thought,to,contain,?
highly,0.21906863152980804,0.22724121809005737,0.19810888171195984,0.2756845951080322,0.33355817198753357,0.08708328008651733,0.16281777620315552,0.25978994369506836,0.2782052159309387,0.24264846742153168,0.2797507345676422,0.1542806625366211
combustible,0.22582003474235535,0.2506256699562073,0.24117963016033173,0.4451654255390167,0.338132381439209,0.1289881467819214,0.2127322256565094,0.5282522439956665,0.22283495962619781,0.22712315618991852,0.328095018863678,0.24960510432720184
materials,0.23909913003444672,0.21012352406978607,0.2721776068210602,1.0,0.28520384430885315,0.10762030631303787,0.189433291554451,0.4286072850227356,0.22362130880355835,0.2771066129207611,0.35826435685157776,0.1301651895046234
that,0.41498205065727234,0.6297725439071655,0.35517072677612305,0.28520384430885315,1.0,0.2512504756450653,0.3069852590560913,0.2647762596607208,0.520185112953186,0.5436353087425232,0.36020758748054504,0.32716336846351624
leave,0.22741928696632385,0.3595171868801117,0.23466263711452484,0.11862926185131073,0.33376428484916687,0.4278854727745056,0.19452863931655884,0.21188755333423615,0.2809474766254425,0.408642441034317,0.20183303952217102,0.23890845477581024
little,0.20116642117500305,0.2614184617996216,0.19139611721038818,0.189433291554451,0.3069852590560913,0.20571711659431458,1.0,0.13946610689163208,0.2353854924440384,0.2547711431980133,0.2272574007511139,0.20336517691612244
residue,0.28857046365737915,0.2236941158771515,0.1492072492837906,0.4286072850227356,0.2647762596607208,0.14914686977863312,0.13946610689163208,1.0,0.16252772510051727,0.24319802224636078,0.4267743229866028,0.16946689784526825
",",0.4946078956127167,0.3087472915649414,0.36755475401878357,0.20380693674087524,0.4137537479400635,0.2448868453502655,0.32780832052230835,0.2166748195886612,0.2965437173843384,0.44245919585227966,0.24384500086307526,0.31091248989105225
such,0.3209529519081116,0.23989605903625488,0.2970055043697357,0.35968461632728577,0.4479874074459076,0.12523086369037628,0.2562221586704254,0.2792157232761383,0.2888453006744385,0.2871878743171692,0.42073822021484375,0.17851735651493073
as,0.3886612355709076,0.31749409437179565,0.3025437891483307,0.2538547217845917,0.4735107421875,0.24601076543331146,0.27529188990592957,0.240796759724617,0.3461970388889313,0.42092081904411316,0.2834143042564392,0.27043893933296204
wood,0.22215111553668976,0.09460487961769104,0.2097655087709427,0.39049431681632996,0.17977556586265564,0.12508811056613922,0.18311342597007751,0.25431028008461,0.1647690236568451,0.19757768511772156,0.123453289270401,0.1346656233072281
or,0.3792596757411957,0.33867141604423523,0.3389680087566376,0.3657258450984955,0.4729836881160736,0.19077488780021667,0.26703810691833496,0.3771190941333771,0.27742063999176025,0.38921234011650085,0.4471302628517151,0.32389625906944275
coal,0.2543368637561798,0.15859243273735046,0.23825810849666595,0.3663272559642792,0.20959489047527313,0.1272459775209427,0.17804281413555145,0.29300493001937866,0.16896018385887146,0.20023773610591888,0.20019541680812836,0.10339318215847015
",",0.4946078956127167,0.3087472915649414,0.36755475401878357,0.20380693674087524,0.4137537479400635,0.2448868453502655,0.32780832052230835,0.2166748195886612,0.2965437173843384,0.44245919585227966,0.24384500086307526,0.31091248989105225
were,0.34038281440734863,0.22298263013362885,1.0000001192092896,0.2721776068210602,0.35517072677612305,0.2213863730430603,0.19139611721038818,0.1492072492837906,0.40236467123031616,0.31913647055625916,0.3160918951034546,0.17890112102031708
thought,0.34673458337783813,0.4469435214996338,0.40236467123031616,0.22362130880355835,0.520185112953186,0.22938726842403412,0.2353854924440384,0.16252772510051727,1.0000001192092896,0.3858291208744049,0.1792908012866974,0.2600135803222656
to,0.41548454761505127,0.455847829580307,0.31913647055625916,0.2771066129207611,0.5436353087425232,0.2724500000476837,0.2547711431980133,0.24319802224636078,0.3858291208744049,1.0,0.28093209862709045,0.29463258385658264
be,0.33904364705085754,0.3929833769798279,0.4064064621925354,0.3439505696296692,0.6036020517349243,0.19051490724086761,0.27196499705314636,0.3628438413143158,0.40278932452201843,0.4972836375236511,0.4570501148700714,0.3324260413646698
made,0.33167365193367004,0.23419176042079926,0.32412371039390564,0.3184864819049835,0.3437977731227875,0.1939784288406372,0.19106435775756836,0.26105669140815735,0.328612744808197,0.3377571105957031,0.3040379285812378,0.17218779027462006
mostly,0.2964755594730377,0.32312366366386414,0.33211323618888855,0.23275186121463776,0.3136579096317291,0.1559801697731018,0.22883833944797516,0.19295184314250946,0.2729421555995941,0.25999927520751953,0.26276895403862,0.09124795347452164
of,1.0,0.33290785551071167,0.34038281440734863,0.23909913003444672,0.41498205065727234,0.2218635529279709,0.20116642117500305,0.28857046365737915,0.34673458337783813,0.41548454761505127,0.30574339628219604,0.1826142966747284
phlogiston,0.18006449937820435,0.23945403099060059,0.2234601378440857,0.2223179042339325,0.2565610408782959,0.14225700497627258,0.2220257967710495,0.30455344915390015,0.2175625115633011,0.22483126819133759,0.1922471672296524,0.230838805437088
;,0.054534342139959335,0.10986888408660889,0.14040996134281158,0.05979154258966446,0.0633435994386673,0.018402086570858955,-0.01625622622668743,-0.0019529741257429123,0.12803564965724945,0.0979827418923378,0.08701131492853165,0.10349778085947037
whereas,0.34012725949287415,0.32338035106658936,0.175188347697258,0.22443009912967682,0.3639386296272278,0.17201094329357147,0.2497638314962387,0.3623506426811218,0.2681458592414856,0.33097705245018005,0.34739336371421814,0.1950923502445221
non-combustible,0.2593037784099579,0.2598993480205536,0.25430548191070557,0.4604588449001312,0.351962149143219,0.1594225913286209,0.22398647665977478,0.5578696727752686,0.23434476554393768,0.2319587767124176,0.3538435697555542,0.27454185485839844
substances,0.2613070607185364,0.2663726210594177,0.2505269944667816,0.49508532881736755,0.3913886249065399,0.1166897863149643,0.15490345656871796,0.5304116606712341,0.2752269506454468,0.2833317220211029,0.3880497217178345,0.19339443743228912
that,0.41498205065727234,0.6297725439071655,0.35517072677612305,0.28520384430885315,1.0,0.2512504756450653,0.3069852590560913,0.2647762596607208,0.520185112953186,0.5436353087425232,0.36020758748054504,0.32716336846351624
corrode,0.208628848195076,0.2389552742242813,0.1872282326221466,0.4409864544868469,0.3086144030094147,0.19064141809940338,0.1967482715845108,0.5098846554756165,0.21489571034908295,0.3283371031284332,0.3469226658344269,0.20853817462921143
",",0.4946078956127167,0.3087472915649414,0.36755475401878357,0.20380693674087524,0.4137537479400635,0.2448868453502655,0.32780832052230835,0.2166748195886612,0.2965437173843384,0.44245919585227966,0.24384500086307526,0.31091248989105225
such,0.3209529519081116,0.23989605903625488,0.2970055043697357,0.35968461632728577,0.4479874074459076,0.12523086369037628,0.2562221586704254,0.2792157232761383,0.2888453006744385,0.2871878743171692,0.42073822021484375,0.17851735651493073
as,0.3886612355709076,0.31749409437179565,0.3025437891483307,0.2538547217845917,0.4735107421875,0.24601076543331146,0.27529188990592957,0.240796759724617,0.3461970388889313,0.42092081904411316,0.2834143042564392,0.27043893933296204
iron,0.263920396566391,0.1444280743598938,0.18622921407222748,0.3630043566226959,0.20105910301208496,0.13840332627296448,0.20459768176078796,0.28056833148002625,0.13802076876163483,0.18131506443023682,0.2270909547805786,0.1309053897857666
",",0.4946078956127167,0.3087472915649414,0.36755475401878357,0.20380693674087524,0.4137537479400635,0.2448868453502655,0.32780832052230835,0.2166748195886612,0.2965437173843384,0.44245919585227966,0.24384500086307526,0.31091248989105225
contained,0.37918418645858765,0.18997789919376373,0.3573267161846161,0.30032747983932495,0.32780370116233826,0.13479283452033997,0.18074651062488556,0.3583660423755646,0.20479123294353485,0.21074968576431274,0.7515508532524109,0.171995609998703
very,0.34437474608421326,0.37053924798965454,0.3175065517425537,0.3362843990325928,0.47700634598731995,0.18293964862823486,0.348614901304245,0.23457999527454376,0.45138368010520935,0.3902553617954254,0.29391852021217346,0.20864155888557434
little,0.20116642117500305,0.2614184617996216,0.19139611721038818,0.189433291554451,0.3069852590560913,0.20571711659431458,1.0,0.13946610689163208,0.2353854924440384,0.2547711431980133,0.2272574007511139,0.20336517691612244
.,0.5352458953857422,0.3567904531955719,0.3378238379955292,0.22580863535404205,0.4460422694683075,0.28830423951148987,0.24199113249778748,0.24066533148288727,0.3521888852119446,0.4645031690597534,0.22565869987010956,0.4130953550338745
