,in,1735,",",where,did,john,and,charles,wesley,teach,the,gospel,in,america,?
to,0.45010748505592346,0.09699079394340515,0.44245919585227966,0.47735077142715454,0.4452643394470215,0.2070634365081787,0.48971283435821533,0.1563960611820221,0.18164515495300293,0.36650484800338745,0.535392165184021,0.22325627505779266,0.45010748505592346,0.2636699676513672,0.29463258385658264
teach,0.23312166333198547,0.10056070983409882,0.22192275524139404,0.25165146589279175,0.2975490689277649,0.15221664309501648,0.27376773953437805,0.16131171584129333,0.2060650885105133,1.0000001192092896,0.1966347098350525,0.25794756412506104,0.23312166333198547,0.1775546818971634,0.24188745021820068
the,0.6662389636039734,0.1201869398355484,0.4933079481124878,0.5003893971443176,0.34736719727516174,0.2230520099401474,0.5171257257461548,0.20777860283851624,0.1425647884607315,0.1966347098350525,1.0,0.16253972053527832,0.6662389636039734,0.37090015411376953,0.22068053483963013
gospel,0.1775401383638382,0.08079791069030762,0.19893822073936462,0.17054517567157745,0.1511441469192505,0.32815858721733093,0.1558459848165512,0.14034874737262726,0.28412169218063354,0.25794756412506104,0.16253972053527832,1.0,0.1775401383638382,0.2070411890745163,0.1407461166381836
to,0.45010748505592346,0.09699079394340515,0.44245919585227966,0.47735077142715454,0.4452643394470215,0.2070634365081787,0.48971283435821533,0.1563960611820221,0.18164515495300293,0.36650484800338745,0.535392165184021,0.22325627505779266,0.45010748505592346,0.2636699676513672,0.29463258385658264
the,0.6662389636039734,0.1201869398355484,0.4933079481124878,0.5003893971443176,0.34736719727516174,0.2230520099401474,0.5171257257461548,0.20777860283851624,0.1425647884607315,0.1966347098350525,1.0,0.16253972053527832,0.6662389636039734,0.37090015411376953,0.22068053483963013
american,0.22871561348438263,0.09395325928926468,0.3048616647720337,0.1501617580652237,0.21486236155033112,0.30900317430496216,0.32290002703666687,0.2422686666250229,0.30035799741744995,0.13851802051067352,0.24562937021255493,0.22605377435684204,0.22871561348438263,0.3915616571903229,0.18877598643302917
indians,0.23019428551197052,0.18467797338962555,0.24523240327835083,0.23892813920974731,0.18098388612270355,0.15515831112861633,0.2537406086921692,0.13917148113250732,0.1726965755224228,0.2425501048564911,0.26152291893959045,0.15713994204998016,0.23019428551197052,0.28423377871513367,0.13372346758842468
in,1.0,0.1438913345336914,0.5201468467712402,0.5344807505607605,0.2593238651752472,0.22177861630916595,0.4954058527946472,0.21346928179264069,0.14970102906227112,0.23312166333198547,0.6662389636039734,0.1775401383638382,1.0,0.3098583221435547,0.20430970191955566
the,0.6662389636039734,0.1201869398355484,0.4933079481124878,0.5003893971443176,0.34736719727516174,0.2230520099401474,0.5171257257461548,0.20777860283851624,0.1425647884607315,0.1966347098350525,1.0,0.16253972053527832,0.6662389636039734,0.37090015411376953,0.22068053483963013
colony,0.25087448954582214,0.1196693480014801,0.23671650886535645,0.19736720621585846,0.17398406565189362,0.1975504457950592,0.2406650185585022,0.21308855712413788,0.11431269347667694,0.1352938711643219,0.2740810811519623,0.13470613956451416,0.25087448954582214,0.29044634103775024,0.13831071555614471
of,0.5696388483047485,0.16313086450099945,0.4946078956127167,0.38066378235816956,0.2513895630836487,0.2407056987285614,0.5116966962814331,0.22512592375278473,0.18802838027477264,0.2383975088596344,0.733189046382904,0.23520871996879578,0.5696388483047485,0.28803038597106934,0.1826142966747284
georgia,0.21840400993824005,0.08061336725950241,0.26650553941726685,0.1574542373418808,0.21038854122161865,0.1829340010881424,0.20801471173763275,0.16225513815879822,0.15387101471424103,0.14051882922649384,0.22469212114810944,0.13795125484466553,0.21840400993824005,0.2527864873409271,0.14345775544643402
.,0.5591574311256409,0.22786147892475128,0.6812511086463928,0.41390106081962585,0.35288307070732117,0.26428887248039246,0.588965117931366,0.2551998198032379,0.20399101078510284,0.2642667293548584,0.5934505462646484,0.13290007412433624,0.5591574311256409,0.29180291295051575,0.4130953550338745
