,when,a,plant,is,injured,",",what,can,become,proplastids,?
a,0.44397395849227905,1.0,0.2010895311832428,0.658733606338501,0.2173323780298233,0.427140474319458,0.3320399522781372,0.3915780484676361,0.3215816617012024,0.262615829706192,0.23916715383529663
meristematic,0.19749759137630463,0.27981433272361755,0.46298572421073914,0.16195689141750336,0.11644250154495239,0.25772786140441895,0.2528902292251587,0.22759880125522614,0.14899608492851257,0.5036397576332092,0.1368858516216278
state,0.2549494504928589,0.25097307562828064,0.1862373650074005,0.2627358138561249,0.10988570749759674,0.29481780529022217,0.24273863434791565,0.13665424287319183,0.17315208911895752,0.1266777366399765,0.1160883978009224
",",0.36674630641937256,0.427140474319458,0.25194862484931946,0.4691906273365021,0.20513707399368286,1.0000001192092896,0.3087472915649414,0.3139454126358032,0.29676204919815063,0.22562618553638458,0.31091248989105225
chloroplasts,0.2671385407447815,0.24622295796871185,0.5019698739051819,0.22550933063030243,0.20864060521125793,0.20794041454792023,0.2524593770503998,0.29016172885894775,0.15035191178321838,0.8376321792602539,0.13049766421318054
and,0.4716290831565857,0.3739250600337982,0.2409428209066391,0.3859752118587494,0.2198655754327774,0.6633074283599854,0.31309178471565247,0.3675691485404968,0.3416603207588196,0.2838091552257538,0.20544172823429108
other,0.34102705121040344,0.2806335389614105,0.24403789639472961,0.25895947217941284,0.2107028067111969,0.4446498453617096,0.341873437166214,0.454561322927475,0.2553490996360779,0.34588730335235596,0.24682199954986572
plastids,0.22713394463062286,0.22994738817214966,0.4323945641517639,0.22628316283226013,0.14672605693340302,0.22896312177181244,0.2400681972503662,0.36167800426483154,0.18551860749721527,0.9329684376716614,0.18791453540325165
can,0.39191514253616333,0.3915780484676361,0.20529979467391968,0.44256699085235596,0.16750986874103546,0.3139454126358032,0.34502777457237244,1.0,0.252936452627182,0.3748728632926941,0.3226337134838104
turn,0.3467903137207031,0.3154307007789612,0.1590927094221115,0.24236083030700684,0.12023194879293442,0.23215743899345398,0.29013973474502563,0.3371391296386719,0.3690760135650635,0.2580956220626831,0.2072952687740326
back,0.4184971749782562,0.31908270716667175,0.22079837322235107,0.20263513922691345,0.22383518517017365,0.3066370487213135,0.2965294420719147,0.24537630379199982,0.19659443199634552,0.13492582738399506,0.2397768795490265
into,0.389646977186203,0.3461161255836487,0.16643576323986053,0.2619607150554657,0.18050739169120789,0.2826121151447296,0.2180619090795517,0.301788330078125,0.25905951857566833,0.22732242941856384,0.15662476420402527
proplastids,0.2429308444261551,0.262615829706192,0.4723294675350189,0.23787330090999603,0.13342013955116272,0.22562618553638458,0.25782695412635803,0.3748728632926941,0.19329720735549927,0.9999998807907104,0.20560644567012787
.,0.475719153881073,0.50484299659729,0.25658002495765686,0.4569662809371948,0.2339104264974594,0.6812511086463928,0.3567904531955719,0.35783761739730835,0.32859939336776733,0.25121399760246277,0.4130953550338745
