,what,did,tesla,claim,his,resonant,frequencies,could,do,in,the,world,today,article,?
an,0.2821882665157318,0.22598257660865784,0.13714656233787537,0.1815912276506424,0.24025635421276093,0.2577113211154938,0.14674413204193115,0.24300263822078705,0.25865980982780457,0.2605783939361572,0.4207492768764496,0.15716314315795898,0.1628762036561966,0.2350708693265915,0.19793890416622162
article—,0.34970834851264954,0.21538949012756348,0.1722312718629837,0.25734007358551025,0.12271232157945633,0.24121437966823578,0.2323359251022339,0.318902850151062,0.31605151295661926,0.23515020310878754,0.26361092925071716,0.14545655250549316,0.1855453997850418,0.9114897847175598,0.48676079511642456
'',0.08143015950918198,0.01978493109345436,0.048713020980358124,0.07775676995515823,0.016508836299180984,-0.03573282063007355,0.015038426965475082,-0.0027024701703339815,-0.00043653504690155387,0.07432962208986282,0.041273195296525955,-0.07833857089281082,0.005411121994256973,0.08483149111270905,0.018684765323996544
nikola,0.1137276440858841,0.1303156167268753,0.5656248331069946,0.0959436371922493,0.15682895481586456,0.1277068555355072,0.11460950970649719,0.1127343624830246,0.08212794363498688,0.11547333002090454,0.1146918535232544,0.18516117334365845,0.12231764942407608,0.09349536895751953,0.06297405064105988
tesla,0.23221199214458466,0.09757418930530548,0.9999999403953552,0.14329524338245392,0.1580733060836792,0.2901060879230499,0.24657462537288666,0.16634690761566162,0.13880622386932373,0.17097744345664978,0.1324402391910553,0.15619845688343048,0.23937693238258362,0.14590303599834442,0.10250775516033173
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.2664267122745514,0.3378419280052185,0.19809845089912415,0.17816179990768433,0.27399855852127075,0.3283645510673523,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.3282252550125122,0.28605279326438904,0.31091248989105225
dreamer,0.2692188322544098,0.20470932126045227,0.18390393257141113,0.19331064820289612,0.3166778087615967,0.1481921672821045,0.15400218963623047,0.1749815046787262,0.15681879222393036,0.16398274898529053,0.1798931211233139,0.3106333315372467,0.13943251967430115,0.184133380651474,0.1397673636674881
'',0.08143015950918198,0.01978493109345436,0.048713020980358124,0.07775676995515823,0.016508836299180984,-0.03573282063007355,0.015038426965475082,-0.0027024701703339815,-0.00043653504690155387,0.07432962208986282,0.041273195296525955,-0.07833857089281082,0.005411121994256973,0.08483149111270905,0.018684765323996544
by,0.2455483376979828,0.18574509024620056,0.16513796150684357,0.1623682677745819,0.3107621967792511,0.1475789099931717,0.18403419852256775,0.26333630084991455,0.1481526494026184,0.370934396982193,0.4408751428127289,0.22306372225284576,0.16644306480884552,0.22247393429279327,0.17966607213020325
allan,0.08690010011196136,0.16038908064365387,0.1326950639486313,0.09418094158172607,0.22685323655605316,0.12357167899608612,0.15371234714984894,0.13078466057777405,0.0978078618645668,0.1508251428604126,0.22833269834518433,0.15411844849586487,0.06605635583400726,0.12314765900373459,0.054300665855407715
l.,0.11054152995347977,-0.07532182335853577,0.10275214910507202,0.08965103328227997,0.010094424709677696,0.01238406915217638,-0.06830719858407974,-0.0214533731341362,-0.01570141687989235,0.06709589809179306,0.06809674203395844,-0.034703899174928665,0.0334153026342392,0.06194058433175087,0.05018472298979759
benson—was,0.22374513745307922,0.1968674510717392,0.22180308401584625,0.11144053190946579,0.32676565647125244,0.27722033858299255,0.26560911536216736,0.15619713068008423,0.2177504003047943,0.3032037913799286,0.3145242929458618,0.2199777513742447,0.21314792335033417,0.228114053606987,0.25107342004776
published,0.20457668602466583,0.17877818644046783,0.16719935834407806,0.20797443389892578,0.2540745139122009,0.09322961419820786,0.13607372343540192,0.1504666954278946,0.13960681855678558,0.26697060465812683,0.22017472982406616,0.20154093205928802,0.15339908003807068,0.2783300280570984,0.16280238330364227
in,0.30808621644973755,0.2593238651752472,0.17097744345664978,0.16881313920021057,0.3598145842552185,0.1923973560333252,0.18500514328479767,0.29357993602752686,0.23402775824069977,1.0,0.6662389636039734,0.3038199245929718,0.3300545811653137,0.26153311133384705,0.20430970191955566
world,0.21669597923755646,0.1944720596075058,0.15619845688343048,0.20474790036678314,0.22569474577903748,0.13002893328666687,0.11819370090961456,0.23941387236118317,0.16876555979251862,0.3038199245929718,0.33604270219802856,1.0000001192092896,0.27688682079315186,0.2063995599746704,0.17579582333564758
today,0.3814660608768463,0.30291810631752014,0.23937693238258362,0.18760983645915985,0.21750064194202423,0.21156729757785797,0.19454950094223022,0.2784903645515442,0.3082462251186371,0.3300545811653137,0.35740926861763,0.27688682079315186,1.0000001192092896,0.24756570160388947,0.17338968813419342
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.2664267122745514,0.3378419280052185,0.19809845089912415,0.17816179990768433,0.27399855852127075,0.3283645510673523,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.3282252550125122,0.28605279326438904,0.31091248989105225
in,0.30808621644973755,0.2593238651752472,0.17097744345664978,0.16881313920021057,0.3598145842552185,0.1923973560333252,0.18500514328479767,0.29357993602752686,0.23402775824069977,1.0,0.6662389636039734,0.3038199245929718,0.3300545811653137,0.26153311133384705,0.20430970191955566
which,0.5261979103088379,0.2750149369239807,0.2203940600156784,0.2379729151725769,0.32283493876457214,0.3634571135044098,0.37024199962615967,0.3928161859512329,0.31153854727745056,0.4840516746044159,0.6521818041801453,0.29213306307792664,0.3886263072490692,0.3171063959598541,0.25814583897590637
an,0.2821882665157318,0.22598257660865784,0.13714656233787537,0.1815912276506424,0.24025635421276093,0.2577113211154938,0.14674413204193115,0.24300263822078705,0.25865980982780457,0.2605783939361572,0.4207492768764496,0.15716314315795898,0.1628762036561966,0.2350708693265915,0.19793890416622162
artist,0.17610256373882294,0.17738759517669678,0.15840011835098267,0.17467477917671204,0.27690616250038147,0.1315038949251175,0.04854006692767143,0.1238759234547615,0.13004925847053528,0.18431559205055237,0.1862100064754486,0.15108028054237366,0.04505103826522827,0.2466924488544464,0.1782921850681305
's,0.02692362666130066,0.05069678649306297,0.06449045985937119,-0.01196212600916624,0.047556519508361816,0.004717533476650715,0.0448223240673542,0.02905246801674366,-0.01994597539305687,-0.037580832839012146,-0.01540423184633255,0.11877062171697617,-0.017862282693386078,-0.02360285259783268,-0.023395681753754616
illustration,0.22580258548259735,0.11154071986675262,0.11678364127874374,0.02364438958466053,0.20844805240631104,0.18524803221225739,0.20982186496257782,0.15345658361911774,0.13495706021785736,0.209302619099617,0.257904052734375,0.1627272218465805,0.15013273060321808,0.24755805730819702,0.1417175829410553
appears,0.2502545416355133,0.212246373295784,0.01845243200659752,0.23380284011363983,0.22810479998588562,0.26027822494506836,0.23316089808940887,0.2421017438173294,0.14095938205718994,0.2565433084964752,0.3605367839336395,0.17791280150413513,0.12806452810764313,0.3630172908306122,0.22075983881950378
showing,0.2931436598300934,0.24708130955696106,0.125780388712883,0.20591983199119568,0.2240648865699768,0.2056231051683426,0.2807047963142395,0.2708977162837982,0.19476279616355896,0.2822064757347107,0.34540408849716187,0.19359520077705383,0.1976073831319809,0.23110413551330566,0.23185425996780396
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.25873351097106934,0.4394008219242096,0.2651900351047516,0.24049115180969238,0.35393214225769043,0.30239659547805786,0.6662389636039734,1.0,0.33604270219802856,0.35740926861763,0.3329811692237854,0.22068053483963013
entire,0.37562522292137146,0.22471237182617188,0.07866550981998444,0.23134520649909973,0.34156444668769836,0.19781070947647095,0.21209026873111725,0.2827538847923279,0.19831547141075134,0.3347092568874359,0.4870373010635376,0.22855301201343536,0.24884538352489471,0.33167335391044617,0.17068447172641754
earth,0.25883176922798157,0.15510493516921997,0.15147079527378082,0.16703461110591888,0.18156030774116516,0.29908668994903564,0.240047886967659,0.21314898133277893,0.19425350427627563,0.18566735088825226,0.2801888585090637,0.2691185772418976,0.20168204605579376,0.24740919470787048,0.17717236280441284
cracking,0.275737464427948,0.18064823746681213,0.07875345647335052,0.1512012481689453,0.16888371109962463,0.30026334524154663,0.2640935480594635,0.2786995768547058,0.21022336184978485,0.26006028056144714,0.2927195727825165,0.18971000611782074,0.18942292034626007,0.19013690948486328,0.19001412391662598
in,0.30808621644973755,0.2593238651752472,0.17097744345664978,0.16881313920021057,0.3598145842552185,0.1923973560333252,0.18500514328479767,0.29357993602752686,0.23402775824069977,1.0,0.6662389636039734,0.3038199245929718,0.3300545811653137,0.26153311133384705,0.20430970191955566
half,0.13016436994075775,0.12883292138576508,0.15315528213977814,0.165458083152771,0.2592521905899048,0.208012193441391,0.16604052484035492,0.1726643592119217,0.13905537128448486,0.25644969940185547,0.3189295828342438,0.16439731419086456,0.2119978368282318,0.12134748697280884,0.07471233606338501
with,0.2464839518070221,0.25472134351730347,0.16424812376499176,0.16929714381694794,0.33836179971694946,0.17676925659179688,0.19534176588058472,0.32055896520614624,0.23744353652000427,0.4080928862094879,0.4223487675189972,0.2832821011543274,0.22647687792778015,0.23478515446186066,0.2433311939239502
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.25873351097106934,0.4394008219242096,0.2651900351047516,0.24049115180969238,0.35393214225769043,0.30239659547805786,0.6662389636039734,1.0,0.33604270219802856,0.35740926861763,0.3329811692237854,0.22068053483963013
caption,0.19806693494319916,0.16246548295021057,0.10924504697322845,0.09313201159238815,0.16372881829738617,0.1560191959142685,0.09526228904724121,0.14382219314575195,0.143446147441864,0.17380176484584808,0.2826496958732605,0.16719186305999756,0.04952261224389076,0.3289816081523895,0.20441654324531555
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.2664267122745514,0.3378419280052185,0.19809845089912415,0.17816179990768433,0.27399855852127075,0.3283645510673523,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.3282252550125122,0.28605279326438904,0.31091248989105225
``,0.008517155423760414,-0.029888948425650597,0.04274534806609154,0.050591085106134415,0.008275155909359455,0.14231887459754944,0.08315754681825638,0.07445607334375381,0.06628920882940292,0.04765888676047325,0.029072100296616554,-0.0740956962108612,0.036287181079387665,0.025853512808680534,0.0685480609536171
tesla,0.23221199214458466,0.09757418930530548,0.9999999403953552,0.14329524338245392,0.1580733060836792,0.2901060879230499,0.24657462537288666,0.16634690761566162,0.13880622386932373,0.17097744345664978,0.1324402391910553,0.15619845688343048,0.23937693238258362,0.14590303599834442,0.10250775516033173
claims,0.2397100329399109,0.2474527209997177,0.1567503809928894,0.765805721282959,0.22986823320388794,0.08697997033596039,0.08171023428440094,0.19102191925048828,0.23898081481456757,0.15647023916244507,0.24698559939861298,0.17366939783096313,0.13084906339645386,0.28323084115982056,0.18741291761398315
that,0.6297725439071655,0.47518548369407654,0.22102725505828857,0.39801377058029175,0.3173833191394806,0.2999492883682251,0.3163692355155945,0.5584503412246704,0.44533252716064453,0.435920387506485,0.5473989248275757,0.2972288429737091,0.3898550271987915,0.41666144132614136,0.32716336846351624
in,0.30808621644973755,0.2593238651752472,0.17097744345664978,0.16881313920021057,0.3598145842552185,0.1923973560333252,0.18500514328479767,0.29357993602752686,0.23402775824069977,1.0,0.6662389636039734,0.3038199245929718,0.3300545811653137,0.26153311133384705,0.20430970191955566
a,0.3320399522781372,0.2552328109741211,0.2211925983428955,0.19074557721614838,0.3497250974178314,0.3069482743740082,0.26022985577583313,0.3736826181411743,0.26237669587135315,0.539380669593811,0.5829201340675354,0.22239887714385986,0.2396019846200943,0.30913418531417847,0.23916715383529663
few,0.2780759632587433,0.32311540842056274,0.12608137726783752,0.20936788618564606,0.2510346472263336,0.19107399880886078,0.18527422845363617,0.3979371190071106,0.3024646043777466,0.3588411808013916,0.34660017490386963,0.17907899618148804,0.3313482403755188,0.2981884777545929,0.2334265559911728
weeks,0.23001721501350403,0.28692591190338135,0.09835390001535416,0.15506063401699066,0.2634325921535492,0.10695088654756546,0.17845171689987183,0.24499917030334473,0.23634465038776398,0.23300987482070923,0.2713429629802704,0.1623723804950714,0.17174379527568817,0.2683899700641632,0.21667936444282532
he,0.3114890456199646,0.3292143940925598,0.12373391538858414,0.2535962760448456,0.7171558737754822,0.15285441279411316,0.12383392453193665,0.2828438878059387,0.19599148631095886,0.41690486669540405,0.4571082592010498,0.2673812806606293,0.2874262034893036,0.24431072175502777,0.2089974731206894
could,0.4188697934150696,0.6308382749557495,0.16634690761566162,0.25326234102249146,0.24824443459510803,0.26228567957878113,0.2793813645839691,0.9999998807907104,0.42262277007102966,0.29357993602752686,0.35393214225769043,0.23941387236118317,0.2784903645515442,0.3629496991634369,0.3411986827850342
set,0.28954121470451355,0.19107604026794434,0.04138053581118584,0.11005749553442001,0.19437173008918762,0.16302061080932617,0.21773141622543335,0.2284008264541626,0.19593527913093567,0.2663729190826416,0.2927955985069275,0.17349648475646973,0.1483670473098755,0.15458883345127106,0.1698019951581955
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.25873351097106934,0.4394008219242096,0.2651900351047516,0.24049115180969238,0.35393214225769043,0.30239659547805786,0.6662389636039734,1.0,0.33604270219802856,0.35740926861763,0.3329811692237854,0.22068053483963013
earth,0.25883176922798157,0.15510493516921997,0.15147079527378082,0.16703461110591888,0.18156030774116516,0.29908668994903564,0.240047886967659,0.21314898133277893,0.19425350427627563,0.18566735088825226,0.2801888585090637,0.2691185772418976,0.20168204605579376,0.24740919470787048,0.17717236280441284
's,0.02692362666130066,0.05069678649306297,0.06449045985937119,-0.01196212600916624,0.047556519508361816,0.004717533476650715,0.0448223240673542,0.02905246801674366,-0.01994597539305687,-0.037580832839012146,-0.01540423184633255,0.11877062171697617,-0.017862282693386078,-0.02360285259783268,-0.023395681753754616
crust,0.22092486917972565,0.08953196555376053,0.15664628148078918,0.15845108032226562,0.09878232330083847,0.2937350273132324,0.22742760181427002,0.10986119508743286,0.16512547433376312,0.1749051809310913,0.22538691759109497,0.15809141099452972,0.19378037750720978,0.22357819974422455,0.1887258142232895
into,0.2180619090795517,0.14888085424900055,0.13143925368785858,0.13021965324878693,0.22944098711013794,0.13819041848182678,0.16983072459697723,0.2989432215690613,0.20546826720237732,0.38021373748779297,0.39493247866630554,0.17360785603523254,0.18805749714374542,0.19478368759155273,0.15662476420402527
such,0.23989605903625488,0.24497397243976593,0.08131318539381027,0.21325577795505524,0.1748584806919098,0.24477335810661316,0.2873574197292328,0.3029654324054718,0.337398886680603,0.2704046070575714,0.3575236201286316,0.21748292446136475,0.2547178566455841,0.23355092108249664,0.17851735651493073
a,0.3320399522781372,0.2552328109741211,0.2211925983428955,0.19074557721614838,0.3497250974178314,0.3069482743740082,0.26022985577583313,0.3736826181411743,0.26237669587135315,0.539380669593811,0.5829201340675354,0.22239887714385986,0.2396019846200943,0.30913418531417847,0.23916715383529663
state,0.24273863434791565,0.152080237865448,0.1790231466293335,0.22857150435447693,0.155015766620636,0.13292203843593597,0.12376443296670914,0.09943660348653793,0.21297907829284668,0.33316072821617126,0.3097178041934967,0.23890167474746704,0.19938209652900696,0.16446204483509064,0.1160883978009224
of,0.33290785551071167,0.2513895630836487,0.18837453424930573,0.2833690047264099,0.38364991545677185,0.19674964249134064,0.20707261562347412,0.29043012857437134,0.26150479912757874,0.5696388483047485,0.733189046382904,0.2828933000564575,0.3291318118572235,0.25720444321632385,0.1826142966747284
vibration,0.27176472544670105,0.1332923024892807,0.2898978292942047,0.15746794641017914,0.13672132790088654,0.6130858659744263,0.5056101083755493,0.2894885540008545,0.226603701710701,0.17615503072738647,0.2949896454811096,0.13668149709701538,0.10763250291347504,0.28402450680732727,0.22076012194156647
that,0.6297725439071655,0.47518548369407654,0.22102725505828857,0.39801377058029175,0.3173833191394806,0.2999492883682251,0.3163692355155945,0.5584503412246704,0.44533252716064453,0.435920387506485,0.5473989248275757,0.2972288429737091,0.3898550271987915,0.41666144132614136,0.32716336846351624
it,0.45803478360176086,0.2993364930152893,0.17596082389354706,0.2609662115573883,0.2876833975315094,0.2612670958042145,0.18309904634952545,0.329755574464798,0.337066113948822,0.5130809545516968,0.6251175999641418,0.2775384485721588,0.3544831871986389,0.40533560514450073,0.25732165575027466
would,0.45766422152519226,0.6268245577812195,0.14290116727352142,0.304919570684433,0.292866975069046,0.2203497439622879,0.27844515442848206,0.8068214654922485,0.4102592170238495,0.30461156368255615,0.4133751392364502,0.22606314718723297,0.2509833574295044,0.40502163767814636,0.37178951501846313
rise,0.23887591063976288,0.16756875813007355,0.12097392231225967,0.13997231423854828,0.15867498517036438,0.1685449331998825,0.22506292164325714,0.1410294771194458,0.1708497256040573,0.1934409737586975,0.3404741883277893,0.19430875778198242,0.18980491161346436,0.11575796455144882,0.10799103230237961
and,0.31309178471565247,0.34479495882987976,0.19560420513153076,0.22851447761058807,0.4234102666378021,0.21421922743320465,0.22217756509780884,0.3385082483291626,0.276123583316803,0.4954058527946472,0.5171257257461548,0.3246132433414459,0.37503334879875183,0.23647621273994446,0.20544172823429108
fall,0.26931828260421753,0.22550886869430542,0.09294824302196503,0.15622800588607788,0.22234342992305756,0.06476002931594849,0.13550439476966858,0.2665916085243225,0.2515643835067749,0.22958555817604065,0.3639753758907318,0.15823626518249512,0.15119895339012146,0.1710222363471985,0.1656162142753601
hundreds,0.234964519739151,0.18506792187690735,0.15260672569274902,0.2487972229719162,0.2174837440252304,0.15850447118282318,0.27210721373558044,0.32235661149024963,0.23756152391433716,0.2818135917186737,0.31001466512680054,0.19530484080314636,0.27238598465919495,0.2109411507844925,0.17484495043754578
of,0.33290785551071167,0.2513895630836487,0.18837453424930573,0.2833690047264099,0.38364991545677185,0.19674964249134064,0.20707261562347412,0.29043012857437134,0.26150479912757874,0.5696388483047485,0.733189046382904,0.2828933000564575,0.3291318118572235,0.25720444321632385,0.1826142966747284
feet,0.18749791383743286,0.15399667620658875,0.10718390345573425,0.11869695037603378,0.15611571073532104,0.254803329706192,0.1559383124113083,0.1992960274219513,0.1428898274898529,0.18039943277835846,0.24407297372817993,0.1614035815000534,0.1459459364414215,0.16407571732997894,0.14855161309242249
and,0.31309178471565247,0.34479495882987976,0.19560420513153076,0.22851447761058807,0.4234102666378021,0.21421922743320465,0.22217756509780884,0.3385082483291626,0.276123583316803,0.4954058527946472,0.5171257257461548,0.3246132433414459,0.37503334879875183,0.23647621273994446,0.20544172823429108
practically,0.29392746090888977,0.24376259744167328,0.1507897526025772,0.3363315165042877,0.25733834505081177,0.282921701669693,0.34925442934036255,0.3699500262737274,0.2489035427570343,0.23446941375732422,0.30532872676849365,0.26488831639289856,0.32944977283477783,0.2764700949192047,0.1852397918701172
destroy,0.24247540533542633,0.2465631067752838,0.09364253282546997,0.1282641738653183,0.2326050102710724,0.17343521118164062,0.11367825418710709,0.27619606256484985,0.26636001467704773,0.2346177101135254,0.29802682995796204,0.24960610270500183,0.1466984748840332,0.1800646334886551,0.1295877993106842
civilization,0.2616437077522278,0.14278197288513184,0.14661255478858948,0.22880230844020844,0.17610038816928864,0.22281309962272644,0.1428554356098175,0.19031749665737152,0.1830192357301712,0.2539329528808594,0.3128751516342163,0.3280161917209625,0.3064137101173401,0.2339787483215332,0.17937326431274414
.,0.3567904531955719,0.35288307070732117,0.17949827015399933,0.24773532152175903,0.3119256794452667,0.22655948996543884,0.1775393933057785,0.3200591504573822,0.3613996207714081,0.5591574311256409,0.5934505462646484,0.3177160322666168,0.30348071455955505,0.30669885873794556,0.4130953550338745
