,what,new,technology,allowed,abc,to,pre-record,its,shows,?
placed,0.20823347568511963,0.135878324508667,0.13149650394916534,0.31391510367393494,0.09910023957490921,0.26181700825691223,0.15361133217811584,0.17931059002876282,0.2413996458053589,0.18964257836341858
shows,0.30282244086265564,0.1573086529970169,0.1736072301864624,0.18399472534656525,0.3304527997970581,0.23382455110549927,0.25401806831359863,0.2824936509132385,0.9999999403953552,0.2040930688381195
of,0.33290785551071167,0.343457967042923,0.25238582491874695,0.2699741721153259,0.14607268571853638,0.41548454761505127,0.2464599609375,0.48690423369407654,0.3410852253437042,0.1826142966747284
its,0.30393704771995544,0.2215755134820938,0.19256851077079773,0.20374268293380737,0.19045390188694,0.3691340684890747,0.18565797805786133,1.0,0.2824936509132385,0.15103481709957123
own,0.35062843561172485,0.2762828767299652,0.15008701384067535,0.35455018281936646,0.23574505746364594,0.35879063606262207,0.20255215466022491,0.3757714629173279,0.28926849365234375,0.1937696635723114
against,0.24561616778373718,0.1477409452199936,0.099630206823349,0.25516477227211,0.10121753811836243,0.310872346162796,0.20673184096813202,0.16972889006137848,0.1537579745054245,0.18095137178897858
the,0.42745697498321533,0.3845241069793701,0.21669498085975647,0.2985120713710785,0.2068762183189392,0.535392165184021,0.28264206647872925,0.559237003326416,0.36348509788513184,0.22068053483963013
offerings,0.2059011310338974,0.15323345363140106,0.20601601898670197,0.2855234146118164,0.14585080742835999,0.3211335241794586,0.20885291695594788,0.19562698900699615,0.25707823038101196,0.128221794962883
of,0.33290785551071167,0.343457967042923,0.25238582491874695,0.2699741721153259,0.14607268571853638,0.41548454761505127,0.2464599609375,0.48690423369407654,0.3410852253437042,0.1826142966747284
nbc,0.1638578325510025,0.18140773475170135,0.12419746816158295,0.11386847496032715,0.63486248254776,0.14568616449832916,0.2477053701877594,0.2153240293264389,0.34394192695617676,0.1680917739868164
and,0.31309178471565247,0.31402453780174255,0.2333960235118866,0.30774351954460144,0.16453155875205994,0.48971283435821533,0.3017220199108124,0.3841775357723236,0.34104886651039124,0.20544172823429108
cbs,0.1950361132621765,0.17091993987560272,0.11552432179450989,0.12125047296285629,0.636570394039154,0.16981691122055054,0.3023321330547333,0.18914800882339478,0.3580446243286133,0.14594407379627228
",",0.3087472915649414,0.36073189973831177,0.2817870080471039,0.2785535454750061,0.2097204476594925,0.44245919585227966,0.33497053384780884,0.33157986402511597,0.26986414194107056,0.31091248989105225
adopting,0.2651776075363159,0.2703530788421631,0.2189531773328781,0.26719701290130615,0.17907384037971497,0.2958586812019348,0.11046278476715088,0.24307258427143097,0.17030462622642517,0.21285787224769592
the,0.42745697498321533,0.3845241069793701,0.21669498085975647,0.2985120713710785,0.2068762183189392,0.535392165184021,0.28264206647872925,0.559237003326416,0.36348509788513184,0.22068053483963013
use,0.3453877568244934,0.20533977448940277,0.29364532232284546,0.39482128620147705,0.1775941103696823,0.47261837124824524,0.21800197660923004,0.27883994579315186,0.27020320296287537,0.32795652747154236
of,0.33290785551071167,0.343457967042923,0.25238582491874695,0.2699741721153259,0.14607268571853638,0.41548454761505127,0.2464599609375,0.48690423369407654,0.3410852253437042,0.1826142966747284
the,0.42745697498321533,0.3845241069793701,0.21669498085975647,0.2985120713710785,0.2068762183189392,0.535392165184021,0.28264206647872925,0.559237003326416,0.36348509788513184,0.22068053483963013
magnetophon,0.2280011922121048,0.15088306367397308,0.29820430278778076,0.16892854869365692,0.14846009016036987,0.25978484749794006,0.3069392144680023,0.16270282864570618,0.21270425617694855,0.1438533514738083
tape,0.18888257443904877,0.22233359515666962,0.26844802498817444,0.2042245864868164,0.16995854675769806,0.2686920464038849,0.3768482506275177,0.09978076815605164,0.23197832703590393,0.13937829434871674
recorder,0.22213393449783325,0.22266453504562378,0.2726626396179199,0.2623651921749115,0.12530964612960815,0.2856263816356659,0.6144149303436279,0.11379291862249374,0.22037221491336823,0.18118302524089813
",",0.3087472915649414,0.36073189973831177,0.2817870080471039,0.2785535454750061,0.2097204476594925,0.44245919585227966,0.33497053384780884,0.33157986402511597,0.26986414194107056,0.31091248989105225
brought,0.26212388277053833,0.25975072383880615,0.1058746874332428,0.3392937481403351,0.1896660029888153,0.35361579060554504,0.14005707204341888,0.17455388605594635,0.20295347273349762,0.2339296191930771
to,0.455847829580307,0.33159172534942627,0.25372135639190674,0.42967355251312256,0.1762417107820511,1.0,0.24631905555725098,0.3691340684890747,0.23382455110549927,0.29463258385658264
the,0.42745697498321533,0.3845241069793701,0.21669498085975647,0.2985120713710785,0.2068762183189392,0.535392165184021,0.28264206647872925,0.559237003326416,0.36348509788513184,0.22068053483963013
u.s.,0.11178889125585556,0.10597728937864304,0.02379659004509449,0.11000730097293854,0.042879559099674225,0.09732837975025177,0.0058280411176383495,-0.033070165663957596,-0.10299453139305115,0.07886100560426712
from,0.2737620174884796,0.3360432982444763,0.21710312366485596,0.24006792902946472,0.12159302085638046,0.4069952368736267,0.2404034435749054,0.32706040143966675,0.19692957401275635,0.19969791173934937
nazi,0.21671152114868164,0.17915740609169006,0.17311319708824158,0.25544774532318115,0.13051201403141022,0.1994142085313797,0.20660023391246796,0.1623414158821106,0.14873471856117249,0.21425682306289673
germany,0.21690446138381958,0.22828660905361176,0.2131224423646927,0.19962996244430542,0.13591104745864868,0.24172882735729218,0.21927428245544434,0.23510928452014923,0.16000452637672424,0.1388660967350006
after,0.21973377466201782,0.2620960772037506,0.09964757412672043,0.3053606152534485,0.20314010977745056,0.37890323996543884,0.2444954812526703,0.29879069328308105,0.22265245020389557,0.16608688235282898
its,0.30393704771995544,0.2215755134820938,0.19256851077079773,0.20374268293380737,0.19045390188694,0.3691340684890747,0.18565797805786133,1.0,0.2824936509132385,0.15103481709957123
conquest,0.21597714722156525,0.1983238011598587,0.1314675360918045,0.10894645750522614,0.09564601629972458,0.2413468062877655,0.16541163623332977,0.2224387675523758,0.12458180636167526,0.12928934395313263
",",0.3087472915649414,0.36073189973831177,0.2817870080471039,0.2785535454750061,0.2097204476594925,0.44245919585227966,0.33497053384780884,0.33157986402511597,0.26986414194107056,0.31091248989105225
to,0.455847829580307,0.33159172534942627,0.25372135639190674,0.42967355251312256,0.1762417107820511,1.0,0.24631905555725098,0.3691340684890747,0.23382455110549927,0.29463258385658264
pre-record,0.20702721178531647,0.23183585703372955,0.237397700548172,0.18272517621517181,0.24385632574558258,0.24631905555725098,1.0,0.18565797805786133,0.25401806831359863,0.19435852766036987
its,0.30393704771995544,0.2215755134820938,0.19256851077079773,0.20374268293380737,0.19045390188694,0.3691340684890747,0.18565797805786133,1.0,0.2824936509132385,0.15103481709957123
programming,0.22725710272789001,0.16611634194850922,0.25397834181785583,0.09617979824542999,0.3165910840034485,0.1961597204208374,0.25413987040519714,0.22158177196979523,0.2502341568470001,0.22249025106430054
.,0.3567904531955719,0.35031336545944214,0.21310871839523315,0.3197084665298462,0.2567209303379059,0.4645031690597534,0.2699379324913025,0.3566088080406189,0.2639692425727844,0.4130953550338745
