,what,device,is,used,to,test,the,magnetic,attractions,involved,in,liquid,oxygen,?
own,0.35062843561172485,0.1854088008403778,0.2145606279373169,0.23361998796463013,0.35879063606262207,0.23987984657287598,0.334675133228302,0.09392311424016953,0.19518281519412994,0.22927410900592804,0.31893372535705566,0.1972774863243103,0.19240179657936096,0.1937696635723114
weight,0.20223349332809448,0.23978129029273987,0.21179518103599548,0.24245426058769226,0.2257474809885025,0.19082413613796234,0.19469641149044037,0.2346794456243515,0.12818726897239685,0.155604749917984,0.14912216365337372,0.30387356877326965,0.33740535378456116,0.18111222982406616
between,0.2462156116962433,0.08823464810848236,0.26809602975845337,0.20879125595092773,0.3639189600944519,0.14702574908733368,0.39067012071609497,0.21079519391059875,0.2570350468158722,0.301043838262558,0.41100412607192993,0.14486807584762573,0.1443812996149063,0.12887074053287506
the,0.42745697498321533,0.2555081248283386,0.5823672413825989,0.3718377649784088,0.535392165184021,0.19235259294509888,1.0,0.18611927330493927,0.2650768458843231,0.2872544527053833,0.6662389636039734,0.25047987699508667,0.20428593456745148,0.22068053483963013
poles,0.12107034027576447,0.2616492211818695,0.11609414964914322,0.2539196312427521,0.2494174838066101,0.062492482364177704,0.21806979179382324,0.45344728231430054,0.20562826097011566,0.14713039994239807,0.17341306805610657,0.23522493243217468,0.18953174352645874,0.06705328822135925
of,0.33290785551071167,0.17168864607810974,0.4854315221309662,0.3075267970561981,0.41548454761505127,0.164191335439682,0.733189046382904,0.16237565875053406,0.2880677282810211,0.30147984623908997,0.5696388483047485,0.2296105921268463,0.16848602890968323,0.1826142966747284
a,0.3320399522781372,0.3107774555683136,0.658733606338501,0.3864384889602661,0.45503583550453186,0.2521366477012634,0.5829201340675354,0.19198331236839294,0.24916726350784302,0.2598431408405304,0.539380669593811,0.2669180929660797,0.21662019193172455,0.23916715383529663
powerful,0.20215895771980286,0.21907997131347656,0.22661225497722626,0.25376537442207336,0.2654764950275421,0.12503443658351898,0.3115491271018982,0.16181302070617676,0.1727607548236847,0.1975257396697998,0.17873525619506836,0.20003117620944977,0.21741946041584015,0.12160622328519821
magnet,0.18846699595451355,0.34012916684150696,0.2401144802570343,0.21705496311187744,0.2389988750219345,0.17118100821971893,0.20539982616901398,0.8411728143692017,0.2603764533996582,0.13375897705554962,0.18377093970775604,0.3103766441345215,0.24370773136615753,0.13149034976959229
.,0.3567904531955719,0.1592947095632553,0.4569662809371948,0.33111312985420227,0.4645031690597534,0.23588362336158752,0.5934505462646484,0.1884709596633911,0.1885792762041092,0.25169795751571655,0.5591574311256409,0.2470431923866272,0.2554275095462799,0.4130953550338745
