,what,river,is,located,in,the,vicinity,of,the,school,?
campus,0.13670016825199127,0.23446616530418396,0.2408183068037033,0.42575085163116455,0.2525809109210968,0.20087170600891113,0.27563706040382385,0.22980211675167084,0.20087170600891113,0.40977439284324646,0.06952692568302155
is,0.28837618231773376,0.20670881867408752,1.0,0.35717159509658813,0.5394441485404968,0.5823672413825989,0.1572616547346115,0.4854315221309662,0.5823672413825989,0.19488026201725006,0.22961433231830597
centered,0.24975672364234924,0.16342900693416595,0.2504463791847229,0.3654897212982178,0.33326560258865356,0.346942275762558,0.29290199279785156,0.3281562924385071,0.346942275762558,0.192633256316185,0.17524833977222443
on,0.34226128458976746,0.2033996731042862,0.3635730445384979,0.22447186708450317,0.46853652596473694,0.5107308030128479,0.2651004195213318,0.3966929316520691,0.5107308030128479,0.2388053983449936,0.2714994251728058
harvard,0.2177114188671112,0.12399012595415115,0.15387701988220215,0.1552211195230484,0.26072487235069275,0.24496200680732727,0.11083823442459106,0.25842633843421936,0.24496200680732727,0.42520302534103394,0.11685016006231308
yard,0.15177296102046967,0.17241793870925903,0.15102696418762207,0.20656007528305054,0.16734865307807922,0.22634266316890717,0.14468079805374146,0.14137893915176392,0.22634266316890717,0.163960263133049,0.06376948207616806
in,0.30808621644973755,0.2149806171655655,0.5394441485404968,0.35149815678596497,1.0,0.6662389636039734,0.30960121750831604,0.5696388483047485,0.6662389636039734,0.26157811284065247,0.20430970191955566
cambridge,0.19321057200431824,0.19224664568901062,0.14754945039749146,0.11514987796545029,0.25785043835639954,0.21810851991176605,0.2329123616218567,0.29286280274391174,0.21810851991176605,0.2573782205581665,0.14006337523460388
",",0.3087472915649414,0.26637205481529236,0.4691906273365021,0.2678719460964203,0.5201468467712402,0.4933079481124878,0.2779569625854492,0.4946078956127167,0.4933079481124878,0.27141863107681274,0.31091248989105225
approximately,0.21610312163829803,0.24338430166244507,0.2724578380584717,0.2927114963531494,0.3145860731601715,0.33137547969818115,0.3457753360271454,0.34526896476745605,0.33137547969818115,0.1535337269306183,0.10237617790699005
3,0.04473085701465607,0.031183207407593727,0.1504552811384201,0.03648228943347931,0.06326868385076523,0.06283142417669296,0.16513702273368835,0.046857766807079315,0.06283142417669296,0.08767398446798325,0.005975271109491587
miles,0.1893789917230606,0.3377959132194519,0.22951029241085052,0.3896450102329254,0.22700901329517365,0.25706055760383606,0.2947924733161926,0.2263605147600174,0.25706055760383606,0.2036062330007553,0.09363767504692078
(,0.2411840260028839,0.16287720203399658,0.35393038392066956,0.21025894582271576,0.3087427020072937,0.33289089798927307,0.14225485920906067,0.35032153129577637,0.33289089798927307,0.16600246727466583,0.40561532974243164
5,0.09269922226667404,0.09223036468029022,0.009449449367821217,0.047232553362846375,0.0862177163362503,0.09255307912826538,0.06040675938129425,0.1043979674577713,0.09255307912826538,0.035865992307662964,0.06222071498632431
km,0.1805391013622284,0.3918043375015259,0.24258680641651154,0.3916102945804596,0.21900252997875214,0.21376769244670868,0.2868005037307739,0.2376161366701126,0.21376769244670868,0.1382257640361786,0.08180338144302368
),0.26259949803352356,0.16430801153182983,0.37732169032096863,0.19755883514881134,0.3326910734176636,0.3456730246543884,0.15884661674499512,0.3680361211299896,0.3456730246543884,0.18641386926174164,0.42300865054130554
northwest,0.1776016652584076,0.3922572135925293,0.23487883806228638,0.4156947731971741,0.34818974137306213,0.3162118196487427,0.36926397681236267,0.25031307339668274,0.3162118196487427,0.14138191938400269,0.15228797495365143
of,0.33290785551071167,0.19903257489204407,0.4854315221309662,0.32520920038223267,0.5696388483047485,0.733189046382904,0.233007550239563,1.0,0.733189046382904,0.2391800880432129,0.1826142966747284
boston,0.1650117039680481,0.12782542407512665,0.09903766214847565,0.09861075133085251,0.24356770515441895,0.2297145575284958,0.20019759237766266,0.1890333592891693,0.2297145575284958,0.1761183887720108,0.14705288410186768
;,0.10986888408660889,-0.002630949718877673,0.05324986204504967,0.03696584329009056,0.092739537358284,0.09152708947658539,0.09023285657167435,0.054534342139959335,0.09152708947658539,-0.024825742468237877,0.10349778085947037
the,0.42745697498321533,0.2894456386566162,0.5823672413825989,0.407527357339859,0.6662389636039734,1.0,0.283808171749115,0.733189046382904,1.0,0.22953221201896667,0.22068053483963013
business,0.21758167445659637,0.16914576292037964,0.19332653284072876,0.17554257810115814,0.2298729121685028,0.2389037162065506,0.12601017951965332,0.23985227942466736,0.2389037162065506,0.34036654233932495,0.1545659303665161
school,0.18774057924747467,0.14084036648273468,0.19488026201725006,0.19245630502700806,0.26157811284065247,0.22953221201896667,0.09257546812295914,0.2391800880432129,0.22953221201896667,1.0,0.15091250836849213
and,0.31309178471565247,0.19898422062397003,0.3859752118587494,0.24183952808380127,0.4954058527946472,0.5171257257461548,0.218265101313591,0.5116966962814331,0.5171257257461548,0.2752758264541626,0.20544172823429108
athletics,0.18140217661857605,0.12847453355789185,0.14491918683052063,0.19218619167804718,0.2052789330482483,0.23869381844997406,0.09136181324720383,0.25092312693595886,0.23869381844997406,0.2553595304489136,0.10309170186519623
facilities,0.137315571308136,0.14654800295829773,0.17244288325309753,0.3665260970592499,0.2149869203567505,0.19172798097133636,0.33408814668655396,0.17473776638507843,0.19172798097133636,0.24211908876895905,0.10624271631240845
",",0.3087472915649414,0.26637205481529236,0.4691906273365021,0.2678719460964203,0.5201468467712402,0.4933079481124878,0.2779569625854492,0.4946078956127167,0.4933079481124878,0.27141863107681274,0.31091248989105225
including,0.18328791856765747,0.11793526262044907,0.25093933939933777,0.20901727676391602,0.35857823491096497,0.3738902807235718,0.22179800271987915,0.44195112586021423,0.3738902807235718,0.20512917637825012,0.1633303165435791
harvard,0.2177114188671112,0.12399012595415115,0.15387701988220215,0.1552211195230484,0.26072487235069275,0.24496200680732727,0.11083823442459106,0.25842633843421936,0.24496200680732727,0.42520302534103394,0.11685016006231308
stadium,0.12456028908491135,0.1761925220489502,0.18311816453933716,0.28421011567115784,0.21361783146858215,0.21145665645599365,0.12484343349933624,0.17126937210559845,0.21145665645599365,0.16441309452056885,0.07579939067363739
",",0.3087472915649414,0.26637205481529236,0.4691906273365021,0.2678719460964203,0.5201468467712402,0.4933079481124878,0.2779569625854492,0.4946078956127167,0.4933079481124878,0.27141863107681274,0.31091248989105225
are,0.29724663496017456,0.10382523387670517,0.5330929756164551,0.24096766114234924,0.3841303884983063,0.40399202704429626,0.15990737080574036,0.39081433415412903,0.40399202704429626,0.17021894454956055,0.24591213464736938
located,0.2034616470336914,0.29117700457572937,0.35717159509658813,1.0,0.35149815678596497,0.407527357339859,0.2362704575061798,0.32520920038223267,0.407527357339859,0.19245630502700806,0.08983194828033447
across,0.24809791147708893,0.32971465587615967,0.21617691218852997,0.2841567099094391,0.36988839507102966,0.3816230297088623,0.2795795500278473,0.2936134934425354,0.3816230297088623,0.17336474359035492,0.17034576833248138
the,0.42745697498321533,0.2894456386566162,0.5823672413825989,0.407527357339859,0.6662389636039734,1.0,0.283808171749115,0.733189046382904,1.0,0.22953221201896667,0.22068053483963013
charles,0.18606366217136383,0.14284448325634003,0.16326871514320374,0.09894304722547531,0.21346928179264069,0.20777860283851624,0.12925973534584045,0.22512592375278473,0.20777860283851624,0.1527082771062851,0.17366734147071838
river,0.13815869390964508,0.9999999403953552,0.20670881867408752,0.29117700457572937,0.2149806171655655,0.2894456386566162,0.2985532283782959,0.19903257489204407,0.2894456386566162,0.14084036648273468,0.15390869975090027
in,0.30808621644973755,0.2149806171655655,0.5394441485404968,0.35149815678596497,1.0,0.6662389636039734,0.30960121750831604,0.5696388483047485,0.6662389636039734,0.26157811284065247,0.20430970191955566
the,0.42745697498321533,0.2894456386566162,0.5823672413825989,0.407527357339859,0.6662389636039734,1.0,0.283808171749115,0.733189046382904,1.0,0.22953221201896667,0.22068053483963013
allston,0.17020148038864136,0.1952497363090515,0.2523926794528961,0.21415013074874878,0.3258543908596039,0.23489287495613098,0.17602500319480896,0.20153766870498657,0.23489287495613098,0.283164918422699,0.17989090085029602
neighborhood,0.12062139064073563,0.212941512465477,0.20414865016937256,0.2861720621585846,0.20924240350723267,0.20152483880519867,0.28881964087486267,0.15683332085609436,0.20152483880519867,0.2740325927734375,0.048473283648490906
of,0.33290785551071167,0.19903257489204407,0.4854315221309662,0.32520920038223267,0.5696388483047485,0.733189046382904,0.233007550239563,1.0,0.733189046382904,0.2391800880432129,0.1826142966747284
boston,0.1650117039680481,0.12782542407512665,0.09903766214847565,0.09861075133085251,0.24356770515441895,0.2297145575284958,0.20019759237766266,0.1890333592891693,0.2297145575284958,0.1761183887720108,0.14705288410186768
and,0.31309178471565247,0.19898422062397003,0.3859752118587494,0.24183952808380127,0.4954058527946472,0.5171257257461548,0.218265101313591,0.5116966962814331,0.5171257257461548,0.2752758264541626,0.20544172823429108
the,0.42745697498321533,0.2894456386566162,0.5823672413825989,0.407527357339859,0.6662389636039734,1.0,0.283808171749115,0.733189046382904,1.0,0.22953221201896667,0.22068053483963013
medical,0.2389855533838272,0.10598569363355637,0.22198186814785004,0.13738571107387543,0.25996583700180054,0.2398311346769333,0.17587774991989136,0.2826511859893799,0.2398311346769333,0.2893049716949463,0.13234087824821472
",",0.3087472915649414,0.26637205481529236,0.4691906273365021,0.2678719460964203,0.5201468467712402,0.4933079481124878,0.2779569625854492,0.4946078956127167,0.4933079481124878,0.27141863107681274,0.31091248989105225
dental,0.22625620663166046,0.12088605761528015,0.21066176891326904,0.13462013006210327,0.24925146996974945,0.2583918571472168,0.06534887105226517,0.2673645615577698,0.2583918571472168,0.2215982973575592,0.12109649926424026
",",0.3087472915649414,0.26637205481529236,0.4691906273365021,0.2678719460964203,0.5201468467712402,0.4933079481124878,0.2779569625854492,0.4946078956127167,0.4933079481124878,0.27141863107681274,0.31091248989105225
and,0.31309178471565247,0.19898422062397003,0.3859752118587494,0.24183952808380127,0.4954058527946472,0.5171257257461548,0.218265101313591,0.5116966962814331,0.5171257257461548,0.2752758264541626,0.20544172823429108
public,0.1729622185230255,0.10059252381324768,0.1980048567056656,0.19267596304416656,0.29074716567993164,0.22857438027858734,0.14710037410259247,0.2391265481710434,0.22857438027858734,0.3342896103858948,0.19872993230819702
health,0.21460163593292236,0.08737971633672714,0.1864514946937561,0.09860628098249435,0.2500189542770386,0.2340974360704422,0.15636569261550903,0.28076469898223877,0.2340974360704422,0.24482066929340363,0.16094304621219635
schools,0.1820785105228424,0.1559004932641983,0.2022145688533783,0.20446833968162537,0.2632134258747101,0.22905772924423218,0.1260550618171692,0.265506386756897,0.22905772924423218,0.7602541446685791,0.18349280953407288
are,0.29724663496017456,0.10382523387670517,0.5330929756164551,0.24096766114234924,0.3841303884983063,0.40399202704429626,0.15990737080574036,0.39081433415412903,0.40399202704429626,0.17021894454956055,0.24591213464736938
in,0.30808621644973755,0.2149806171655655,0.5394441485404968,0.35149815678596497,1.0,0.6662389636039734,0.30960121750831604,0.5696388483047485,0.6662389636039734,0.26157811284065247,0.20430970191955566
the,0.42745697498321533,0.2894456386566162,0.5823672413825989,0.407527357339859,0.6662389636039734,1.0,0.283808171749115,0.733189046382904,1.0,0.22953221201896667,0.22068053483963013
longwood,0.10147416591644287,0.2755723297595978,0.21752086281776428,0.3087013065814972,0.22531498968601227,0.2812906801700592,0.21507759392261505,0.2695541977882385,0.2812906801700592,0.25961846113204956,0.07470505684614182
medical,0.2389855533838272,0.10598569363355637,0.22198186814785004,0.13738571107387543,0.25996583700180054,0.2398311346769333,0.17587774991989136,0.2826511859893799,0.2398311346769333,0.2893049716949463,0.13234087824821472
area,0.21965408325195312,0.3487212359905243,0.29283958673477173,0.42610666155815125,0.33632898330688477,0.37834644317626953,0.3130805194377899,0.3409860134124756,0.37834644317626953,0.17919643223285675,0.12640461325645447
.,0.3567904531955719,0.21443960070610046,0.4569662809371948,0.28226932883262634,0.5591574311256409,0.5934505462646484,0.226552352309227,0.5352458953857422,0.5934505462646484,0.24214158952236176,0.4130953550338745
