,who,was,named,president,of,disney-abc,television,group,in,2004,?
co-ceo,0.21898408234119415,0.2459319829940796,0.1867624819278717,0.3333550989627838,0.2040417343378067,0.261406272649765,0.30216652154922485,0.25680553913116455,0.21972398459911346,0.003931575920432806,0.13222211599349976
of,0.2827862501144409,0.4069072902202606,0.2820465862751007,0.21610750257968903,1.0,0.2581593692302704,0.21995750069618225,0.25542253255844116,0.5696388483047485,-0.21980851888656616,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.3521348536014557,0.24330610036849976,0.733189046382904,0.3181883692741394,0.24569597840309143,0.30795547366142273,0.6662389636039734,-0.2467794269323349,0.22068053483963013
division,0.14196254312992096,0.2174251824617386,0.21097950637340546,0.1618221253156662,0.23579144477844238,0.17917011678218842,0.18900638818740845,0.21565891802310944,0.2658538520336151,-0.12374656647443771,0.08900629729032516
with,0.3282766342163086,0.27411898970603943,0.21388062834739685,0.14994901418685913,0.41827285289764404,0.24007122218608856,0.17469868063926697,0.23998425900936127,0.4080928862094879,-0.23114067316055298,0.2433311939239502
sweeney,0.28049829602241516,0.19007766246795654,0.18304523825645447,0.22952382266521454,0.15188521146774292,0.2413804829120636,0.2632972002029419,0.1166522353887558,0.22518615424633026,0.02575783245265484,0.20389223098754883
",",0.3365725874900818,0.45456063747406006,0.2530003488063812,0.26552814245224,0.4946078956127167,0.24468442797660828,0.27995240688323975,0.2809832692146301,0.5201468467712402,-0.17696323990821838,0.31091248989105225
as,0.3923053741455078,0.3677520453929901,0.2754245400428772,0.2031671553850174,0.3886612355709076,0.2814546227455139,0.25070273876190186,0.2519444227218628,0.3887844979763031,-0.08424866199493408,0.27043893933296204
well,0.3480316996574402,0.3130364418029785,0.12615953385829926,0.1280101090669632,0.3343164324760437,0.23165583610534668,0.27320417761802673,0.2275458574295044,0.36612698435783386,-0.1425805389881134,0.24815571308135986
as,0.3923053741455078,0.3677520453929901,0.2754245400428772,0.2031671553850174,0.3886612355709076,0.2814546227455139,0.25070273876190186,0.2519444227218628,0.3887844979763031,-0.08424866199493408,0.27043893933296204
president,0.22565458714962006,0.2505730390548706,0.15809892117977142,1.0000001192092896,0.21610750257968903,0.2187717705965042,0.20052161812782288,0.17418770492076874,0.18811661005020142,0.10214334726333618,0.14148259162902832
of,0.2827862501144409,0.4069072902202606,0.2820465862751007,0.21610750257968903,1.0,0.2581593692302704,0.21995750069618225,0.25542253255844116,0.5696388483047485,-0.21980851888656616,0.1826142966747284
abc,0.14673753082752228,0.21565799415111542,0.2247007191181183,0.20593604445457458,0.14607268571853638,0.48218587040901184,0.46871840953826904,0.11665991693735123,0.1697147786617279,-0.04643192142248154,0.19065172970294952
sports,0.15396633744239807,0.19941140711307526,0.10165973007678986,0.19719795882701874,0.24392472207546234,0.274214506149292,0.2595260441303253,0.1615004539489746,0.27591386437416077,-0.06418152898550034,0.04557104781270027
.,0.3541337847709656,0.40146201848983765,0.24760639667510986,0.26255303621292114,0.5352458953857422,0.2878374457359314,0.2806251645088196,0.27268800139427185,0.5591574311256409,-0.23090453445911407,0.4130953550338745
