,which,boulevard,can,you,find,many,majestic,homes,in,the,area,?
the,0.6521818041801453,0.27917832136154175,0.312528520822525,0.30037742853164673,0.2696352005004883,0.4335206151008606,0.18259964883327484,0.22941356897354126,0.6662389636039734,1.0,0.37834644317626953,0.22068053483963013
east,0.22817298769950867,0.2918601632118225,0.08273158967494965,0.14490868151187897,0.11514324694871902,0.20167402923107147,0.18580646812915802,0.22874200344085693,0.32659441232681274,0.3383176326751709,0.39479681849479675,0.10070597380399704
is,0.4457404911518097,0.20805764198303223,0.44256699085235596,0.27113574743270874,0.25691378116607666,0.2649032473564148,0.17697210609912872,0.1548708975315094,0.5394441485404968,0.5823672413825989,0.29283958673477173,0.22961433231830597
the,0.6521818041801453,0.27917832136154175,0.312528520822525,0.30037742853164673,0.2696352005004883,0.4335206151008606,0.18259964883327484,0.22941356897354126,0.6662389636039734,1.0,0.37834644317626953,0.22068053483963013
home,0.223346546292305,0.23546168208122253,0.14063408970832825,0.14034394919872284,0.23305773735046387,0.19523783028125763,0.21756453812122345,0.4774787127971649,0.30467477440834045,0.28978195786476135,0.21420064568519592,0.0757145956158638
to,0.5345056653022766,0.209961399435997,0.4979398250579834,0.4194425344467163,0.42702093720436096,0.40243685245513916,0.2043994814157486,0.2634379267692566,0.45010748505592346,0.535392165184021,0.2797197997570038,0.29463258385658264
many,0.5168171525001526,0.14962650835514069,0.4275496006011963,0.31305816769599915,0.2689669728279114,0.9999999403953552,0.1562836915254593,0.3374091684818268,0.41474202275276184,0.4335206151008606,0.2414858043193817,0.2124512493610382
large,0.46308431029319763,0.12338263541460037,0.30512937903404236,0.17017869651317596,0.2090807855129242,0.42789679765701294,0.19426628947257996,0.26570501923561096,0.2841601073741913,0.3828733265399933,0.34371688961982727,0.1355665624141693
",",0.3658004403114319,0.1940150111913681,0.3139454126358032,0.3199685513973236,0.27622509002685547,0.40610817074775696,0.26799964904785156,0.2378510683774948,0.5201468467712402,0.4933079481124878,0.2664283812046051,0.31091248989105225
stately,0.3487098813056946,0.19574137032032013,0.21598492562770844,0.2825194001197815,0.19255638122558594,0.3470052182674408,0.15627039968967438,0.32389307022094727,0.26808980107307434,0.26339179277420044,0.19503025710582733,0.17327696084976196
homes,0.2442801296710968,0.19150038063526154,0.22718727588653564,0.18919138610363007,0.1724405288696289,0.3374091684818268,0.1573028713464737,1.0,0.2459857165813446,0.22941356897354126,0.34835630655288696,0.12707971036434174
.,0.45942068099975586,0.1963263899087906,0.35783761739730835,0.31283900141716003,0.3133861720561981,0.3974229395389557,0.18671885132789612,0.27827757596969604,0.5591574311256409,0.5934505462646484,0.2760866582393646,0.4130953550338745
