,what,is,the,estimate,of,how,many,physicians,give,out,drugs,on,their,own,?
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.21965038776397705,0.41548454761505127,0.44169697165489197,0.40243685245513916,0.2605861723423004,0.4396136403083801,0.42386990785598755,0.2537701725959778,0.41031414270401,0.44619059562683105,0.35879063606262207,0.29463258385658264
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.19047974050045013,0.5052502155303955,0.29312583804130554,0.2872205972671509,0.19939659535884857,0.3436131179332733,0.34264278411865234,0.18365530669689178,0.3848365545272827,0.29698723554611206,0.3093770742416382,0.23916715383529663
written,0.25412634015083313,0.2634589672088623,0.2582438886165619,0.13000799715518951,0.20874574780464172,0.2370033860206604,0.22767935693264008,0.12838079035282135,0.19991427659988403,0.14653468132019043,0.1523040235042572,0.19147278368473053,0.17172996699810028,0.2010953724384308,0.21451954543590546
prescription,0.2773992717266083,0.1873171031475067,0.1905282735824585,0.2209790050983429,0.22264151275157928,0.24190017580986023,0.23991715908050537,0.3915436565876007,0.3562992513179779,0.24120230972766876,0.5812135934829712,0.19443316757678986,0.22286833822727203,0.23717926442623138,0.1977909505367279
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.2149161547422409,0.41498205065727234,0.557814359664917,0.5391656160354614,0.2623414397239685,0.41792264580726624,0.43996092677116394,0.2915695607662201,0.42569106817245483,0.4266771972179413,0.37425005435943604,0.32716336846351624
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.14140959084033966,0.2603091299533844,0.49246567487716675,0.4275496006011963,0.19532375037670135,0.3823885917663574,0.33329886198043823,0.2963178753852844,0.2772369682788849,0.3564860224723816,0.30718106031417847,0.3226337134838104
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.20115716755390167,0.33904364705085754,0.4158933162689209,0.3961109519004822,0.21560610830783844,0.3856027126312256,0.3626708686351776,0.2942923605442047,0.37900757789611816,0.3200586438179016,0.24039055407047272,0.3324260413646698
filled,0.17941854894161224,0.17559823393821716,0.2674119770526886,0.14525464177131653,0.24504315853118896,0.2070002555847168,0.27531886100769043,0.12008646875619888,0.16959120333194733,0.35759249329566956,0.11412539333105087,0.20630194246768951,0.24052222073078156,0.20433762669563293,0.1782117635011673
elsewhere,0.40968769788742065,0.26616141200065613,0.33725225925445557,0.1753847599029541,0.2288905382156372,0.27126026153564453,0.3706153333187103,0.17448584735393524,0.20480670034885406,0.2612178325653076,0.19540254771709442,0.3383125960826874,0.28682395815849304,0.2534601390361786,0.33915433287620544
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.23314552009105682,0.5352458953857422,0.3287222981452942,0.3974229395389557,0.2053295075893402,0.34017711877822876,0.34234723448753357,0.23083394765853882,0.49257001280784607,0.34427863359451294,0.3061371147632599,0.4130953550338745
