,when,large,groups,of,people,all,boycott,a,system,or,do,n't,pay,taxes,it,can,be,considered,?
some,0.386913925409317,0.3944830894470215,0.38417813181877136,0.4300730526447296,0.40364471077919006,0.583402693271637,0.23214313387870789,0.34539633989334106,0.26198622584342957,0.5009974837303162,0.4725562036037445,-0.13643382489681244,0.2534595727920532,0.2639988362789154,0.4438856542110443,0.5319128632545471,0.49956634640693665,0.3833121359348297,0.2562315762042999
forms,0.2567545175552368,0.24474188685417175,0.31087127327919006,0.33835989236831665,0.19695577025413513,0.24997323751449585,0.0876009538769722,0.31878992915153503,0.2846747636795044,0.36597785353660583,0.22607646882534027,0.08325250446796417,0.10322410613298416,0.17356501519680023,0.3264540135860443,0.3238907754421234,0.30402427911758423,0.2710883319377899,0.1196754202246666
of,0.3757161796092987,0.3569655418395996,0.24723079800605774,1.0,0.3251037895679474,0.42798417806625366,0.1852896362543106,0.5052502155303955,0.25597915053367615,0.3792596757411957,0.26150479912757874,-0.021397603675723076,0.1583462655544281,0.24622385203838348,0.38761502504348755,0.2603091299533844,0.33904364705085754,0.4190242290496826,0.1826142966747284
civil,0.14899945259094238,0.1689857393503189,0.1321539282798767,0.24698495864868164,0.24625034630298615,0.17187000811100006,0.3671567440032959,0.21693918108940125,0.12898217141628265,0.12588919699192047,0.12413616478443146,0.006859226617962122,0.18614430725574493,0.26520809531211853,0.17707513272762299,0.12476041913032532,0.18061059713363647,0.1520952433347702,0.1494513899087906
disobedience,0.2761690020561218,0.16715024411678314,0.26609694957733154,0.31932318210601807,0.2943185269832611,0.2801477909088135,0.4205889403820038,0.25352153182029724,0.16900348663330078,0.2553665041923523,0.26727163791656494,0.016591165214776993,0.3165281414985657,0.34347501397132874,0.2648297846317291,0.15718160569667816,0.2944406270980835,0.23693662881851196,0.19890835881233215
",",0.36674630641937256,0.2263888567686081,0.2671695053577423,0.4946078956127167,0.36644625663757324,0.425624817609787,0.27113375067710876,0.427140474319458,0.18439900875091553,0.3769497275352478,0.3283645510673523,0.11016341298818588,0.18754567205905914,0.2147572934627533,0.48329564929008484,0.3139454126358032,0.39254459738731384,0.32932984828948975,0.31091248989105225
such,0.27679547667503357,0.3375214636325836,0.285569965839386,0.3209529519081116,0.2260056734085083,0.38558536767959595,0.14752043783664703,0.2706976532936096,0.22472473978996277,0.5489916801452637,0.337398886680603,-0.11531715095043182,0.15978676080703735,0.20655223727226257,0.28879642486572266,0.396209716796875,0.5239806771278381,0.32339993119239807,0.17851735651493073
as,0.4437963366508484,0.24282054603099823,0.18660825490951538,0.3886612355709076,0.15704652667045593,0.33195313811302185,0.1822175532579422,0.39550232887268066,0.1973835676908493,0.4400654137134552,0.38329678773880005,-0.08284513652324677,0.191909521818161,0.17344869673252106,0.4461488723754883,0.3245031237602234,0.5230465531349182,0.4031961262226105,0.27043893933296204
illegal,0.2676338851451874,0.2026626020669937,0.21640552580356598,0.19375135004520416,0.27105197310447693,0.21626190841197968,0.293255090713501,0.20074772834777832,0.15844471752643585,0.35664117336273193,0.3051793873310089,-0.08846233785152435,0.3576866686344147,0.3364797830581665,0.2297307252883911,0.2703831195831299,0.24702240526676178,0.2721356451511383,0.1562941074371338
boycotts,0.17931106686592102,0.16556023061275482,0.34999075531959534,0.19417281448841095,0.2737908959388733,0.24688172340393066,0.9114966988563538,0.1383412927389145,0.20730246603488922,0.23486414551734924,0.14413408935070038,-0.0577903613448143,0.2872900068759918,0.3805117905139923,0.21945394575595856,0.13681286573410034,0.15680427849292755,0.16669055819511414,0.10877533257007599
",",0.36674630641937256,0.2263888567686081,0.2671695053577423,0.4946078956127167,0.36644625663757324,0.425624817609787,0.27113375067710876,0.427140474319458,0.18439900875091553,0.3769497275352478,0.3283645510673523,0.11016341298818588,0.18754567205905914,0.2147572934627533,0.48329564929008484,0.3139454126358032,0.39254459738731384,0.32932984828948975,0.31091248989105225
refusals,0.2629452645778656,0.21903164684772491,0.28345218300819397,0.30350348353385925,0.3264274597167969,0.39976179599761963,0.4259722828865051,0.23980781435966492,0.23296165466308594,0.23977211117744446,0.34555187821388245,-0.06352543830871582,0.31587812304496765,0.40374553203582764,0.25980401039123535,0.2870909869670868,0.30189183354377747,0.24503205716609955,0.20675933361053467
to,0.5423505902290344,0.3150999844074249,0.24181967973709106,0.41548454761505127,0.37275731563568115,0.42520734667778015,0.23353779315948486,0.45503583550453186,0.26662686467170715,0.38921234011650085,0.38876664638519287,-0.14541994035243988,0.26723966002464294,0.2727338671684265,0.513711154460907,0.4979398250579834,0.4972836375236511,0.2954166829586029,0.29463258385658264
pay,0.22002696990966797,0.19435031712055206,0.11940640956163406,0.1583462655544281,0.21051673591136932,0.23617897927761078,0.2716551423072815,0.1940600425004959,0.16707871854305267,0.2622945308685303,0.2897719740867615,-0.10593981295824051,1.0,0.5265017747879028,0.15468546748161316,0.15456581115722656,0.23702329397201538,0.15893693268299103,0.19821009039878845
taxes,0.23374195396900177,0.25479409098625183,0.1227472648024559,0.24622385203838348,0.28550416231155396,0.22398892045021057,0.31993022561073303,0.19554322957992554,0.21434693038463593,0.26134470105171204,0.21425610780715942,-0.08863330632448196,0.5265017747879028,1.0000001192092896,0.1890125572681427,0.19737350940704346,0.25439491868019104,0.20360824465751648,0.18323048949241638
",",0.36674630641937256,0.2263888567686081,0.2671695053577423,0.4946078956127167,0.36644625663757324,0.425624817609787,0.27113375067710876,0.427140474319458,0.18439900875091553,0.3769497275352478,0.3283645510673523,0.11016341298818588,0.18754567205905914,0.2147572934627533,0.48329564929008484,0.3139454126358032,0.39254459738731384,0.32932984828948975,0.31091248989105225
draft,0.22716832160949707,0.17956823110580444,0.11640198528766632,0.1597527265548706,0.10890927165746689,0.21950645744800568,0.1775728464126587,0.14911261200904846,0.15876345336437225,0.11100718379020691,0.15512849390506744,0.0038077954668551683,0.18184055387973785,0.1773972064256668,0.15761983394622803,0.18114148080348969,0.17967285215854645,0.09777816385030746,0.1941390335559845
dodging,0.31043073534965515,0.31134018301963806,0.2112891972064972,0.2930799126625061,0.19318409264087677,0.3072752356529236,0.29122546315193176,0.33118894696235657,0.2429775446653366,0.3941493034362793,0.33922016620635986,-0.17242783308029175,0.2614665627479553,0.3151205778121948,0.284110426902771,0.30701392889022827,0.30054304003715515,0.2229447215795517,0.21169091761112213
",",0.36674630641937256,0.2263888567686081,0.2671695053577423,0.4946078956127167,0.36644625663757324,0.425624817609787,0.27113375067710876,0.427140474319458,0.18439900875091553,0.3769497275352478,0.3283645510673523,0.11016341298818588,0.18754567205905914,0.2147572934627533,0.48329564929008484,0.3139454126358032,0.39254459738731384,0.32932984828948975,0.31091248989105225
distributed,0.16122393310070038,0.23234058916568756,0.17825999855995178,0.239964559674263,0.08404146879911423,0.27453482151031494,0.16574852168560028,0.19609881937503815,0.23601815104484558,0.20529630780220032,0.1684240698814392,-0.08779723197221756,0.18118540942668915,0.17187391221523285,0.2701106369495392,0.22870837152004242,0.2621110677719116,0.3053119480609894,0.08428370952606201
denial-of-service,0.27741539478302,0.22227570414543152,0.2179558426141739,0.2185867875814438,0.28902387619018555,0.2990475296974182,0.31768205761909485,0.31410717964172363,0.25504180788993835,0.28906479477882385,0.3157806098461151,0.07411406189203262,0.2929096817970276,0.3371839225292206,0.2817409336566925,0.24424313008785248,0.2645527124404907,0.2428048551082611,0.3332744240760803
attacks,0.27656251192092896,0.20530609786510468,0.22349976003170013,0.18891674280166626,0.21153612434864044,0.2447158843278885,0.30155712366104126,0.24573074281215668,0.18609555065631866,0.19375577569007874,0.16204015910625458,0.014456515200436115,0.12869893014431,0.1600414365530014,0.24581478536128998,0.23074594140052795,0.21628189086914062,0.19080717861652374,0.14532065391540527
",",0.36674630641937256,0.2263888567686081,0.2671695053577423,0.4946078956127167,0.36644625663757324,0.425624817609787,0.27113375067710876,0.427140474319458,0.18439900875091553,0.3769497275352478,0.3283645510673523,0.11016341298818588,0.18754567205905914,0.2147572934627533,0.48329564929008484,0.3139454126358032,0.39254459738731384,0.32932984828948975,0.31091248989105225
and,0.4716290831565857,0.3404269814491272,0.29783302545547485,0.5116966962814331,0.3016039729118347,0.4542157053947449,0.26524561643600464,0.3739250600337982,0.231138214468956,0.4713204801082611,0.276123583316803,-0.0602874718606472,0.2487477958202362,0.26607903838157654,0.40957894921302795,0.3675691485404968,0.41766801476478577,0.3359341621398926,0.20544172823429108
sit-ins,0.2581111788749695,0.3019287884235382,0.2765401303768158,0.29617971181869507,0.2801496386528015,0.28979751467704773,0.2962283492088318,0.2660893201828003,0.149965301156044,0.28551405668258667,0.2749958336353302,0.0015199137851595879,0.1992318481206894,0.21533769369125366,0.26020902395248413,0.3130585849285126,0.22684168815612793,0.16793301701545715,0.24522903561592102
",",0.36674630641937256,0.2263888567686081,0.2671695053577423,0.4946078956127167,0.36644625663757324,0.425624817609787,0.27113375067710876,0.427140474319458,0.18439900875091553,0.3769497275352478,0.3283645510673523,0.11016341298818588,0.18754567205905914,0.2147572934627533,0.48329564929008484,0.3139454126358032,0.39254459738731384,0.32932984828948975,0.31091248989105225
make,0.4273611307144165,0.23301292955875397,0.22691065073013306,0.2912110388278961,0.33739447593688965,0.37725141644477844,0.20446476340293884,0.34303420782089233,0.22797423601150513,0.41506800055503845,0.41790449619293213,-0.1903061866760254,0.2876473069190979,0.2899722158908844,0.40787607431411743,0.4845520555973053,0.4759829044342041,0.26475656032562256,0.28314751386642456
it,0.4775012135505676,0.2843167781829834,0.20514826476573944,0.38761502504348755,0.3940119743347168,0.36125609278678894,0.21601957082748413,0.5452592968940735,0.30691424012184143,0.36389440298080444,0.337066113948822,-0.08058576285839081,0.15468546748161316,0.1890125572681427,0.9999999403953552,0.3819273114204407,0.5203388929367065,0.3332322835922241,0.25732165575027466
more,0.359977662563324,0.30958428978919983,0.24190554022789001,0.30478984117507935,0.3351196348667145,0.39087146520614624,0.1536838263273239,0.3452818691730499,0.24080024659633636,0.41612157225608826,0.3514035940170288,-0.07450203597545624,0.2310299277305603,0.2251618355512619,0.42550966143608093,0.4044358730316162,0.5445363521575928,0.34512007236480713,0.27894994616508484
difficult,0.3425121605396271,0.36335012316703796,0.2092326432466507,0.2539307773113251,0.30496808886528015,0.2881457805633545,0.09183545410633087,0.3425796926021576,0.20997121930122375,0.3306672275066376,0.34517642855644226,-0.07659419625997543,0.22982299327850342,0.2183527797460556,0.31896570324897766,0.44322800636291504,0.374691903591156,0.3507506847381592,0.20408590137958527
for,0.43402108550071716,0.22967137396335602,0.21627482771873474,0.4185989499092102,0.24900002777576447,0.41144001483917236,0.20947788655757904,0.44038116931915283,0.2630598843097687,0.4111599624156952,0.29510271549224854,-0.05512906610965729,0.24382255971431732,0.25136372447013855,0.32171204686164856,0.35690054297447205,0.3801851272583008,0.3214476406574249,0.264628142118454
a,0.44397395849227905,0.3740714490413666,0.2068004310131073,0.5052502155303955,0.3483705520629883,0.2696802616119385,0.13049247860908508,1.0,0.2589043080806732,0.48853766918182373,0.26237669587135315,0.013574101030826569,0.1940600425004959,0.19554322957992554,0.5452592968940735,0.3915780484676361,0.39883795380592346,0.36109375953674316,0.23916715383529663
system,0.27706024050712585,0.2129257172346115,0.16803652048110962,0.25597915053367615,0.18001395463943481,0.23592321574687958,0.15036091208457947,0.2589043080806732,1.0000001192092896,0.32710888981819153,0.18447506427764893,-0.0648522898554802,0.16707871854305267,0.21434693038463593,0.30691424012184143,0.25937724113464355,0.24878063797950745,0.20314595103263855,0.15556083619594574
to,0.5423505902290344,0.3150999844074249,0.24181967973709106,0.41548454761505127,0.37275731563568115,0.42520734667778015,0.23353779315948486,0.45503583550453186,0.26662686467170715,0.38921234011650085,0.38876664638519287,-0.14541994035243988,0.26723966002464294,0.2727338671684265,0.513711154460907,0.4979398250579834,0.4972836375236511,0.2954166829586029,0.29463258385658264
function,0.18812744319438934,0.17247489094734192,0.1565845012664795,0.16667552292346954,0.083025723695755,0.22396279871463776,0.06805336475372314,0.20934805274009705,0.30217769742012024,0.3191862404346466,0.25038179755210876,0.01505054160952568,0.12523669004440308,0.2204785943031311,0.2046748548746109,0.2664915919303894,0.23198768496513367,0.12841010093688965,0.20672395825386047
.,0.475719153881073,0.2304532378911972,0.2408272922039032,0.5352458953857422,0.33118996024131775,0.43406882882118225,0.2311563342809677,0.50484299659729,0.2277725487947464,0.36683785915374756,0.3613996207714081,0.01884327083826065,0.17372290790081024,0.21144090592861176,0.5593622326850891,0.35783761739730835,0.4383580684661865,0.29356086254119873,0.4130953550338745
