,what,percentage,of,money,raised,by,the,host,committee,will,be,used,for,charitable,causes,?
most,0.3219912350177765,0.31981152296066284,0.4178851246833801,0.2340925633907318,0.1331494152545929,0.270847886800766,0.47635307908058167,0.2599598467350006,0.13098354637622833,0.2386283278465271,0.3381733000278473,0.306323766708374,0.3906237483024597,0.2201436161994934,0.25081974267959595,0.2107497900724411
giving,0.28628480434417725,0.2653310000896454,0.3440891206264496,0.3109433948993683,0.1997489184141159,0.20881526172161102,0.3626074492931366,0.11581652611494064,0.1364477574825287,0.2811773419380188,0.2767922282218933,0.2324281632900238,0.39347827434539795,0.28198832273483276,0.17990750074386597,0.2052922248840332
super,0.13651713728904724,0.1839606761932373,0.14718765020370483,0.16830426454544067,0.12616728246212006,0.15233319997787476,0.21959073841571808,0.14729782938957214,0.12410217523574829,0.1544499397277832,0.1880253106355667,0.18133796751499176,0.22938419878482819,0.0891672670841217,0.09205693006515503,0.166326642036438
bowl,0.15942467749118805,0.20793026685714722,0.2243070751428604,0.15875811874866486,0.14146828651428223,0.12992306053638458,0.21576224267482758,0.17551401257514954,0.12471532821655273,0.1507955938577652,0.18567830324172974,0.19533489644527435,0.24430087208747864,0.10967394709587097,0.12077608704566956,0.21118052303791046
ever,0.3486426770687103,0.25359976291656494,0.22901833057403564,0.2513715922832489,0.16283802688121796,0.22504442930221558,0.3474041819572449,0.14563323557376862,0.1873776763677597,0.3035218119621277,0.35230669379234314,0.21784378588199615,0.3162844479084015,0.17200212180614471,0.13662615418434143,0.3358461856842041
'',0.08143015950918198,-0.03317117318511009,0.13035868108272552,0.05662612244486809,0.032682228833436966,-0.010275691747665405,0.041273195296525955,-0.03159894049167633,-0.07882552593946457,-0.00181001634337008,0.08835477381944656,0.050410956144332886,-0.04479556903243065,-0.04829336702823639,0.01131901890039444,0.018684765323996544
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.24156853556632996,0.33604082465171814,0.3680937886238098,0.4933079481124878,0.26840344071388245,0.20982497930526733,0.29706671833992004,0.39254459738731384,0.3120402991771698,0.4464869201183319,0.24746523797512054,0.3057606518268585,0.31091248989105225
and,0.31309178471565247,0.24926191568374634,0.5116966962814331,0.3070235550403595,0.23542729020118713,0.4289871156215668,0.5171257257461548,0.2797408998012543,0.22311176359653473,0.35983073711395264,0.41766801476478577,0.3150506615638733,0.5064792633056641,0.25795939564704895,0.2964467406272888,0.20544172823429108
will,0.3510494530200958,0.2692832052707672,0.2473582625389099,0.2271013706922531,0.1251358985900879,0.2520078420639038,0.3635469079017639,0.27295681834220886,0.14656318724155426,1.0,0.4925616979598999,0.3126991391181946,0.3647450804710388,0.24351505935192108,0.35433992743492126,0.35046905279159546
dedicate,0.21782833337783813,0.11091975122690201,0.2261621206998825,0.21096616983413696,0.15276391804218292,0.15369465947151184,0.19143693149089813,0.1284337043762207,0.21140646934509277,0.24698041379451752,0.2120683193206787,0.18244893848896027,0.24846838414669037,0.33217766880989075,0.1315036416053772,0.20456856489181519
25,0.12916474044322968,0.16917291283607483,0.13541533052921295,0.09642976522445679,0.037700116634368896,0.18385624885559082,0.1671934723854065,0.01777440868318081,0.09895531833171844,0.15351109206676483,0.12654177844524384,0.11776603013277054,0.16109365224838257,0.11188266426324844,-0.019751587882637978,0.09614268690347672
percent,0.2506202459335327,0.7300876379013062,0.3004763424396515,0.24075281620025635,0.16695250570774078,0.2013830989599228,0.277066707611084,0.12408823519945145,0.16218164563179016,0.2847094237804413,0.2193341702222824,0.16001208126544952,0.23493695259094238,0.25229382514953613,0.26338085532188416,0.14671556651592255
of,0.33290785551071167,0.24724560976028442,1.0,0.23114095628261566,0.21491092443466187,0.3646814823150635,0.733189046382904,0.1709926575422287,0.2920650243759155,0.2473582625389099,0.33904364705085754,0.3075267970561981,0.4185989499092102,0.25130364298820496,0.2544642984867096,0.1826142966747284
all,0.41981086134910583,0.37048232555389404,0.42798417806625366,0.28202763199806213,0.12391993403434753,0.2944089472293854,0.4860881567001343,0.1792251020669937,0.18823650479316711,0.3951299488544464,0.42151448130607605,0.2536942958831787,0.41144001483917236,0.2038680911064148,0.14416009187698364,0.29575422406196594
money,0.2704482674598694,0.2923174202442169,0.23114095628261566,0.9999998807907104,0.2289493829011917,0.2333964854478836,0.2699695825576782,0.14202766120433807,0.20520848035812378,0.2271013706922531,0.23008064925670624,0.19211451709270477,0.3105318546295166,0.4397679567337036,0.13710561394691467,0.2069680541753769
it,0.45803478360176086,0.26621147990226746,0.38761502504348755,0.23443938791751862,0.14188890159130096,0.40926623344421387,0.6251175999641418,0.17738105356693268,0.21620306372642517,0.33041369915008545,0.5203388929367065,0.3575260639190674,0.32171204686164856,0.1885918825864792,0.18735122680664062,0.25732165575027466
raises,0.22388479113578796,0.25307798385620117,0.23968493938446045,0.3204943835735321,0.5900841355323792,0.10948244482278824,0.2387484610080719,0.07490891218185425,0.07846560329198837,0.3272048234939575,0.19470837712287903,0.21965384483337402,0.25240424275398254,0.2246266007423401,0.33744874596595764,0.20082814991474152
for,0.3017193675041199,0.2764090597629547,0.4185989499092102,0.3105318546295166,0.21450461447238922,0.3248702883720398,0.4739971458911896,0.2458597868680954,0.29222947359085083,0.3647450804710388,0.3801851272583008,0.4236139953136444,0.9999999403953552,0.33548223972320557,0.2272706925868988,0.264628142118454
philanthropic,0.1870797723531723,0.23002839088439941,0.20743587613105774,0.36293742060661316,0.24126620590686798,0.15245261788368225,0.17239925265312195,0.23437561094760895,0.27776870131492615,0.17778737843036652,0.15785688161849976,0.11929874122142792,0.2323717176914215,0.5074658989906311,0.20703202486038208,0.17462901771068573
causes,0.1426164209842682,0.20045173168182373,0.2544642984867096,0.13710561394691467,0.2632937729358673,0.12588612735271454,0.2518732249736786,0.22873517870903015,0.09374245256185532,0.35433992743492126,0.23375074565410614,0.18045012652873993,0.2272706925868988,0.23052941262722015,0.9999998807907104,0.19991323351860046
in,0.30808621644973755,0.18874377012252808,0.5696388483047485,0.2393328845500946,0.27927297353744507,0.370934396982193,0.6662389636039734,0.21661671996116638,0.2107008546590805,0.2580665349960327,0.3481820821762085,0.3090210556983948,0.4322226941585541,0.21938751637935638,0.2674790024757385,0.20430970191955566
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.2699695825576782,0.2089216411113739,0.4408751428127289,1.0,0.26909032464027405,0.24322165548801422,0.3635469079017639,0.4248143136501312,0.3718377649784088,0.4739971458911896,0.2496783286333084,0.2518732249736786,0.22068053483963013
bay,0.20251236855983734,0.1206558421254158,0.20480380952358246,0.08605985343456268,0.08291182667016983,0.15870918333530426,0.2441686987876892,0.14146871864795685,0.1442471146583557,0.16115720570087433,0.13600406050682068,0.1081262081861496,0.16755102574825287,0.18002751469612122,0.10284654796123505,0.10773546993732452
area,0.21965408325195312,0.2946845591068268,0.3409860134124756,0.10955126583576202,0.13575220108032227,0.22557134926319122,0.37834644317626953,0.1311485767364502,0.19817416369915009,0.14508239924907684,0.20397496223449707,0.2307427078485489,0.20941852033138275,0.14960092306137085,0.19071711599826813,0.12640461325645447
.,0.3567904531955719,0.28866735100746155,0.5352458953857422,0.2570818066596985,0.28283676505088806,0.3936232924461365,0.5934505462646484,0.20596550405025482,0.18011361360549927,0.33682769536972046,0.4383580684661865,0.33111312985420227,0.4726039469242096,0.22565039992332458,0.26090872287750244,0.4130953550338745
