,what,did,jews,refuse,to,accept,that,caused,luther,to,call,them,blasphemers,and,liars,?
the,0.42745697498321533,0.34736719727516174,0.24901628494262695,0.28405678272247314,0.535392165184021,0.22203093767166138,0.5473989248275757,0.24990202486515045,0.1759674996137619,0.535392165184021,0.26640447974205017,0.4788833558559418,0.2930835485458374,0.5171257257461548,0.23438654839992523,0.22068053483963013
divinity,0.24106711149215698,0.21170945465564728,0.24375630915164948,0.24079060554504395,0.24101726710796356,0.2616409659385681,0.29090189933776855,0.10169395059347153,0.3047528862953186,0.24101726710796356,0.14769667387008667,0.23185192048549652,0.34962326288223267,0.2823139429092407,0.2796400189399719,0.15090647339820862
of,0.33290785551071167,0.2513895630836487,0.2207300066947937,0.2180326282978058,0.41548454761505127,0.2346213310956955,0.41498205065727234,0.29665443301200867,0.1719115972518921,0.41548454761505127,0.2378445267677307,0.34503093361854553,0.2508208751678467,0.5116966962814331,0.19904308021068573,0.1826142966747284
jesus,0.307744562625885,0.18355801701545715,0.4108753204345703,0.17536357045173645,0.20926058292388916,0.22755423188209534,0.2912577986717224,0.11337084323167801,0.2590349614620209,0.20926058292388916,0.12258985638618469,0.29001662135124207,0.3195573687553406,0.16491691768169403,0.31031152606010437,0.19975169003009796
",",0.3087472915649414,0.3015086054801941,0.27184903621673584,0.25615203380584717,0.44245919585227966,0.28512677550315857,0.4137537479400635,0.2600580155849457,0.23255878686904907,0.44245919585227966,0.2670435905456543,0.3985835015773773,0.2733897566795349,0.6633074283599854,0.20600536465644836,0.31091248989105225
whereas,0.32338035106658936,0.21479228138923645,0.14269405603408813,0.1406233012676239,0.33097705245018005,0.2132924646139145,0.3639386296272278,0.2094370573759079,0.08777535706758499,0.33097705245018005,0.23280149698257446,0.33128494024276733,0.2647978961467743,0.36380821466445923,0.22199657559394836,0.1950923502445221
christians,0.302469938993454,0.2556236684322357,0.6215394735336304,0.34696465730667114,0.2587539851665497,0.32513752579689026,0.306755006313324,0.2010442018508911,0.30765244364738464,0.2587539851665497,0.23201903700828552,0.35234150290489197,0.40845972299575806,0.2351800501346588,0.33108922839164734,0.20289786159992218
believed,0.32626157999038696,0.3807709813117981,0.26416102051734924,0.2634870409965515,0.35322412848472595,0.2615811824798584,0.4644409120082855,0.3020898997783661,0.19700083136558533,0.35322412848472595,0.2452826052904129,0.31864818930625916,0.34977784752845764,0.280531644821167,0.18291296064853668,0.17606885731220245
jesus,0.307744562625885,0.18355801701545715,0.4108753204345703,0.17536357045173645,0.20926058292388916,0.22755423188209534,0.2912577986717224,0.11337084323167801,0.2590349614620209,0.20926058292388916,0.12258985638618469,0.29001662135124207,0.3195573687553406,0.16491691768169403,0.31031152606010437,0.19975169003009796
was,0.22111038863658905,0.41399896144866943,0.1935933530330658,0.19272151589393616,0.3636345863342285,0.16922608017921448,0.33670201897621155,0.25113144516944885,0.19185513257980347,0.3636345863342285,0.16074088215827942,0.23709723353385925,0.21432869136333466,0.3740963041782379,0.178984597325325,0.18412111699581146
the,0.42745697498321533,0.34736719727516174,0.24901628494262695,0.28405678272247314,0.535392165184021,0.22203093767166138,0.5473989248275757,0.24990202486515045,0.1759674996137619,0.535392165184021,0.26640447974205017,0.4788833558559418,0.2930835485458374,0.5171257257461548,0.23438654839992523,0.22068053483963013
messiah,0.3459424674510956,0.21597540378570557,0.42932361364364624,0.2183505743741989,0.2244499772787094,0.24497056007385254,0.3413761258125305,0.04407365992665291,0.31042030453681946,0.2244499772787094,0.25126001238822937,0.2825588583946228,0.33322757482528687,0.13999329507350922,0.34974828362464905,0.19542419910430908
.,0.3567904531955719,0.35288307070732117,0.2115412801504135,0.25066500902175903,0.4645031690597534,0.25949081778526306,0.4460422694683075,0.2413787543773651,0.24907569587230682,0.4645031690597534,0.2601918876171112,0.39945515990257263,0.22358407080173492,0.588965117931366,0.19084757566452026,0.4130953550338745
