,which,dynasties,',histories,were,officially,documented,during,toghun,'s,reign,?
",",0.3658004403114319,0.20739701390266418,0.5178600549697876,0.2815714478492737,0.36755475401878357,0.27735915780067444,0.25195392966270447,0.3225448727607727,0.29529309272766113,-0.0016132977325469255,0.21559560298919678,0.31091248989105225
jin,0.17571210861206055,0.36169809103012085,0.14681750535964966,0.1739131212234497,0.15706275403499603,0.17151767015457153,0.12244503945112228,0.21162357926368713,0.4332825541496277,-0.011056434363126755,0.2960551381111145,0.12195159494876862
",",0.3658004403114319,0.20739701390266418,0.5178600549697876,0.2815714478492737,0.36755475401878357,0.27735915780067444,0.25195392966270447,0.3225448727607727,0.29529309272766113,-0.0016132977325469255,0.21559560298919678,0.31091248989105225
and,0.506277859210968,0.23739749193191528,0.3053182065486908,0.2818913757801056,0.42175528407096863,0.18821144104003906,0.24345988035202026,0.36462149024009705,0.22120755910873413,0.06895173341035843,0.1874586045742035,0.20544172823429108
song,0.26685473322868347,0.20216892659664154,0.2279684841632843,0.15876087546348572,0.16558121144771576,0.19459444284439087,0.22420933842658997,0.21971938014030457,0.2066231220960617,0.10946188867092133,0.16090553998947144,0.20782215893268585
dynasties,0.20121733844280243,0.9999999403953552,0.12192633748054504,0.3801169693470001,0.27859777212142944,0.2004975825548172,0.2626389265060425,0.28732284903526306,0.3462590277194977,-0.06643491983413696,0.4136733412742615,0.14213824272155762
",",0.3658004403114319,0.20739701390266418,0.5178600549697876,0.2815714478492737,0.36755475401878357,0.27735915780067444,0.25195392966270447,0.3225448727607727,0.29529309272766113,-0.0016132977325469255,0.21559560298919678,0.31091248989105225
which,1.0,0.20121733844280243,0.32852497696876526,0.2441047877073288,0.2807837128639221,0.29613831639289856,0.26708224415779114,0.3590145409107208,0.1937815397977829,0.03856118768453598,0.2041328102350235,0.25814583897590637
were,0.2807837128639221,0.27859777212142944,0.17108602821826935,0.3095954954624176,1.0000001192092896,0.27483439445495605,0.26032909750938416,0.4064035415649414,0.17898304760456085,0.007088581565767527,0.26631855964660645,0.17890112102031708
eventually,0.41025301814079285,0.22412382066249847,0.11924675107002258,0.194439098238945,0.33756640553474426,0.3209647238254547,0.07596539705991745,0.33314430713653564,0.1166711300611496,-0.021462872624397278,0.23146933317184448,0.13642115890979767
completed,0.28856298327445984,0.17276228964328766,0.2214040756225586,0.162836492061615,0.19010283052921295,0.27981168031692505,0.2363484799861908,0.2928250730037689,0.11402859538793564,-0.016786985099315643,0.22219257056713104,0.08272653818130493
in,0.4840516746044159,0.18620218336582184,0.4158826768398285,0.25515782833099365,0.3815755248069763,0.33332085609436035,0.2693027853965759,0.4627237319946289,0.2642333507537842,-0.037580832839012146,0.21262453496456146,0.20430970191955566
1345,0.07358826696872711,0.044074609875679016,-0.0054758815094828606,0.06171414628624916,0.04925670847296715,0.08487898856401443,0.005808946676552296,0.03313939645886421,-0.047004204243421555,-0.048037730157375336,0.0003318541857879609,-0.010150938294827938
.,0.45942068099975586,0.17955225706100464,0.4806240200996399,0.27800890803337097,0.3378238379955292,0.2769482433795929,0.28191161155700684,0.3485563397407532,0.25734615325927734,-0.003708066651597619,0.18817713856697083,0.4130953550338745
