,when,did,the,san,francisco,bay,area,last,host,the,super,bowl,?
super,0.20393483340740204,0.16038043797016144,0.21959073841571808,0.15279507637023926,0.1658499836921692,0.12241406738758087,0.09147491306066513,0.17231976985931396,0.14729782938957214,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.20523639023303986,0.18569406867027283,0.21576224267482758,0.18508543074131012,0.20152677595615387,0.1972428411245346,0.19680163264274597,0.20327796041965485,0.17551401257514954,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
xix,0.14765101671218872,0.1569201946258545,0.2647514343261719,0.22214902937412262,0.20420151948928833,0.08241372555494308,0.1275882124900818,0.27588436007499695,0.13827461004257202,0.2647514343261719,0.36064285039901733,0.3306947350502014,0.1777612268924713
),0.2538422644138336,0.18584993481636047,0.3456730246543884,0.21815462410449982,0.17115181684494019,0.16695067286491394,0.18319392204284668,0.30915912985801697,0.19537198543548584,0.3456730246543884,0.1971341073513031,0.16361013054847717,0.42300865054130554
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.25561806559562683,0.22144022583961487,0.26044994592666626,0.2664283812046051,0.29026782512664795,0.26840344071388245,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
held,0.1848648637533188,0.18607917428016663,0.32185450196266174,0.1226641833782196,0.12840238213539124,0.1768934279680252,0.21001197397708893,0.20021413266658783,0.22374919056892395,0.32185450196266174,0.1602509617805481,0.1913566142320633,0.14103956520557404
at,0.38876327872276306,0.28390252590179443,0.457212895154953,0.21309925615787506,0.19574089348316193,0.163857102394104,0.25113749504089355,0.2946198880672455,0.15717428922653198,0.457212895154953,0.11449114978313446,0.2709662914276123,0.21978627145290375
stanford,0.1846724897623062,0.16381965577602386,0.2224142998456955,0.28815987706184387,0.29398536682128906,0.17523206770420074,0.10957957804203033,0.10149511694908142,0.14289666712284088,0.2224142998456955,0.052280448377132416,0.18563611805438995,0.14956782758235931
stadium,0.1119866892695427,0.14029206335544586,0.21145665645599365,0.2035229355096817,0.21494066715240479,0.22726500034332275,0.22079673409461975,0.17526140809059143,0.24011856317520142,0.21145665645599365,0.1715150624513626,0.25985562801361084,0.07579939067363739
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.2617562413215637,0.21278683841228485,0.1926257163286209,0.33632898330688477,0.30714505910873413,0.21661671996116638,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
stanford,0.1846724897623062,0.16381965577602386,0.2224142998456955,0.28815987706184387,0.29398536682128906,0.17523206770420074,0.10957957804203033,0.10149511694908142,0.14289666712284088,0.2224142998456955,0.052280448377132416,0.18563611805438995,0.14956782758235931
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.25561806559562683,0.22144022583961487,0.26044994592666626,0.2664283812046051,0.29026782512664795,0.26840344071388245,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
california,0.18115097284317017,0.1524294763803482,0.2750805914402008,0.5170050263404846,0.5200812816619873,0.272103875875473,0.18134087324142456,0.15623831748962402,0.1566806137561798,0.2750805914402008,0.15213294327259064,0.22235432267189026,0.1409905105829239
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.25561806559562683,0.22144022583961487,0.26044994592666626,0.2664283812046051,0.29026782512664795,0.26840344071388245,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
won,0.22347937524318695,0.3493216037750244,0.29432493448257446,0.2027283012866974,0.14872926473617554,0.13526810705661774,0.1447911113500595,0.2286118119955063,0.2102242410182953,0.29432493448257446,0.23658764362335205,0.2380966693162918,0.17925700545310974
by,0.4376842677593231,0.18574509024620056,0.4408751428127289,0.22142183780670166,0.19669455289840698,0.15870918333530426,0.22557134926319122,0.24441376328468323,0.17084096372127533,0.4408751428127289,0.15233319997787476,0.12992306053638458,0.17966607213020325
the,0.5091903209686279,0.34736719727516174,1.0,0.2858080565929413,0.25086042284965515,0.2441686987876892,0.37834644317626953,0.3698786795139313,0.26909032464027405,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
home,0.24208083748817444,0.17098017036914825,0.28978195786476135,0.16137748956680298,0.16052652895450592,0.14422832429409027,0.21420064568519592,0.21705904603004456,0.2183760553598404,0.28978195786476135,0.12418482452630997,0.1429641842842102,0.0757145956158638
team,0.19886156916618347,0.1497787982225418,0.22564226388931274,0.19775059819221497,0.18678264319896698,0.15742607414722443,0.19229014217853546,0.17319153249263763,0.14214304089546204,0.22564226388931274,0.23339706659317017,0.20460736751556396,0.11243411153554916
49ers,0.1987537294626236,0.24118059873580933,0.23185664415359497,0.07275208830833435,0.10021766275167465,0.18133120238780975,0.13728280365467072,0.061892393976449966,0.08158829808235168,0.23185664415359497,0.15539108216762543,0.21202968060970306,0.11332448571920395
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.24563752114772797,0.2233876734972,0.18397286534309387,0.2760866582393646,0.3548945486545563,0.20596550405025482,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
