,what,western,was,a,flagship,program,for,abc,around,1954,?
adventures,0.18775875866413116,0.1592921018600464,0.11922162026166916,0.15743407607078552,0.3100062608718872,0.2287718802690506,0.1875346302986145,0.2741696536540985,0.1833067238330841,0.05930957570672035,0.15214234590530396
of,0.33290785551071167,0.32974064350128174,0.4069072902202606,0.5052502155303955,0.3178425431251526,0.17376001179218292,0.4185989499092102,0.14607268571853638,0.3296394646167755,0.040509894490242004,0.1826142966747284
ozzie,0.16343086957931519,0.057514894753694534,0.24894963204860687,0.27508655190467834,0.18791387975215912,0.20201100409030914,0.23857103288173676,0.3152996599674225,0.16248729825019836,0.07311958074569702,0.17136242985725403
and,0.31309178471565247,0.27210789918899536,0.3740963041782379,0.3739250600337982,0.26722848415374756,0.24895258247852325,0.5064792633056641,0.16453155875205994,0.34341543912887573,0.020253997296094894,0.20544172823429108
harriet,0.1685951203107834,0.10751361399888992,0.2581656277179718,0.216835618019104,0.22128279507160187,0.18033963441848755,0.1441819667816162,0.2866540551185608,0.1392904371023178,0.027873681858181953,0.17057089507579803
",",0.3087472915649414,0.27542921900749207,0.45456063747406006,0.427140474319458,0.27211007475852966,0.17760658264160156,0.4464869201183319,0.2097204476594925,0.3298884332180023,-0.019343923777341843,0.31091248989105225
the,0.42745697498321533,0.37920868396759033,0.48711544275283813,0.5829201340675354,0.33778491616249084,0.22986935079097748,0.4739971458911896,0.2068762183189392,0.40085816383361816,0.05573182925581932,0.22068053483963013
latter,0.25606152415275574,0.2109859436750412,0.24597382545471191,0.2740139961242676,0.146643728017807,0.09659294039011002,0.22359251976013184,0.09004172682762146,0.17257937788963318,0.004799061920493841,0.12733961641788483
of,0.33290785551071167,0.32974064350128174,0.4069072902202606,0.5052502155303955,0.3178425431251526,0.17376001179218292,0.4185989499092102,0.14607268571853638,0.3296394646167755,0.040509894490242004,0.1826142966747284
which,0.5261979103088379,0.23897536098957062,0.2830964922904968,0.56894451379776,0.28158509731292725,0.3116832673549652,0.44095608592033386,0.1991286277770996,0.3772764205932617,0.056196581572294235,0.25814583897590637
(,0.2411840260028839,0.20023441314697266,0.2980341613292694,0.3206180930137634,0.157420814037323,0.11923244595527649,0.3357032239437103,0.183883935213089,0.20733319222927094,-0.012435637414455414,0.40561532974243164
at,0.2838611304759979,0.19088859856128693,0.36707764863967896,0.3095070421695709,0.2332140952348709,0.20947590470314026,0.34237727522850037,0.12953892350196838,0.350727915763855,-0.01691203936934471,0.21978627145290375
13,-0.0796622633934021,-0.04540140554308891,0.020193999633193016,0.01653565652668476,0.0245137307792902,-0.015966055914759636,-0.016487080603837967,-0.034791797399520874,-0.0008465815335512161,0.07031567394733429,-0.11384815722703934
seasons,0.13544028997421265,0.18890132009983063,0.24377715587615967,0.17958885431289673,0.25057366490364075,0.12378551065921783,0.26410943269729614,0.31291383504867554,0.1620355248451233,0.09899085015058517,0.13766995072364807
",",0.3087472915649414,0.27542921900749207,0.45456063747406006,0.427140474319458,0.27211007475852966,0.17760658264160156,0.4464869201183319,0.2097204476594925,0.3298884332180023,-0.019343923777341843,0.31091248989105225
running,0.2357972115278244,0.08055327832698822,0.20939749479293823,0.30176547169685364,0.2591739296913147,0.32144293189048767,0.3230443000793457,0.2262323647737503,0.2545897364616394,0.008573867380619049,0.15679655969142914
from,0.2737620174884796,0.21337518095970154,0.31171464920043945,0.322764128446579,0.1945747286081314,0.20039871335029602,0.314039945602417,0.12159302085638046,0.3577364683151245,0.0634748786687851,0.19969791173934937
1952,0.07122483849525452,0.11981628835201263,0.025524726137518883,0.1223839670419693,0.10967957228422165,0.084401436150074,0.01981678046286106,0.09743814170360565,0.038246896117925644,-0.013773636892437935,-0.04863175377249718
to,0.455847829580307,0.18838192522525787,0.3636345863342285,0.45503583550453186,0.2113567292690277,0.23681028187274933,0.4451248347759247,0.1762417107820511,0.3591267168521881,0.0212570670992136,0.29463258385658264
1965,0.15314841270446777,-0.020142024382948875,0.07673795521259308,0.07501427829265594,-0.006162061356008053,0.019396495074033737,0.13351202011108398,0.07437354326248169,0.11864623427391052,0.007929163053631783,0.26302391290664673
),0.26259949803352356,0.17901712656021118,0.3267642855644226,0.3640355169773102,0.16375091671943665,0.12293422222137451,0.3639558255672455,0.18381085991859436,0.22742246091365814,0.006767239421606064,0.42300865054130554
held,0.0974166989326477,0.1505330502986908,0.30231067538261414,0.22326228022575378,0.2626478374004364,0.1195884644985199,0.2495253086090088,0.10214708000421524,0.2345881313085556,-0.04739762470126152,0.14103956520557404
the,0.42745697498321533,0.37920868396759033,0.48711544275283813,0.5829201340675354,0.33778491616249084,0.22986935079097748,0.4739971458911896,0.2068762183189392,0.40085816383361816,0.05573182925581932,0.22068053483963013
record,0.1772487461566925,0.049479495733976364,0.2787264287471771,0.2588478624820709,0.19501881301403046,0.1334429383277893,0.24185582995414734,0.15695388615131378,0.24400977790355682,-0.04295094311237335,0.14407116174697876
for,0.3017193675041199,0.15054884552955627,0.3863949179649353,0.44038116931915283,0.26178261637687683,0.29441335797309875,0.9999999403953552,0.22510288655757904,0.3193374276161194,0.0640338808298111,0.264628142118454
the,0.42745697498321533,0.37920868396759033,0.48711544275283813,0.5829201340675354,0.33778491616249084,0.22986935079097748,0.4739971458911896,0.2068762183189392,0.40085816383361816,0.05573182925581932,0.22068053483963013
longest-running,0.25799840688705444,0.20971828699111938,0.3048349618911743,0.38434794545173645,0.29061150550842285,0.22795385122299194,0.3589635491371155,0.2706085741519928,0.3275010585784912,0.03188703954219818,0.22539764642715454
prime,0.15586113929748535,0.12443307787179947,0.21048103272914886,0.17998681962490082,0.16580232977867126,0.12939992547035217,0.17833133041858673,0.16913822293281555,0.07106762379407883,0.04408615827560425,0.11276303976774216
time,0.36319252848625183,0.21022427082061768,0.3641340136528015,0.3292340338230133,0.25200721621513367,0.2290326952934265,0.3992156386375427,0.17553414404392242,0.344309538602829,0.09188706427812576,0.27391523122787476
comedy,0.1880163848400116,0.21042630076408386,0.21376477181911469,0.2229022979736328,0.24399317800998688,0.29426050186157227,0.22553135454654694,0.3460328280925751,0.12129451334476471,0.017393270507454872,0.23552699387073517
in,0.30808621644973755,0.35160520672798157,0.45514053106307983,0.539380669593811,0.2960335314273834,0.1994907110929489,0.4322226941585541,0.1697147786617279,0.41294145584106445,0.06289621442556381,0.20430970191955566
u.s.,0.11178889125585556,0.012541704811155796,0.06837434321641922,0.0347411222755909,-0.013872601091861725,-0.03911284729838371,0.11615988612174988,0.042879559099674225,0.04786963015794754,0.07837873697280884,0.07886100560426712
television,0.19838058948516846,0.15863196551799774,0.2516675293445587,0.22552843391895294,0.3686661422252655,0.36510443687438965,0.27045196294784546,0.46871840953826904,0.15332423150539398,0.08877259492874146,0.16825827956199646
history,0.28630873560905457,0.27158281207084656,0.25589004158973694,0.2123815417289734,0.29181355237960815,0.19003461301326752,0.25068506598472595,0.23723183572292328,0.1763186901807785,0.06596115976572037,0.2501974403858185
",",0.3087472915649414,0.27542921900749207,0.45456063747406006,0.427140474319458,0.27211007475852966,0.17760658264160156,0.4464869201183319,0.2097204476594925,0.3298884332180023,-0.019343923777341843,0.31091248989105225
until,0.2693650424480438,0.20052000880241394,0.43126991391181946,0.2314814180135727,0.2074558287858963,0.17274035513401031,0.2802979350090027,0.175827294588089,0.2810598313808441,-0.03921526297926903,0.20304496586322784
it,0.45803478360176086,0.2993638515472412,0.4577186405658722,0.5452592968940735,0.29494404792785645,0.25667765736579895,0.32171204686164856,0.17324577271938324,0.4002610445022583,0.0637461468577385,0.25732165575027466
was,0.22111038863658905,0.2864105999469757,1.0000001192092896,0.4508470594882965,0.31851649284362793,0.1849333792924881,0.3863949179649353,0.21565799415111542,0.24039418995380402,7.787912909407169e-05,0.18412111699581146
surpassed,0.14641591906547546,0.16124549508094788,0.3065280020236969,0.10872898250818253,0.15099817514419556,0.07144980877637863,0.24382241070270538,0.13455599546432495,0.17923276126384735,-0.004903105087578297,0.1497509777545929
by,0.2455483376979828,0.20149661600589752,0.4752357602119446,0.32094135880470276,0.2531551420688629,0.19954828917980194,0.3248702883720398,0.17600902915000916,0.2682798206806183,-0.007536694407463074,0.17966607213020325
the,0.42745697498321533,0.37920868396759033,0.48711544275283813,0.5829201340675354,0.33778491616249084,0.22986935079097748,0.4739971458911896,0.2068762183189392,0.40085816383361816,0.05573182925581932,0.22068053483963013
simpsons,0.17841394245624542,0.1174992024898529,0.21902185678482056,0.235716313123703,0.24434873461723328,0.26548266410827637,0.25427523255348206,0.36414262652397156,0.12843671441078186,0.07385898381471634,0.20222041010856628
in,0.30808621644973755,0.35160520672798157,0.45514053106307983,0.539380669593811,0.2960335314273834,0.1994907110929489,0.4322226941585541,0.1697147786617279,0.41294145584106445,0.06289621442556381,0.20430970191955566
2002,0.02542238123714924,-0.2167605757713318,-0.07885236293077469,-0.04267120361328125,-0.18427430093288422,-0.088925302028656,-0.03412793204188347,-0.03166643902659416,-0.09008625894784927,-0.0863051563501358,0.045828185975551605
.,0.3567904531955719,0.2816847264766693,0.40146201848983765,0.50484299659729,0.3171481192111969,0.18964338302612305,0.4726039469242096,0.2567209303379059,0.3712388277053833,0.0021887558978050947,0.4130953550338745
