,what,drama,program,was,canceled,by,abc,after,a,bad,midseason,run,in,2010-11,?
the,0.42745697498321533,0.2408958077430725,0.22986935079097748,0.48711544275283813,0.24497857689857483,0.4408751428127289,0.2068762183189392,0.4565047025680542,0.5829201340675354,0.27499592304229736,0.2996739447116852,0.27883726358413696,0.6662389636039734,0.204135000705719,0.22068053483963013
previous,0.2743692696094513,0.14996401965618134,0.12162961065769196,0.2747909128665924,0.31520408391952515,0.25115057826042175,0.19241854548454285,0.32797157764434814,0.23051196336746216,0.26771312952041626,0.29919466376304626,0.21095478534698486,0.2318485975265503,0.055823612958192825,0.16724538803100586
year,0.15184831619262695,0.20826931297779083,0.17092710733413696,0.3209837079048157,0.22100047767162323,0.28805047273635864,0.2373921275138855,0.336445689201355,0.29350247979164124,0.18432117998600006,0.36246010661125183,0.19306103885173798,0.3359307050704956,0.09006424993276596,0.18315006792545319
's,0.02692362666130066,0.06856228411197662,0.0445902980864048,0.008974763564765453,0.07095532864332199,-0.010884488001465797,0.06670809537172318,-0.055672239512205124,0.04866964742541313,0.12390833348035812,0.03501487150788307,0.017889494076371193,-0.037580832839012146,0.02180582843720913,-0.023395681753754616
only,0.41415658593177795,0.1665279120206833,0.18042075634002686,0.36249664425849915,0.2889017164707184,0.36511722207069397,0.1885126382112503,0.3814272880554199,0.47549712657928467,0.32612916827201843,0.27413487434387207,0.2722700536251068,0.42992329597473145,0.18489426374435425,0.2767370045185089
drama,0.21173490583896637,1.0,0.26724231243133545,0.23157335817813873,0.1523848921060562,0.20884254574775696,0.34600868821144104,0.2065691202878952,0.252153217792511,0.20695076882839203,0.2652350962162018,0.17918144166469574,0.24534137547016144,-0.010453515686094761,0.21114452183246613
renewal,0.1813642829656601,0.19656164944171906,0.20785896480083466,0.17806404829025269,0.14226625859737396,0.1455441266298294,0.13650450110435486,0.17012430727481842,0.2204436957836151,0.11978324502706528,0.18055400252342224,0.18328963220119476,0.24639278650283813,0.11028937250375748,0.10891313850879669
",",0.3087472915649414,0.240437850356102,0.17760658264160156,0.45456063747406006,0.24571475386619568,0.3680937886238098,0.2097204476594925,0.38860568404197693,0.427140474319458,0.3233780562877655,0.277270644903183,0.2309936285018921,0.5201468467712402,0.16264760494232178,0.31091248989105225
v,0.16628342866897583,0.131851464509964,0.14083793759346008,0.16128918528556824,0.20005126297473907,0.11988817155361176,0.08149512857198715,0.08713581413030624,0.21861357986927032,0.0738876536488533,0.1676795482635498,0.0825810357928276,0.15216681361198425,0.005019861273467541,0.28677162528038025
",",0.3087472915649414,0.240437850356102,0.17760658264160156,0.45456063747406006,0.24571475386619568,0.3680937886238098,0.2097204476594925,0.38860568404197693,0.427140474319458,0.3233780562877655,0.277270644903183,0.2309936285018921,0.5201468467712402,0.16264760494232178,0.31091248989105225
also,0.42747777700424194,0.2103879153728485,0.28475844860076904,0.4032125174999237,0.22826217114925385,0.3824189305305481,0.2030053734779358,0.33205533027648926,0.5149940252304077,0.34340691566467285,0.2771822512149811,0.2864987552165985,0.5073733329772949,0.1524590104818344,0.21848613023757935
failed,0.26093074679374695,0.13572391867637634,0.18031831085681915,0.32486093044281006,0.3545440435409546,0.18574953079223633,0.0770564153790474,0.4212489426136017,0.26673170924186707,0.27359700202941895,0.24829383194446564,0.19895492494106293,0.21989236772060394,0.08033281564712524,0.16487033665180206
to,0.455847829580307,0.20368042588233948,0.23681028187274933,0.3636345863342285,0.26917052268981934,0.33534231781959534,0.1762417107820511,0.37890323996543884,0.45503583550453186,0.27001938223838806,0.27125707268714905,0.2691870927810669,0.45010748505592346,0.1513209342956543,0.29463258385658264
earn,0.16168662905693054,0.19062276184558868,0.26041728258132935,0.1809355765581131,0.203599214553833,0.15682312846183777,0.16075991094112396,0.24524343013763428,0.26034015417099,0.1792038232088089,0.24896259605884552,0.30494436621665955,0.22422656416893005,-0.009506969712674618,0.20429526269435883
another,0.4190070629119873,0.1469152569770813,0.2422345131635666,0.34961897134780884,0.18224436044692993,0.36873918771743774,0.16896098852157593,0.3540703058242798,0.6191956996917725,0.30535268783569336,0.24815146625041962,0.2692190110683441,0.3397690951824188,0.09190106391906738,0.295511931180954
season,0.12117787450551987,0.17508535087108612,0.1791892945766449,0.24797968566417694,0.3986721932888031,0.10566911846399307,0.29887476563453674,0.2122335433959961,0.1855505406856537,0.24126288294792175,0.8073998689651489,0.16089597344398499,0.2184021919965744,0.009169335477054119,0.16793298721313477
after,0.21973377466201782,0.2065691202878952,0.20372994244098663,0.49306565523147583,0.3581579029560089,0.41259682178497314,0.20314010977745056,1.0,0.3831600844860077,0.23894979059696198,0.2850712835788727,0.1923825591802597,0.44050168991088867,0.1037009209394455,0.16608688235282898
a,0.3320399522781372,0.252153217792511,0.2779408395290375,0.4508470594882965,0.2089352160692215,0.32094135880470276,0.21331243216991425,0.3831600844860077,1.0,0.2875904142856598,0.28778553009033203,0.2607046067714691,0.539380669593811,0.10744737833738327,0.23916715383529663
low-rated,0.19003890454769135,0.22224168479442596,0.2260345071554184,0.31349778175354004,0.3301743268966675,0.3596322536468506,0.22748474776744843,0.2588934600353241,0.2555033266544342,0.22528496384620667,0.30479949712753296,0.22633212804794312,0.2807330787181854,0.14056263864040375,0.18885035812854767
midseason,0.17481674253940582,0.2652350962162018,0.2252437174320221,0.31830504536628723,0.4112577736377716,0.23189270496368408,0.35334235429763794,0.2850712835788727,0.28778553009033203,0.24759070575237274,1.0000001192092896,0.23832754790782928,0.26524102687835693,-0.10300172865390778,0.2094298005104065
run,0.2294815480709076,0.17918144166469574,0.36022239923477173,0.18548552691936493,0.293931245803833,0.1807866394519806,0.1768566370010376,0.1923825591802597,0.2607046067714691,0.17898043990135193,0.23832754790782928,1.0,0.26368704438209534,0.09856235980987549,0.17904110252857208
.,0.3567904531955719,0.2663460075855255,0.18964338302612305,0.40146201848983765,0.21965299546718597,0.3936232924461365,0.2567209303379059,0.35870397090911865,0.50484299659729,0.2798019051551819,0.287644624710083,0.2739698588848114,0.5591574311256409,0.13488268852233887,0.4130953550338745
