,when,was,the,victoria,and,albert,museum,founded,?
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.15216270089149475,0.3739250600337982,0.13642995059490204,0.14725451171398163,0.1686933934688568,0.23916715383529663
permanent,0.28864097595214844,0.19599035382270813,0.34165191650390625,0.13741028308868408,0.246588796377182,0.16029395163059235,0.21576763689517975,0.13839085400104523,0.14813289046287537
collection,0.13679222762584686,0.1743653565645218,0.25281965732574463,0.13307718932628632,0.2379438579082489,0.15353451669216156,0.4441815912723541,0.1234498992562294,0.20069393515586853
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2505437433719635,0.5116966962814331,0.19890549778938293,0.23314370214939117,0.24571022391319275,0.1826142966747284
over,0.36642953753471375,0.24486446380615234,0.39856547117233276,0.18112502992153168,0.4021143913269043,0.1920451670885086,0.10119161754846573,0.1425824761390686,0.25742942094802856
4.5,-0.0438133105635643,-0.0352180115878582,0.04777093976736069,0.10626251995563507,0.024016065523028374,0.017282256856560707,0.020784856751561165,-0.05820078402757645,-0.04735087603330612
million,0.17012886703014374,0.24203833937644958,0.277012437582016,0.09473524242639542,0.22906863689422607,0.07795830070972443,0.1728125363588333,0.1918994039297104,0.23092924058437347
objects,0.24618467688560486,0.12351071834564209,0.24716724455356598,0.0980800911784172,0.2794862985610962,0.11634427309036255,0.15663208067417145,0.014083782210946083,0.15479016304016113
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.23069117963314056,0.588965117931366,0.22206056118011475,0.19497929513454437,0.23141497373580933,0.4130953550338745
,when,was,the,victoria,and,albert,museum,founded,?
it,0.4775012135505676,0.4577186405658722,0.6251175999641418,0.21222682297229767,0.40957894921302795,0.17113278806209564,0.18497297167778015,0.24971328675746918,0.25732165575027466
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.2550773620605469,0.3740963041782379,0.240865096449852,0.21266788244247437,0.36917948722839355,0.18412111699581146
founded,0.16657374799251556,0.36917948722839355,0.2840350568294525,0.1430700719356537,0.22426098585128784,0.1297692507505417,0.24418509006500244,1.0000001192092896,0.09119737893342972
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.20823122560977936,0.4954058527946472,0.20386730134487152,0.2407650351524353,0.24877111613750458,0.20430970191955566
1852,-0.028946761041879654,-0.04733692854642868,0.008079012855887413,-0.06851966679096222,0.04883328825235367,-0.018396228551864624,-0.05839924141764641,-0.02741880901157856,0.006410371046513319
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.24507255852222443,1.0,0.23445942997932434,0.21554097533226013,0.22426098585128784,0.20544172823429108
named,0.2802571952342987,0.37528327107429504,0.3521348536014557,0.19399461150169373,0.23097854852676392,0.18688665330410004,0.15080158412456512,0.3635748326778412,0.1297498345375061
after,0.5331412553787231,0.49306565523147583,0.4565047025680542,0.2524089217185974,0.3765919506549835,0.17041558027267456,0.14579711854457855,0.25701573491096497,0.16608688235282898
queen,0.18993566930294037,0.24258024990558624,0.24681736528873444,0.4311044216156006,0.24302659928798676,0.3007971942424774,0.16492700576782227,0.1736299693584442,0.17460165917873383
victoria,0.18752387166023254,0.2550773620605469,0.2204313427209854,1.0,0.24507255852222443,0.3983887732028961,0.16867820918560028,0.1430700719356537,0.12246892601251602
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.24507255852222443,1.0,0.23445942997932434,0.21554097533226013,0.22426098585128784,0.20544172823429108
prince,0.16897666454315186,0.21743454039096832,0.24284426867961884,0.26800060272216797,0.2184920310974121,0.3196234107017517,0.11867308616638184,0.1843491643667221,0.15431542694568634
albert,0.21266065537929535,0.240865096449852,0.17599669098854065,0.3983887732028961,0.23445942997932434,1.0000001192092896,0.17505663633346558,0.1297692507505417,0.15350762009620667
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.23069117963314056,0.588965117931366,0.22206056118011475,0.19497929513454437,0.23141497373580933,0.4130953550338745
