,why,would,rampant,violence,prevent,people,from,going,to,work,?
or,0.3391086459159851,0.39548179507255554,0.28417956829071045,0.22167718410491943,0.40754249691963196,0.335800439119339,0.31242018938064575,0.2864140570163727,0.38921234011650085,0.289409875869751,0.32389625906944275
there,0.41627052426338196,0.33190950751304626,0.20731648802757263,0.1743168830871582,0.24959813058376312,0.4820519685745239,0.2965545952320099,0.4239901304244995,0.40669289231300354,0.235924631357193,0.29405656456947327
could,0.446071982383728,0.8068214654922485,0.2267230898141861,0.15541405975818634,0.34136301279067993,0.28952425718307495,0.25045305490493774,0.5064488649368286,0.5461788773536682,0.32390448451042175,0.3411986827850342
be,0.4042811989784241,0.5202695727348328,0.23520466685295105,0.179466113448143,0.3827786147594452,0.2593584358692169,0.3107333183288574,0.3445846438407898,0.4972836375236511,0.34449198842048645,0.3324260413646698
rampant,0.2322775423526764,0.2509261667728424,1.0,0.339817613363266,0.21472425758838654,0.1589193046092987,0.10831016302108765,0.28662633895874023,0.2754225432872772,0.18824592232704163,0.1832040399312973
violence,0.20334644615650177,0.17385105788707733,0.339817613363266,1.0000001192092896,0.32424232363700867,0.2949585020542145,0.18321330845355988,0.1685314178466797,0.20034150779247284,0.19965611398220062,0.20634515583515167
in,0.23227278888225555,0.30461156368255615,0.1699363738298416,0.2653872072696686,0.14883868396282196,0.39605680108070374,0.4274188280105591,0.2837577760219574,0.45010748505592346,0.2753349542617798,0.20430970191955566
the,0.30742117762565613,0.4133751392364502,0.2516216039657593,0.25465771555900574,0.2841009497642517,0.36838498711586,0.40150508284568787,0.38693177700042725,0.535392165184021,0.2704800069332123,0.22068053483963013
area,0.18206411600112915,0.15958140790462494,0.2190055549144745,0.1701953411102295,0.1477571576833725,0.37957796454429626,0.24361829459667206,0.2422899454832077,0.2797197997570038,0.17807741463184357,0.12640461325645447
that,0.5601457357406616,0.5895259380340576,0.2290707677602768,0.2665633261203766,0.3359993100166321,0.3621441423892975,0.3477667272090912,0.5067326426506042,0.5436353087425232,0.34257015585899353,0.32716336846351624
prevents,0.28008124232292175,0.30242231488227844,0.17744389176368713,0.2942512631416321,0.8686361312866211,0.19959601759910583,0.3159327805042267,0.22648607194423676,0.3236422538757324,0.22761279344558716,0.2179328203201294
people,0.2737221121788025,0.3082716464996338,0.1589193046092987,0.2949585020542145,0.20398177206516266,1.0000001192092896,0.30292633175849915,0.2704486548900604,0.37275731563568115,0.16682252287864685,0.23739641904830933
from,0.2592364251613617,0.26231399178504944,0.10831016302108765,0.18321330845355988,0.3330691456794739,0.30292633175849915,1.0,0.29521477222442627,0.4069952368736267,0.20936714112758636,0.19969791173934937
going,0.4403734803199768,0.5757668614387512,0.28662633895874023,0.1685314178466797,0.24752898514270782,0.2704486548900604,0.29521477222442627,1.0000001192092896,0.5117058157920837,0.31978434324264526,0.3252600431442261
to,0.4100138247013092,0.5965728163719177,0.2754225432872772,0.20034150779247284,0.3492564558982849,0.37275731563568115,0.4069952368736267,0.5117058157920837,1.0,0.3482864499092102,0.29463258385658264
work,0.26832085847854614,0.3312954604625702,0.18824592232704163,0.19965611398220062,0.24546512961387634,0.16682252287864685,0.20936714112758636,0.31978434324264526,0.3482864499092102,1.0,0.2621155381202698
for,0.3869043290615082,0.39877474308013916,0.2077973484992981,0.23735401034355164,0.32528331875801086,0.24900002777576447,0.314039945602417,0.3035571873188019,0.4451248347759247,0.4087657630443573,0.264628142118454
fear,0.3046392798423767,0.281614750623703,0.2893963158130646,0.45647308230400085,0.321936696767807,0.2580778896808624,0.17989836633205414,0.219452902674675,0.26140296459198,0.2021409422159195,0.2266579419374466
of,0.28464117646217346,0.3353942930698395,0.28939148783683777,0.21331627666950226,0.22669163346290588,0.3251037895679474,0.4249346852302551,0.2849585711956024,0.41548454761505127,0.23473061621189117,0.1826142966747284
their,0.2619993984699249,0.4112042188644409,0.20479154586791992,0.23967260122299194,0.28334835171699524,0.2901504337787628,0.3038119673728943,0.3068021833896637,0.44619059562683105,0.3008926510810852,0.1898253709077835
lives,0.12324219197034836,0.209245964884758,0.1750481128692627,0.21129684150218964,0.1013842448592186,0.2743580639362335,0.20359881222248077,0.18210096657276154,0.24778319895267487,0.24039003252983093,0.15810374915599823
.,0.32909876108169556,0.35067233443260193,0.19681169092655182,0.22271575033664703,0.24685528874397278,0.33118996024131775,0.41536515951156616,0.3473944664001465,0.4645031690597534,0.33121398091316223,0.4130953550338745
