,which,family,guy,episodes,contain,doctor,who,references,?
game,0.23652023077011108,0.10900665074586868,0.1743592619895935,0.3132687211036682,0.1369284689426422,0.2088698148727417,0.2523840069770813,0.19316630065441132,0.1829071193933487
rock,0.2919301390647888,0.1190887838602066,0.16034294664859772,0.1459834724664688,0.23541943728923798,0.04430077224969864,0.1515379399061203,0.16222967207431793,0.13172835111618042
band,0.21879728138446808,0.1655842512845993,0.16502870619297028,0.20657281577587128,0.10166605561971664,0.17680174112319946,0.2104743868112564,0.14234942197799683,0.1476995348930359
",",0.3658004403114319,0.22142739593982697,0.26012468338012695,0.2131132036447525,0.24384500086307526,0.20407600700855255,0.3365725874900818,0.2993101179599762,0.31091248989105225
the,0.6521818041801453,0.2394849956035614,0.16218504309654236,0.1889590173959732,0.26383090019226074,0.2820442318916321,0.3733934462070465,0.24170354008674622,0.22068053483963013
soap,0.20322954654693604,0.036539167165756226,0.14805449545383453,0.2978963553905487,0.15030847489833832,0.2037750631570816,0.13830624520778656,0.10228978842496872,0.1800997406244278
opera,0.2053554803133011,0.06748821586370468,0.1914035826921463,0.23718011379241943,0.04295109584927559,0.17378202080726624,0.20698651671409607,0.11090689152479172,0.12079104036092758
eastenders,0.19189482927322388,0.1618114411830902,0.25227540731430054,0.4202807545661926,0.12405417859554291,0.27685514092445374,0.2821651101112366,0.19681939482688904,0.15309326350688934
",",0.3658004403114319,0.22142739593982697,0.26012468338012695,0.2131132036447525,0.24384500086307526,0.20407600700855255,0.3365725874900818,0.2993101179599762,0.31091248989105225
the,0.6521818041801453,0.2394849956035614,0.16218504309654236,0.1889590173959732,0.26383090019226074,0.2820442318916321,0.3733934462070465,0.24170354008674622,0.22068053483963013
adult,0.2390105426311493,0.26218217611312866,0.20490020513534546,0.163803830742836,0.19296592473983765,0.13711844384670258,0.2506396472454071,0.1704571396112442,0.14439715445041656
swim,0.2563098669052124,0.190947487950325,0.19955365359783173,0.3109879791736603,0.14644744992256165,0.2492363154888153,0.20635099709033966,0.09270297735929489,0.122484490275383
comedy,0.19440831243991852,0.2162700742483139,0.3360704481601715,0.39643019437789917,0.11505527049303055,0.18777132034301758,0.18432167172431946,0.21632839739322662,0.23552699387073517
show,0.32096749544143677,0.2197142243385315,0.25954124331474304,0.5198086500167847,0.231292262673378,0.2094513326883316,0.2095358669757843,0.24148869514465332,0.2520138621330261
robot,0.22144098579883575,0.08757621794939041,0.28492286801338196,0.28914234042167664,0.16499629616737366,0.2552931606769562,0.32534560561180115,0.15576539933681488,0.25116392970085144
chicken,0.2045145183801651,0.10093137621879578,0.2342114895582199,0.31123805046081543,0.20164339244365692,0.18246454000473022,0.2009682059288025,0.2158907651901245,0.21590152382850647
",",0.3658004403114319,0.22142739593982697,0.26012468338012695,0.2131132036447525,0.24384500086307526,0.20407600700855255,0.3365725874900818,0.2993101179599762,0.31091248989105225
the,0.6521818041801453,0.2394849956035614,0.16218504309654236,0.1889590173959732,0.26383090019226074,0.2820442318916321,0.3733934462070465,0.24170354008674622,0.22068053483963013
family,0.2529175877571106,0.9999998807907104,0.2460281401872635,0.183369442820549,0.17725849151611328,0.19009946286678314,0.23428858816623688,0.14497195184230804,0.15222905576229095
guy,0.15988950431346893,0.2460281401872635,0.9999999403953552,0.2780938744544983,0.10074346512556076,0.18875060975551605,0.25973543524742126,0.22244994342327118,0.2167169600725174
episodes,0.20309853553771973,0.183369442820549,0.2780938744544983,0.9999999403953552,0.19773809611797333,0.2920081615447998,0.20461446046829224,0.2848765552043915,0.21740183234214783
``,0.05178012326359749,0.028740283101797104,0.025042060762643814,-0.0013200026005506516,0.008403251878917217,0.03718610852956772,0.02397952415049076,0.03933034837245941,0.0685480609536171
blue,0.28615784645080566,0.13945351541042328,0.16740164160728455,0.21554479002952576,0.19938848912715912,0.12319361418485641,0.1325749307870865,0.2048482894897461,0.15668673813343048
harvest,0.25705552101135254,0.17629964649677277,0.11419868469238281,0.17565590143203735,0.1751360446214676,0.13217280805110931,0.13463160395622253,0.20262789726257324,0.21993160247802734
'',-0.03332270681858063,0.020035896450281143,0.07401230186223984,0.0630003809928894,0.09602189809083939,0.06782495975494385,0.024401003494858742,0.07141119241714478,0.018684765323996544
and,0.506277859210968,0.23506124317646027,0.22404849529266357,0.246442511677742,0.3066939413547516,0.21673844754695892,0.41279885172843933,0.27511847019195557,0.20544172823429108
``,0.05178012326359749,0.028740283101797104,0.025042060762643814,-0.0013200026005506516,0.008403251878917217,0.03718610852956772,0.02397952415049076,0.03933034837245941,0.0685480609536171
420,-0.176180899143219,-0.07436847686767578,-0.12209398299455643,-0.09707148373126984,-0.10282623767852783,0.0046052769757807255,0.013274670578539371,-0.10808102786540985,-0.0570630319416523
'',-0.03332270681858063,0.020035896450281143,0.07401230186223984,0.0630003809928894,0.09602189809083939,0.06782495975494385,0.024401003494858742,0.07141119241714478,0.018684765323996544
",",0.3658004403114319,0.22142739593982697,0.26012468338012695,0.2131132036447525,0.24384500086307526,0.20407600700855255,0.3365725874900818,0.2993101179599762,0.31091248989105225
and,0.506277859210968,0.23506124317646027,0.22404849529266357,0.246442511677742,0.3066939413547516,0.21673844754695892,0.41279885172843933,0.27511847019195557,0.20544172823429108
the,0.6521818041801453,0.2394849956035614,0.16218504309654236,0.1889590173959732,0.26383090019226074,0.2820442318916321,0.3733934462070465,0.24170354008674622,0.22068053483963013
game,0.23652023077011108,0.10900665074586868,0.1743592619895935,0.3132687211036682,0.1369284689426422,0.2088698148727417,0.2523840069770813,0.19316630065441132,0.1829071193933487
runescape,0.34424805641174316,0.18006828427314758,0.15077048540115356,0.2322109490633011,0.22627125680446625,0.20344915986061096,0.3112892210483551,0.23562295734882355,0.20203399658203125
.,0.45942068099975586,0.24114800989627838,0.2100554257631302,0.22130145132541656,0.22565869987010956,0.22361043095588684,0.3541337847709656,0.2561616599559784,0.4130953550338745
