,what,part,is,added,to,the,uniflow,engine,to,resolve,the,issue,in,the,counterflow,cycle,?
an,0.2821882665157318,0.3128427565097809,0.4654068350791931,0.21177144348621368,0.3138085603713989,0.4207492768764496,0.1919105350971222,0.18337401747703552,0.3138085603713989,0.19309084117412567,0.4207492768764496,0.11452959477901459,0.2605783939361572,0.4207492768764496,0.29809072613716125,0.18539637327194214,0.19793890416622162
additional,0.20172064006328583,0.11483489722013474,0.1715312898159027,0.4179397523403168,0.29850050806999207,0.2539002597332001,0.18486128747463226,0.15820010006427765,0.29850050806999207,0.2654074430465698,0.2539002597332001,0.157789945602417,0.21390613913536072,0.2539002597332001,0.2387111485004425,0.14385618269443512,0.24309562146663666
port,0.1327695995569229,0.2700517177581787,0.26270607113838196,0.06178293004631996,0.23759682476520538,0.2648184895515442,0.18775492906570435,0.1631315052509308,0.23759682476520538,0.08433379232883453,0.2648184895515442,0.14813955128192902,0.20519298315048218,0.2648184895515442,0.20738030970096588,0.05448714271187782,0.06519711017608643
uncovered,0.2657652497291565,0.24708816409111023,0.20647624135017395,0.3057056665420532,0.21527567505836487,0.3020789921283722,0.10987748950719833,0.10390031337738037,0.21527567505836487,0.2508540749549866,0.3020789921283722,0.15593358874320984,0.2985492944717407,0.3020789921283722,0.17979250848293304,0.11949343234300613,0.13400797545909882
by,0.2455483376979828,0.28271573781967163,0.3899846076965332,0.2588680684566498,0.33534231781959534,0.4408751428127289,0.2032003402709961,0.1870088279247284,0.33534231781959534,0.1413387656211853,0.4408751428127289,0.17309652268886566,0.370934396982193,0.4408751428127289,0.25030553340911865,0.15267513692378998,0.17966607213020325
the,0.42745697498321533,0.527681291103363,0.5823672413825989,0.3207796514034271,0.535392165184021,1.0,0.2797664701938629,0.21651263535022736,0.535392165184021,0.221273735165596,1.0,0.22164808213710785,0.6662389636039734,1.0,0.3405281901359558,0.2701641917228699,0.22068053483963013
piston,0.13301563262939453,0.1230764091014862,0.20201575756072998,0.18547658622264862,0.26320239901542664,0.22337445616722107,0.3342260420322418,0.4761192500591278,0.26320239901542664,0.13696904480457306,0.22337445616722107,0.09948182851076126,0.21022552251815796,0.22337445616722107,0.3258376121520996,0.2225024402141571,0.17207856476306915
at,0.2838611304759979,0.27486899495124817,0.25906258821487427,0.20875917375087738,0.36524343490600586,0.457212895154953,0.13768412172794342,0.16097232699394226,0.36524343490600586,0.14995115995407104,0.457212895154953,0.2206503450870514,0.4374977946281433,0.457212895154953,0.24312539398670197,0.16644613444805145,0.21978627145290375
the,0.42745697498321533,0.527681291103363,0.5823672413825989,0.3207796514034271,0.535392165184021,1.0,0.2797664701938629,0.21651263535022736,0.535392165184021,0.221273735165596,1.0,0.22164808213710785,0.6662389636039734,1.0,0.3405281901359558,0.2701641917228699,0.22068053483963013
end,0.29234179854393005,0.3500160276889801,0.2179071456193924,0.1904757171869278,0.3229445815086365,0.39658910036087036,0.23432272672653198,0.135150745511055,0.3229445815086365,0.1836298555135727,0.39658910036087036,0.19748853147029877,0.28539085388183594,0.39658910036087036,0.2713227868080139,0.12575024366378784,0.12543344497680664
of,0.33290785551071167,0.452393114566803,0.4854315221309662,0.2879071831703186,0.41548454761505127,0.733189046382904,0.25521859526634216,0.17095594108104706,0.41548454761505127,0.1876445710659027,0.733189046382904,0.2598971724510193,0.5696388483047485,0.733189046382904,0.2665799856185913,0.255176842212677,0.1826142966747284
each,0.3353266417980194,0.2357698380947113,0.2954041659832001,0.2844924032688141,0.3941934108734131,0.470844566822052,0.2582988739013672,0.13885796070098877,0.3941934108734131,0.2718420624732971,0.470844566822052,0.17896680533885956,0.30816060304641724,0.470844566822052,0.3138560354709625,0.24899673461914062,0.21173812448978424
stroke,0.14717313647270203,0.08264023065567017,0.17115728557109833,0.1361815184354782,0.16745387017726898,0.18689148128032684,0.19292546808719635,0.3742160201072693,0.16745387017726898,0.11158538609743118,0.18689148128032684,0.11585606634616852,0.21251417696475983,0.18689148128032684,0.23354151844978333,0.16730406880378723,0.12954586744308472
making,0.30777570605278015,0.27666574716567993,0.3214159309864044,0.25615912675857544,0.3740498423576355,0.35185980796813965,0.19152319431304932,0.16335345804691315,0.3740498423576355,0.2159416377544403,0.35185980796813965,0.20094983279705048,0.280230849981308,0.35185980796813965,0.27486568689346313,0.20767800509929657,0.2539324164390564
the,0.42745697498321533,0.527681291103363,0.5823672413825989,0.3207796514034271,0.535392165184021,1.0,0.2797664701938629,0.21651263535022736,0.535392165184021,0.221273735165596,1.0,0.22164808213710785,0.6662389636039734,1.0,0.3405281901359558,0.2701641917228699,0.22068053483963013
steam,0.15672586858272552,0.2198055386543274,0.13029660284519196,0.23995797336101532,0.22894427180290222,0.23105813562870026,0.3010382056236267,0.4921848475933075,0.22894427180290222,0.098446324467659,0.23105813562870026,0.14294783771038055,0.19852672517299652,0.23105813562870026,0.3149499297142029,0.24528048932552338,0.113324373960495
flow,0.1798735409975052,0.22870250046253204,0.26788079738616943,0.12346484512090683,0.27439337968826294,0.314039409160614,0.5204490423202515,0.21714819967746735,0.27439337968826294,0.14242516458034515,0.314039409160614,0.1750602275133133,0.22435857355594635,0.314039409160614,0.5164211988449097,0.2662774920463562,0.10458291321992874
only,0.41415658593177795,0.3272135257720947,0.44708555936813354,0.32390040159225464,0.5096819996833801,0.5497692227363586,0.2565532624721527,0.16929852962493896,0.5096819996833801,0.22174999117851257,0.5497692227363586,0.2662765383720398,0.42992329597473145,0.5497692227363586,0.30709484219551086,0.18752825260162354,0.2767370045185089
in,0.30808621644973755,0.4499994218349457,0.5394441485404968,0.26384392380714417,0.45010748505592346,0.6662389636039734,0.27810683846473694,0.18885408341884613,0.45010748505592346,0.14643383026123047,0.6662389636039734,0.1525554060935974,1.0,0.6662389636039734,0.25098708271980286,0.20483464002609253,0.20430970191955566
one,0.376489520072937,0.38682618737220764,0.4544198513031006,0.27502384781837463,0.4025384783744812,0.5514441132545471,0.26104360818862915,0.22089767456054688,0.4025384783744812,0.2197682410478592,0.5514441132545471,0.23794911801815033,0.4129433035850525,0.5514441132545471,0.2834375202655792,0.21576738357543945,0.2673267424106598
direction,0.25776705145835876,0.18867163360118866,0.2159055918455124,0.11436749249696732,0.32930055260658264,0.28851455450057983,0.2760313153266907,0.21150949597358704,0.32930055260658264,0.16330841183662415,0.28851455450057983,0.14359146356582642,0.17485231161117554,0.28851455450057983,0.38278651237487793,0.19877983629703522,0.10739318281412125
.,0.3567904531955719,0.32817673683166504,0.4569662809371948,0.30304840207099915,0.4645031690597534,0.5934505462646484,0.2754785418510437,0.21814921498298645,0.4645031690597534,0.21681807935237885,0.5934505462646484,0.2539304792881012,0.5591574311256409,0.5934505462646484,0.2664507329463959,0.19143328070640564,0.4130953550338745
