,how,many,students,have,received,unwanted,sexual,attention,from,a,teacher,or,other,education,figure,?
%,0.1237400695681572,0.24948352575302124,0.22348105907440186,0.25054386258125305,0.10315282642841339,0.21489150822162628,0.13989824056625366,0.0715697854757309,0.21054168045520782,0.17798779904842377,0.06572619080543518,0.24279601871967316,0.20763003826141357,0.15273089706897736,0.12190621346235275,0.21441808342933655
of,0.2480744868516922,0.37253960967063904,0.25513339042663574,0.3802283704280853,0.2628524899482727,0.23728244006633759,0.23417127132415771,0.21725396811962128,0.4249346852302551,0.5052502155303955,0.19968076050281525,0.3792596757411957,0.38583824038505554,0.3015166223049164,0.21327486634254456,0.1826142966747284
students,0.25370386242866516,0.2713872492313385,1.0,0.2558421790599823,0.21869996190071106,0.16899442672729492,0.1832912564277649,0.2801015377044678,0.20272988080978394,0.2676560878753662,0.5254908204078674,0.21765491366386414,0.2421206384897232,0.5498206615447998,0.14559093117713928,0.18017297983169556
in,0.2601168751716614,0.41474202275276184,0.2676171064376831,0.36843645572662354,0.2772020101547241,0.21440085768699646,0.18284602463245392,0.2495301067829132,0.4274188280105591,0.539380669593811,0.22632350027561188,0.3586423695087433,0.39989137649536133,0.2654339671134949,0.17097173631191254,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.25268980860710144,0.40389683842658997,0.24890556931495667,0.23761673271656036,0.21929338574409485,0.256243497133255,0.40150508284568787,0.5829201340675354,0.17760860919952393,0.4174870550632477,0.44152235984802246,0.23982903361320496,0.24786046147346497,0.22068053483963013
united,0.19034643471240997,0.2670816481113434,0.2107360064983368,0.17950676381587982,0.2671050727367401,0.13026565313339233,0.17420952022075653,0.1106891930103302,0.27339106798171997,0.2732578217983246,0.10793673992156982,0.21771858632564545,0.2444620579481125,0.29227229952812195,0.11374575644731522,0.17266890406608582
states,0.20841296017169952,0.29976361989974976,0.21916930377483368,0.20162390172481537,0.2587740421295166,0.1361171007156372,0.18143168091773987,0.11479530483484268,0.24283263087272644,0.24708621203899384,0.10931280255317688,0.21771061420440674,0.28788650035858154,0.28281262516975403,0.14956584572792053,0.16272737085819244
claim,0.18613982200622559,0.23700721561908722,0.11697022616863251,0.3330055773258209,0.20430858433246613,0.2273598611354828,0.15352074801921844,0.27771076560020447,0.1602199673652649,0.19074557721614838,0.10649845749139786,0.27037349343299866,0.25945714116096497,0.20890484750270844,0.1915489137172699,0.2665664851665497
to,0.44169697165489197,0.40243685245513916,0.2905822694301605,0.4544740617275238,0.18226240575313568,0.38682618737220764,0.23320557177066803,0.3454606831073761,0.4069952368736267,0.45503583550453186,0.1991342306137085,0.38921234011650085,0.4193183183670044,0.2626708149909973,0.24264496564865112,0.29463258385658264
have,0.4370637536048889,0.5841760635375977,0.2558421790599823,0.9999999403953552,0.18873822689056396,0.3577803075313568,0.31194740533828735,0.34619730710983276,0.30702701210975647,0.338716596364975,0.1317407637834549,0.46389055252075195,0.559082567691803,0.19461645185947418,0.21416419744491577,0.32991164922714233
received,0.09265316277742386,0.2257511019706726,0.21869996190071106,0.18873822689056396,1.0000001192092896,0.14512567222118378,0.12132108956575394,0.2645363509654999,0.26433753967285156,0.22444266080856323,0.17662084102630615,0.21401037275791168,0.1754387468099594,0.2612304091453552,0.04664641246199608,0.11905962228775024
unwanted,0.34738001227378845,0.33973386883735657,0.16899442672729492,0.3577803075313568,0.14512567222118378,1.0000001192092896,0.4039704501628876,0.36362242698669434,0.22278548777103424,0.21818377077579498,0.05883191525936127,0.4396248161792755,0.4279318153858185,0.15104655921459198,0.08802097290754318,0.23500210046768188
sexual,0.23524267971515656,0.2451888620853424,0.1832912564277649,0.31194740533828735,0.12132108956575394,0.4039704501628876,0.9999999403953552,0.2543928325176239,0.16278594732284546,0.22016595304012299,0.17422625422477722,0.28268587589263916,0.31032124161720276,0.24800406396389008,0.11043181270360947,0.1814439743757248
attention,0.24312449991703033,0.30995094776153564,0.2801015377044678,0.34619730710983276,0.2645363509654999,0.36362242698669434,0.2543928325176239,1.0,0.21087555587291718,0.265340119600296,0.20406188070774078,0.16497734189033508,0.26578572392463684,0.2598913311958313,0.2006775438785553,0.19994445145130157
from,0.22939439117908478,0.33099696040153503,0.20272988080978394,0.30702701210975647,0.26433753967285156,0.22278548777103424,0.16278594732284546,0.21087555587291718,1.0,0.322764128446579,0.17958809435367584,0.31242018938064575,0.30141791701316833,0.19191351532936096,0.17242518067359924,0.19969791173934937
an,0.2520636022090912,0.2465583086013794,0.15776841342449188,0.22897054255008698,0.1721169799566269,0.19823388755321503,0.19056764245033264,0.2041020393371582,0.20876385271549225,0.44552403688430786,0.19733460247516632,0.3096676766872406,0.1556563824415207,0.1506793051958084,0.17891916632652283,0.19793890416622162
adult,0.2385776787996292,0.2199152708053589,0.19873201847076416,0.25291189551353455,0.11387987434864044,0.19832739233970642,0.4400571882724762,0.20511172711849213,0.16863365471363068,0.2270583063364029,0.17559555172920227,0.20714694261550903,0.2053353190422058,0.23758625984191895,0.09691577404737473,0.14439715445041656
associated,0.22210390865802765,0.2743540108203888,0.12805412709712982,0.31035900115966797,0.13244883716106415,0.263702929019928,0.21441768109798431,0.20704445242881775,0.18464983999729156,0.22056666016578674,0.10819680243730545,0.3577948808670044,0.3474738299846649,0.09076587110757828,0.12726230919361115,0.1453326791524887
with,0.3525622487068176,0.35744401812553406,0.17162418365478516,0.48046383261680603,0.1975138634443283,0.2703254520893097,0.19419056177139282,0.25526687502861023,0.26272761821746826,0.3783375024795532,0.13737362623214722,0.38158315420150757,0.44086363911628723,0.11138669401407242,0.1872265636920929,0.2433311939239502
education,0.12444977462291718,0.2013951987028122,0.5498206615447998,0.19461645185947418,0.2612304091453552,0.15104655921459198,0.24800406396389008,0.2598913311958313,0.19191351532936096,0.21779850125312805,0.4505820572376251,0.14504022896289825,0.16087457537651062,1.0,0.15697981417179108,0.18067774176597595
;,0.07230665534734726,0.11763367056846619,-0.02941901423037052,0.10650043189525604,0.04927321895956993,0.011354323476552963,0.04810720309615135,0.01584003120660782,0.07524215430021286,-0.02122584730386734,-0.06121395155787468,0.0563276931643486,0.13311924040317535,0.035850755870342255,0.0132302762940526,0.10349778085947037
be,0.4158933162689209,0.3961109519004822,0.22850628197193146,0.5760743618011475,0.14841865003108978,0.3970840275287628,0.24453112483024597,0.28647515177726746,0.3107333183288574,0.39883795380592346,0.1891087293624878,0.5260903835296631,0.4629868268966675,0.19451211392879486,0.24658392369747162,0.3324260413646698
they,0.43247655034065247,0.5400822758674622,0.2993403673171997,0.6542890071868896,0.16328921914100647,0.3480488359928131,0.29144832491874695,0.28983330726623535,0.3321932256221771,0.3528250455856323,0.1623399555683136,0.4633304476737976,0.5182796120643616,0.15292859077453613,0.18582843244075775,0.2753053903579712
a,0.29312583804130554,0.2872205972671509,0.2676560878753662,0.338716596364975,0.22444266080856323,0.21818377077579498,0.22016595304012299,0.265340119600296,0.322764128446579,1.0,0.31202319264411926,0.48853766918182373,0.2806335389614105,0.21779850125312805,0.2584710121154785,0.23916715383529663
volunteer,0.19790692627429962,0.16747312247753143,0.294491171836853,0.21459528803825378,0.1425316333770752,0.16574224829673767,0.14267292618751526,0.2486337572336197,0.15569856762886047,0.23555512726306915,0.25610941648483276,0.18646910786628723,0.18003852665424347,0.25835928320884705,0.10243156552314758,0.2021704763174057
",",0.22659391164779663,0.40610817074775696,0.26501646637916565,0.3541618287563324,0.2926693558692932,0.23869918286800385,0.21589557826519012,0.23177941143512726,0.39760664105415344,0.427140474319458,0.2884024977684021,0.3769497275352478,0.4446498453617096,0.2718683183193207,0.2352312207221985,0.31091248989105225
bus,0.14968723058700562,0.18821316957473755,0.25524479150772095,0.1642773449420929,0.12118357419967651,0.15256452560424805,0.13672754168510437,0.053243525326251984,0.1438971310853958,0.21492983400821686,0.16421180963516235,0.17924177646636963,0.16909660398960114,0.1727129966020584,0.1356104165315628,0.10113320499658585
driver,0.14175748825073242,0.11019738763570786,0.22285693883895874,0.1305076628923416,0.16771553456783295,0.16321149468421936,0.18827547132968903,0.15404096245765686,0.07763461768627167,0.24187339842319489,0.2577260732650757,0.19443903863430023,0.14234261214733124,0.14543281495571136,0.18960164487361908,0.13817551732063293
",",0.22659391164779663,0.40610817074775696,0.26501646637916565,0.3541618287563324,0.2926693558692932,0.23869918286800385,0.21589557826519012,0.23177941143512726,0.39760664105415344,0.427140474319458,0.2884024977684021,0.3769497275352478,0.4446498453617096,0.2718683183193207,0.2352312207221985,0.31091248989105225
teacher,0.20506705343723297,0.16581547260284424,0.5254908204078674,0.1317407637834549,0.17662084102630615,0.05883191525936127,0.17422625422477722,0.20406188070774078,0.17958809435367584,0.31202319264411926,0.9999998807907104,0.16473013162612915,0.13857048749923706,0.4505820572376251,0.22529517114162445,0.1797819435596466
",",0.22659391164779663,0.40610817074775696,0.26501646637916565,0.3541618287563324,0.2926693558692932,0.23869918286800385,0.21589557826519012,0.23177941143512726,0.39760664105415344,0.427140474319458,0.2884024977684021,0.3769497275352478,0.4446498453617096,0.2718683183193207,0.2352312207221985,0.31091248989105225
administrator,0.20365042984485626,0.14357890188694,0.2634013593196869,0.2591826319694519,0.19407907128334045,0.24575762450695038,0.1345984935760498,0.2653101980686188,0.15805578231811523,0.23652416467666626,0.2834013104438782,0.18818454444408417,0.19781331717967987,0.2937990725040436,0.21617677807807922,0.2915230691432953
or,0.3378981947898865,0.36905089020729065,0.21765491366386414,0.46389055252075195,0.21401037275791168,0.4396248161792755,0.28268587589263916,0.16497734189033508,0.31242018938064575,0.48853766918182373,0.16473013162612915,1.0000001192092896,0.5325124859809875,0.14504022896289825,0.18144547939300537,0.32389625906944275
other,0.3591516315937042,0.6324484348297119,0.2421206384897232,0.559082567691803,0.1754387468099594,0.4279318153858185,0.31032124161720276,0.26578572392463684,0.30141791701316833,0.2806335389614105,0.13857048749923706,0.5325124859809875,0.9999999403953552,0.16087457537651062,0.1279536932706833,0.24682199954986572
adult,0.2385776787996292,0.2199152708053589,0.19873201847076416,0.25291189551353455,0.11387987434864044,0.19832739233970642,0.4400571882724762,0.20511172711849213,0.16863365471363068,0.2270583063364029,0.17559555172920227,0.20714694261550903,0.2053353190422058,0.23758625984191895,0.09691577404737473,0.14439715445041656
;,0.07230665534734726,0.11763367056846619,-0.02941901423037052,0.10650043189525604,0.04927321895956993,0.011354323476552963,0.04810720309615135,0.01584003120660782,0.07524215430021286,-0.02122584730386734,-0.06121395155787468,0.0563276931643486,0.13311924040317535,0.035850755870342255,0.0132302762940526,0.10349778085947037
sometime,0.3086318075656891,0.28887003660202026,0.18145789206027985,0.3227391242980957,0.19982029497623444,0.16804808378219604,0.17758163809776306,0.2511677145957947,0.3245331645011902,0.313385546207428,0.20522168278694153,0.3286348581314087,0.21258392930030823,0.13823769986629486,0.21714259684085846,0.23972325026988983
during,0.26830652356147766,0.3661181330680847,0.1957223117351532,0.27574852108955383,0.25723084807395935,0.2019120305776596,0.24274051189422607,0.17741617560386658,0.3186885714530945,0.30341604351997375,0.16414563357830048,0.2425481230020523,0.2524319589138031,0.17693781852722168,0.246754452586174,0.1325719803571701
their,0.3316696584224701,0.4574248492717743,0.26472482085227966,0.523270845413208,0.18160586059093475,0.37098658084869385,0.3217088580131531,0.2835642695426941,0.3038119673728943,0.29698723554611206,0.11377552151679993,0.42146000266075134,0.456295371055603,0.18489162623882294,0.12107311934232712,0.1898253709077835
educational,0.15469859540462494,0.275532066822052,0.5271042585372925,0.22999873757362366,0.1944539099931717,0.18063044548034668,0.26855459809303284,0.25964584946632385,0.1616208553314209,0.25668084621429443,0.3756338655948639,0.1926303505897522,0.2380031943321228,0.8527971506118774,0.156544029712677,0.20904642343521118
career,0.1729160100221634,0.23794417083263397,0.17206276953220367,0.1640099734067917,0.2805771231651306,0.09251607209444046,0.22594590485095978,0.2732912003993988,0.1965610384941101,0.21774303913116455,0.28309744596481323,0.09505888819694519,0.15916980803012848,0.3270561099052429,0.1929018646478653,0.1300809234380722
.,0.3287222981452942,0.3974229395389557,0.2607303857803345,0.41614407300949097,0.25050681829452515,0.22058376669883728,0.22350016236305237,0.23165898025035858,0.41536515951156616,0.50484299659729,0.225234717130661,0.36683785915374756,0.41511186957359314,0.27047446370124817,0.24939633905887604,0.4130953550338745
