,what,may,a,charter,school,require,that,their,teachers,meet,the,standards,to,be,highly,qualified,by,?
certified,0.13830743730068207,0.14559170603752136,0.21510609984397888,0.3177714943885803,0.2304421365261078,0.23550176620483398,0.19269096851348877,0.17716336250305176,0.27397340536117554,0.1339844912290573,0.20956426858901978,0.3179929554462433,0.18764322996139526,0.22340697050094604,0.15104037523269653,0.3815763294696808,0.2442912608385086,0.20531779527664185
",",0.3087472915649414,0.5007920861244202,0.427140474319458,0.25566044449806213,0.27141863107681274,0.20549376308918,0.4137537479400635,0.3045167922973633,0.28049156069755554,0.31995680928230286,0.4933079481124878,0.2764625549316406,0.44245919585227966,0.39254459738731384,0.2038491666316986,0.2805010974407196,0.3680937886238098,0.31091248989105225
provided,0.2206064909696579,0.2264898270368576,0.20476344227790833,0.21410441398620605,0.1342138648033142,0.3953583240509033,0.3600626289844513,0.2698320150375366,0.18209290504455566,0.19586266577243805,0.304488867521286,0.2874436676502228,0.28066325187683105,0.32466498017311096,0.19047442078590393,0.29788175225257874,0.2935292720794678,0.16893617808818817
they,0.4431931674480438,0.3371005356311798,0.3528250455856323,0.19881601631641388,0.20544153451919556,0.30564460158348083,0.5710820555686951,0.7104025483131409,0.30455440282821655,0.31931525468826294,0.49925389885902405,0.2555072009563446,0.5452046394348145,0.4858434796333313,0.2836529612541199,0.28968381881713867,0.3391372263431549,0.2753053903579712
meet,0.2533189356327057,0.15863743424415588,0.14505931735038757,0.15212726593017578,0.17456768453121185,0.25717708468437195,0.32301846146583557,0.2155275195837021,0.20672763884067535,0.9999998807907104,0.312436044216156,0.39871132373809814,0.3202740550041199,0.26221057772636414,0.07232910394668579,0.253887414932251,0.17229828238487244,0.1658235788345337
the,0.42745697498321533,0.2694292366504669,0.5829201340675354,0.26436546444892883,0.22953221201896667,0.17356595396995544,0.5473989248275757,0.516537070274353,0.22025763988494873,0.312436044216156,1.0,0.2433546632528305,0.535392165184021,0.4248143136501312,0.2051282376050949,0.23118680715560913,0.4408751428127289,0.22068053483963013
standards,0.2855789363384247,0.16613906621932983,0.1997949630022049,0.24932102859020233,0.17302843928337097,0.41525059938430786,0.3272990882396698,0.21969735622406006,0.2584725022315979,0.39871132373809814,0.2433546632528305,1.0000001192092896,0.2603518068790436,0.2821919918060303,0.2244846373796463,0.26274731755256653,0.1529061645269394,0.2011813372373581
to,0.455847829580307,0.391582727432251,0.45503583550453186,0.2440456748008728,0.24496325850486755,0.29503753781318665,0.5436353087425232,0.44619059562683105,0.2668606638908386,0.3202740550041199,0.535392165184021,0.2603518068790436,1.0,0.4972836375236511,0.24264846742153168,0.2360132336616516,0.33534231781959534,0.29463258385658264
be,0.3929833769798279,0.45514434576034546,0.39883795380592346,0.12895840406417847,0.16095811128616333,0.40844497084617615,0.6036020517349243,0.3200586438179016,0.20256873965263367,0.26221057772636414,0.4248143136501312,0.2821919918060303,0.4972836375236511,1.0,0.3787047564983368,0.214191272854805,0.43158695101737976,0.3324260413646698
highly,0.22724121809005737,0.1206822395324707,0.27636659145355225,0.0698140487074852,0.127591073513031,0.26293450593948364,0.33355817198753357,0.224153071641922,0.1533408761024475,0.07232910394668579,0.2051282376050949,0.2244846373796463,0.24264846742153168,0.3787047564983368,1.0,0.1856095939874649,0.21692721545696259,0.1542806625366211
qualified,0.19747373461723328,0.2340737134218216,0.22264724969863892,0.22703364491462708,0.2007748782634735,0.2688324451446533,0.29058706760406494,0.2161322832107544,0.26602065563201904,0.253887414932251,0.23118680715560913,0.26274731755256653,0.2360132336616516,0.214191272854805,0.1856095939874649,1.0,0.1316078007221222,0.1370558738708496
as,0.31749409437179565,0.32133710384368896,0.39550232887268066,0.23024281859397888,0.2065676748752594,0.23686568439006805,0.4735107421875,0.29218852519989014,0.24171572923660278,0.23452028632164001,0.48381632566452026,0.26936110854148865,0.42092081904411316,0.5230465531349182,0.29170122742652893,0.19408832490444183,0.3815547823905945,0.27043893933296204
set,0.28954121470451355,0.18118330836296082,0.2540091574192047,0.1124468520283699,0.15309980511665344,0.16119401156902313,0.2916346788406372,0.21568769216537476,0.19158004224300385,0.22688128054141998,0.2927955985069275,0.19322235882282257,0.320547491312027,0.19580282270908356,0.11383441090583801,0.1395474523305893,0.21600963175296783,0.1698019951581955
by,0.2455483376979828,0.1970296949148178,0.32094135880470276,0.1632666289806366,0.1477794349193573,0.13001477718353271,0.37496164441108704,0.3242124021053314,0.20573484897613525,0.17229828238487244,0.4408751428127289,0.1529061645269394,0.33534231781959534,0.43158695101737976,0.21692721545696259,0.1316078007221222,1.0000001192092896,0.17966607213020325
no,0.339326947927475,0.2650199234485626,0.26280897855758667,0.1006026342511177,0.10638468712568283,0.254855751991272,0.41830796003341675,0.25597304105758667,0.1664351522922516,0.224592387676239,0.3461136817932129,0.23870807886123657,0.30015695095062256,0.4173688292503357,0.18395045399665833,0.1459880769252777,0.15267254412174225,0.32165053486824036
child,0.21805857121944427,0.21962785720825195,0.18734344840049744,0.14016176760196686,0.17876864969730377,0.1506427526473999,0.21832625567913055,0.17629119753837585,0.24505963921546936,0.12462329119443893,0.19800683856010437,0.17743797600269318,0.1868607997894287,0.21346686780452728,0.08288222551345825,0.07485110312700272,0.15601499378681183,0.1979578584432602
left,0.2442072629928589,0.19029343128204346,0.19688890874385834,0.11620860546827316,0.13457076251506805,0.034964669495821,0.2512504756450653,0.22544988989830017,0.14043104648590088,0.10296568274497986,0.33113980293273926,0.05935581028461456,0.2724500000476837,0.19051490724086761,0.08708328008651733,0.2045532763004303,0.2067900449037552,0.13251960277557373
behind,0.1959938108921051,0.17998169362545013,0.26228266954421997,0.10666089504957199,0.115714892745018,0.11671017855405807,0.33211183547973633,0.287030428647995,0.07823645323514938,0.13855886459350586,0.38928431272506714,0.09200132638216019,0.2780356705188751,0.20366157591342926,0.15566153824329376,0.21442463994026184,0.2356768548488617,0.19274599850177765
.,0.3567904531955719,0.35826805233955383,0.50484299659729,0.17250345647335052,0.24214158952236176,0.21465444564819336,0.4460422694683075,0.34427863359451294,0.24628326296806335,0.26616400480270386,0.5934505462646484,0.23661701381206512,0.4645031690597534,0.4383580684661865,0.2621603310108185,0.22300492227077484,0.3936232924461365,0.4130953550338745
