,who,wanted,to,acquire,patents,an,ac,motor,.
viable,0.16473817825317383,0.21149523556232452,0.24549509584903717,0.249319389462471,0.15965646505355835,0.21684664487838745,0.1384616643190384,0.15086840093135834,0.2091052532196045
ac,0.12106219679117203,0.09434249252080917,0.13302072882652283,0.13465949892997742,0.1844795197248459,0.178873673081398,1.0000001192092896,0.2673928141593933,0.21823462843894958
motor,0.1466689109802246,0.10818738490343094,0.2615114748477936,0.24527879059314728,0.27180734276771545,0.1450599581003189,0.2673928141593933,0.9999999403953552,0.19128412008285522
and,0.41279885172843933,0.33708932995796204,0.48971283435821533,0.23553775250911713,0.15322813391685486,0.2838519215583801,0.08613406121730804,0.20162664353847504,0.588965117931366
related,0.1721559315919876,0.19186615943908691,0.2702969014644623,0.20573043823242188,0.12965555489063263,0.14267246425151825,0.10940161347389221,0.23518888652324677,0.21688014268875122
power,0.25855374336242676,0.2708520293235779,0.27001675963401794,0.188147634267807,0.211565762758255,0.1744573563337326,0.25781431794166565,0.2523415684700012,0.2141435295343399
system,0.1550477296113968,0.08847179263830185,0.26662686467170715,0.21910163760185242,0.1719372719526291,0.17536801099777222,0.1782734990119934,0.24123358726501465,0.2277725487947464
—,0.17104582488536835,0.20227651298046112,0.17907623946666718,0.08445847034454346,0.1415141522884369,0.17004798352718353,0.11990302801132202,0.07292872667312622,0.2358366996049881
something,0.37219709157943726,0.2926992177963257,0.41753658652305603,0.1909342259168625,0.23178167641162872,0.3651053011417389,0.14792102575302124,0.2049504816532135,0.28171658515930176
for,0.37110671401023865,0.2874828279018402,0.4451248347759247,0.18169787526130676,0.2654845714569092,0.3236706852912903,0.13663122057914734,0.19755128026008606,0.4726039469242096
which,0.3688730001449585,0.21280324459075928,0.5345056653022766,0.26090630888938904,0.25553449988365173,0.3611921966075897,0.1381830871105194,0.3341423571109772,0.45942068099975586
westinghouse,0.23585543036460876,0.16483443975448608,0.22176946699619293,0.2699699103832245,0.39605584740638733,0.24657122790813446,0.2760004699230194,0.3054238557815552,0.3097001910209656
had,0.36173108220100403,0.5502877235412598,0.37984350323677063,0.23584787547588348,0.17608098685741425,0.22327841818332672,0.09857317060232162,0.1783738136291504,0.37348684668540955
been,0.3295723795890808,0.2581719160079956,0.34945759177207947,0.16208955645561218,0.14238545298576355,0.24947525560855865,0.0815175399184227,0.20998308062553406,0.33645182847976685
trying,0.4113895297050476,0.5615205764770508,0.5021223425865173,0.11783267557621002,0.18092544376850128,0.19979310035705566,0.09083551168441772,0.10627827793359756,0.3029857277870178
to,0.42656609416007996,0.47293567657470703,1.0,0.19960732758045197,0.2135588526725769,0.3138085603713989,0.13302072882652283,0.2615114748477936,0.4645031690597534
secure,0.22387100756168365,0.2499343305826187,0.3605278432369232,0.19295430183410645,0.25037747621536255,0.16826367378234863,0.16860830783843994,0.12886059284210205,0.24151036143302917
patents,0.22990016639232635,0.15260648727416992,0.2135588526725769,0.23354913294315338,1.0,0.14016205072402954,0.1844795197248459,0.27180734276771545,0.21918348968029022
.,0.3541337847709656,0.30680814385414124,0.4645031690597534,0.15675117075443268,0.21918348968029022,0.3581749200820923,0.21823462843894958,0.19128412008285522,1.0000001192092896
