,how,much,of,poland,'s,national,income,does,warsaw,produce,?
capita,0.18539494276046753,0.2612888514995575,0.21292807161808014,0.1793358027935028,0.03394218906760216,0.15765924751758575,0.5916540622711182,0.16330569982528687,0.13825449347496033,0.17892831563949585,0.21739831566810608
(,0.1676948219537735,0.21788647770881653,0.35032153129577637,0.1692374348640442,0.0012731997994706035,0.24475820362567902,0.1266181766986847,0.2728188931941986,0.1835584193468094,0.12127719819545746,0.40561532974243164
or,0.3378981947898865,0.313159704208374,0.3792596757411957,0.19075128436088562,0.06871571391820908,0.1739870309829712,0.2201215922832489,0.4248845875263214,0.16401830315589905,0.30334553122520447,0.32389625906944275
160,-0.2829951047897339,-0.23160827159881592,0.01939276047050953,-0.015460280701518059,0.044569626450538635,0.0938427597284317,-0.057628266513347626,-0.27360978722572327,-0.054970212280750275,-0.20056308805942535,-0.11823219805955887
%,0.1237400695681572,0.26866111159324646,0.19953428208827972,0.12250958383083344,0.031266406178474426,0.16850584745407104,0.29531732201576233,0.1996830552816391,0.09878579527139664,0.17460432648658752,0.21441808342933655
of,0.2480744868516922,0.2671096920967102,1.0,0.26632049679756165,-0.03817026689648628,0.3314673602581024,0.2581324577331543,0.3119818866252899,0.19253842532634735,0.19541172683238983,0.1826142966747284
the,0.33890387415885925,0.35023224353790283,0.733189046382904,0.24871079623699188,-0.01540423184633255,0.32739606499671936,0.23699946701526642,0.35928019881248474,0.23137180507183075,0.23457570374011993,0.22068053483963013
european,0.123964823782444,0.16241003572940826,0.2507138252258301,0.29308202862739563,0.08902547508478165,0.30370914936065674,0.16563157737255096,0.11488570272922516,0.24148869514465332,0.1307576298713684,0.14560863375663757
union,0.1126161515712738,0.10736355930566788,0.2642118036746979,0.28184399008750916,0.10892792046070099,0.27432581782341003,0.18314231932163239,0.10697764903306961,0.34130436182022095,0.12785425782203674,0.07797172665596008
average,0.2824462950229645,0.3068808615207672,0.23717734217643738,0.0972125381231308,0.08544468134641647,0.09994179010391235,0.430448055267334,0.17787541449069977,0.09678594768047333,0.13062259554862976,0.21764592826366425
),0.17939934134483337,0.22256317734718323,0.3680361211299896,0.18025755882263184,0.021107977256178856,0.25379422307014465,0.12669844925403595,0.2575884759426117,0.19817118346691132,0.10806018114089966,0.42300865054130554
.,0.3287222981452942,0.3374604284763336,0.5352458953857422,0.2872875928878784,-0.003708066651597619,0.29436907172203064,0.26448529958724976,0.3022993505001068,0.26825499534606934,0.2587496340274811,0.4130953550338745
