,what,year,did,the,denver,broncos,secure,a,super,bowl,title,for,the,third,time,?
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.2052404284477234,0.25985947251319885,0.2569228410720825,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.27465343475341797,0.4739971458911896,1.0,0.4229298532009125,0.43061500787734985,0.22068053483963013
champion,0.11434172838926315,0.20095975697040558,0.15843114256858826,0.23575055599212646,0.23367992043495178,0.3800205886363983,0.08858586102724075,0.1898709237575531,0.3463263213634491,0.34389644861221313,0.30565062165260315,0.19510509073734283,0.23575055599212646,0.2266414761543274,0.28739118576049805,0.14080514013767242
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.733189046382904,0.14595118165016174,0.19310332834720612,0.18617203831672668,0.5052502155303955,0.14718765020370483,0.2243070751428604,0.18969319760799408,0.4185989499092102,0.733189046382904,0.30602210760116577,0.35127586126327515,0.1826142966747284
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.2052404284477234,0.25985947251319885,0.2569228410720825,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.27465343475341797,0.4739971458911896,1.0,0.4229298532009125,0.43061500787734985,0.22068053483963013
national,0.16882304847240448,0.20261619985103607,0.17743784189224243,0.32739606499671936,0.2727171778678894,0.26224425435066223,0.20213040709495544,0.27889734506607056,0.2390993982553482,0.2769610285758972,0.10328514873981476,0.36267757415771484,0.32739606499671936,0.15874840319156647,0.19250556826591492,0.15643028914928436
football,0.21136903762817383,0.18749721348285675,0.1318265050649643,0.18794101476669312,0.26276808977127075,0.4019828736782074,0.12470247596502304,0.20103967189788818,0.295350581407547,0.3109349310398102,0.11058726161718369,0.23134100437164307,0.18794101476669312,0.1930575966835022,0.13766008615493774,0.14957410097122192
league,0.16616638004779816,0.20387181639671326,0.17557655274868011,0.2724147439002991,0.25544992089271545,0.45924535393714905,0.13249878585338593,0.17562834918498993,0.37144264578819275,0.3365440368652344,0.19480785727500916,0.26433616876602173,0.2724147439002991,0.2735152840614319,0.2200031578540802,0.15941482782363892
(,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.33289089798927307,0.23238550126552582,0.22258663177490234,0.1254267394542694,0.3206180930137634,0.17553061246871948,0.15949074923992157,0.24515381455421448,0.3357032239437103,0.33289089798927307,0.2346733808517456,0.28391751646995544,0.40561532974243164
nfl,0.12579965591430664,0.2432725727558136,0.16524574160575867,0.15305201709270477,0.39768490195274353,0.5295679569244385,0.13300679624080658,0.1210956797003746,0.319060355424881,0.48354101181030273,0.11530899256467819,0.23749186098575592,0.15305201709270477,0.15617160499095917,0.18659080564975739,0.10610254108905792
),0.26259949803352356,0.24282371997833252,0.18584993481636047,0.3456730246543884,0.2208423912525177,0.20362429320812225,0.15293292701244354,0.3640355169773102,0.1971341073513031,0.16361013054847717,0.2601674497127533,0.3639558255672455,0.3456730246543884,0.2612932324409485,0.2857224941253662,0.42300865054130554
for,0.3017193675041199,0.29294124245643616,0.318512886762619,0.4739971458911896,0.22017966210842133,0.2739109396934509,0.28824377059936523,0.44038116931915283,0.22938419878482819,0.24430087208747864,0.2096623331308365,0.9999999403953552,0.4739971458911896,0.2187870591878891,0.3992156386375427,0.264628142118454
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.2052404284477234,0.25985947251319885,0.2569228410720825,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.27465343475341797,0.4739971458911896,1.0,0.4229298532009125,0.43061500787734985,0.22068053483963013
2015,-0.07269049435853958,0.10588137805461884,0.02002497762441635,0.1466771513223648,-0.05839056521654129,-0.0028495145961642265,0.0929676815867424,-0.008371892385184765,0.04363032057881355,0.0710686594247818,0.08235502243041992,-0.08512632548809052,0.1466771513223648,0.11845523864030838,0.06498393416404724,-0.029954981058835983
season,0.12117787450551987,0.3561827838420868,0.19368280470371246,0.2507155239582062,0.2508152425289154,0.3664494454860687,0.07929665595293045,0.1855505406856537,0.2755677402019501,0.3117852509021759,0.15660813450813293,0.24490800499916077,0.2507155239582062,0.24875082075595856,0.26950058341026306,0.16793298721313477
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.2573630213737488,0.2612393796443939,0.24151036143302917,0.50484299659729,0.2757420241832733,0.21516893804073334,0.26782113313674927,0.4726039469242096,0.5934505462646484,0.3039522171020508,0.371569961309433,0.4130953550338745
,what,year,did,the,denver,broncos,secure,a,super,bowl,title,for,the,third,time,?
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.2052404284477234,0.25985947251319885,0.2569228410720825,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.27465343475341797,0.4739971458911896,1.0,0.4229298532009125,0.43061500787734985,0.22068053483963013
game,0.2246788740158081,0.24385766685009003,0.19789010286331177,0.285271555185318,0.18653830885887146,0.32325026392936707,0.12549690902233124,0.23211604356765747,0.3480181396007538,0.2413962334394455,0.2137785702943802,0.2608485519886017,0.285271555185318,0.2511694133281708,0.2928149104118347,0.1829071193933487
was,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.48711544275283813,0.2766761779785156,0.23574475944042206,0.18390972912311554,0.4508470594882965,0.21420986950397491,0.21915455162525177,0.19408874213695526,0.3863949179649353,0.48711544275283813,0.3460187017917633,0.3641340136528015,0.18412111699581146
played,0.14831039309501648,0.24165725708007812,0.19653649628162384,0.2603478729724884,0.26066020131111145,0.36128896474838257,0.09457092732191086,0.2472371906042099,0.21511296927928925,0.19033360481262207,0.1960923671722412,0.31373727321624756,0.2603478729724884,0.21690823137760162,0.23190173506736755,0.14096300303936005
on,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.5107308030128479,0.1561855524778366,0.17311601340770721,0.196397066116333,0.3848365545272827,0.1569211632013321,0.1334993690252304,0.16559039056301117,0.36199691891670227,0.5107308030128479,0.24143609404563904,0.30044233798980713,0.2714994251728058
february,0.1913013905286789,0.2866375148296356,0.25426602363586426,0.26483774185180664,0.16386184096336365,0.18785953521728516,0.12425219267606735,0.2560074031352997,0.11098520457744598,0.14879822731018066,0.19619084894657135,0.2791854739189148,0.26483774185180664,0.1666954755783081,0.27180975675582886,0.29594847559928894
7,-0.1699475795030594,-0.12103487551212311,-0.147744283080101,-0.1142377033829689,0.07481574267148972,-0.00983167253434658,-0.08616680651903152,-0.06565704196691513,-0.11163666844367981,-0.12705844640731812,-0.13121695816516876,-0.11536749452352524,-0.1142377033829689,-0.07594292610883713,-0.16327370703220367,-0.15092156827449799
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.25173696875572205,0.2558487057685852,0.14117449522018433,0.427140474319458,0.22322475910186768,0.1810409277677536,0.2202284336090088,0.4464869201183319,0.4933079481124878,0.283071368932724,0.3029961884021759,0.31091248989105225
2016,0.10915659368038177,0.10234657675027847,0.1935887485742569,0.11571308970451355,-0.058224692940711975,-0.03238808736205101,0.013174200430512428,0.010574642568826675,-0.016256341710686684,0.014497322961688042,0.0035260224249213934,0.054391246289014816,0.11571308970451355,-0.01040310226380825,0.07303838431835175,-0.12147852033376694
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.25173696875572205,0.2558487057685852,0.14117449522018433,0.427140474319458,0.22322475910186768,0.1810409277677536,0.2202284336090088,0.4464869201183319,0.4933079481124878,0.283071368932724,0.3029961884021759,0.31091248989105225
at,0.2838611304759979,0.3146436810493469,0.28390252590179443,0.457212895154953,0.18947194516658783,0.23374907672405243,0.23531629145145416,0.3095070421695709,0.11449114978313446,0.2709662914276123,0.172890767455101,0.34237727522850037,0.457212895154953,0.20907244086265564,0.3956010341644287,0.21978627145290375
levi,0.13056978583335876,0.03743577376008034,0.1928999423980713,0.15661084651947021,0.18727634847164154,0.21042203903198242,0.11124726384878159,0.14748936891555786,0.08340612053871155,0.1602962166070938,0.047468699514865875,0.16166196763515472,0.15661084651947021,0.09511572122573853,0.06614271551370621,0.09252339601516724
's,0.02692362666130066,-0.04087831452488899,0.05069678649306297,-0.01540423184633255,-0.08765961974859238,-0.037254199385643005,0.03326784074306488,0.04866964742541313,0.09726737439632416,-0.02838491089642048,-0.01928652636706829,-0.07241261005401611,-0.01540423184633255,-0.00712791969999671,0.01301188487559557,-0.023395681753754616
stadium,0.12456028908491135,0.17522569000720978,0.14029206335544586,0.21145665645599365,0.22731702029705048,0.3316439986228943,0.10328345000743866,0.14596018195152283,0.1715150624513626,0.25985562801361084,0.08452074229717255,0.18393352627754211,0.21145665645599365,0.1707983911037445,0.15391530096530914,0.07579939067363739
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.2221570909023285,0.20316283404827118,0.1867481768131256,0.539380669593811,0.18576006591320038,0.17236235737800598,0.2263992726802826,0.4322226941585541,0.6662389636039734,0.3309578001499176,0.3431483507156372,0.20430970191955566
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.2052404284477234,0.25985947251319885,0.2569228410720825,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.27465343475341797,0.4739971458911896,1.0,0.4229298532009125,0.43061500787734985,0.22068053483963013
san,0.19375550746917725,0.145152747631073,0.1785750538110733,0.2858080565929413,0.3886517882347107,0.3008040189743042,0.1258968710899353,0.19931553304195404,0.15279507637023926,0.18508543074131012,0.13031059503555298,0.21004900336265564,0.2858080565929413,0.17111191153526306,0.21043255925178528,0.10952327400445938
francisco,0.17887917160987854,0.09950915724039078,0.1959451586008072,0.25086042284965515,0.3975292444229126,0.2854938507080078,0.15845999121665955,0.1947603076696396,0.1658499836921692,0.20152677595615387,0.11640524864196777,0.2142373025417328,0.25086042284965515,0.14870227873325348,0.1803545206785202,0.1020219698548317
bay,0.20251236855983734,0.09143916517496109,0.05503932014107704,0.2441686987876892,0.23453404009342194,0.334269642829895,0.14898386597633362,0.17936193943023682,0.12241406738758087,0.1972428411245346,0.16298235952854156,0.16755102574825287,0.2441686987876892,0.13130736351013184,0.09150619804859161,0.10773546993732452
area,0.21965408325195312,0.1947406381368637,0.14067986607551575,0.37834644317626953,0.14100179076194763,0.2175193428993225,0.18828941881656647,0.2782127559185028,0.09147491306066513,0.19680163264274597,0.1148664802312851,0.20941852033138275,0.37834644317626953,0.1971411406993866,0.23011040687561035,0.12640461325645447
at,0.2838611304759979,0.3146436810493469,0.28390252590179443,0.457212895154953,0.18947194516658783,0.23374907672405243,0.23531629145145416,0.3095070421695709,0.11449114978313446,0.2709662914276123,0.172890767455101,0.34237727522850037,0.457212895154953,0.20907244086265564,0.3956010341644287,0.21978627145290375
santa,0.23841293156147003,0.11570822447538376,0.11785970628261566,0.23511074483394623,0.2871696949005127,0.272367924451828,0.11557460576295853,0.1996532380580902,0.13846853375434875,0.1749918907880783,0.12458448857069016,0.16627219319343567,0.23511074483394623,0.1631215512752533,0.1512957066297531,0.17321589589118958
clara,0.23403491079807281,0.1545548290014267,0.15096807479858398,0.2410326898097992,0.22029410302639008,0.23439905047416687,0.15599803626537323,0.1763215810060501,0.14021645486354828,0.06447336077690125,0.12037938833236694,0.12105634063482285,0.2410326898097992,0.10995800793170929,0.09453406929969788,0.11961202323436737
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.25173696875572205,0.2558487057685852,0.14117449522018433,0.427140474319458,0.22322475910186768,0.1810409277677536,0.2202284336090088,0.4464869201183319,0.4933079481124878,0.283071368932724,0.3029961884021759,0.31091248989105225
california,0.1811584085226059,0.14150623977184296,0.1524294763803482,0.2750805914402008,0.3697958290576935,0.2973403334617615,0.12121398001909256,0.2426064908504486,0.15213294327259064,0.22235432267189026,0.09275384992361069,0.23038740456104279,0.2750805914402008,0.1604798585176468,0.19950252771377563,0.1409905105829239
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.2573630213737488,0.2612393796443939,0.24151036143302917,0.50484299659729,0.2757420241832733,0.21516893804073334,0.26782113313674927,0.4726039469242096,0.5934505462646484,0.3039522171020508,0.371569961309433,0.4130953550338745
