,what,does,china,'s,investment,mean,for,kenya,?
president,0.1870913952589035,0.1396462619304657,0.21044477820396423,-0.08566092699766159,0.3005093038082123,0.07643048465251923,0.17469504475593567,0.2891511619091034,0.14148259162902832
kenyatta,0.13579794764518738,0.14963720738887787,0.3258764445781708,-0.042272645980119705,0.30989933013916016,0.14330258965492249,0.23165300488471985,0.7755836248397827,0.1456252485513687
's,0.02692362666130066,-0.02895052544772625,0.023593749850988388,0.9999999403953552,0.08797560632228851,0.023306747898459435,-0.07241261005401611,-0.02908705547451973,-0.023395681753754616
2013,-0.3886653184890747,-0.33131784200668335,-0.13706114888191223,-0.05552978441119194,-0.09215874969959259,-0.28191787004470825,-0.2664349377155304,-0.01667228899896145,-0.2969330847263336
trip,0.24576207995414734,0.10556120425462723,0.18286821246147156,0.09064716845750809,0.16490675508975983,0.1070917621254921,0.2293619066476822,0.18543627858161926,0.09162633121013641
to,0.455847829580307,0.4391997456550598,0.1938052773475647,0.03782717138528824,0.2513584792613983,0.2274881899356842,0.4451248347759247,0.17769291996955872,0.29463258385658264
beijing,0.09482144564390182,0.0892365500330925,0.655903697013855,0.05236640200018883,0.24740754067897797,0.09363795816898346,0.18761983513832092,0.21748699247837067,0.16358482837677002
",",0.3087472915649414,0.28617382049560547,0.27650898694992065,-0.0016132977325469255,0.2384718954563141,0.27540135383605957,0.4464869201183319,0.23432263731956482,0.31091248989105225
said,0.3951668441295624,0.27921462059020996,0.1889713704586029,0.02159760519862175,0.21980862319469452,0.3176172077655792,0.31942054629325867,0.1675948202610016,0.28991883993148804
",",0.3087472915649414,0.28617382049560547,0.27650898694992065,-0.0016132977325469255,0.2384718954563141,0.27540135383605957,0.4464869201183319,0.23432263731956482,0.31091248989105225
``,0.008517155423760414,0.06539655476808548,0.09333697706460953,-0.03416389226913452,0.04979928210377693,0.06393398344516754,0.01270448137074709,0.06875105202198029,0.0685480609536171
chinese,0.11643128097057343,0.12361307442188263,0.6621482372283936,0.01673142798244953,0.1539294272661209,0.18583039939403534,0.20530261099338531,0.13023187220096588,0.20843194425106049
investment,0.21795563399791718,0.23397958278656006,0.2734941244125366,0.08797560632228851,1.0000001192092896,0.20448298752307892,0.2421431541442871,0.233047753572464,0.17811161279678345
in,0.30808621644973755,0.214483380317688,0.267821341753006,-0.037580832839012146,0.19176560640335083,0.2099098116159439,0.4322226941585541,0.23621977865695953,0.20430970191955566
kenya,0.18398970365524292,0.15162554383277893,0.27282416820526123,-0.02908705547451973,0.233047753572464,0.09709504246711731,0.22047242522239685,1.0,0.17197901010513306
...,0.001098619308322668,-0.029691774398088455,-0.029519572854042053,-0.0956207886338234,0.03650868311524391,-0.015806756913661957,0.03104333020746708,-0.042217131704092026,-0.07163430005311966
reached,0.20202487707138062,0.126039057970047,0.1520426720380783,0.0023906826972961426,0.1717917025089264,0.17831189930438995,0.21224410831928253,0.13314424455165863,0.1518019139766693
$,0.24858909845352173,0.12162275612354279,0.20095515251159668,0.03734852001070976,0.390974223613739,0.12257079035043716,0.22711659967899323,0.1354302614927292,0.2786129117012024
474,-0.17469386756420135,-0.18284940719604492,-0.1507137417793274,-0.0020406716503202915,-0.10599519312381744,-0.20392291247844696,-0.22793518006801605,0.0801629051566124,-0.23743534088134766
million,0.22197039425373077,0.10680846869945526,0.26204222440719604,0.05079329386353493,0.2783603370189667,0.0658343955874443,0.18660776317119598,0.27429839968681335,0.23092924058437347
",",0.3087472915649414,0.28617382049560547,0.27650898694992065,-0.0016132977325469255,0.2384718954563141,0.27540135383605957,0.4464869201183319,0.23432263731956482,0.31091248989105225
representing,0.1524650901556015,0.17500047385692596,0.1717253178358078,0.056550975888967514,0.18393979966640472,0.20558127760887146,0.32728907465934753,0.1488780528306961,0.10637413710355759
kenya,0.18398970365524292,0.15162554383277893,0.27282416820526123,-0.02908705547451973,0.233047753572464,0.09709504246711731,0.22047242522239685,1.0,0.17197901010513306
's,0.02692362666130066,-0.02895052544772625,0.023593749850988388,0.9999999403953552,0.08797560632228851,0.023306747898459435,-0.07241261005401611,-0.02908705547451973,-0.023395681753754616
largest,0.13463157415390015,0.18477381765842438,0.18676748871803284,-0.02050611935555935,0.2248832732439041,0.11844717711210251,0.13215672969818115,0.20862577855587006,0.12401245534420013
source,0.2553733289241791,0.26390188932418823,0.17315232753753662,-0.06033462658524513,0.15941892564296722,0.15036815404891968,0.24517817795276642,0.06602528691291809,0.2462312877178192
of,0.33290785551071167,0.3119818866252899,0.27699828147888184,-0.03817026689648628,0.24637944996356964,0.27551960945129395,0.4185989499092102,0.22226637601852417,0.1826142966747284
foreign,0.1784719079732895,0.1543559730052948,0.3090929687023163,-0.03933240845799446,0.331197589635849,0.11738330125808716,0.3257881999015808,0.17008088529109955,0.13770383596420288
direct,0.26271191239356995,0.19850881397724152,0.1716884821653366,0.05696379393339157,0.26872286200523376,0.21894147992134094,0.2851608693599701,0.10468121618032455,0.18476411700248718
investment,0.21795563399791718,0.23397958278656006,0.2734941244125366,0.08797560632228851,1.0000001192092896,0.20448298752307892,0.2421431541442871,0.233047753572464,0.17811161279678345
",",0.3087472915649414,0.28617382049560547,0.27650898694992065,-0.0016132977325469255,0.2384718954563141,0.27540135383605957,0.4464869201183319,0.23432263731956482,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.27966102957725525,0.06895173341035843,0.22590497136116028,0.22596950829029083,0.5064792633056641,0.20742860436439514,0.20544172823429108
...,0.001098619308322668,-0.029691774398088455,-0.029519572854042053,-0.0956207886338234,0.03650868311524391,-0.015806756913661957,0.03104333020746708,-0.042217131704092026,-0.07163430005311966
bilateral,0.19391098618507385,0.15713392198085785,0.21684832870960236,0.008889054879546165,0.3208466172218323,0.20826730132102966,0.1159350574016571,0.16975580155849457,0.12992073595523834
trade,0.1555381417274475,0.15124301612377167,0.26345130801200867,0.08304908871650696,0.367753267288208,0.16680629551410675,0.2946145534515381,0.1231091246008873,0.09336511790752411
...,0.001098619308322668,-0.029691774398088455,-0.029519572854042053,-0.0956207886338234,0.03650868311524391,-0.015806756913661957,0.03104333020746708,-0.042217131704092026,-0.07163430005311966
reached,0.20202487707138062,0.126039057970047,0.1520426720380783,0.0023906826972961426,0.1717917025089264,0.17831189930438995,0.21224410831928253,0.13314424455165863,0.1518019139766693
$,0.24858909845352173,0.12162275612354279,0.20095515251159668,0.03734852001070976,0.390974223613739,0.12257079035043716,0.22711659967899323,0.1354302614927292,0.2786129117012024
2.84,-0.09585973620414734,-0.027353370562195778,0.0037997467443346977,0.009167667478322983,-0.026884105056524277,-0.14441202580928802,-0.09020315855741501,-0.010472171008586884,-0.1247885674238205
billion,0.262668639421463,0.0968649685382843,0.2729327380657196,0.05775096267461777,0.4277772605419159,0.13190323114395142,0.18087230622768402,0.1964888572692871,0.25791820883750916
'',0.08143015950918198,-0.004023602232336998,-0.06093733385205269,-0.04859459400177002,0.05292953923344612,0.08347149938344955,-0.04479556903243065,-0.08265174180269241,0.018684765323996544
in,0.30808621644973755,0.214483380317688,0.267821341753006,-0.037580832839012146,0.19176560640335083,0.2099098116159439,0.4322226941585541,0.23621977865695953,0.20430970191955566
2012,0.2266836017370224,0.21990051865577698,0.37762483954429626,-0.022972648963332176,0.19641894102096558,0.253828227519989,0.22560004889965057,0.2628988027572632,0.18042556941509247
.,0.3567904531955719,0.3022993505001068,0.2979343831539154,-0.003708066651597619,0.24897611141204834,0.21881133317947388,0.4726039469242096,0.24234211444854736,0.4130953550338745
