,how,many,warriors,did,toghrul,provide,temüjin,when,his,wife,was,captured,?
",",0.22659391164779663,0.40610817074775696,0.22148914635181427,0.3015086054801941,0.38870057463645935,0.20966707170009613,0.3484273850917816,0.36674630641937256,0.3378419280052185,0.27755871415138245,0.45456063747406006,0.27242976427078247,0.31091248989105225
toghrul,0.23643364012241364,0.26665425300598145,0.18616759777069092,0.1954176276922226,0.9999998807907104,0.3046012222766876,0.3945753872394562,0.17944321036338806,0.22943545877933502,0.1864813268184662,0.2445739507675171,0.19381621479988098,0.24630779027938843
offered,0.17280827462673187,0.23884113132953644,0.15055981278419495,0.40334975719451904,0.21576635539531708,0.36959734559059143,0.2706757187843323,0.19306465983390808,0.32670682668685913,0.2352425903081894,0.39858749508857727,0.2807527780532837,0.22244536876678467
his,0.24614305794239044,0.3188176155090332,0.22102154791355133,0.3546801507472992,0.22943545877933502,0.19246289134025574,0.4682264029979706,0.37120407819747925,0.9999998807907104,0.4532906115055084,0.4405253231525421,0.26828089356422424,0.18075084686279297
vassal,0.1044512540102005,0.10591818392276764,0.2916206419467926,0.17756983637809753,0.28821858763694763,0.14983902871608734,0.4159225523471832,0.1971277892589569,0.25986751914024353,0.32327160239219666,0.19045355916023254,0.2807701528072357,0.11192825436592102
"20,000",0.13387233018875122,0.24122677743434906,0.11438193172216415,0.17574962973594666,0.30169588327407837,0.14082366228103638,0.2968028485774994,0.2059006243944168,0.28664761781692505,0.2583059072494507,0.26903846859931946,0.12566721439361572,0.10352851450443268
of,0.2480744868516922,0.37253960967063904,0.1841460019350052,0.2513895630836487,0.32596123218536377,0.27198103070259094,0.378805011510849,0.3757161796092987,0.38364991545677185,0.2074100226163864,0.4069072902202606,0.2722737491130829,0.1826142966747284
his,0.24614305794239044,0.3188176155090332,0.22102154791355133,0.3546801507472992,0.22943545877933502,0.19246289134025574,0.4682264029979706,0.37120407819747925,0.9999998807907104,0.4532906115055084,0.4405253231525421,0.26828089356422424,0.18075084686279297
keraite,0.24492189288139343,0.3925565183162689,0.2854146957397461,0.24986934661865234,0.45995989441871643,0.15992774069309235,0.45074760913848877,0.19722980260849,0.21356803178787231,0.20424625277519226,0.27104637026786804,0.2729169726371765,0.23286446928977966
warriors,0.1664767563343048,0.18029627203941345,1.0,0.19582636654376984,0.18616759777069092,0.0883103534579277,0.31508776545524597,0.12988217175006866,0.22102154791355133,0.1761997789144516,0.1770721971988678,0.24185143411159515,0.10605888813734055
and,0.33647966384887695,0.5296266674995422,0.1800636202096939,0.34479495882987976,0.3432293236255646,0.32960009574890137,0.3789469599723816,0.4716290831565857,0.4234102666378021,0.284628689289093,0.3740963041782379,0.23562167584896088,0.20544172823429108
suggested,0.29802417755126953,0.243696928024292,0.12515711784362793,0.36875683069229126,0.15857574343681335,0.2890123724937439,0.25567373633384705,0.3064453899860382,0.2326570600271225,0.19489580392837524,0.30712512135505676,0.20166057348251343,0.2549840807914734
that,0.557814359664917,0.5391656160354614,0.14761973917484283,0.47518548369407654,0.2570771872997284,0.367409884929657,0.4035418629646301,0.5860282182693481,0.3173833191394806,0.17771610617637634,0.33670201897621155,0.200810045003891,0.32716336846351624
he,0.2594625651836395,0.3483840227127075,0.2082919180393219,0.3292143940925598,0.2693522870540619,0.13859766721725464,0.44463157653808594,0.39115971326828003,0.7171558737754822,0.3971930146217346,0.5410010814666748,0.24964439868927002,0.2089974731206894
also,0.43506327271461487,0.6258217096328735,0.22774700820446014,0.39334940910339355,0.3532174527645111,0.33391767740249634,0.4113709032535553,0.5475645065307617,0.38173818588256836,0.22590762376785278,0.4032125174999237,0.19989833235740662,0.21848613023757935
involve,0.3313171863555908,0.28125667572021484,0.11191004514694214,0.20440374314785004,0.1469123661518097,0.32646408677101135,0.16491515934467316,0.2528470456600189,0.19324496388435364,0.09060760587453842,0.09609570354223251,0.09913523495197296,0.21596334874629974
his,0.24614305794239044,0.3188176155090332,0.22102154791355133,0.3546801507472992,0.22943545877933502,0.19246289134025574,0.4682264029979706,0.37120407819747925,0.9999998807907104,0.4532906115055084,0.4405253231525421,0.26828089356422424,0.18075084686279297
childhood,0.1847802847623825,0.21967864036560059,0.11701971292495728,0.17465099692344666,0.18710696697235107,0.10663056373596191,0.33414527773857117,0.262588232755661,0.4562116265296936,0.3504130244255066,0.23151083290576935,0.16163967549800873,0.11606396734714508
friend,0.19191421568393707,0.1720910668373108,0.24048471450805664,0.1877204179763794,0.19565261900424957,0.11704406142234802,0.2848464548587799,0.2814183533191681,0.4291400909423828,0.43247470259666443,0.28420519828796387,0.19619271159172058,0.12953594326972961
jamukha,0.1980680674314499,0.2832406461238861,0.2716522514820099,0.15834690630435944,0.5632452368736267,0.17820851504802704,0.48555630445480347,0.13443268835544586,0.2645959258079529,0.1996789276599884,0.25800472497940063,0.18434445559978485,0.20055611431598663
",",0.22659391164779663,0.40610817074775696,0.22148914635181427,0.3015086054801941,0.38870057463645935,0.20966707170009613,0.3484273850917816,0.36674630641937256,0.3378419280052185,0.27755871415138245,0.45456063747406006,0.27242976427078247,0.31091248989105225
who,0.4070430099964142,0.4149286150932312,0.3005003035068512,0.34038686752319336,0.21635739505290985,0.2286112904548645,0.416724294424057,0.48282691836357117,0.44966956973075867,0.3764849305152893,0.3318818509578705,0.26148858666419983,0.26220351457595825
had,0.2549138069152832,0.40130746364593506,0.2063860446214676,0.540525496006012,0.19209574162960052,0.248504638671875,0.4177429676055908,0.37526828050613403,0.4401516616344452,0.33636388182640076,0.5927209258079529,0.3093574345111847,0.20728366076946259
himself,0.21182166039943695,0.22192515432834625,0.17853929102420807,0.31494221091270447,0.15707510709762573,0.14572487771511078,0.34724941849708557,0.26880574226379395,0.5622478127479553,0.3516055643558502,0.34733298420906067,0.26137855648994446,0.10407622903585434
become,0.25223416090011597,0.3298918306827545,0.20647531747817993,0.2625269889831543,0.18283438682556152,0.22153116762638092,0.29243889451026917,0.4120000898838043,0.2702707052230835,0.21575772762298584,0.3147440552711487,0.15155309438705444,0.19511328637599945
khan,0.11783289164304733,0.15215526521205902,0.1797400265932083,0.155345618724823,0.4207839071750641,0.15340358018875122,0.5100751519203186,0.16355718672275543,0.26570460200309753,0.19329942762851715,0.23483267426490784,0.1910068541765213,0.12862591445446014
(,0.1676948219537735,0.1455259770154953,0.13913321495056152,0.18979617953300476,0.33029231429100037,0.16570471227169037,0.2132648229598999,0.2459595799446106,0.16098198294639587,0.15391512215137482,0.2980341613292694,0.17535492777824402,0.40561532974243164
ruler,0.17626507580280304,0.14860643446445465,0.23773568868637085,0.19686377048492432,0.3811146020889282,0.03685276210308075,0.4753109812736511,0.2101009041070938,0.22902530431747437,0.3129121959209442,0.24177265167236328,0.2898293733596802,0.14533701539039612
),0.17939934134483337,0.16602720320224762,0.14954902231693268,0.18584993481636047,0.3450963497161865,0.1700008660554886,0.23526804149150848,0.2538422644138336,0.18606403470039368,0.16176708042621613,0.3267642855644226,0.18214084208011627,0.42300865054130554
of,0.2480744868516922,0.37253960967063904,0.1841460019350052,0.2513895630836487,0.32596123218536377,0.27198103070259094,0.378805011510849,0.3757161796092987,0.38364991545677185,0.2074100226163864,0.4069072902202606,0.2722737491130829,0.1826142966747284
his,0.24614305794239044,0.3188176155090332,0.22102154791355133,0.3546801507472992,0.22943545877933502,0.19246289134025574,0.4682264029979706,0.37120407819747925,0.9999998807907104,0.4532906115055084,0.4405253231525421,0.26828089356422424,0.18075084686279297
own,0.3035697042942047,0.36230841279029846,0.17374606430530548,0.34475913643836975,0.2550940215587616,0.26828810572624207,0.30216312408447266,0.3067531883716583,0.4417259395122528,0.20351316034793854,0.19632458686828613,0.21045154333114624,0.1937696635723114
tribe,0.13654430210590363,0.1556287556886673,0.380361407995224,0.13854432106018066,0.3389265537261963,0.05005567893385887,0.40159136056900024,0.14182987809181213,0.1629103273153305,0.13890691101551056,0.18090631067752838,0.29046738147735596,0.11037874221801758
",",0.22659391164779663,0.40610817074775696,0.22148914635181427,0.3015086054801941,0.38870057463645935,0.20966707170009613,0.3484273850917816,0.36674630641937256,0.3378419280052185,0.27755871415138245,0.45456063747406006,0.27242976427078247,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.25818830728530884,0.34736719727516174,0.3152857720851898,0.26373472809791565,0.43713900446891785,0.5091903209686279,0.4394008219242096,0.18555577099323273,0.48711544275283813,0.2944179177284241,0.22068053483963013
jadaran,0.19009846448898315,0.2552375793457031,0.25879135727882385,0.1498384326696396,0.48066291213035583,0.13069139420986176,0.43639126420021057,0.1580715775489807,0.24978196620941162,0.2944451868534088,0.24837589263916016,0.2518320083618164,0.20628993213176727
.,0.3287222981452942,0.3974229395389557,0.20200702548027039,0.35288307070732117,0.336329847574234,0.23842981457710266,0.31788840889930725,0.475719153881073,0.3119256794452667,0.24426577985286713,0.40146201848983765,0.28043997287750244,0.4130953550338745
