,what,was,the,name,of,the,first,building,built,on,campus,grounds,?
chicagoans,0.2299363613128662,0.24418142437934875,0.35022440552711487,0.1171102374792099,0.25066420435905457,0.35022440552711487,0.23276320099830627,0.31496262550354004,0.26034724712371826,0.26942288875579834,0.24586576223373413,0.27277055382728577,0.24607542157173157
like,0.4320242702960968,0.19745829701423645,0.32912567257881165,0.21316693723201752,0.3244853615760803,0.32912567257881165,0.2936616539955139,0.15654772520065308,0.22216619551181793,0.3318610191345215,0.10284365713596344,0.20979630947113037,0.3268813192844391
silas,0.07063298672437668,0.21535325050354004,0.19015543162822723,0.12257712334394455,0.18711596727371216,0.19015543162822723,0.22919054329395294,0.14381977915763855,0.21474866569042206,0.18293224275112152,0.14259067177772522,0.08476274460554123,0.07920616120100021
b.,-0.08520887047052383,0.025299180299043655,-0.008502916432917118,0.06722312420606613,-0.0008460881654173136,-0.008502916432917118,0.10653546452522278,0.009391676634550095,0.06640391796827316,-0.06772769242525101,0.02585100196301937,0.011092565953731537,-0.032647255808115005
cobb,0.20570765435695648,0.23393583297729492,0.20319372415542603,0.07976806908845901,0.18758952617645264,0.20319372415542603,0.17220285534858704,0.24380066990852356,0.23288916051387787,0.16023331880569458,0.22091950476169586,0.274464875459671,0.19696582853794098
who,0.40942975878715515,0.3318818509578705,0.3733934462070465,0.2027527540922165,0.2827862501144409,0.3733934462070465,0.39065709710121155,0.19264253973960876,0.2059558480978012,0.2340552806854248,0.18178072571754456,0.23315320909023285,0.26220351457595825
provided,0.2206064909696579,0.2404836267232895,0.304488867521286,0.14322355389595032,0.272808313369751,0.304488867521286,0.21587474644184113,0.14747503399848938,0.24838945269584656,0.24629086256027222,0.08813302963972092,0.2508469521999359,0.16893617808818817
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.3159640431404114,0.2950156033039093,0.5107308030128479,0.20087170600891113,0.2690851390361786,0.22068053483963013
funds,0.15644897520542145,0.24675096571445465,0.23871955275535583,0.09540227055549622,0.24558281898498535,0.23871955275535583,0.1637038141489029,0.29183927178382874,0.2333609014749527,0.16892899572849274,0.2047548145055771,0.3886883854866028,0.12731410562992096
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.3800288736820221,0.2644540071487427,0.19757427275180817,0.36199691891670227,0.1849018931388855,0.35909926891326904,0.264628142118454
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.3159640431404114,0.2950156033039093,0.5107308030128479,0.20087170600891113,0.2690851390361786,0.22068053483963013
campus,0.13670016825199127,0.271132230758667,0.20087170600891113,0.11855568736791611,0.22980211675167084,0.20087170600891113,0.14150583744049072,0.36256664991378784,0.3217719495296478,0.2515745162963867,1.0,0.3106050193309784,0.06952692568302155
',0.3245812654495239,0.33675912022590637,0.474788099527359,0.3737941086292267,0.39136970043182373,0.474788099527359,0.2962508797645569,0.17899282276630402,0.19498005509376526,0.30823177099227905,0.19793058931827545,0.23697982728481293,0.330942302942276
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,0.3163818418979645,0.3536086082458496,0.49448907375335693,1.0,0.16419914364814758,0.28534698486328125,0.3120559751987457,0.14150583744049072,0.17839853465557098,0.18701928853988647
building,0.23529528081417084,0.237406387925148,0.3159640431404114,0.13405893743038177,0.26200541853904724,0.3159640431404114,0.16419914364814758,0.9999998807907104,0.5628743767738342,0.24277396500110626,0.36256664991378784,0.3301283121109009,0.13549931347370148
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.2374238669872284,0.22658206522464752,0.49057599902153015,0.2639807164669037,0.27744942903518677,0.31091248989105225
cobb,0.20570765435695648,0.23393583297729492,0.20319372415542603,0.07976806908845901,0.18758952617645264,0.20319372415542603,0.17220285534858704,0.24380066990852356,0.23288916051387787,0.16023331880569458,0.22091950476169586,0.274464875459671,0.19696582853794098
lecture,0.1978757530450821,0.18899361789226532,0.19409587979316711,0.07365433126688004,0.1829679012298584,0.19409587979316711,0.21155065298080444,0.14768734574317932,0.13413627445697784,0.19990578293800354,0.29100584983825684,0.12831978499889374,0.10821584612131119
hall,0.10849796235561371,0.2961261570453644,0.28526565432548523,0.16510774195194244,0.23551815748214722,0.28526565432548523,0.20953607559204102,0.39172402024269104,0.2913576662540436,0.1725565642118454,0.33006054162979126,0.23666442930698395,0.13520537316799164
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.2374238669872284,0.22658206522464752,0.49057599902153015,0.2639807164669037,0.27744942903518677,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.3167642652988434,0.2593274712562561,0.2814858853816986,0.4077630043029785,0.23815947771072388,0.2507256865501404,0.20544172823429108
matched,0.23656456172466278,0.2093372941017151,0.21387112140655518,0.1662197858095169,0.1840711385011673,0.21387112140655518,0.23696006834506989,0.18261052668094635,0.17623469233512878,0.20152413845062256,0.06528639048337936,0.23339806497097015,0.17168055474758148
marshall,0.17371580004692078,0.2693496644496918,0.22928133606910706,0.1424565613269806,0.20384931564331055,0.22928133606910706,0.24818076193332672,0.1323285698890686,0.15889158844947815,0.15066194534301758,0.15235736966133118,0.12026984989643097,0.18167579174041748
field,0.1825202852487564,0.15975919365882874,0.2105809599161148,0.15073443949222565,0.20410659909248352,0.2105809599161148,0.15457358956336975,0.15889878571033478,0.13640838861465454,0.192391499876976,0.1980869323015213,0.25718483328819275,0.11279727518558502
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,-0.014458609744906425,0.004743766970932484,0.09241583198308945,0.0026888418942689896,0.050174564123153687,-0.006321149878203869,-0.023395681753754616
pledge,0.2614670693874359,0.1939704269170761,0.2515122890472412,0.08841928094625473,0.25320112705230713,0.2515122890472412,0.19520673155784607,0.12301753461360931,0.09932936728000641,0.1740296185016632,0.13842083513736725,0.19495204091072083,0.2126382738351822
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.3536086082458496,0.26200541853904724,0.23442776501178741,0.3966929316520691,0.22980211675167084,0.26888811588287354,0.1826142966747284
$,0.24858909845352173,0.23838669061660767,0.23367542028427124,0.1484033316373825,0.11268499493598938,0.23367542028427124,0.22852157056331635,0.16691097617149353,0.1158498153090477,0.16966626048088074,0.18370594084262848,0.07662462443113327,0.2786129117012024
"100,000",0.05318872258067131,0.07360007613897324,0.12082944065332413,0.06785103678703308,0.15585832297801971,0.12082944065332413,0.10390777140855789,0.059798091650009155,-0.040816813707351685,0.03080799989402294,0.00046661088708788157,-0.024082385003566742,0.035472359508275986
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.4345304071903229,0.275610089302063,0.2374027520418167,0.49257001280784607,0.20437243580818176,0.2501523792743683,0.4130953550338745
