,what,tribes,were,the,romans,fearful,would,invade,from,the,north,?
spanning,0.15005424618721008,0.10342458635568619,0.1507236361503601,0.34085822105407715,0.16822290420532227,0.0822080448269844,0.17576943337917328,0.09304942190647125,0.22054995596408844,0.34085822105407715,0.2330341339111328,0.12299097329378128
the,0.42745697498321533,0.26830655336380005,0.3906462490558624,1.0,0.2908686399459839,0.221258282661438,0.4133751392364502,0.3208954632282257,0.40150508284568787,1.0,0.36298373341560364,0.22068053483963013
width,0.24684514105319977,0.11896172165870667,0.1709757298231125,0.23279894888401031,0.11715662479400635,0.11061249673366547,0.1690286546945572,0.11605823040008545,0.1526687890291214,0.23279894888401031,0.14597617089748383,0.17590105533599854
of,0.33290785551071167,0.21502000093460083,0.34038281440734863,0.733189046382904,0.2405557483434677,0.2266579270362854,0.3353942930698395,0.26843005418777466,0.4249346852302551,0.733189046382904,0.3604778051376343,0.1826142966747284
britain,0.24206450581550598,0.264265775680542,0.2944076955318451,0.29784059524536133,0.3749997615814209,0.23353461921215057,0.2610148787498474,0.29429465532302856,0.22005745768547058,0.29784059524536133,0.2739139497280121,0.1268460750579834
;,0.10986888408660889,0.09949321299791336,0.14040996134281158,0.09152708947658539,0.0474231131374836,0.06392154097557068,0.06441773474216461,0.06121957674622536,0.07524215430021286,0.09152708947658539,0.10713676363229752,0.10349778085947037
the,0.42745697498321533,0.26830655336380005,0.3906462490558624,1.0,0.2908686399459839,0.221258282661438,0.4133751392364502,0.3208954632282257,0.40150508284568787,1.0,0.36298373341560364,0.22068053483963013
wall,0.164457768201828,0.11775360256433487,0.17470213770866394,0.3003387749195099,0.24808479845523834,0.17803630232810974,0.19978411495685577,0.2110060304403305,0.22894826531410217,0.3003387749195099,0.23734554648399353,0.06349854171276093
incorporated,0.16587792336940765,0.14191710948944092,0.1998240351676941,0.28890469670295715,0.1571495085954666,0.08855133503675461,0.17115169763565063,0.13603614270687103,0.19193078577518463,0.28890469670295715,0.1759001910686493,0.13423967361450195
the,0.42745697498321533,0.26830655336380005,0.3906462490558624,1.0,0.2908686399459839,0.221258282661438,0.4133751392364502,0.3208954632282257,0.40150508284568787,1.0,0.36298373341560364,0.22068053483963013
vallum,0.20304067432880402,0.19359663128852844,0.16273151338100433,0.2707892656326294,0.2875247001647949,0.2304503321647644,0.11193394660949707,0.1612124741077423,0.2122696042060852,0.2707892656326294,0.24167828261852264,0.19648809731006622
",",0.3087472915649414,0.19590550661087036,0.36755475401878357,0.4933079481124878,0.2246275097131729,0.26790234446525574,0.32586824893951416,0.2533637285232544,0.39760664105415344,0.4933079481124878,0.31834840774536133,0.31091248989105225
a,0.3320399522781372,0.16990388929843903,0.17203083634376526,0.5829201340675354,0.20774832367897034,0.23330192267894745,0.398599237203598,0.13509215414524078,0.322764128446579,0.5829201340675354,0.25008413195610046,0.23916715383529663
large,0.2017821967601776,0.17688535153865814,0.3147265911102295,0.3828733265399933,0.23440080881118774,0.24629364907741547,0.27663370966911316,0.2451677918434143,0.24790740013122559,0.3828733265399933,0.2836901545524597,0.1355665624141693
rearward,0.226130872964859,0.2650096118450165,0.2595577538013458,0.3371603190898895,0.17787829041481018,0.3660092353820801,0.2153594195842743,0.23709186911582947,0.25897684693336487,0.3371603190898895,0.3257870674133301,0.22062644362449646
ditch,0.19321948289871216,0.21838705241680145,0.25397855043411255,0.17812219262123108,0.25378555059432983,0.16651411354541779,0.17390568554401398,0.23582062125205994,0.13765138387680054,0.17812219262123108,0.22762353718280792,0.11988049745559692
with,0.2464839518070221,0.23166392743587494,0.3179011940956116,0.4223487675189972,0.18598870933055878,0.3318158686161041,0.38372042775154114,0.16281482577323914,0.26272761821746826,0.4223487675189972,0.185934916138649,0.2433311939239502
parallel,0.23414644598960876,0.18260718882083893,0.16512946784496307,0.26065152883529663,0.12568172812461853,0.1053977757692337,0.2310800403356552,0.23955745995044708,0.20489968359470367,0.26065152883529663,0.2505987584590912,0.13566309213638306
mounds,0.11695995926856995,0.26539942622184753,0.2657005488872528,0.29671403765678406,0.30036965012550354,0.20811983942985535,0.20575687289237976,0.24251966178417206,0.24458535015583038,0.29671403765678406,0.25441813468933105,0.13199403882026672
",",0.3087472915649414,0.19590550661087036,0.36755475401878357,0.4933079481124878,0.2246275097131729,0.26790234446525574,0.32586824893951416,0.2533637285232544,0.39760664105415344,0.4933079481124878,0.31834840774536133,0.31091248989105225
and,0.31309178471565247,0.2041163444519043,0.42175528407096863,0.5171257257461548,0.2658332884311676,0.313737690448761,0.34921059012413025,0.24300289154052734,0.3601827025413513,0.5171257257461548,0.2776443064212799,0.20544172823429108
was,0.22111038863658905,0.16813719272613525,0.590133786201477,0.48711544275283813,0.26076552271842957,0.2291972041130066,0.41663143038749695,0.20349261164665222,0.31171464920043945,0.48711544275283813,0.29020047187805176,0.18412111699581146
constructed,0.18810124695301056,0.1689344048500061,0.24972617626190186,0.29105475544929504,0.25404995679855347,0.08596087992191315,0.2447519749403,0.24457530677318573,0.16983848810195923,0.29105475544929504,0.26423805952072144,0.12459525465965271
primarily,0.23722688853740692,0.1203407570719719,0.17725645005702972,0.34785038232803345,0.19095835089683533,0.14877870678901672,0.16805994510650635,0.1383332759141922,0.2084539234638214,0.34785038232803345,0.17136016488075256,0.06029784679412842
for,0.3017193675041199,0.08061277121305466,0.33592689037323,0.4739971458911896,0.18362435698509216,0.2287493497133255,0.39877474308013916,0.11478838324546814,0.314039945602417,0.4739971458911896,0.17560088634490967,0.264628142118454
defence,0.1647643744945526,0.16845206916332245,0.1807243973016739,0.2438012957572937,0.16872163116931915,0.15568116307258606,0.1741771697998047,0.27716413140296936,0.13121210038661957,0.2438012957572937,0.22241590917110443,0.13179711997509003
",",0.3087472915649414,0.19590550661087036,0.36755475401878357,0.4933079481124878,0.2246275097131729,0.26790234446525574,0.32586824893951416,0.2533637285232544,0.39760664105415344,0.4933079481124878,0.31834840774536133,0.31091248989105225
to,0.455847829580307,0.23350952565670013,0.31913647055625916,0.535392165184021,0.290703147649765,0.2710852324962616,0.5965728163719177,0.3294607102870941,0.4069952368736267,0.535392165184021,0.2743184268474579,0.29463258385658264
prevent,0.2723881006240845,0.16284428536891937,0.20688089728355408,0.2841009497642517,0.18631218373775482,0.30905935168266296,0.32372844219207764,0.264620840549469,0.3330691456794739,0.2841009497642517,0.11667249351739883,0.2547389566898346
unwanted,0.3516312837600708,0.1958833932876587,0.2601207494735718,0.23761673271656036,0.13223899900913239,0.3319891095161438,0.35495510697364807,0.21571387350559235,0.22278548777103424,0.23761673271656036,0.05403900519013405,0.23500210046768188
immigration,0.2417418658733368,0.2962299883365631,0.22929291427135468,0.29821497201919556,0.18454115092754364,0.13528113067150116,0.25720587372779846,0.2675938606262207,0.23227126896381378,0.29821497201919556,0.2637656331062317,0.15674735605716705
and,0.31309178471565247,0.2041163444519043,0.42175528407096863,0.5171257257461548,0.2658332884311676,0.313737690448761,0.34921059012413025,0.24300289154052734,0.3601827025413513,0.5171257257461548,0.2776443064212799,0.20544172823429108
the,0.42745697498321533,0.26830655336380005,0.3906462490558624,1.0,0.2908686399459839,0.221258282661438,0.4133751392364502,0.3208954632282257,0.40150508284568787,1.0,0.36298373341560364,0.22068053483963013
incursion,0.31222862005233765,0.287402868270874,0.2375890463590622,0.3466064929962158,0.2837364673614502,0.1343851238489151,0.28440627455711365,0.37081581354141235,0.21606455743312836,0.3466064929962158,0.2784597873687744,0.184428408741951
of,0.33290785551071167,0.21502000093460083,0.34038281440734863,0.733189046382904,0.2405557483434677,0.2266579270362854,0.3353942930698395,0.26843005418777466,0.4249346852302551,0.733189046382904,0.3604778051376343,0.1826142966747284
pictish,0.2498173862695694,0.30879124999046326,0.3257334530353546,0.3313131630420685,0.38204440474510193,0.32539960741996765,0.20552292466163635,0.17298389971256256,0.2347133904695511,0.3313131630420685,0.25660696625709534,0.13624964654445648
tribes,0.1860227882862091,0.9999999403953552,0.31078824400901794,0.26830655336380005,0.387693852186203,0.21032699942588806,0.2491873800754547,0.31051555275917053,0.12463679164648056,0.26830655336380005,0.237324520945549,0.08824794739484787
from,0.2737620174884796,0.12463679164648056,0.29991888999938965,0.40150508284568787,0.19691167771816254,0.10354331135749817,0.26231399178504944,0.23940062522888184,1.0,0.40150508284568787,0.3180590271949768,0.19969791173934937
the,0.42745697498321533,0.26830655336380005,0.3906462490558624,1.0,0.2908686399459839,0.221258282661438,0.4133751392364502,0.3208954632282257,0.40150508284568787,1.0,0.36298373341560364,0.22068053483963013
north,0.18673177063465118,0.237324520945549,0.22497540712356567,0.36298373341560364,0.18850718438625336,0.16574788093566895,0.1797465831041336,0.3144087791442871,0.3180590271949768,0.36298373341560364,1.0,0.11829731613397598
",",0.3087472915649414,0.19590550661087036,0.36755475401878357,0.4933079481124878,0.2246275097131729,0.26790234446525574,0.32586824893951416,0.2533637285232544,0.39760664105415344,0.4933079481124878,0.31834840774536133,0.31091248989105225
not,0.5449194312095642,0.17720280587673187,0.33318549394607544,0.4310511648654938,0.2143714427947998,0.2839534878730774,0.5854519605636597,0.23852390050888062,0.2567668557167053,0.4310511648654938,0.17446625232696533,0.41942933201789856
as,0.31749409437179565,0.17019224166870117,0.3025437891483307,0.48381632566452026,0.17242193222045898,0.24028627574443817,0.3824005722999573,0.18133820593357086,0.3251767158508301,0.48381632566452026,0.22670356929302216,0.27043893933296204
a,0.3320399522781372,0.16990388929843903,0.17203083634376526,0.5829201340675354,0.20774832367897034,0.23330192267894745,0.398599237203598,0.13509215414524078,0.322764128446579,0.5829201340675354,0.25008413195610046,0.23916715383529663
fighting,0.24901722371578217,0.2675055265426636,0.2624485194683075,0.29008734226226807,0.19252465665340424,0.2628035843372345,0.20554254949092865,0.3813571631908417,0.20833750069141388,0.29008734226226807,0.2719215154647827,0.15496447682380676
line,0.2245367169380188,0.05284705385565758,0.16909393668174744,0.29789501428604126,0.10068788379430771,0.06748712807893753,0.24663715064525604,0.19357053935527802,0.2599041163921356,0.29789501428604126,0.2257760912179947,0.16271452605724335
for,0.3017193675041199,0.08061277121305466,0.33592689037323,0.4739971458911896,0.18362435698509216,0.2287493497133255,0.39877474308013916,0.11478838324546814,0.314039945602417,0.4739971458911896,0.17560088634490967,0.264628142118454
a,0.3320399522781372,0.16990388929843903,0.17203083634376526,0.5829201340675354,0.20774832367897034,0.23330192267894745,0.398599237203598,0.13509215414524078,0.322764128446579,0.5829201340675354,0.25008413195610046,0.23916715383529663
major,0.21026742458343506,0.15001904964447021,0.17227254807949066,0.31775903701782227,0.1548447459936142,0.13059425354003906,0.16133932769298553,0.13416214287281036,0.1417090892791748,0.31775903701782227,0.20476683974266052,0.19788557291030884
invasion,0.22275975346565247,0.3108347952365875,0.2544984817504883,0.32296645641326904,0.28815963864326477,0.172851100564003,0.21511690318584442,0.7229228615760803,0.2551499009132385,0.32296645641326904,0.297269344329834,0.18923960626125336
.,0.3567904531955719,0.10744687169790268,0.3378238379955292,0.5934505462646484,0.23923294246196747,0.20064474642276764,0.35067233443260193,0.2768091857433319,0.41536515951156616,0.5934505462646484,0.3171539604663849,0.4130953550338745
