,what,doctor,who,actress,was,nominated,for,an,award,in,2016,?
for,0.3017193675041199,0.1556548923254013,0.37110671401023865,0.20116308331489563,0.3863949179649353,0.4048205018043518,0.9999999403953552,0.3236706852912903,0.33284175395965576,0.4322226941585541,0.054391246289014816,0.264628142118454
a,0.3320399522781372,0.22883038222789764,0.36608949303627014,0.19769038259983063,0.4508470594882965,0.21855126321315765,0.44038116931915283,0.44552403688430786,0.20049746334552765,0.539380669593811,0.010574642568826675,0.23916715383529663
bafta,0.20731009542942047,0.18071195483207703,0.2036275565624237,0.44729605317115784,0.1841372549533844,0.5395811796188354,0.3220202922821045,0.1300329715013504,0.659731388092041,0.2059222161769867,-0.07982078194618225,0.19733621180057526
television,0.19838058948516846,0.31410008668899536,0.2515988349914551,0.49312376976013184,0.2516675293445587,0.24035117030143738,0.27045196294784546,0.22427234053611755,0.34563982486724854,0.2689782977104187,-0.11799263209104538,0.16825827956199646
award,0.15951679646968842,0.14153583347797394,0.20553933084011078,0.3474014401435852,0.26998642086982727,0.5525957345962524,0.33284175395965576,0.13912445306777954,1.0,0.23376452922821045,0.015608738176524639,0.18240714073181152
for,0.3017193675041199,0.1556548923254013,0.37110671401023865,0.20116308331489563,0.3863949179649353,0.4048205018043518,0.9999999403953552,0.3236706852912903,0.33284175395965576,0.4322226941585541,0.054391246289014816,0.264628142118454
best,0.3036847710609436,0.1909310668706894,0.266329824924469,0.3775967061519623,0.2817839980125427,0.44066834449768066,0.45128104090690613,0.22843749821186066,0.5186157822608948,0.2813531160354614,-0.06635919958353043,0.2799045741558075
actor,0.1445341259241104,0.24602581560611725,0.24853737652301788,0.6358423829078674,0.24370993673801422,0.32267436385154724,0.2464170902967453,0.1691036969423294,0.30538707971572876,0.1778985857963562,-0.2618999481201172,0.16922013461589813
and,0.31309178471565247,0.21673844754695892,0.41279885172843933,0.21803441643714905,0.3740963041782379,0.2143762856721878,0.5064792633056641,0.2838519215583801,0.2334289401769638,0.4954058527946472,-0.004591997247189283,0.20544172823429108
in,0.30808621644973755,0.25567495822906494,0.2792111933231354,0.22754959762096405,0.45514053106307983,0.17825894057750702,0.4322226941585541,0.2605783939361572,0.23376452922821045,1.0,0.05308714509010315,0.20430970191955566
2016,0.10915659368038177,-0.055056627839803696,0.040347352623939514,-0.1834065020084381,-0.009529631584882736,-0.1394999921321869,0.054391246289014816,-0.015175946988165379,0.015608738176524639,0.05308714509010315,0.9999999403953552,-0.12147852033376694
",",0.3087472915649414,0.20407600700855255,0.3365725874900818,0.29510700702667236,0.45456063747406006,0.2839058041572571,0.4464869201183319,0.3581022024154663,0.25078102946281433,0.5201468467712402,-0.10076791793107986,0.31091248989105225
michelle,0.173698291182518,0.17891113460063934,0.25343289971351624,0.4402444660663605,0.21756359934806824,0.18429246544837952,0.11818166822195053,0.13275673985481262,0.21807518601417542,0.20079605281352997,-0.06499423831701279,0.1274711787700653
gomez,0.13255628943443298,0.18746910989284515,0.22384145855903625,0.30692046880722046,0.20878522098064423,0.18035057187080383,0.18917463719844818,0.12536491453647614,0.22880928218364716,0.17257879674434662,-0.08290231972932816,0.15177766978740692
became,0.1434093862771988,0.11620187759399414,0.2624726891517639,0.14474892616271973,0.6575068235397339,0.1533169448375702,0.3017078936100006,0.19704453647136688,0.2082284688949585,0.31047213077545166,0.02796795964241028,0.11374033987522125
the,0.42745697498321533,0.2820442318916321,0.3733934462070465,0.16107499599456787,0.48711544275283813,0.22135822474956512,0.4739971458911896,0.4207492768764496,0.24073810875415802,0.6662389636039734,0.11571308970451355,0.22068053483963013
first,0.28086137771606445,0.27244147658348083,0.39065709710121155,0.19586046040058136,0.5022147297859192,0.22881580889225006,0.3800288736820221,0.29757723212242126,0.2244419902563095,0.4127444326877594,0.03759026899933815,0.18701928853988647
female,0.14235767722129822,0.16167813539505005,0.3403880000114441,0.2522270679473877,0.17758683860301971,0.22658178210258484,0.23349101841449738,0.09478019922971725,0.19213013350963593,0.1986217200756073,0.01967080496251583,0.17839525640010834
to,0.455847829580307,0.22950075566768646,0.42656609416007996,0.10752200335264206,0.3636345863342285,0.20610158145427704,0.4451248347759247,0.3138085603713989,0.14828933775424957,0.45010748505592346,0.1695822924375534,0.29463258385658264
receive,0.20392422378063202,0.21992804110050201,0.29829421639442444,0.1303398609161377,0.210550457239151,0.23880408704280853,0.31519460678100586,0.16254110634326935,0.3525088131427765,0.19334688782691956,0.1231885552406311,0.1652119904756546
a,0.3320399522781372,0.22883038222789764,0.36608949303627014,0.19769038259983063,0.4508470594882965,0.21855126321315765,0.44038116931915283,0.44552403688430786,0.20049746334552765,0.539380669593811,0.010574642568826675,0.23916715383529663
bafta,0.20731009542942047,0.18071195483207703,0.2036275565624237,0.44729605317115784,0.1841372549533844,0.5395811796188354,0.3220202922821045,0.1300329715013504,0.659731388092041,0.2059222161769867,-0.07982078194618225,0.19733621180057526
nomination,0.25682130455970764,0.09745554625988007,0.2146845906972885,0.2459505796432495,0.2213200479745865,0.7770196795463562,0.3717750012874603,0.17901171743869781,0.4920116364955902,0.1623278558254242,-0.08557786047458649,0.326166570186615
for,0.3017193675041199,0.1556548923254013,0.37110671401023865,0.20116308331489563,0.3863949179649353,0.4048205018043518,0.9999999403953552,0.3236706852912903,0.33284175395965576,0.4322226941585541,0.054391246289014816,0.264628142118454
the,0.42745697498321533,0.2820442318916321,0.3733934462070465,0.16107499599456787,0.48711544275283813,0.22135822474956512,0.4739971458911896,0.4207492768764496,0.24073810875415802,0.6662389636039734,0.11571308970451355,0.22068053483963013
series,0.17328087985515594,0.2712797522544861,0.21484537422657013,0.27831682562828064,0.2261398285627365,0.21767517924308777,0.2715710699558258,0.16255386173725128,0.3122923970222473,0.2914260923862457,-0.11325990408658981,0.1709602326154709
",",0.3087472915649414,0.20407600700855255,0.3365725874900818,0.29510700702667236,0.45456063747406006,0.2839058041572571,0.4464869201183319,0.3581022024154663,0.25078102946281433,0.5201468467712402,-0.10076791793107986,0.31091248989105225
getting,0.3483720123767853,0.2192469835281372,0.3006364703178406,0.13402311503887177,0.2391812801361084,0.16671086847782135,0.34310558438301086,0.19769777357578278,0.13998964428901672,0.2387998104095459,-0.017062503844499588,0.28468504548072815
a,0.3320399522781372,0.22883038222789764,0.36608949303627014,0.19769038259983063,0.4508470594882965,0.21855126321315765,0.44038116931915283,0.44552403688430786,0.20049746334552765,0.539380669593811,0.010574642568826675,0.23916715383529663
best,0.3036847710609436,0.1909310668706894,0.266329824924469,0.3775967061519623,0.2817839980125427,0.44066834449768066,0.45128104090690613,0.22843749821186066,0.5186157822608948,0.2813531160354614,-0.06635919958353043,0.2799045741558075
supporting,0.20305950939655304,0.1251794397830963,0.25180909037590027,0.38007351756095886,0.21408072113990784,0.46403637528419495,0.46186432242393494,0.2558146119117737,0.4611679017543793,0.22630879282951355,-0.07163716852664948,0.2258012592792511
actress,0.17165528237819672,0.23929369449615479,0.19982321560382843,1.0,0.24704307317733765,0.3180733025074005,0.20116308331489563,0.19023048877716064,0.3474014401435852,0.22754959762096405,-0.1834065020084381,0.17259088158607483
nomination,0.25682130455970764,0.09745554625988007,0.2146845906972885,0.2459505796432495,0.2213200479745865,0.7770196795463562,0.3717750012874603,0.17901171743869781,0.4920116364955902,0.1623278558254242,-0.08557786047458649,0.326166570186615
for,0.3017193675041199,0.1556548923254013,0.37110671401023865,0.20116308331489563,0.3863949179649353,0.4048205018043518,0.9999999403953552,0.3236706852912903,0.33284175395965576,0.4322226941585541,0.054391246289014816,0.264628142118454
her,0.2733216881752014,0.34635496139526367,0.3824957311153412,0.427217572927475,0.34084662795066833,0.2325688749551773,0.2635703980922699,0.2018202245235443,0.23986738920211792,0.30892789363861084,0.05535673350095749,0.20310723781585693
work,0.3762225806713104,0.19520097970962524,0.3146236836910248,0.12583857774734497,0.24745555222034454,0.24910995364189148,0.4087657630443573,0.22936125099658966,0.25767722725868225,0.2753349542617798,-0.033437423408031464,0.2621155381202698
as,0.31749409437179565,0.17422905564308167,0.3923053741455078,0.20078179240226746,0.3677520453929901,0.2902778089046478,0.44774648547172546,0.37218472361564636,0.18954238295555115,0.3887844979763031,0.04721202328801155,0.27043893933296204
missy,0.15755629539489746,0.229420006275177,0.23415552079677582,0.32476505637168884,0.17239104211330414,0.21229426562786102,0.1162252426147461,0.13108541071414948,0.24420855939388275,0.2019672989845276,-0.07108587771654129,0.26975369453430176
.,0.3567904531955719,0.22361043095588684,0.3541337847709656,0.19474907219409943,0.40146201848983765,0.253734290599823,0.4726039469242096,0.3581749200820923,0.21118880808353424,0.5591574311256409,-0.0580042228102684,0.4130953550338745
