,what,injury,did,thomas,davis,suffer,from,repeatedly,",",for,a,total,of,three,times,",",during,his,career,?
had,0.23849567770957947,0.2027079463005066,0.540525496006012,0.21442335844039917,0.263392835855484,0.40337520837783813,0.3075238764286041,0.31988251209259033,0.35487717390060425,0.3270139992237091,0.34897568821907043,0.24812166392803192,0.37755560874938965,0.33429715037345886,0.31343862414360046,0.35487717390060425,0.39748913049697876,0.4401516616344452,0.2950170934200287,0.20728366076946259
already,0.4530037045478821,0.08656530827283859,0.3281528055667877,0.2052728533744812,0.20857298374176025,0.1754627823829651,0.2462182343006134,0.3649756610393524,0.3188292980194092,0.3876344561576843,0.33469632267951965,0.18193291127681732,0.27917540073394775,0.2735845148563385,0.3089485466480255,0.3188292980194092,0.23721566796302795,0.23369835317134857,0.1485358327627182,0.3477933406829834
overcome,0.20512010157108307,0.2465866506099701,0.22264860570430756,0.11337356269359589,0.21739228069782257,0.465216726064682,0.20159582793712616,0.34137484431266785,0.18838638067245483,0.27127036452293396,0.19731786847114563,0.13218334317207336,0.2338653802871704,0.17455467581748962,0.1685703843832016,0.18838638067245483,0.2061566710472107,0.26578575372695923,0.16620516777038574,0.17361730337142944
three,0.24888746440410614,0.1637510359287262,0.2043166607618332,0.11748330295085907,0.14830386638641357,0.17102359235286713,0.22603893280029297,0.23268842697143555,0.3347506821155548,0.3032672107219696,0.3025658130645752,0.33602631092071533,0.3844621181488037,1.0,0.3240858018398285,0.3347506821155548,0.28113842010498047,0.2982024848461151,0.15347863733768463,0.20928427577018738
acl,0.10634554177522659,0.39591705799102783,0.12015141546726227,0.1752455085515976,0.21683122217655182,0.19745030999183655,0.1667175441980362,0.14629577100276947,0.21163040399551392,0.15586617588996887,0.20035260915756226,0.14953593909740448,0.17586910724639893,0.13730300962924957,0.1019497662782669,0.21163040399551392,0.1946363002061844,0.13678334653377533,0.24808979034423828,0.14736860990524292
tears,0.2509855031967163,0.23476172983646393,0.200081467628479,0.1445273607969284,0.3043578565120697,0.2561853229999542,0.2464994639158249,0.19316290318965912,0.23859886825084686,0.21024757623672485,0.20078198611736298,0.09272123128175735,0.22679205238819122,0.10046712309122086,0.10642749071121216,0.23859886825084686,0.19124387204647064,0.26460814476013184,0.12286356836557388,0.15044362843036652
in,0.30808621644973755,0.25140535831451416,0.2593238651752472,0.21133768558502197,0.20000724494457245,0.20667266845703125,0.4274188280105591,0.12541645765304565,0.5201468467712402,0.4322226941585541,0.539380669593811,0.27667245268821716,0.5696388483047485,0.34828072786331177,0.2427823841571808,0.5201468467712402,0.4627237319946289,0.3598145842552185,0.2564375698566437,0.20430970191955566
his,0.26976513862609863,0.3168439567089081,0.3546801507472992,0.20028819143772125,0.2677081823348999,0.29770809412002563,0.3195365369319916,0.33516159653663635,0.3378419280052185,0.39312878251075745,0.3497250974178314,0.11309853941202164,0.38364991545677185,0.2982024848461151,0.24570761620998383,0.3378419280052185,0.36789870262145996,0.9999998807907104,0.46897244453430176,0.18075084686279297
career,0.0917418897151947,0.30102604627609253,0.2809877395629883,0.14576682448387146,0.2350463569164276,0.17323869466781616,0.1965610384941101,0.17411741614341736,0.217554971575737,0.3036307394504547,0.21774303913116455,0.17258967459201813,0.18121089041233063,0.15347863733768463,0.2101699709892273,0.217554971575737,0.3538593053817749,0.46897244453430176,0.9999999403953552,0.1300809234380722
",",0.3087472915649414,0.23598910868167877,0.3015086054801941,0.25079426169395447,0.31438660621643066,0.28302544355392456,0.39760664105415344,0.15116502344608307,1.0000001192092896,0.4464869201183319,0.427140474319458,0.25815486907958984,0.4946078956127167,0.3347506821155548,0.2897866368293762,1.0000001192092896,0.3225448727607727,0.3378419280052185,0.217554971575737,0.31091248989105225
went,0.20164033770561218,0.1892864853143692,0.4810470640659332,0.17632891237735748,0.21859696507453918,0.22123396396636963,0.25818467140197754,0.15549932420253754,0.29013195633888245,0.26803430914878845,0.24972176551818848,0.12062814086675644,0.2527906000614166,0.23012085258960724,0.22012054920196533,0.29013195633888245,0.30851107835769653,0.43009182810783386,0.28876993060112,0.12109432369470596
down,0.26226112246513367,0.1729174703359604,0.2029697746038437,0.05717531591653824,0.1249653697013855,0.17059291899204254,0.2386235147714615,0.27110424637794495,0.23362469673156738,0.22538931667804718,0.2387222796678543,0.14457584917545319,0.23279321193695068,0.24450480937957764,0.22300732135772705,0.23362469673156738,0.20389243960380554,0.21882498264312744,0.139237180352211,0.13836295902729034
with,0.2464839518070221,0.2522015869617462,0.25472134351730347,0.1763175129890442,0.2030765265226364,0.2605258822441101,0.26272761821746826,0.30857688188552856,0.4120737314224243,0.39140474796295166,0.3783375024795532,0.1768326759338379,0.41827285289764404,0.35964319109916687,0.3026435673236847,0.4120737314224243,0.28545209765434265,0.33836179971694946,0.2619263231754303,0.2433311939239502
a,0.3320399522781372,0.27168452739715576,0.2552328109741211,0.19268037378787994,0.19002141058444977,0.2534792721271515,0.322764128446579,0.2288050651550293,0.427140474319458,0.44038116931915283,1.0,0.20922091603279114,0.5052502155303955,0.3025658130645752,0.2745400369167328,0.427140474319458,0.30341604351997375,0.3497250974178314,0.21774303913116455,0.23916715383529663
broken,0.28858938813209534,0.2445795089006424,0.1885390281677246,0.11344966292381287,0.1776810586452484,0.2672940194606781,0.19109582901000977,0.2639751136302948,0.2498844563961029,0.1874348372220993,0.2553630769252777,0.09036075323820114,0.2097586691379547,0.2328377366065979,0.1494438648223877,0.2498844563961029,0.154008150100708,0.21857398748397827,0.06288866698741913,0.1915387511253357
arm,0.1625373512506485,0.2730591893196106,0.10419393330812454,0.09396518021821976,0.11847760528326035,0.1641581654548645,0.1684895008802414,0.1851934790611267,0.1692921221256256,0.11669106036424637,0.2200365960597992,0.15264633297920227,0.17655016481876373,0.13970991969108582,0.17018677294254303,0.1692921221256256,0.13704924285411835,0.17735014855861664,0.1786910891532898,0.12539196014404297
in,0.30808621644973755,0.25140535831451416,0.2593238651752472,0.21133768558502197,0.20000724494457245,0.20667266845703125,0.4274188280105591,0.12541645765304565,0.5201468467712402,0.4322226941585541,0.539380669593811,0.27667245268821716,0.5696388483047485,0.34828072786331177,0.2427823841571808,0.5201468467712402,0.4627237319946289,0.3598145842552185,0.2564375698566437,0.20430970191955566
the,0.42745697498321533,0.22097580134868622,0.34736719727516174,0.23505409061908722,0.25552070140838623,0.22818626463413239,0.40150508284568787,0.2483106106519699,0.4933079481124878,0.4739971458911896,0.5829201340675354,0.27068960666656494,0.733189046382904,0.43452659249305725,0.29093852639198303,0.4933079481124878,0.4838213622570038,0.4394008219242096,0.19230268895626068,0.22068053483963013
nfc,0.19796092808246613,0.25537076592445374,0.11289361864328384,0.16319149732589722,0.21527732908725739,0.14122720062732697,0.14148184657096863,0.18362513184547424,0.28086528182029724,0.3079942464828491,0.20643295347690582,0.19091764092445374,0.22083237767219543,0.3151578903198242,0.2511131465435028,0.28086528182029724,0.19463802874088287,0.13699233531951904,0.18755735456943512,0.15073348581790924
championship,0.12797051668167114,0.21227334439754486,0.18663130700588226,0.1911715567111969,0.19010725617408752,0.10788580030202866,0.15355956554412842,0.13999581336975098,0.256124883890152,0.22107061743736267,0.18214380741119385,0.17640669643878937,0.1809549629688263,0.21245597302913666,0.27100425958633423,0.256124883890152,0.21988758444786072,0.17189359664916992,0.2705346345901489,0.1390383541584015
game,0.2246788740158081,0.22511373460292816,0.19789010286331177,0.15256451070308685,0.14556019008159637,0.15151028335094452,0.18001270294189453,0.13959842920303345,0.2653886377811432,0.2608485519886017,0.23211604356765747,0.1849600076675415,0.2298848181962967,0.24410177767276764,0.17801880836486816,0.2653886377811432,0.23073366284370422,0.21079449355602264,0.24611979722976685,0.1829071193933487
.,0.3567904531955719,0.2166096717119217,0.35288307070732117,0.2580391466617584,0.27705830335617065,0.18533723056316376,0.41536515951156616,0.23188845813274384,0.6812511086463928,0.4726039469242096,0.50484299659729,0.2295650690793991,0.5352458953857422,0.34968629479408264,0.2891986668109894,0.6812511086463928,0.3485563397407532,0.3119256794452667,0.2458854615688324,0.4130953550338745
