,what,type,of,punishment,is,sometimes,offered,to,civil,disobedients,?
offered,0.1662205457687378,0.1028016060590744,0.2674071192741394,0.22168074548244476,0.17584599554538727,0.13165633380413055,1.0,0.28788384795188904,0.12054158747196198,0.20804071426391602,0.22244536876678467
an,0.2821882665157318,0.21485474705696106,0.32280945777893066,0.1557532101869583,0.4654068350791931,0.2139018326997757,0.1559121161699295,0.3138085603713989,0.15803322196006775,0.24769273400306702,0.19793890416622162
opportunity,0.2871367037296295,0.09335581213235855,0.2255665808916092,0.23346836864948273,0.12906494736671448,0.15002959966659546,0.40062689781188965,0.376086562871933,0.23992954194545746,0.2973090708255768,0.19524551928043365
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.208286851644516,0.42745086550712585,0.4055429697036743,0.28788384795188904,1.0,0.2019355595111847,0.34340938925743103,0.29463258385658264
plead,0.2829829156398773,0.05156359449028969,0.1669377088546753,0.3741169571876526,0.13676275312900543,0.1409052461385727,0.27549776434898376,0.31302639842033386,0.2441694140434265,0.462433785200119,0.23760166764259338
guilty,0.2844175100326538,0.07153806835412979,0.15539902448654175,0.41315117478370667,0.17789146304130554,0.13446751236915588,0.19299934804439545,0.1728491187095642,0.17440195381641388,0.3953520655632019,0.17103199660778046
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.208286851644516,0.42745086550712585,0.4055429697036743,0.28788384795188904,1.0,0.2019355595111847,0.34340938925743103,0.29463258385658264
one,0.376489520072937,0.2377735823392868,0.4999135136604309,0.24502627551555634,0.4544198513031006,0.3097780644893646,0.26320362091064453,0.4025384783744812,0.15266822278499603,0.23279812932014465,0.2673267424106598
misdemeanor,0.24399453401565552,0.1152660995721817,0.17582038044929504,0.3911907374858856,0.2486376017332077,0.22045160830020905,0.19627855718135834,0.2408657819032669,0.24396955966949463,0.3857603371143341,0.27111974358558655
count,0.11588504165410995,0.09301386773586273,0.23121918737888336,0.03492935746908188,0.1571023166179657,0.06304249167442322,0.08670251071453094,0.25972336530685425,0.04437937214970589,0.16038921475410461,0.15563273429870605
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2325662225484848,0.3859752118587494,0.35151126980781555,0.27667903900146484,0.48971283435821533,0.25259146094322205,0.32351022958755493,0.20544172823429108
receive,0.20392422378063202,0.14684870839118958,0.25992685556411743,0.2036539912223816,0.20318937301635742,0.20531509816646576,0.40140700340270996,0.3372296690940857,0.17524896562099457,0.2618664503097534,0.1652119904756546
no,0.339326947927475,0.20265884697437286,0.24809792637825012,0.2609685957431793,0.19581134617328644,0.1990201622247696,0.1718447357416153,0.30015695095062256,0.12971200048923492,0.19763797521591187,0.32165053486824036
jail,0.18833428621292114,0.04684877768158913,0.1333254873752594,0.4305662214756012,0.1632465124130249,0.21112000942230225,0.21930301189422607,0.22650986909866333,0.2882981300354004,0.3898477852344513,0.16329234838485718
time,0.36319252848625183,0.1723036915063858,0.35127586126327515,0.20471316576004028,0.25187405943870544,0.23859518766403198,0.26052144169807434,0.3679993152618408,0.19145701825618744,0.22881768643856049,0.27391523122787476
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.24320337176322937,0.4569662809371948,0.24956031143665314,0.23239120841026306,0.4645031690597534,0.2541380822658539,0.2842986583709717,0.4130953550338745
