,what,type,of,company,is,van,gend,en,loos,?
when,0.4700249433517456,0.17292563617229462,0.3757161796092987,0.2219121903181076,0.3471449911594391,0.13589836657047272,0.195920929312706,0.12031649053096771,0.14815156161785126,0.22841128706932068
it,0.45803478360176086,0.22145579755306244,0.38761502504348755,0.3082790970802307,0.6328473687171936,0.04414578154683113,0.2033538520336151,0.2166237086057663,0.25001978874206543,0.25732165575027466
imported,0.25996387004852295,0.12622371315956116,0.22139708697795868,0.2507342994213104,0.14930416643619537,0.10275761038064957,0.12783178687095642,0.289066344499588,0.15706227719783783,0.2793850898742676
urea-formaldehyde,0.2082226425409317,0.23676267266273499,0.2728774845600128,0.20501574873924255,0.29438427090644836,0.11839064955711365,0.17116813361644745,0.1333131343126297,0.1402202844619751,0.22153781354427338
plastics,0.21422919631004333,0.20492808520793915,0.23558683693408966,0.22844819724559784,0.20002280175685883,0.09261540323495865,0.12107695639133453,0.0485386922955513,0.1431213617324829,0.1351952999830246
from,0.2737620174884796,0.1559610366821289,0.4249346852302551,0.1728876233100891,0.27355384826660156,0.14733657240867615,0.14576835930347443,0.12930025160312653,0.16310982406139374,0.19969791173934937
germany,0.21690446138381958,0.14505690336227417,0.2942050099372864,0.2122066468000412,0.2201172411441803,0.1747104674577713,0.23399554193019867,0.1092274934053421,0.2900066375732422,0.1388660967350006
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.24903783202171326,0.42745086550712585,0.198682501912117,0.2651384472846985,0.20438767969608307,0.2059616893529892,0.29463258385658264
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.26591673493385315,0.5823672413825989,0.13541297614574432,0.24207663536071777,0.1751408874988556,0.24379393458366394,0.22068053483963013
netherlands,0.14059674739837646,0.12332645058631897,0.24916832149028778,0.21791549026966095,0.12974417209625244,0.4125899076461792,0.14207808673381805,0.19405321776866913,0.2778864800930023,0.09310898929834366
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.266353577375412,0.4569662809371948,0.17729580402374268,0.2601868808269501,0.20690710842609406,0.3428603708744049,0.4130953550338745
