,strang,is,an,anglo-saxon,word,which,means,what,in,modern,english,?
``,-0.06350871175527573,0.058766357600688934,0.03770720958709717,0.08943797647953033,0.12403237819671631,0.05178012326359749,0.09677895158529282,0.008517155423760414,0.04765888676047325,0.07341054081916809,0.03079455904662609,0.0685480609536171
hoos,0.16720010340213776,0.18957751989364624,0.15792381763458252,0.11781966686248779,0.13225266337394714,0.19898858666419983,0.14751653373241425,0.22051499783992767,0.19362322986125946,0.15071654319763184,0.15349608659744263,0.22771042585372925
'',0.021618064492940903,0.0793738141655922,0.09471100568771362,0.1465407907962799,0.05225009098649025,-0.03332270681858063,-0.012570749968290329,0.08143015950918198,0.07432962208986282,0.0925660952925682,0.058639850467443466,0.018684765323996544
and,0.2773290276527405,0.3859752118587494,0.2838519215583801,0.23280973732471466,0.20273149013519287,0.506277859210968,0.25371095538139343,0.31309178471565247,0.4954058527946472,0.3277876079082489,0.3409043252468109,0.20544172823429108
``,-0.06350871175527573,0.058766357600688934,0.03770720958709717,0.08943797647953033,0.12403237819671631,0.05178012326359749,0.09677895158529282,0.008517155423760414,0.04765888676047325,0.07341054081916809,0.03079455904662609,0.0685480609536171
strang,1.0,0.17755009233951569,0.1734527200460434,0.13855232298374176,0.21649599075317383,0.28040796518325806,0.21399366855621338,0.2572281062602997,0.21872492134571075,0.1529802531003952,0.17429494857788086,0.18216349184513092
'',0.021618064492940903,0.0793738141655922,0.09471100568771362,0.1465407907962799,0.05225009098649025,-0.03332270681858063,-0.012570749968290329,0.08143015950918198,0.07432962208986282,0.0925660952925682,0.058639850467443466,0.018684765323996544
—which,0.32867860794067383,0.3791966140270233,0.3024192750453949,0.32564714550971985,0.38438889384269714,0.6725025773048401,0.37869954109191895,0.39562538266181946,0.32711297273635864,0.2885204255580902,0.2307845950126648,0.2898466885089874
is,0.17755009233951569,1.0,0.4654068350791931,0.21500204503536224,0.29004693031311035,0.4457404911518097,0.4087343215942383,0.28837618231773376,0.5394441485404968,0.24170172214508057,0.24613474309444427,0.22961433231830597
how,0.2285214215517044,0.22544461488723755,0.2520636022090912,0.17644022405147552,0.2394934892654419,0.4852597713470459,0.27608850598335266,0.6468034982681274,0.2601168751716614,0.15316444635391235,0.18202126026153564,0.4024120569229126
they,0.21527448296546936,0.330102801322937,0.2435421496629715,0.19508925080299377,0.21869497001171112,0.5165667533874512,0.328036904335022,0.4431931674480438,0.4330179989337921,0.24605317413806915,0.23481109738349915,0.2753053903579712
were,0.21613366901874542,0.29386836290359497,0.08893381804227829,0.21105492115020752,0.11572293937206268,0.2807837128639221,0.1760343760251999,0.22298263013362885,0.3815755248069763,0.2078569084405899,0.19933702051639557,0.17890112102031708
pronounced,0.20874671638011932,0.25434353947639465,0.1248839870095253,0.21497094631195068,0.398265540599823,0.1430293321609497,0.3173403739929199,0.167657732963562,0.18721576035022736,0.1560768485069275,0.22561848163604736,0.18877464532852173
in,0.21872492134571075,0.5394441485404968,0.2605783939361572,0.2107788622379303,0.19815877079963684,0.4840516746044159,0.1979396492242813,0.30808621644973755,1.0,0.29808807373046875,0.19623121619224548,0.20430970191955566
the,0.23869691789150238,0.5823672413825989,0.4207492768764496,0.30313578248023987,0.2835540175437927,0.6521818041801453,0.32225894927978516,0.42745697498321533,0.6662389636039734,0.3283970355987549,0.23982001841068268,0.22068053483963013
anglo-saxon,0.13855232298374176,0.21500204503536224,0.15553812682628632,1.0000001192092896,0.32821792364120483,0.2575239837169647,0.22581598162651062,0.21924586594104767,0.2107788622379303,0.24549414217472076,0.3895670771598816,0.1810905784368515
language,0.17684504389762878,0.270936518907547,0.144145667552948,0.3383752107620239,0.35809168219566345,0.27016767859458923,0.27122247219085693,0.28220435976982117,0.23268210887908936,0.22349689900875092,0.4612087905406952,0.25349316000938416
.,0.22045652568340302,0.4569662809371948,0.3581749200820923,0.19748204946517944,0.13155406713485718,0.45942068099975586,0.18089891970157623,0.3567904531955719,0.5591574311256409,0.22790057957172394,0.2881386876106262,0.4130953550338745
