,which,treaty,protects,the,freedom,of,establishment,and,the,freedom,to,provide,services,?
union,0.23846890032291412,0.3147597312927246,0.12354191392660141,0.24421639740467072,0.24864545464515686,0.2642118036746979,0.190766379237175,0.2594362497329712,0.24421639740467072,0.24864545464515686,0.16926777362823486,0.15900202095508575,0.20066973567008972,0.07797172665596008
also,0.6566565632820129,0.2214195728302002,0.23230087757110596,0.6021018624305725,0.23360516130924225,0.4924938678741455,0.15667247772216797,0.5755972862243652,0.6021018624305725,0.23360516130924225,0.5348826050758362,0.33391767740249634,0.3021852970123291,0.21848613023757935
protects,0.2953028082847595,0.15623705089092255,1.0000001192092896,0.27843186259269714,0.27879828214645386,0.2526929974555969,0.15297241508960724,0.26970621943473816,0.27843186259269714,0.27879828214645386,0.24207985401153564,0.3145310580730438,0.19701138138771057,0.15145233273506165
the,0.6521818041801453,0.2690109610557556,0.27843186259269714,1.0,0.24307598173618317,0.733189046382904,0.344906210899353,0.5171257257461548,1.0,0.24307598173618317,0.535392165184021,0.26373472809791565,0.2381475418806076,0.22068053483963013
``,0.05178012326359749,0.16497017443180084,-0.019990665838122368,0.029072100296616554,0.06812628358602524,0.06780257821083069,0.09731770306825638,0.036644238978624344,0.029072100296616554,0.06812628358602524,0.06720756739377975,0.00022361247101798654,-0.019812092185020447,0.0685480609536171
freedom,0.21526707708835602,0.23869085311889648,0.27879828214645386,0.24307598173618317,1.0,0.26562249660491943,0.23170560598373413,0.23808901011943817,0.24307598173618317,1.0,0.24531033635139465,0.20942966639995575,0.23425203561782837,0.1626027375459671
of,0.5011631846427917,0.2602092921733856,0.2526929974555969,0.733189046382904,0.26562249660491943,1.0,0.27824047207832336,0.5116966962814331,0.733189046382904,0.26562249660491943,0.41548454761505127,0.27198103070259094,0.23787347972393036,0.1826142966747284
establishment,0.24264968931674957,0.2672562599182129,0.15297241508960724,0.344906210899353,0.23170560598373413,0.27824047207832336,1.0000001192092896,0.20570623874664307,0.344906210899353,0.23170560598373413,0.17847758531570435,0.2044288069009781,0.18982963263988495,0.1661023646593094
'',-0.03332270681858063,0.07842288166284561,-0.1328260749578476,0.041273195296525955,-0.051051508635282516,0.13035868108272552,0.027695966884493828,0.021612688899040222,0.041273195296525955,-0.051051508635282516,-0.009905828163027763,0.024159517139196396,-0.08203540742397308,0.018684765323996544
in,0.4840516746044159,0.22333456575870514,0.15226095914840698,0.6662389636039734,0.18632450699806213,0.5696388483047485,0.329694002866745,0.4954058527946472,0.6662389636039734,0.18632450699806213,0.45010748505592346,0.1910654902458191,0.22287973761558533,0.20430970191955566
article,0.3171063959598541,0.2396368831396103,0.20021529495716095,0.3329811692237854,0.25260937213897705,0.25720444321632385,0.22371351718902588,0.23647621273994446,0.3329811692237854,0.25260937213897705,0.361922025680542,0.291176438331604,0.191398486495018,0.4948462247848511
49,0.2563107907772064,0.0629594475030899,0.2236703634262085,0.1526768058538437,-0.09546151012182236,0.12329956889152527,-0.0073578315787017345,0.19007611274719238,0.1526768058538437,-0.09546151012182236,0.11569584906101227,0.20917032659053802,0.031861912459135056,-0.019234824925661087
",",0.3658004403114319,0.21270246803760529,0.1929810643196106,0.4933079481124878,0.2331300526857376,0.4946078956127167,0.20188406109809875,0.6633074283599854,0.4933079481124878,0.2331300526857376,0.44245919585227966,0.20966707170009613,0.24788528680801392,0.31091248989105225
and,0.506277859210968,0.1592116355895996,0.26970621943473816,0.5171257257461548,0.23808901011943817,0.5116966962814331,0.20570623874664307,1.0,0.5171257257461548,0.23808901011943817,0.48971283435821533,0.32960009574890137,0.30811867117881775,0.20544172823429108
``,0.05178012326359749,0.16497017443180084,-0.019990665838122368,0.029072100296616554,0.06812628358602524,0.06780257821083069,0.09731770306825638,0.036644238978624344,0.029072100296616554,0.06812628358602524,0.06720756739377975,0.00022361247101798654,-0.019812092185020447,0.0685480609536171
freedom,0.21526707708835602,0.23869085311889648,0.27879828214645386,0.24307598173618317,1.0,0.26562249660491943,0.23170560598373413,0.23808901011943817,0.24307598173618317,1.0,0.24531033635139465,0.20942966639995575,0.23425203561782837,0.1626027375459671
to,0.5345056653022766,0.1986158937215805,0.24207985401153564,0.535392165184021,0.24531033635139465,0.41548454761505127,0.17847758531570435,0.48971283435821533,0.535392165184021,0.24531033635139465,1.0,0.3479624092578888,0.27867045998573303,0.29463258385658264
provide,0.33578091859817505,0.09702550619840622,0.3145310580730438,0.26373472809791565,0.20942966639995575,0.27198103070259094,0.2044288069009781,0.32960009574890137,0.26373472809791565,0.20942966639995575,0.3479624092578888,1.0,0.41313081979751587,0.22704634070396423
services,0.28976115584373474,0.10570147633552551,0.19701138138771057,0.2381475418806076,0.23425203561782837,0.23787347972393036,0.18982963263988495,0.30811867117881775,0.2381475418806076,0.23425203561782837,0.27867045998573303,0.41313081979751587,1.0,0.1328447163105011
'',-0.03332270681858063,0.07842288166284561,-0.1328260749578476,0.041273195296525955,-0.051051508635282516,0.13035868108272552,0.027695966884493828,0.021612688899040222,0.041273195296525955,-0.051051508635282516,-0.009905828163027763,0.024159517139196396,-0.08203540742397308,0.018684765323996544
in,0.4840516746044159,0.22333456575870514,0.15226095914840698,0.6662389636039734,0.18632450699806213,0.5696388483047485,0.329694002866745,0.4954058527946472,0.6662389636039734,0.18632450699806213,0.45010748505592346,0.1910654902458191,0.22287973761558533,0.20430970191955566
article,0.3171063959598541,0.2396368831396103,0.20021529495716095,0.3329811692237854,0.25260937213897705,0.25720444321632385,0.22371351718902588,0.23647621273994446,0.3329811692237854,0.25260937213897705,0.361922025680542,0.291176438331604,0.191398486495018,0.4948462247848511
56,-0.0910513624548912,0.0013665597653016448,-0.014659815467894077,-0.052201516926288605,-0.07670066505670547,-0.012943532317876816,-0.038489196449518204,-0.011336364783346653,-0.052201516926288605,-0.07670066505670547,0.0010534265311434865,-0.18226979672908783,-0.09118020534515381,0.054522641003131866
.,0.45942068099975586,0.17410176992416382,0.2095157504081726,0.5934505462646484,0.20181594789028168,0.5352458953857422,0.2261180579662323,0.588965117931366,0.5934505462646484,0.20181594789028168,0.4645031690597534,0.23842981457710266,0.2179025262594223,0.4130953550338745
