,when,was,the,main,gallery,for,the,v,&,a,'s,contemporary,glass,collection,opened,?
gallery,0.13951179385185242,0.1648058146238327,0.19251246750354767,0.11481840908527374,1.0,0.17993611097335815,0.19251246750354767,0.14258474111557007,0.21348820626735687,0.13071094453334808,-0.08047135919332504,0.27223077416419983,0.306863009929657,0.42902910709381104,0.249263733625412,0.18202216923236847
covering,0.2454117238521576,0.21872106194496155,0.36934760212898254,0.20186938345432281,0.15799689292907715,0.3053518235683441,0.36934760212898254,0.07321976870298386,0.13109473884105682,0.28134289383888245,0.05520468205213547,0.11421734094619751,0.2659650146961212,0.21270377933979034,0.1483825445175171,0.10643069446086884
contemporary,0.16197796165943146,0.23796632885932922,0.25350451469421387,0.1250249594449997,0.27223077416419983,0.2860651910305023,0.25350451469421387,0.09005378931760788,0.1791093796491623,0.1928429901599884,0.08004789799451828,0.9999998807907104,0.14004968106746674,0.30696168541908264,0.13949796557426453,0.09539991617202759
glass,0.2142861932516098,0.18738797307014465,0.20646950602531433,0.12382612377405167,0.306863009929657,0.2755418121814728,0.20646950602531433,0.07635462284088135,0.1512424498796463,0.2592375874519348,-0.041371945291757584,0.14004968106746674,1.0000001192092896,0.20833949744701385,0.1598331183195114,0.1252557635307312
opened,0.20552390813827515,0.31916534900665283,0.28544309735298157,0.15276379883289337,0.249263733625412,0.16583703458309174,0.28544309735298157,0.07595886290073395,0.1428482085466385,0.20146222412586212,-0.006441329140216112,0.13949796557426453,0.1598331183195114,0.19406647980213165,1.0,0.1934700310230255
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.28862449526786804,0.21665531396865845,0.4322226941585541,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,-0.037580832839012146,0.25818222761154175,0.21226459741592407,0.23004686832427979,0.2972770035266876,0.20430970191955566
2004,-0.2735671103000641,-0.01421020831912756,-0.2467794269323349,-0.2048185169696808,-0.11918258666992188,-0.07952622324228287,-0.2467794269323349,-0.08597906678915024,0.03283209726214409,-0.21492190659046173,-0.06140275299549103,-0.044159818440675735,-0.11709503829479218,-0.03368202596902847,-0.10523656010627747,-0.15923042595386505
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.29831406474113464,0.20957361161708832,0.5064792633056641,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.06895173341035843,0.31080201268196106,0.2681989371776581,0.2379438579082489,0.22545495629310608,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,1.0,0.38631999492645264,0.19251246750354767,0.4739971458911896,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.25350451469421387,0.20646950602531433,0.25281965732574463,0.28544309735298157,0.22068053483963013
sacred,0.17194566130638123,0.20753200352191925,0.2601037919521332,0.0883462056517601,0.27175724506378174,0.1695050299167633,0.2601037919521332,0.147598534822464,0.08572372794151306,0.21484172344207764,0.05362413451075554,0.21161285042762756,0.14102503657341003,0.2933647334575653,0.10393857955932617,0.19191092252731323
silver,0.18997684121131897,0.20485788583755493,0.2600913643836975,0.10156582295894623,0.1799706220626831,0.20130442082881927,0.2600913643836975,0.10406357049942017,0.09482749551534653,0.22950784862041473,0.08500461280345917,0.11300282925367355,0.30348965525627136,0.19618919491767883,0.12539707124233246,0.11920861899852753
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.29831406474113464,0.20957361161708832,0.5064792633056641,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.06895173341035843,0.31080201268196106,0.2681989371776581,0.2379438579082489,0.22545495629310608,0.20544172823429108
stained-glass,0.21568547189235687,0.29271408915519714,0.2221859246492386,0.15224844217300415,0.38121798634529114,0.2962431311607361,0.2221859246492386,0.1521114557981491,0.21616850793361664,0.32994624972343445,-0.05765475332736969,0.2418133169412613,0.7456039190292358,0.25990989804267883,0.21866287291049957,0.2114543914794922
gallery,0.13951179385185242,0.1648058146238327,0.19251246750354767,0.11481840908527374,1.0,0.17993611097335815,0.19251246750354767,0.14258474111557007,0.21348820626735687,0.13071094453334808,-0.08047135919332504,0.27223077416419983,0.306863009929657,0.42902910709381104,0.249263733625412,0.18202216923236847
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.28862449526786804,0.21665531396865845,0.4322226941585541,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,-0.037580832839012146,0.25818222761154175,0.21226459741592407,0.23004686832427979,0.2972770035266876,0.20430970191955566
2005,0.001997772604227066,0.11356307566165924,0.037273142486810684,-0.03154941648244858,-0.1164880245923996,0.04140647128224373,0.037273142486810684,0.02792324498295784,-0.056558046489953995,-0.044396962970495224,0.047040801495313644,0.06727836281061172,-0.15748392045497894,-0.010715821757912636,-0.00027704311651177704,0.10709824413061142
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.31122034788131714,0.21326512098312378,0.4726039469242096,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,-0.003708066651597619,0.23390525579452515,0.2393880933523178,0.2516246736049652,0.26111578941345215,0.4130953550338745
