,who,produced,the,illumination,for,the,1524,charter,that,is,in,the,v,&,a,library,archive,?
centuries,0.25522559881210327,0.1877470165491104,0.32166481018066406,0.283723384141922,0.2570771872997284,0.32166481018066406,-0.09743885695934296,0.21050089597702026,0.23984576761722565,0.15361705422401428,0.2558690905570984,0.32166481018066406,0.10898236930370331,0.08590544015169144,0.12476986646652222,0.1735212802886963,0.09946751594543457,0.13179439306259155
include,0.15078489482402802,0.22263319790363312,0.2951717972755432,0.13394007086753845,0.39020416140556335,0.2951717972755432,-0.033597346395254135,0.1319383680820465,0.2797866463661194,0.28863582015037537,0.28694382309913635,0.2951717972755432,0.053767889738082886,0.23156708478927612,0.18765322864055634,0.1253708004951477,0.11428064852952957,0.14925788342952728
:,-0.0025186005514115095,-0.1622886210680008,-0.03403344005346298,-0.04570692405104637,-0.02522280067205429,-0.03403344005346298,-0.03616983816027641,-0.06726595759391785,-0.12200210988521576,-0.07222653180360794,0.020521078258752823,-0.03403344005346298,-0.009624218568205833,-0.03967161104083061,-0.0007584693375974894,-0.1344044804573059,-0.09683877229690552,-0.07156077772378922
the,0.3733934462070465,0.22045251727104187,1.0,0.2851928770542145,0.4739971458911896,1.0,-0.09282234311103821,0.26436546444892883,0.5473989248275757,0.5823672413825989,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19920319318771362,0.20227214694023132,0.22068053483963013
eadwine,0.33103007078170776,0.2842094302177429,0.3784645199775696,0.2901136875152588,0.2708917558193207,0.3784645199775696,0.10844842344522476,0.3255469501018524,0.34067294001579285,0.30350953340530396,0.3304593861103058,0.3784645199775696,0.22120167315006256,0.1696675419807434,0.3271927535533905,0.2592359781265259,0.19832652807235718,0.29207202792167664
psalter,0.28987744450569153,0.20573492348194122,0.25767382979393005,0.35697120428085327,0.24528570473194122,0.25767382979393005,0.07126488536596298,0.1860482543706894,0.24510711431503296,0.22809617221355438,0.25446760654449463,0.25767382979393005,0.14039459824562073,0.16465340554714203,0.2713167071342468,0.2650485336780548,0.20073923468589783,0.23865507543087006
[,0.011881873942911625,0.08424779772758484,0.07130392640829086,0.19247235357761383,0.10575617104768753,0.07130392640829086,-0.07135715335607529,0.06454375386238098,0.052145641297101974,-0.06921151280403137,0.12324675917625427,0.07130392640829086,0.0017519406974315643,0.04638465493917465,0.03893941268324852,0.08612839132547379,0.0682491809129715,0.011015460826456547
citation,0.11075354367494583,0.08207089453935623,0.2536581754684448,0.20473067462444305,0.2762897312641144,0.2536581754684448,-0.029057709500193596,0.17458610236644745,0.2873794436454773,0.20686984062194824,0.22942641377449036,0.2536581754684448,0.22832001745700836,0.10760807991027832,0.24621744453907013,0.275188148021698,0.2892564833164215,0.3382055461406708
needed,0.22536601126194,0.18723413348197937,0.3064746856689453,0.14182718098163605,0.38127243518829346,0.3064746856689453,0.03650648146867752,0.18478460609912872,0.45214173197746277,0.21605761349201202,0.21117523312568665,0.3064746856689453,0.18468528985977173,0.07382941246032715,0.2915569543838501,0.12198591977357864,0.15592768788337708,0.2863257825374603
],0.03976386412978172,0.035823844373226166,-0.04779602214694023,-0.00035560413380153477,-0.023346275091171265,-0.04779602214694023,-0.08055786788463593,-0.03266340494155884,0.009409040212631226,-0.02998926118016243,-0.1088862195611,-0.04779602214694023,-0.032258953899145126,0.06779602915048599,-0.049516137689352036,0.06032894551753998,0.00800659041851759,-0.0022520492784678936
",",0.3365725874900818,0.22260788083076477,0.4933079481124878,0.23463280498981476,0.4464869201183319,0.4933079481124878,0.042279936373233795,0.25566044449806213,0.4137537479400635,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.16805633902549744,0.1741918921470642,0.31091248989105225
canterbury,0.19502463936805725,0.08556699752807617,0.25006434321403503,0.21970663964748383,0.12142503261566162,0.25006434321403503,-0.02821783907711506,0.2933638095855713,0.19400468468666077,0.1739168018102646,0.21091140806674957,0.25006434321403503,0.15426969528198242,0.05550864338874817,0.21998068690299988,0.1921026110649109,0.1199336126446724,0.19566942751407623
;,0.007937713526189327,-0.001334897126071155,0.09152708947658539,0.05251256003975868,0.0293948445469141,0.09152708947658539,-0.049707699567079544,0.06972847133874893,0.0633435994386673,0.05324986204504967,0.092739537358284,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.03355063870549202,0.05185050889849663,0.10349778085947037
pocket,0.11851099133491516,0.1044396311044693,0.2063775360584259,0.12403301894664764,0.1683647632598877,0.2063775360584259,-0.10836858302354813,0.025648819282650948,0.20916971564292908,0.22010815143585205,0.1890280842781067,0.2063775360584259,0.12419223040342331,0.092502661049366,0.25707823038101196,0.15879762172698975,0.10002897679805756,0.10475768893957138
book,0.23780840635299683,0.18854327499866486,0.2652374505996704,0.3176065981388092,0.22091296315193176,0.2652374505996704,-0.011355298571288586,0.09728898853063583,0.31481462717056274,0.21808475255966187,0.2527170181274414,0.2652374505996704,0.11204465478658676,0.20326612889766693,0.19186489284038544,0.30117443203926086,0.23999249935150146,0.20572158694267273
of,0.2827862501144409,0.18961067497730255,0.733189046382904,0.26501408219337463,0.4185989499092102,0.733189046382904,-0.12981654703617096,0.2438247799873352,0.41498205065727234,0.4854315221309662,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.21889357268810272,0.12071600556373596,0.1826142966747284
hours,0.1911245882511139,0.1608676165342331,0.18919475376605988,0.22877715528011322,0.2553435266017914,0.18919475376605988,-0.08403327316045761,0.08772000670433044,0.22699102759361267,0.14617642760276794,0.2001713663339615,0.18919475376605988,0.15015637874603271,0.06077265366911888,0.22820048034191132,0.057453423738479614,0.11677530407905579,0.21755769848823547
",",0.3365725874900818,0.22260788083076477,0.4933079481124878,0.23463280498981476,0.4464869201183319,0.4933079481124878,0.042279936373233795,0.25566044449806213,0.4137537479400635,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.16805633902549744,0.1741918921470642,0.31091248989105225
reims,0.12517471611499786,0.0500560961663723,0.24280306696891785,0.3205587565898895,0.127617746591568,0.24280306696891785,-0.07659731060266495,0.2556000351905823,0.11462518572807312,0.22886835038661957,0.2237093150615692,0.24280306696891785,0.21115687489509583,0.10048628598451614,0.201993927359581,0.1383626013994217,0.09558367729187012,0.15498468279838562
;,0.007937713526189327,-0.001334897126071155,0.09152708947658539,0.05251256003975868,0.0293948445469141,0.09152708947658539,-0.049707699567079544,0.06972847133874893,0.0633435994386673,0.05324986204504967,0.092739537358284,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.03355063870549202,0.05185050889849663,0.10349778085947037
missal,0.23004461824893951,0.16644468903541565,0.3095519244670868,0.30935168266296387,0.1933160126209259,0.3095519244670868,-0.09821096062660217,0.20262740552425385,0.29700949788093567,0.18556317687034607,0.18731087446212769,0.3095519244670868,0.1845640242099762,0.058375779539346695,0.22591301798820496,0.1874590814113617,0.20772413909435272,0.24140018224716187
from,0.27839982509613037,0.19831010699272156,0.40150508284568787,0.19961784780025482,0.314039945602417,0.40150508284568787,-0.06258510798215866,0.17687533795833588,0.3477667272090912,0.27355384826660156,0.4274188280105591,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.21735483407974243,0.12935520708560944,0.19969791173934937
the,0.3733934462070465,0.22045251727104187,1.0,0.2851928770542145,0.4739971458911896,1.0,-0.09282234311103821,0.26436546444892883,0.5473989248275757,0.5823672413825989,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19920319318771362,0.20227214694023132,0.22068053483963013
royal,0.16729144752025604,0.12310774624347687,0.2997032403945923,0.16878023743629456,0.20729990303516388,0.2997032403945923,-0.07420328259468079,0.36593252420425415,0.13512937724590302,0.15478424727916718,0.22172321379184723,0.2997032403945923,0.12024694681167603,0.08672033250331879,0.19676944613456726,0.16925595700740814,0.05852457880973816,0.11453001946210861
abbey,0.15124322474002838,0.16159552335739136,0.25067803263664246,0.2365063726902008,0.11818477511405945,0.25067803263664246,0.05138646066188812,0.2524586021900177,0.14012816548347473,0.21483513712882996,0.20744650065898895,0.25067803263664246,0.11178632080554962,0.11532298475503922,0.18565058708190918,0.2683490812778473,0.2432243525981903,0.0857127457857132
of,0.2827862501144409,0.18961067497730255,0.733189046382904,0.26501408219337463,0.4185989499092102,0.733189046382904,-0.12981654703617096,0.2438247799873352,0.41498205065727234,0.4854315221309662,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.21889357268810272,0.12071600556373596,0.1826142966747284
saint,0.19721253216266632,0.12071970105171204,0.24700650572776794,0.23951223492622375,0.1123143881559372,0.24700650572776794,-0.06918265670537949,0.20592327415943146,0.16000020503997803,0.2384635955095291,0.18961206078529358,0.24700650572776794,0.12702041864395142,0.08271743357181549,0.20984415709972382,0.11618185043334961,0.13703028857707977,0.15690264105796814
denis,0.20106256008148193,0.11362812668085098,0.25394904613494873,0.13056403398513794,0.15111799538135529,0.25394904613494873,0.03761499747633934,0.18875885009765625,0.1698373258113861,0.1971956342458725,0.25982874631881714,0.25394904613494873,0.21022622287273407,0.07744359970092773,0.2223232239484787,0.13378910720348358,0.14099055528640747,0.1735544502735138
",",0.3365725874900818,0.22260788083076477,0.4933079481124878,0.23463280498981476,0.4464869201183319,0.4933079481124878,0.042279936373233795,0.25566044449806213,0.4137537479400635,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.16805633902549744,0.1741918921470642,0.31091248989105225
paris,0.2166387438774109,0.11440020054578781,0.24946041405200958,0.24668386578559875,0.1888580322265625,0.24946041405200958,-0.0542139858007431,0.1756165474653244,0.167008638381958,0.1490069329738617,0.29171380400657654,0.24946041405200958,0.11357762664556503,0.12118589133024216,0.2185223400592804,0.12582670152187347,0.12304659932851791,0.1491217315196991
;,0.007937713526189327,-0.001334897126071155,0.09152708947658539,0.05251256003975868,0.0293948445469141,0.09152708947658539,-0.049707699567079544,0.06972847133874893,0.0633435994386673,0.05324986204504967,0.092739537358284,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.03355063870549202,0.05185050889849663,0.10349778085947037
the,0.3733934462070465,0.22045251727104187,1.0,0.2851928770542145,0.4739971458911896,1.0,-0.09282234311103821,0.26436546444892883,0.5473989248275757,0.5823672413825989,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19920319318771362,0.20227214694023132,0.22068053483963013
simon,0.2670285105705261,0.130276158452034,0.20363262295722961,0.12418189644813538,0.16461792588233948,0.20363262295722961,0.09388738125562668,0.1961366981267929,0.16985765099525452,0.17193570733070374,0.1896257847547531,0.20363262295722961,0.05789875239133835,0.27606576681137085,0.21660487353801727,0.0985369011759758,0.16787658631801605,0.10385744273662567
marmion,0.28945764899253845,0.21071699261665344,0.33487069606781006,0.21762152016162872,0.24105189740657806,0.33487069606781006,0.054260969161987305,0.20152172446250916,0.30540210008621216,0.34540390968322754,0.2799806594848633,0.33487069606781006,0.19828635454177856,0.19576215744018555,0.3619057536125183,0.13856318593025208,0.18243925273418427,0.2746967673301697
book,0.23780840635299683,0.18854327499866486,0.2652374505996704,0.3176065981388092,0.22091296315193176,0.2652374505996704,-0.011355298571288586,0.09728898853063583,0.31481462717056274,0.21808475255966187,0.2527170181274414,0.2652374505996704,0.11204465478658676,0.20326612889766693,0.19186489284038544,0.30117443203926086,0.23999249935150146,0.20572158694267273
of,0.2827862501144409,0.18961067497730255,0.733189046382904,0.26501408219337463,0.4185989499092102,0.733189046382904,-0.12981654703617096,0.2438247799873352,0.41498205065727234,0.4854315221309662,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.21889357268810272,0.12071600556373596,0.1826142966747284
hours,0.1911245882511139,0.1608676165342331,0.18919475376605988,0.22877715528011322,0.2553435266017914,0.18919475376605988,-0.08403327316045761,0.08772000670433044,0.22699102759361267,0.14617642760276794,0.2001713663339615,0.18919475376605988,0.15015637874603271,0.06077265366911888,0.22820048034191132,0.057453423738479614,0.11677530407905579,0.21755769848823547
",",0.3365725874900818,0.22260788083076477,0.4933079481124878,0.23463280498981476,0.4464869201183319,0.4933079481124878,0.042279936373233795,0.25566044449806213,0.4137537479400635,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.16805633902549744,0.1741918921470642,0.31091248989105225
bruges,0.18957148492336273,0.09295031428337097,0.26057592034339905,0.2651146352291107,0.19353623688220978,0.26057592034339905,-0.04413869231939316,0.16978095471858978,0.1656961292028427,0.2413053959608078,0.28425008058547974,0.26057592034339905,0.15478108823299408,0.10532855242490768,0.2248537242412567,0.1258113533258438,0.14587558805942535,0.07012010365724564
;,0.007937713526189327,-0.001334897126071155,0.09152708947658539,0.05251256003975868,0.0293948445469141,0.09152708947658539,-0.049707699567079544,0.06972847133874893,0.0633435994386673,0.05324986204504967,0.092739537358284,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.03355063870549202,0.05185050889849663,0.10349778085947037
1524,0.12786860764026642,0.07447799295186996,-0.09282234311103821,-0.09626491367816925,0.028978051617741585,-0.09282234311103821,1.0000001192092896,-0.0010711351642385125,-0.02999267168343067,-0.07594423741102219,-0.09039775282144547,-0.09282234311103821,-0.022274482995271683,0.013044768944382668,-0.07650042325258255,-0.11647866666316986,0.03140508756041527,0.10532363504171371
charter,0.20383159816265106,0.07373730838298798,0.26436546444892883,0.13138751685619354,0.2007191777229309,0.26436546444892883,-0.0010711351642385125,1.0000001192092896,0.2003634124994278,0.18991196155548096,0.20881880819797516,0.26436546444892883,0.25041452050209045,0.1150636225938797,0.20456433296203613,0.23898981511592865,0.12709127366542816,0.14220231771469116
illuminated,0.1494809091091156,0.3288261294364929,0.25755834579467773,0.8338977098464966,0.22375370562076569,0.25755834579467773,-0.05507231131196022,0.0976007878780365,0.23726719617843628,0.2354755699634552,0.19316352903842926,0.25755834579467773,0.1447104513645172,0.23285849392414093,0.17589955031871796,0.23275749385356903,0.18208472430706024,0.14651840925216675
by,0.39727845788002014,0.4647648334503174,0.4408751428127289,0.2736647129058838,0.3248702883720398,0.4408751428127289,0.030505890026688576,0.1632666289806366,0.37496164441108704,0.3899846076965332,0.370934396982193,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.17569513618946075,0.11736158281564713,0.17966607213020325
lucas,0.21189112961292267,0.24121440947055817,0.22933711111545563,0.17089974880218506,0.14523707330226898,0.22933711111545563,0.11089308559894562,0.131008580327034,0.19517925381660461,0.23494547605514526,0.2008512020111084,0.22933711111545563,0.19974762201309204,0.15407010912895203,0.24317069351673126,0.06994170695543289,0.15292225778102875,0.10544870048761368
horenbout,0.3193606734275818,0.2904600203037262,0.3181915283203125,0.31456437706947327,0.3440960943698883,0.3181915283203125,0.076997771859169,0.25290441513061523,0.28050974011421204,0.2818647623062134,0.33663928508758545,0.3181915283203125,0.18122358620166779,0.1695259064435959,0.33848050236701965,0.21837763488292694,0.26535865664482117,0.25815027952194214
",",0.3365725874900818,0.22260788083076477,0.4933079481124878,0.23463280498981476,0.4464869201183319,0.4933079481124878,0.042279936373233795,0.25566044449806213,0.4137537479400635,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.16805633902549744,0.1741918921470642,0.31091248989105225
london,0.20960183441638947,0.14065223932266235,0.27034124732017517,0.20462821424007416,0.19099627435207367,0.27034124732017517,-0.1355719268321991,0.2545929551124573,0.18045948445796967,0.15162920951843262,0.2785358726978302,0.27034124732017517,0.11866631358861923,0.223523810505867,0.1934366375207901,0.15845856070518494,0.18842294812202454,0.11278104782104492
;,0.007937713526189327,-0.001334897126071155,0.09152708947658539,0.05251256003975868,0.0293948445469141,0.09152708947658539,-0.049707699567079544,0.06972847133874893,0.0633435994386673,0.05324986204504967,0.092739537358284,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.03355063870549202,0.05185050889849663,0.10349778085947037
the,0.3733934462070465,0.22045251727104187,1.0,0.2851928770542145,0.4739971458911896,1.0,-0.09282234311103821,0.26436546444892883,0.5473989248275757,0.5823672413825989,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19920319318771362,0.20227214694023132,0.22068053483963013
armagnac,0.15937724709510803,0.2209516167640686,0.20475567877292633,0.3015543818473816,0.10786484181880951,0.20475567877292633,0.0052649457938969135,0.24387311935424805,0.14945365488529205,0.19273976981639862,0.18808697164058685,0.20475567877292633,0.1414339542388916,0.20169100165367126,0.20969194173812866,0.14676442742347717,0.15523074567317963,0.16547927260398865
manuscript,0.16337637603282928,0.1660720705986023,0.2120380848646164,0.4255533516407013,0.11724154651165009,0.2120380848646164,-0.05580359324812889,0.17318761348724365,0.22212038934230804,0.16343268752098083,0.20317763090133667,0.2120380848646164,0.16150379180908203,0.06795918941497803,0.1410922259092331,0.4302135705947876,0.3348329961299896,0.1704554408788681
of,0.2827862501144409,0.18961067497730255,0.733189046382904,0.26501408219337463,0.4185989499092102,0.733189046382904,-0.12981654703617096,0.2438247799873352,0.41498205065727234,0.4854315221309662,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.21889357268810272,0.12071600556373596,0.1826142966747284
the,0.3733934462070465,0.22045251727104187,1.0,0.2851928770542145,0.4739971458911896,1.0,-0.09282234311103821,0.26436546444892883,0.5473989248275757,0.5823672413825989,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19920319318771362,0.20227214694023132,0.22068053483963013
trial,0.2378682643175125,0.04440409317612648,0.20843634009361267,0.11372417956590652,0.22232824563980103,0.20843634009361267,-0.07842975109815598,0.14780758321285248,0.2280535250902176,0.17689630389213562,0.22061339020729065,0.20843634009361267,0.14345784485340118,0.13065661489963531,0.24950183928012848,0.09926822036504745,0.18245282769203186,0.16902455687522888
and,0.41279885172843933,0.24455034732818604,0.5171257257461548,0.21071572601795197,0.5064792633056641,0.5171257257461548,0.02777869626879692,0.21405354142189026,0.4731321930885315,0.3859752118587494,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.18451033532619476,0.18292714655399323,0.20544172823429108
rehabilitation,0.24318614602088928,0.02602747641503811,0.21794141829013824,0.2124251425266266,0.31762051582336426,0.21794141829013824,-0.1037760004401207,0.23165366053581238,0.2755383849143982,0.1200927272439003,0.2936114966869354,0.21794141829013824,0.07583191245794296,0.1641193926334381,0.2603473663330078,0.25684744119644165,0.18259109556674957,0.19888725876808167
of,0.2827862501144409,0.18961067497730255,0.733189046382904,0.26501408219337463,0.4185989499092102,0.733189046382904,-0.12981654703617096,0.2438247799873352,0.41498205065727234,0.4854315221309662,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.21889357268810272,0.12071600556373596,0.1826142966747284
joan,0.13977661728858948,0.15707534551620483,0.12128341197967529,0.1439218968153,0.1500035971403122,0.12128341197967529,0.10960330069065094,0.15645769238471985,0.16148357093334198,0.12429884821176529,0.1662837415933609,0.12128341197967529,0.11791542172431946,0.12232580780982971,0.13431841135025024,0.07543225586414337,0.08294811844825745,0.11817244440317154
of,0.2827862501144409,0.18961067497730255,0.733189046382904,0.26501408219337463,0.4185989499092102,0.733189046382904,-0.12981654703617096,0.2438247799873352,0.41498205065727234,0.4854315221309662,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.21889357268810272,0.12071600556373596,0.1826142966747284
arc,0.13617409765720367,0.08345773071050644,0.26253756880760193,0.25349074602127075,0.13622839748859406,0.26253756880760193,-0.056904710829257965,0.1058172732591629,0.2412985861301422,0.20386546850204468,0.1766720861196518,0.26253756880760193,0.1534356027841568,0.10579022020101547,0.25114426016807556,0.08997397869825363,0.1895502209663391,0.10246327519416809
",",0.3365725874900818,0.22260788083076477,0.4933079481124878,0.23463280498981476,0.4464869201183319,0.4933079481124878,0.042279936373233795,0.25566044449806213,0.4137537479400635,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.16805633902549744,0.1741918921470642,0.31091248989105225
rouen,0.19069883227348328,0.10352988541126251,0.26720601320266724,0.24984242022037506,0.15952129662036896,0.26720601320266724,-0.015330538153648376,0.27634409070014954,0.2052476555109024,0.15608817338943481,0.1899111121892929,0.26720601320266724,0.12123490124940872,0.07741578668355942,0.234470397233963,0.13088487088680267,0.08349557965993881,0.14388547837734222
.,0.3541337847709656,0.2634154260158539,0.5934505462646484,0.22385220229625702,0.4726039469242096,0.5934505462646484,-0.03144022822380066,0.17250345647335052,0.4460422694683075,0.4569662809371948,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.23675528168678284,0.23407913744449615,0.4130953550338745
