,what,was,temur,khan,'s,chinese-style,name,?
",",0.3087472915649414,0.45456063747406006,0.24545347690582275,0.19700400531291962,-0.0016132977325469255,0.28014233708381653,0.28145334124565125,0.31091248989105225
succeeded,0.12981964647769928,0.36064937710762024,0.2549959719181061,0.21521282196044922,-0.1342489868402481,0.1842118203639984,0.13255740702152252,0.12414717674255371
the,0.42745697498321533,0.48711544275283813,0.2950887978076935,0.21067845821380615,-0.01540423184633255,0.29042157530784607,0.3171212375164032,0.22068053483963013
throne,0.12073681503534317,0.25343436002731323,0.328471839427948,0.18667909502983093,-0.0466860756278038,0.2659772038459778,0.15339027345180511,0.17206846177577972
and,0.31309178471565247,0.3740963041782379,0.24190698564052582,0.22885166108608246,0.06895173341035843,0.3097860515117645,0.21235932409763336,0.20544172823429108
ruled,0.23168525099754333,0.3318201005458832,0.2625814378261566,0.23297150433063507,-0.0068405005149543285,0.21087028086185455,0.2028089314699173,0.19970785081386566
as,0.31749409437179565,0.3677520453929901,0.14079809188842773,0.22500167787075043,-0.05775856226682663,0.26957860589027405,0.2851914167404175,0.27043893933296204
temür,0.26815444231033325,0.3291587233543396,0.6543241739273071,0.36023828387260437,0.04928223416209221,0.24614104628562927,0.2535865604877472,0.17946790158748627
khan,0.16476042568683624,0.23483267426490784,0.4582233130931854,1.0,0.05307086929678917,0.292693555355072,0.09873242676258087,0.12862591445446014
",",0.3087472915649414,0.45456063747406006,0.24545347690582275,0.19700400531291962,-0.0016132977325469255,0.28014233708381653,0.28145334124565125,0.31091248989105225
or,0.33867141604423523,0.2330796718597412,0.17656002938747406,0.20532798767089844,0.06871571391820908,0.341902494430542,0.19621294736862183,0.32389625906944275
emperor,0.1879471391439438,0.2147601991891861,0.37377452850341797,0.30382612347602844,-0.03835967555642128,0.3312367796897888,0.16485245525836945,0.19661661982536316
chengzong,0.20802085101604462,0.25737863779067993,0.5274215936660767,0.4970010817050934,0.011146833188831806,0.549667239189148,0.21830187737941742,0.2703564465045929
",",0.3087472915649414,0.45456063747406006,0.24545347690582275,0.19700400531291962,-0.0016132977325469255,0.28014233708381653,0.28145334124565125,0.31091248989105225
from,0.2737620174884796,0.31171464920043945,0.17681562900543213,0.10581372678279877,-0.01936490088701248,0.2130707949399948,0.2635002136230469,0.19969791173934937
1294,0.010629125870764256,0.07364733517169952,0.09074525535106659,0.03448602184653282,-0.06760474294424057,0.06017695367336273,-0.09085088223218918,0.050814855843782425
to,0.455847829580307,0.3636345863342285,0.1902887374162674,0.18221943080425262,0.03782717138528824,0.24050965905189514,0.27806994318962097,0.29463258385658264
1307,0.05011666938662529,-0.06758838891983032,0.027323681861162186,-0.062015634030103683,-0.04381793737411499,0.10778243094682693,0.11029921472072601,0.07925113290548325
.,0.3567904531955719,0.40146201848983765,0.24080398678779602,0.19819748401641846,-0.003708066651597619,0.3149949312210083,0.24737101793289185,0.4130953550338745
