,name,an,extra,that,was,added,to,the,production,of,the,compacts,.
corona,0.12385961413383484,0.18573777377605438,0.12740589678287506,0.19899079203605652,0.1734921634197235,0.09910979866981506,0.1898544728755951,0.22527040541172028,0.07277790457010269,0.23235659301280975,0.22527040541172028,0.17997868359088898,0.16802595555782318
mark,0.16493947803974152,0.15003655850887299,0.11383809894323349,0.18479634821414948,0.19058461487293243,0.2090681791305542,0.2008102536201477,0.2235521525144577,0.15298619866371155,0.16461719572544098,0.2235521525144577,0.14597809314727783,0.21911589801311493
ii,0.13721589744091034,0.1445705145597458,0.10269543528556824,0.15163540840148926,0.25630512833595276,0.18497586250305176,0.20368696749210358,0.2631464898586273,0.1978866457939148,0.2844806909561157,0.2631464898586273,0.1308431327342987,0.27393630146980286
",",0.28145334124565125,0.3581022024154663,0.20082387328147888,0.4137537479400635,0.45456063747406006,0.28397712111473083,0.44245919585227966,0.4933079481124878,0.24176549911499023,0.4946078956127167,0.4933079481124878,0.18933165073394775,0.6812511086463928
the,0.3171212375164032,0.4207492768764496,0.20500101149082184,0.5473989248275757,0.48711544275283813,0.3207796514034271,0.535392165184021,1.0,0.2657334506511688,0.733189046382904,1.0,0.265345960855484,0.5934505462646484
toyota,0.18980596959590912,0.11480940878391266,0.04335504397749901,0.21906925737857819,0.21754083037376404,0.09257261455059052,0.1899162381887436,0.175506591796875,0.23451387882232666,0.1666925847530365,0.175506591796875,0.3288259208202362,0.2003622055053711
cressida,0.21120651066303253,0.2057039737701416,0.11350446939468384,0.2075645923614502,0.1832660585641861,0.15166421234607697,0.13252092897891998,0.24364814162254333,0.1845044195652008,0.2347881942987442,0.24364814162254333,0.18536947667598724,0.25507381558418274
",",0.28145334124565125,0.3581022024154663,0.20082387328147888,0.4137537479400635,0.45456063747406006,0.28397712111473083,0.44245919585227966,0.4933079481124878,0.24176549911499023,0.4946078956127167,0.4933079481124878,0.18933165073394775,0.6812511086463928
the,0.3171212375164032,0.4207492768764496,0.20500101149082184,0.5473989248275757,0.48711544275283813,0.3207796514034271,0.535392165184021,1.0,0.2657334506511688,0.733189046382904,1.0,0.265345960855484,0.5934505462646484
mazda,0.18801701068878174,0.09541773796081543,0.05658930167555809,0.23702575266361237,0.1921587735414505,0.13362909853458405,0.20282506942749023,0.14307981729507446,0.22768324613571167,0.19350723922252655,0.14307981729507446,0.2813343405723572,0.28650200366973877
616,0.00937347486615181,0.010092091746628284,0.015912385657429695,-0.036335594952106476,0.01503415871411562,0.006778644397854805,0.03975561261177063,-0.020641189068555832,-0.06067901849746704,0.06544026732444763,-0.020641189068555832,0.012002531439065933,0.09312336891889572
and,0.21235932409763336,0.2838519215583801,0.25303271412849426,0.4731321930885315,0.3740963041782379,0.29847657680511475,0.48971283435821533,0.5171257257461548,0.25569969415664673,0.5116966962814331,0.5171257257461548,0.24837042391300201,0.588965117931366
datsun,0.21806223690509796,0.15008684992790222,0.10844437777996063,0.20922768115997314,0.21883097290992737,0.16303347051143646,0.14330999553203583,0.22483332455158234,0.15327554941177368,0.1974756419658661,0.22483332455158234,0.20152345299720764,0.23926079273223877
810,0.13573360443115234,0.09682976454496384,-0.027727236971259117,0.12953558564186096,0.14488369226455688,0.08487071096897125,0.16250360012054443,0.28450384736061096,-0.04322610795497894,0.2900572717189789,0.28450384736061096,0.09867506474256516,0.1682121753692627
",",0.28145334124565125,0.3581022024154663,0.20082387328147888,0.4137537479400635,0.45456063747406006,0.28397712111473083,0.44245919585227966,0.4933079481124878,0.24176549911499023,0.4946078956127167,0.4933079481124878,0.18933165073394775,0.6812511086463928
which,0.2972666025161743,0.3611921966075897,0.30222848057746887,0.6894589066505432,0.2830964922904968,0.36627641320228577,0.5345056653022766,0.6521818041801453,0.3583662211894989,0.5011631846427917,0.6521818041801453,0.3711737394332886,0.45942068099975586
added,0.16338680684566498,0.21177144348621368,0.3680076003074646,0.3874166011810303,0.22848746180534363,1.0000001192092896,0.29473474621772766,0.3207796514034271,0.1892942637205124,0.2879071831703186,0.3207796514034271,0.22171348333358765,0.30304840207099915
passenger,0.14647924900054932,0.2021995633840561,0.13132187724113464,0.19139334559440613,0.23960398137569427,0.11233970522880554,0.2609814405441284,0.22676396369934082,0.17134211957454681,0.19113630056381226,0.22676396369934082,0.32274696230888367,0.19574396312236786
space,0.10096189379692078,0.19467206299304962,0.20597082376480103,0.2368461638689041,0.14677780866622925,0.1193748265504837,0.22712917625904083,0.24495907127857208,0.13700497150421143,0.21300287544727325,0.24495907127857208,0.28472015261650085,0.2385488897562027
and,0.21235932409763336,0.2838519215583801,0.25303271412849426,0.4731321930885315,0.3740963041782379,0.29847657680511475,0.48971283435821533,0.5171257257461548,0.25569969415664673,0.5116966962814331,0.5171257257461548,0.24837042391300201,0.588965117931366
amenities,0.11782898753881454,0.1889622062444687,0.20442141592502594,0.2774032950401306,0.1275292932987213,0.21528483927249908,0.23073510825634003,0.2588208019733429,0.20628055930137634,0.26046305894851685,0.2588208019733429,0.2253936380147934,0.1888168603181839
such,0.14280109107494354,0.2025681436061859,0.2122746706008911,0.4479874074459076,0.12487147748470306,0.2901860177516937,0.2871878743171692,0.3575236201286316,0.24488459527492523,0.3209529519081116,0.3575236201286316,0.31843483448028564,0.3298943042755127
as,0.2851914167404175,0.37218472361564636,0.18421399593353271,0.4735107421875,0.3677520453929901,0.2611570656299591,0.42092081904411316,0.48381632566452026,0.24125908315181732,0.3886612355709076,0.48381632566452026,0.2699102759361267,0.515582263469696
air,0.06703422218561172,0.18705463409423828,0.1514972448348999,0.19720019400119781,0.18898457288742065,0.1713150590658188,0.24103909730911255,0.2877824306488037,0.17724217474460602,0.24196814000606537,0.2877824306488037,0.18767911195755005,0.2759295105934143
conditioning,0.09157021343708038,0.2122490257024765,0.17322419583797455,0.3099166452884674,0.18660490214824677,0.17196586728096008,0.2664632499217987,0.2790873348712921,0.2805265188217163,0.19000786542892456,0.2790873348712921,0.32660219073295593,0.2151031792163849
",",0.28145334124565125,0.3581022024154663,0.20082387328147888,0.4137537479400635,0.45456063747406006,0.28397712111473083,0.44245919585227966,0.4933079481124878,0.24176549911499023,0.4946078956127167,0.4933079481124878,0.18933165073394775,0.6812511086463928
power,0.15199023485183716,0.1744573563337326,0.17802166938781738,0.2680378556251526,0.1794997751712799,0.10261308401823044,0.27001675963401794,0.2647338807582855,0.1643078625202179,0.25273123383522034,0.2647338807582855,0.22008077800273895,0.2141435295343399
steering,0.08790412545204163,0.18987928330898285,0.20278924703598022,0.283073753118515,0.2066449522972107,0.12964336574077606,0.2842877507209778,0.30400630831718445,0.22274117171764374,0.2330978512763977,0.30400630831718445,0.31037604808807373,0.19293853640556335
",",0.28145334124565125,0.3581022024154663,0.20082387328147888,0.4137537479400635,0.45456063747406006,0.28397712111473083,0.44245919585227966,0.4933079481124878,0.24176549911499023,0.4946078956127167,0.4933079481124878,0.18933165073394775,0.6812511086463928
am-fm,0.1634526401758194,0.26766833662986755,0.19963280856609344,0.3402261435985565,0.2514907717704773,0.2238846868276596,0.29896122217178345,0.3129766285419464,0.22123685479164124,0.2726438641548157,0.3129766285419464,0.37266260385513306,0.33927416801452637
radios,0.04186603054404259,0.17687951028347015,0.18163976073265076,0.24602235853672028,0.1807122528553009,0.17762890458106995,0.2364853024482727,0.19888149201869965,0.21437403559684753,0.1642530858516693,0.19888149201869965,0.292877733707428,0.1885247528553009
",",0.28145334124565125,0.3581022024154663,0.20082387328147888,0.4137537479400635,0.45456063747406006,0.28397712111473083,0.44245919585227966,0.4933079481124878,0.24176549911499023,0.4946078956127167,0.4933079481124878,0.18933165073394775,0.6812511086463928
and,0.21235932409763336,0.2838519215583801,0.25303271412849426,0.4731321930885315,0.3740963041782379,0.29847657680511475,0.48971283435821533,0.5171257257461548,0.25569969415664673,0.5116966962814331,0.5171257257461548,0.24837042391300201,0.588965117931366
even,0.19008907675743103,0.2349194884300232,0.23728853464126587,0.5503504276275635,0.27441510558128357,0.30319613218307495,0.46467068791389465,0.37996912002563477,0.21848361194133759,0.34735506772994995,0.37996912002563477,0.24816863238811493,0.3729337155818939
power,0.15199023485183716,0.1744573563337326,0.17802166938781738,0.2680378556251526,0.1794997751712799,0.10261308401823044,0.27001675963401794,0.2647338807582855,0.1643078625202179,0.25273123383522034,0.2647338807582855,0.22008077800273895,0.2141435295343399
windows,0.110272116959095,0.2046469897031784,0.14143770933151245,0.24281005561351776,0.19288912415504456,0.18526491522789001,0.20641855895519257,0.23561708629131317,0.1209222748875618,0.1744781881570816,0.23561708629131317,0.2839525043964386,0.26358747482299805
and,0.21235932409763336,0.2838519215583801,0.25303271412849426,0.4731321930885315,0.3740963041782379,0.29847657680511475,0.48971283435821533,0.5171257257461548,0.25569969415664673,0.5116966962814331,0.5171257257461548,0.24837042391300201,0.588965117931366
central,0.1127941831946373,0.18265970051288605,0.14729326963424683,0.23977944254875183,0.21519865095615387,0.13359853625297546,0.21511952579021454,0.3417201042175293,0.07113517075777054,0.3415789008140564,0.3417201042175293,0.1039247214794159,0.3193301260471344
locking,0.11079815775156021,0.21491827070713043,0.16365882754325867,0.3586871922016144,0.1732971966266632,0.12411254644393921,0.2536119520664215,0.3001500070095062,0.19604893028736115,0.2169361412525177,0.3001500070095062,0.18388329446315765,0.2425943911075592
without,0.12632489204406738,0.20276303589344025,0.23803004622459412,0.3644297122955322,0.18635936081409454,0.2751360833644867,0.37970873713493347,0.3270869255065918,0.20122094452381134,0.3081340193748474,0.3270869255065918,0.2354055941104889,0.29967203736305237
increasing,0.06910861283540726,0.26877474784851074,0.25530576705932617,0.33300721645355225,0.17554011940956116,0.2931514382362366,0.35017409920692444,0.34958165884017944,0.2593787908554077,0.3524707853794098,0.34958165884017944,0.29785680770874023,0.20223422348499298
the,0.3171212375164032,0.4207492768764496,0.20500101149082184,0.5473989248275757,0.48711544275283813,0.3207796514034271,0.535392165184021,1.0,0.2657334506511688,0.733189046382904,1.0,0.265345960855484,0.5934505462646484
price,0.12338688224554062,0.12578552961349487,0.17734579741954803,0.2150627225637436,0.2517668902873993,0.158449187874794,0.2590087652206421,0.22636492550373077,0.37348005175590515,0.15675179660320282,0.22636492550373077,0.1787639707326889,0.20274421572685242
of,0.24075818061828613,0.32280945777893066,0.17564688622951508,0.41498205065727234,0.4069072902202606,0.2879071831703186,0.41548454761505127,0.733189046382904,0.1928233802318573,1.0,0.733189046382904,0.2642667591571808,0.5352458953857422
the,0.3171212375164032,0.4207492768764496,0.20500101149082184,0.5473989248275757,0.48711544275283813,0.3207796514034271,0.535392165184021,1.0,0.2657334506511688,0.733189046382904,1.0,0.265345960855484,0.5934505462646484
vehicle,0.09514009952545166,0.23357778787612915,0.16945578157901764,0.2193664014339447,0.18102683126926422,0.14968502521514893,0.26649773120880127,0.20434843003749847,0.21357877552509308,0.19269394874572754,0.20434843003749847,0.3882913887500763,0.19765201210975647
.,0.24737101793289185,0.3581749200820923,0.20376083254814148,0.4460422694683075,0.40146201848983765,0.30304840207099915,0.4645031690597534,0.5934505462646484,0.22297915816307068,0.5352458953857422,0.5934505462646484,0.209773987531662,1.0000001192092896
