,which,famous,dutch,artist,who,painted,the,night,watch,is,represented,in,the,drawings,collection,of,the,v,&,a,?
by,0.40543368458747864,0.24140264093875885,0.16281594336032867,0.24115848541259766,0.39727845788002014,0.24111458659172058,0.4408751428127289,0.1654970496892929,0.19258670508861542,0.3899846076965332,0.23673410713672638,0.370934396982193,0.4408751428127289,0.24822719395160675,0.2678082287311554,0.3646814823150635,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.17966607213020325
:,-0.11049769818782806,0.020688151940703392,0.0746050477027893,0.08650374412536621,-0.0025186005514115095,0.0020779380574822426,-0.03403344005346298,-0.05348151922225952,-0.09691508114337921,-0.07222653180360794,0.1406276673078537,0.020521078258752823,-0.03403344005346298,-0.08356654644012451,-0.10115766525268555,-0.08807745575904846,-0.03403344005346298,-0.009624218568205833,-0.03967161104083061,-0.0007584693375974894,-0.07156077772378922
dürer,0.16149553656578064,0.3047216832637787,0.22619487345218658,0.3796781897544861,0.24429138004779816,0.4240182340145111,0.2264566421508789,0.2141479253768921,0.15849870443344116,0.11452244222164154,0.12606440484523773,0.22514767944812775,0.2264566421508789,0.45471665263175964,0.27969586849212646,0.2159564346075058,0.2264566421508789,0.13259372115135193,0.10514942556619644,0.14280684292316437,0.15266801416873932
",",0.3658004403114319,0.2816491723060608,0.23674406111240387,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.24717365205287933,0.19597528874874115,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
giovanni,0.1761956363916397,0.2914877235889435,0.18663710355758667,0.20847614109516144,0.2912859320640564,0.2168668955564499,0.16284190118312836,0.16810907423496246,0.17820315062999725,0.09566495567560196,0.06869260221719742,0.15815386176109314,0.16284190118312836,0.21443013846874237,0.1363195925951004,0.18752416968345642,0.16284190118312836,0.14237019419670105,0.12406846880912781,0.17958615720272064,0.13561689853668213
benedetto,0.16615256667137146,0.22577343881130219,0.21286949515342712,0.3263622522354126,0.2539159655570984,0.32402947545051575,0.19872620701789856,0.1073724776506424,0.15789338946342468,0.1278565675020218,0.09905248880386353,0.1845807135105133,0.19872620701789856,0.24215717613697052,0.16631589829921722,0.24889785051345825,0.19872620701789856,0.21728938817977905,0.11180485785007477,0.19269663095474243,0.25279513001441956
castiglione,0.18716248869895935,0.28074032068252563,0.17962372303009033,0.3117533326148987,0.2632845342159271,0.24664106965065002,0.30627307295799255,0.13069818913936615,0.12628178298473358,0.22739122807979584,0.1403108537197113,0.3097412884235382,0.30627307295799255,0.2603987753391266,0.22581747174263,0.3281422257423401,0.30627307295799255,0.16847734153270721,0.12521077692508698,0.2182239592075348,0.1528071165084839
",",0.3658004403114319,0.2816491723060608,0.23674406111240387,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.24717365205287933,0.19597528874874115,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
bernardo,0.1773013323545456,0.1990663707256317,0.15483596920967102,0.15815049409866333,0.18555714190006256,0.2534627914428711,0.23935143649578094,0.14490605890750885,0.1491759568452835,0.16960135102272034,0.06558988988399506,0.238566592335701,0.23935143649578094,0.22464656829833984,0.0693463534116745,0.21924100816249847,0.23935143649578094,0.1387273371219635,0.14516235888004303,0.21217109262943268,0.11246369034051895
buontalenti,0.23066453635692596,0.33702635765075684,0.23824076354503632,0.3333788216114044,0.28639572858810425,0.2783573567867279,0.25555747747421265,0.21624211966991425,0.29019680619239807,0.2205628901720047,0.20377974212169647,0.261213093996048,0.25555747747421265,0.2754124402999878,0.2617388367652893,0.2568659484386444,0.25555747747421265,0.20652057230472565,0.22456799447536469,0.2749694585800171,0.23699690401554108
",",0.3658004403114319,0.2816491723060608,0.23674406111240387,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.24717365205287933,0.19597528874874115,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
rembrandt,0.16259396076202393,0.2627871036529541,0.35733333230018616,0.36967870593070984,0.2529917359352112,0.5318341851234436,0.16912591457366943,0.22691656649112701,0.24370233714580536,0.18082065880298615,0.14455494284629822,0.19755259156227112,0.16912591457366943,0.45066118240356445,0.2952265441417694,0.22973763942718506,0.16912591457366943,0.0823482796549797,0.07446708530187607,0.2051539421081543,0.22640541195869446
",",0.3658004403114319,0.2816491723060608,0.23674406111240387,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.24717365205287933,0.19597528874874115,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
antonio,0.17034529149532318,0.22992347180843353,0.15651899576187134,0.14017364382743835,0.23815816640853882,0.14743483066558838,0.2070869356393814,0.12278348952531815,0.19174712896347046,0.10257551819086075,0.06810407340526581,0.16966992616653442,0.2070869356393814,0.16866716742515564,0.1160007119178772,0.2094241827726364,0.2070869356393814,0.1799592673778534,0.08665228635072708,0.15162940323352814,0.09923860430717468
verrio,0.16076302528381348,0.21243703365325928,0.23356018960475922,0.3341551423072815,0.20618434250354767,0.20828546583652496,0.1978490650653839,0.2460087388753891,0.20530274510383606,0.17778046429157257,0.15446221828460693,0.1894386112689972,0.1978490650653839,0.23059959709644318,0.17969803512096405,0.13358087837696075,0.1978490650653839,0.24335505068302155,0.11119163781404495,0.24842163920402527,0.2797500193119049
",",0.3658004403114319,0.2816491723060608,0.23674406111240387,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.24717365205287933,0.19597528874874115,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
paul,0.15805208683013916,0.12448831647634506,0.0955372005701065,0.1670079231262207,0.2292756587266922,0.21123956143856049,0.19191958010196686,0.16724635660648346,0.12864789366722107,0.18022699654102325,0.1423024833202362,0.21331322193145752,0.19191958010196686,0.17512787878513336,0.1638609915971756,0.14511796832084656,0.19191958010196686,0.1338740587234497,0.17826934158802032,0.13667120039463043,0.16611461341381073
sandby,0.30030587315559387,0.18714837729930878,0.18822260200977325,0.15900219976902008,0.24302585422992706,0.15946336090564728,0.24723881483078003,0.27550873160362244,0.29463300108909607,0.23067043721675873,0.16869843006134033,0.2848673164844513,0.24723881483078003,0.2144666463136673,0.1828925907611847,0.18716053664684296,0.24723881483078003,0.20707131922245026,0.11912203580141068,0.3144772946834564,0.24216556549072266
",",0.3658004403114319,0.2816491723060608,0.23674406111240387,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.24717365205287933,0.19597528874874115,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
john,0.20415355265140533,0.22112208604812622,0.10505758225917816,0.21397335827350616,0.30388808250427246,0.15080349147319794,0.2230520099401474,0.21285708248615265,0.1821255385875702,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.12626059353351593,0.14187732338905334,0.2407056987285614,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.13162356615066528
russell,0.14376436173915863,0.2362579107284546,0.10377945005893707,0.09340688586235046,0.2708354890346527,0.14922749996185303,0.2413037121295929,0.14976222813129425,0.15149112045764923,0.21315249800682068,0.16518741846084595,0.22963611781597137,0.2413037121295929,0.18649254739284515,0.0948466807603836,0.21486875414848328,0.2413037121295929,0.1724885255098343,0.12409015744924545,0.18258225917816162,0.11642709374427795
",",0.3658004403114319,0.2816491723060608,0.23674406111240387,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.24717365205287933,0.19597528874874115,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
angelica,0.08564567565917969,0.1591997593641281,0.09739336371421814,0.21974563598632812,0.17875108122825623,0.313433974981308,0.14534907042980194,0.13465283811092377,0.11394530534744263,0.14407482743263245,0.07810983061790466,0.11892448365688324,0.14534907042980194,0.17629985511302948,0.14559295773506165,0.1420925110578537,0.14534907042980194,0.13136997818946838,0.13079442083835602,0.1587238907814026,0.19822736084461212
kauffman,0.17502962052822113,0.21809302270412445,0.18033955991268158,0.23697347939014435,0.2983647882938385,0.1813083291053772,0.2655191421508789,0.2668946087360382,0.21601837873458862,0.23165081441402435,0.17106127738952637,0.28209009766578674,0.2655191421508789,0.2414986938238144,0.19164332747459412,0.250521719455719,0.2655191421508789,0.1326993703842163,0.21522293984889984,0.22006161510944366,0.17178326845169067
",",0.3658004403114319,0.2816491723060608,0.23674406111240387,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.24717365205287933,0.19597528874874115,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
john,0.20415355265140533,0.22112208604812622,0.10505758225917816,0.21397335827350616,0.30388808250427246,0.15080349147319794,0.2230520099401474,0.21285708248615265,0.1821255385875702,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.12626059353351593,0.14187732338905334,0.2407056987285614,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.13162356615066528
flaxman,0.2881503999233246,0.31041955947875977,0.26730290055274963,0.3281422257423401,0.3207222819328308,0.19275768101215363,0.3222133219242096,0.20945021510124207,0.19785505533218384,0.2727881669998169,0.1957920342683792,0.28192105889320374,0.3222133219242096,0.30332043766975403,0.2447238713502884,0.2958856523036957,0.3222133219242096,0.2674000561237335,0.25550803542137146,0.3530634939670563,0.1984574794769287
",",0.3658004403114319,0.2816491723060608,0.23674406111240387,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.24717365205287933,0.19597528874874115,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
hugh,0.11573401838541031,0.1901206523180008,0.18788321316242218,0.1717909723520279,0.24496686458587646,0.12949004769325256,0.24369864165782928,0.13848532736301422,0.09058772772550583,0.10511639714241028,0.09046531468629837,0.18993298709392548,0.24369864165782928,0.1698141098022461,0.0481608584523201,0.23160827159881592,0.24369864165782928,0.19455187022686005,0.17555378377437592,0.1478407233953476,0.12381613999605179
douglas,0.10685979574918747,0.1629316657781601,0.16620366275310516,0.20488514006137848,0.161043182015419,0.1542043387889862,0.18504364788532257,0.2040330320596695,0.07515007257461548,0.14269384741783142,0.1030551940202713,0.17743754386901855,0.18504364788532257,0.18172085285186768,0.12040972709655762,0.13222047686576843,0.18504364788532257,0.09603535383939743,0.16055870056152344,0.15485304594039917,0.1281188279390335
hamilton,0.20252017676830292,0.21394772827625275,0.0892171785235405,0.07945878058671951,0.2541866600513458,0.13256476819515228,0.24943995475769043,0.11515073478221893,0.14140331745147705,0.14254130423069,0.13341528177261353,0.2069321870803833,0.24943995475769043,0.10915408283472061,0.15871797502040863,0.2026616632938385,0.24943995475769043,0.19062469899654388,0.12696991860866547,0.2237759679555893,0.16491469740867615
",",0.3658004403114319,0.2816491723060608,0.23674406111240387,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.24717365205287933,0.19597528874874115,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
thomas,0.20158961415290833,0.18261981010437012,0.2039303481578827,0.22121816873550415,0.26103657484054565,0.17636638879776,0.23505409061908722,0.10455704480409622,0.09261605143547058,0.15801864862442017,0.13160744309425354,0.21133768558502197,0.23505409061908722,0.18178868293762207,0.1858091503381729,0.18699592351913452,0.23505409061908722,0.1084803119301796,0.1422349363565445,0.19268037378787994,0.16133050620555878
rowlandson,0.1847062110900879,0.243505597114563,0.22374825179576874,0.26995596289634705,0.41190725564956665,0.23236453533172607,0.22991494834423065,0.18628284335136414,0.1923937201499939,0.17110946774482727,0.17377205193042755,0.25160765647888184,0.22991494834423065,0.21179212629795074,0.14915351569652557,0.25045666098594666,0.22991494834423065,0.19104446470737457,0.20554731786251068,0.2431790977716446,0.18764621019363403
",",0.3658004403114319,0.2816491723060608,0.23674406111240387,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.24717365205287933,0.19597528874874115,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
william,0.13988013565540314,0.16922372579574585,0.2614935338497162,0.16332297027111053,0.32068803906440735,0.1671081930398941,0.21537061035633087,0.17036741971969604,0.14763155579566956,0.13717274367809296,0.07601814717054367,0.21605195105075836,0.21537061035633087,0.21193835139274597,0.1617477536201477,0.20272590219974518,0.21537061035633087,0.18227645754814148,0.1375914216041565,0.19269351661205292,0.14462219178676605
kilburn,0.2017192244529724,0.16940677165985107,0.18807582557201385,0.2075301557779312,0.12464701384305954,0.1527138352394104,0.21308137476444244,0.1531156599521637,0.24086490273475647,0.22522278130054474,0.12554340064525604,0.24660691618919373,0.21308137476444244,0.16882333159446716,0.10632961988449097,0.2127806842327118,0.21308137476444244,0.2645983397960663,0.21421748399734497,0.23915046453475952,0.19079868495464325
",",0.3658004403114319,0.2816491723060608,0.23674406111240387,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.24717365205287933,0.19597528874874115,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
thomas,0.20158961415290833,0.18261981010437012,0.2039303481578827,0.22121816873550415,0.26103657484054565,0.17636638879776,0.23505409061908722,0.10455704480409622,0.09261605143547058,0.15801864862442017,0.13160744309425354,0.21133768558502197,0.23505409061908722,0.18178868293762207,0.1858091503381729,0.18699592351913452,0.23505409061908722,0.1084803119301796,0.1422349363565445,0.19268037378787994,0.16133050620555878
girtin,0.30738365650177,0.27281832695007324,0.19792641699314117,0.23114043474197388,0.2850584089756012,0.2756171226501465,0.31849709153175354,0.1780010461807251,0.21633599698543549,0.3070039749145508,0.14205773174762726,0.283529669046402,0.31849709153175354,0.32221361994743347,0.2317536175251007,0.28263330459594727,0.31849709153175354,0.09213287383317947,0.2177601009607315,0.3325401842594147,0.13964176177978516
",",0.3658004403114319,0.2816491723060608,0.23674406111240387,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.24717365205287933,0.19597528874874115,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
jean,0.11219283938407898,0.1634303480386734,0.15534424781799316,0.1849459856748581,0.20390325784683228,0.21666942536830902,0.2186683863401413,0.14971165359020233,0.12397728860378265,0.14914077520370483,0.16078059375286102,0.19998259842395782,0.2186683863401413,0.22356320917606354,0.24194449186325073,0.14357218146324158,0.2186683863401413,0.06389088928699493,0.05770741030573845,0.19298788905143738,0.1531364470720291
auguste,0.14753739535808563,0.2706635594367981,0.25421732664108276,0.2638678252696991,0.24562294781208038,0.3402825593948364,0.18969763815402985,0.20572875440120697,0.1390402466058731,0.15298309922218323,0.19796691834926605,0.2284879982471466,0.18969763815402985,0.36511677503585815,0.2737104892730713,0.229461669921875,0.18969763815402985,0.12022212892770767,0.092386394739151,0.22253604233264923,0.17689163982868195
dominique,0.08100323379039764,0.2283555120229721,0.28841039538383484,0.2725493013858795,0.2515011727809906,0.2165275365114212,0.12689374387264252,0.18728110194206238,0.20306630432605743,0.10579884052276611,0.12749794125556946,0.14559809863567352,0.12689374387264252,0.16421525180339813,0.1706787496805191,0.14352527260780334,0.12689374387264252,0.12587504088878632,0.20650556683540344,0.19313062727451324,0.18719474971294403
ingres,0.11337044090032578,0.2794528007507324,0.20752456784248352,0.28333964943885803,0.16997383534908295,0.3693719804286957,0.19489136338233948,0.1639232635498047,0.166500523686409,0.17344927787780762,0.14811675250530243,0.20508749783039093,0.19489136338233948,0.3891015350818634,0.27812889218330383,0.20122623443603516,0.19489136338233948,0.11505771428346634,0.17144040763378143,0.20255963504314423,0.21079476177692413
",",0.3658004403114319,0.2816491723060608,0.23674406111240387,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.24717365205287933,0.19597528874874115,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
david,0.16383904218673706,0.19392549991607666,0.10059236735105515,0.1968037486076355,0.26544609665870667,0.18370284140110016,0.2237231284379959,0.2305508553981781,0.20877932012081146,0.14622443914413452,0.16012918949127197,0.17107756435871124,0.2237231284379959,0.1756264716386795,0.17162975668907166,0.191870778799057,0.2237231284379959,0.1434764564037323,0.14487789571285248,0.19156141579151154,0.04158485680818558
wilkie,0.1315290480852127,0.20299279689788818,0.2789442837238312,0.28803345561027527,0.28204548358917236,0.20529378950595856,0.2626578211784363,0.22407865524291992,0.25215110182762146,0.16934245824813843,0.16971544921398163,0.2423786073923111,0.2626578211784363,0.2882160544395447,0.16974714398384094,0.19975170493125916,0.2626578211784363,0.15775929391384125,0.288770467042923,0.23975518345832825,0.12453664839267731
",",0.3658004403114319,0.2816491723060608,0.23674406111240387,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.24717365205287933,0.19597528874874115,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
john,0.20415355265140533,0.22112208604812622,0.10505758225917816,0.21397335827350616,0.30388808250427246,0.15080349147319794,0.2230520099401474,0.21285708248615265,0.1821255385875702,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.12626059353351593,0.14187732338905334,0.2407056987285614,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.13162356615066528
martin,0.16745753586292267,0.19598796963691711,0.2070387750864029,0.21076692640781403,0.22000780701637268,0.14718593657016754,0.22029393911361694,0.13324584066867828,0.15119972825050354,0.17765893042087555,0.06123057380318642,0.22752496600151062,0.22029393911361694,0.20743045210838318,0.10485804080963135,0.13722093403339386,0.22029393911361694,0.0985867902636528,0.1907685548067093,0.2163310945034027,0.060103293508291245
",",0.3658004403114319,0.2816491723060608,0.23674406111240387,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.24717365205287933,0.19597528874874115,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
samuel,0.11138984560966492,0.27291417121887207,0.17391976714134216,0.19072075188159943,0.261510968208313,0.1705312877893448,0.15008985996246338,0.14783233404159546,0.14785663783550262,0.11145944148302078,0.08915358781814575,0.20420196652412415,0.15008985996246338,0.10266450047492981,0.18018369376659393,0.08824485540390015,0.15008985996246338,0.16941829025745392,0.13068073987960815,0.19971542060375214,0.09954892843961716
palmer,0.12601616978645325,0.2160848081111908,0.15059901773929596,0.11475380510091782,0.267147958278656,0.12498647719621658,0.22820298373699188,0.15360605716705322,0.1668636053800583,0.17985011637210846,0.12586139142513275,0.24593520164489746,0.22820298373699188,0.16363312304019928,0.1220477744936943,0.185878187417984,0.22820298373699188,0.17672628164291382,0.15313544869422913,0.21307571232318878,0.17918962240219116
",",0.3658004403114319,0.2816491723060608,0.23674406111240387,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.24717365205287933,0.19597528874874115,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
sir,0.16247086226940155,0.2768409848213196,0.1817169040441513,0.15476268529891968,0.24442657828330994,0.21838611364364624,0.20237073302268982,0.16075977683067322,0.1475573480129242,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.13647843897342682,0.14995771646499634,0.17569157481193542,0.20237073302268982,0.14777131378650665,0.1190008744597435,0.1604013890028,0.10503887385129929
