,who,is,known,as,the,father,of,the,modern,steam,railways,?
",",0.3365725874900818,0.4691906273365021,0.3604377806186676,0.48816442489624023,0.4933079481124878,0.30597206950187683,0.4946078956127167,0.4933079481124878,0.2557750344276428,0.2264556586742401,0.24052287638187408,0.31091248989105225
engineer,0.24997320771217346,0.15446330606937408,0.12763400375843048,0.17610689997673035,0.16607177257537842,0.2825526297092438,0.13477154076099396,0.16607177257537842,0.21812792122364044,0.28024187684059143,0.28231459856033325,0.12995383143424988
and,0.41279885172843933,0.3859752118587494,0.3468935489654541,0.49487000703811646,0.5171257257461548,0.3168204128742218,0.5116966962814331,0.5171257257461548,0.3277876079082489,0.24133789539337158,0.23216985166072845,0.20544172823429108
father,0.4164644777774811,0.21280217170715332,0.25936180353164673,0.2646642327308655,0.24010279774665833,1.0,0.22142449021339417,0.24010279774665833,0.2092052400112152,0.12748406827449799,0.1318541169166565,0.14826634526252747
of,0.2827862501144409,0.4854315221309662,0.35814476013183594,0.3886612355709076,0.733189046382904,0.22142449021339417,1.0,0.733189046382904,0.3482828736305237,0.20239725708961487,0.24158069491386414,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.3624623417854309,0.48381632566452026,1.0,0.24010279774665833,0.733189046382904,1.0,0.3283970355987549,0.23105813562870026,0.2822231948375702,0.22068053483963013
modern,0.16937296092510223,0.24170172214508057,0.1906650811433792,0.242071270942688,0.3283970355987549,0.2092052400112152,0.3482828736305237,0.3283970355987549,0.9999999403953552,0.3045346438884735,0.23255324363708496,0.12475407868623734
steam,0.1786653995513916,0.13029660284519196,0.11819102615118027,0.20776431262493134,0.23105813562870026,0.12748406827449799,0.20239725708961487,0.23105813562870026,0.3045346438884735,1.0000001192092896,0.47251325845718384,0.113324373960495
railways,0.1644725650548935,0.21893469989299774,0.1748688668012619,0.1923256516456604,0.2822231948375702,0.1318541169166565,0.24158069491386414,0.2822231948375702,0.23255324363708496,0.47251325845718384,1.0,0.0874929204583168
george,0.25805044174194336,0.14082063734531403,0.1352875828742981,0.1998397409915924,0.2510760426521301,0.249858096241951,0.22097964584827423,0.2510760426521301,0.19627898931503296,0.20765884220600128,0.2239174097776413,0.1479024887084961
stephenson,0.27319905161857605,0.2564881443977356,0.2652958929538727,0.2729533314704895,0.23680150508880615,0.26164767146110535,0.22236521542072296,0.23680150508880615,0.17152021825313568,0.274732768535614,0.2823294997215271,0.14790663123130798
",",0.3365725874900818,0.4691906273365021,0.3604377806186676,0.48816442489624023,0.4933079481124878,0.30597206950187683,0.4946078956127167,0.4933079481124878,0.2557750344276428,0.2264556586742401,0.24052287638187408,0.31091248989105225
his,0.44966956973075867,0.24372583627700806,0.29665085673332214,0.3146366477012634,0.4394008219242096,0.5241755247116089,0.38364991545677185,0.4394008219242096,0.21339957416057587,0.13870766758918762,0.0969918966293335,0.18075084686279297
son,0.3958503007888794,0.19694165885448456,0.2147316038608551,0.19585223495960236,0.2102738618850708,0.6500785946846008,0.22933141887187958,0.2102738618850708,0.06438102573156357,0.10714535415172577,0.05839387699961662,0.14735563099384308
",",0.3365725874900818,0.4691906273365021,0.3604377806186676,0.48816442489624023,0.4933079481124878,0.30597206950187683,0.4946078956127167,0.4933079481124878,0.2557750344276428,0.2264556586742401,0.24052287638187408,0.31091248989105225
also,0.47919341921806335,0.5012649297714233,0.4766203761100769,0.5774298906326294,0.6021018624305725,0.30697163939476013,0.4924938678741455,0.6021018624305725,0.29002171754837036,0.22489124536514282,0.21475133299827576,0.21848613023757935
an,0.2848317325115204,0.4654068350791931,0.3156754970550537,0.37218472361564636,0.4207492768764496,0.14175958931446075,0.32280945777893066,0.4207492768764496,0.16874317824840546,0.13589277863502502,0.13123753666877747,0.19793890416622162
engineer,0.24997320771217346,0.15446330606937408,0.12763400375843048,0.17610689997673035,0.16607177257537842,0.2825526297092438,0.13477154076099396,0.16607177257537842,0.21812792122364044,0.28024187684059143,0.28231459856033325,0.12995383143424988
",",0.3365725874900818,0.4691906273365021,0.3604377806186676,0.48816442489624023,0.4933079481124878,0.30597206950187683,0.4946078956127167,0.4933079481124878,0.2557750344276428,0.2264556586742401,0.24052287638187408,0.31091248989105225
robert,0.2748492956161499,0.16191203892230988,0.1349969506263733,0.18202318251132965,0.2257954627275467,0.2554275393486023,0.2398476004600525,0.2257954627275467,0.16730011999607086,0.12751172482967377,0.08434666693210602,0.11293095350265503
stephenson,0.27319905161857605,0.2564881443977356,0.2652958929538727,0.2729533314704895,0.23680150508880615,0.26164767146110535,0.22236521542072296,0.23680150508880615,0.17152021825313568,0.274732768535614,0.2823294997215271,0.14790663123130798
",",0.3365725874900818,0.4691906273365021,0.3604377806186676,0.48816442489624023,0.4933079481124878,0.30597206950187683,0.4946078956127167,0.4933079481124878,0.2557750344276428,0.2264556586742401,0.24052287638187408,0.31091248989105225
engineer,0.24997320771217346,0.15446330606937408,0.12763400375843048,0.17610689997673035,0.16607177257537842,0.2825526297092438,0.13477154076099396,0.16607177257537842,0.21812792122364044,0.28024187684059143,0.28231459856033325,0.12995383143424988
and,0.41279885172843933,0.3859752118587494,0.3468935489654541,0.49487000703811646,0.5171257257461548,0.3168204128742218,0.5116966962814331,0.5171257257461548,0.3277876079082489,0.24133789539337158,0.23216985166072845,0.20544172823429108
inventor,0.25475168228149414,0.17402730882167816,0.1872355192899704,0.16468103229999542,0.15489226579666138,0.2658509612083435,0.14933325350284576,0.15489226579666138,0.23936337232589722,0.3006623089313507,0.21066612005233765,0.1474177986383438
of,0.2827862501144409,0.4854315221309662,0.35814476013183594,0.3886612355709076,0.733189046382904,0.22142449021339417,1.0,0.733189046382904,0.3482828736305237,0.20239725708961487,0.24158069491386414,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.3624623417854309,0.48381632566452026,1.0,0.24010279774665833,0.733189046382904,1.0,0.3283970355987549,0.23105813562870026,0.2822231948375702,0.22068053483963013
steam,0.1786653995513916,0.13029660284519196,0.11819102615118027,0.20776431262493134,0.23105813562870026,0.12748406827449799,0.20239725708961487,0.23105813562870026,0.3045346438884735,1.0000001192092896,0.47251325845718384,0.113324373960495
turbine,0.145238995552063,0.20463748276233673,0.13384325802326202,0.17994308471679688,0.1799832284450531,0.1776968240737915,0.17630848288536072,0.1799832284450531,0.22899551689624786,0.5301763415336609,0.33612194657325745,0.16315746307373047
sir,0.24442657828330994,0.17222478985786438,0.1337008774280548,0.2030664086341858,0.20237073302268982,0.2517278492450714,0.17569157481193542,0.20237073302268982,0.14088526368141174,0.20454274117946625,0.21850447356700897,0.10503887385129929
charles,0.27103671431541443,0.16326871514320374,0.20176316797733307,0.2216881811618805,0.20777860283851624,0.24735695123672485,0.22512592375278473,0.20777860283851624,0.15594573318958282,0.09958212822675705,0.15404710173606873,0.17366734147071838
parsons,0.2451997697353363,0.21252226829528809,0.15924662351608276,0.29470932483673096,0.24227745831012726,0.21888655424118042,0.17497248947620392,0.24227745831012726,0.1578473150730133,0.12593862414360046,0.16631653904914856,0.1958886981010437
",",0.3365725874900818,0.4691906273365021,0.3604377806186676,0.48816442489624023,0.4933079481124878,0.30597206950187683,0.4946078956127167,0.4933079481124878,0.2557750344276428,0.2264556586742401,0.24052287638187408,0.31091248989105225
inventor,0.25475168228149414,0.17402730882167816,0.1872355192899704,0.16468103229999542,0.15489226579666138,0.2658509612083435,0.14933325350284576,0.15489226579666138,0.23936337232589722,0.3006623089313507,0.21066612005233765,0.1474177986383438
of,0.2827862501144409,0.4854315221309662,0.35814476013183594,0.3886612355709076,0.733189046382904,0.22142449021339417,1.0,0.733189046382904,0.3482828736305237,0.20239725708961487,0.24158069491386414,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.3624623417854309,0.48381632566452026,1.0,0.24010279774665833,0.733189046382904,1.0,0.3283970355987549,0.23105813562870026,0.2822231948375702,0.22068053483963013
incandescent,0.27174434065818787,0.27490732073783875,0.16013677418231964,0.2851865589618683,0.2785658538341522,0.2250496745109558,0.25759440660476685,0.2785658538341522,0.30415844917297363,0.3023110330104828,0.2664717137813568,0.17212344706058502
light,0.16200783848762512,0.2457275241613388,0.16696052253246307,0.25754430890083313,0.2649136185646057,0.13626958429813385,0.18257063627243042,0.2649136185646057,0.17382119596004486,0.19867180287837982,0.22512978315353394,0.17429810762405396
bulb,0.1396545171737671,0.24858695268630981,0.11203204840421677,0.1552281677722931,0.22966711223125458,0.13944151997566223,0.15859517455101013,0.22966711223125458,0.11206725239753723,0.2813093364238739,0.2573133707046509,0.09781747311353683
sir,0.24442657828330994,0.17222478985786438,0.1337008774280548,0.2030664086341858,0.20237073302268982,0.2517278492450714,0.17569157481193542,0.20237073302268982,0.14088526368141174,0.20454274117946625,0.21850447356700897,0.10503887385129929
joseph,0.24207964539527893,0.1339416801929474,0.19790562987327576,0.1927168071269989,0.2251148819923401,0.28779321908950806,0.20551647245883942,0.2251148819923401,0.14299370348453522,0.1431063413619995,0.21944306790828705,0.08421234786510468
swan,0.1289450228214264,0.20886369049549103,0.22292590141296387,0.24880078434944153,0.2781778872013092,0.1586533784866333,0.22410689294338226,0.2781778872013092,0.21314489841461182,0.17814400792121887,0.15135692059993744,0.08656178414821625
",",0.3365725874900818,0.4691906273365021,0.3604377806186676,0.48816442489624023,0.4933079481124878,0.30597206950187683,0.4946078956127167,0.4933079481124878,0.2557750344276428,0.2264556586742401,0.24052287638187408,0.31091248989105225
modernist,0.19126105308532715,0.16538870334625244,0.19541171193122864,0.23099525272846222,0.21576514840126038,0.23517443239688873,0.1880471557378769,0.21576514840126038,0.5072099566459656,0.34144166111946106,0.33177727460861206,0.14106012880802155
poet,0.2789231538772583,0.195703387260437,0.18115006387233734,0.12188807129859924,0.14614954590797424,0.22863920032978058,0.1686325967311859,0.14614954590797424,0.12727491557598114,0.15105484426021576,0.13708879053592682,0.16892145574092865
basil,0.23991037905216217,0.19107858836650848,0.16865818202495575,0.24185042083263397,0.2362784743309021,0.210764080286026,0.21068790555000305,0.2362784743309021,0.11697599291801453,0.2456912100315094,0.16288191080093384,0.16320666670799255
bunting,0.1822541356086731,0.19414515793323517,0.2255735695362091,0.25597885251045227,0.2557194232940674,0.094318687915802,0.23613670468330383,0.2557194232940674,0.2164016216993332,0.22138594090938568,0.13044901192188263,0.15691573917865753
",",0.3365725874900818,0.4691906273365021,0.3604377806186676,0.48816442489624023,0.4933079481124878,0.30597206950187683,0.4946078956127167,0.4933079481124878,0.2557750344276428,0.2264556586742401,0.24052287638187408,0.31091248989105225
and,0.41279885172843933,0.3859752118587494,0.3468935489654541,0.49487000703811646,0.5171257257461548,0.3168204128742218,0.5116966962814331,0.5171257257461548,0.3277876079082489,0.24133789539337158,0.23216985166072845,0.20544172823429108
lord,0.25294241309165955,0.14423592388629913,0.14128296077251434,0.18802540004253387,0.2489406019449234,0.2710990607738495,0.20127125084400177,0.2489406019449234,0.0334264300763607,0.14979217946529388,0.11354843527078629,0.09544310718774796
chief,0.2604494094848633,0.17735815048217773,0.17685064673423767,0.21105271577835083,0.2586921751499176,0.2671160399913788,0.26361605525016785,0.2586921751499176,0.1204240620136261,0.11136066168546677,0.19729822874069214,0.09466830641031265
justice,0.2339407354593277,0.18458157777786255,0.13644593954086304,0.17992214858531952,0.23470892012119293,0.16447147727012634,0.2658293545246124,0.23470892012119293,0.06973621249198914,0.028528422117233276,0.12009800225496292,0.19269752502441406
peter,0.2549128830432892,0.1711069494485855,0.12776750326156616,0.19159027934074402,0.24086274206638336,0.1926470547914505,0.14779731631278992,0.24086274206638336,0.06794057041406631,0.12496604770421982,0.13407495617866516,0.11650477349758148
taylor,0.2793971002101898,0.13775688409805298,0.17713117599487305,0.23060910403728485,0.20813849568367004,0.17195779085159302,0.14575178921222687,0.20813849568367004,0.12970976531505585,0.09895443171262741,0.07402367889881134,0.18786384165287018
.,0.3541337847709656,0.4569662809371948,0.283290296792984,0.515582263469696,0.5934505462646484,0.2509099841117859,0.5352458953857422,0.5934505462646484,0.22790057957172394,0.22855372726917267,0.2475975602865219,0.4130953550338745
