,who,was,abc,'s,third,major,rival,in,1949,?
with,0.3282766342163086,0.27411898970603943,0.17432008683681488,-0.04624466598033905,0.25535592436790466,0.21643421053886414,0.228570818901062,0.4080928862094879,0.17095758020877838,0.2433311939239502
less,0.24590972065925598,0.19779354333877563,0.08522889763116837,-0.06965893507003784,0.18984709680080414,0.10022524744272232,0.13617420196533203,0.2661931812763214,0.12834542989730835,0.22418740391731262
coverage,0.21888519823551178,0.21300753951072693,0.2668192386627197,0.026463773101568222,0.22958175837993622,0.2526918947696686,0.20435574650764465,0.2348095327615738,0.19786706566810608,0.2543165385723114
than,0.24983921647071838,0.1872616857290268,0.05868885666131973,0.0585811510682106,0.22376805543899536,0.15025296807289124,0.1352882981300354,0.3270052373409271,0.1263161301612854,0.24917294085025787
two,0.2791741192340851,0.27166637778282166,0.15247683227062225,0.038143858313560486,0.31169626116752625,0.2501676380634308,0.21310213208198547,0.36463531851768494,0.11806558817625046,0.19645625352859497
of,0.2827862501144409,0.4069072902202606,0.14607268571853638,-0.03817026689648628,0.30602210760116577,0.2641255557537079,0.16546274721622467,0.5696388483047485,0.2565067410469055,0.1826142966747284
its,0.1326070874929428,0.3518870174884796,0.19045390188694,0.03202139586210251,0.17781178653240204,0.24033352732658386,0.2273310124874115,0.3793783485889435,0.2562781870365143,0.15103481709957123
competing,0.22036989033222198,0.23055243492126465,0.12181573361158371,0.07182171940803528,0.1873973309993744,0.16889707744121552,0.31723758578300476,0.24096709489822388,0.146827831864357,0.1428171843290329
networks,0.1910601407289505,0.169170543551445,0.350273072719574,0.11665306240320206,0.07558779418468475,0.24476246535778046,0.19225482642650604,0.17525765299797058,0.15211020410060883,0.17815114557743073
",",0.3365725874900818,0.45456063747406006,0.2097204476594925,-0.0016132977325469255,0.283071368932724,0.29355156421661377,0.16514593362808228,0.5201468467712402,0.1767846941947937,0.31091248989105225
cbs,0.16542650759220123,0.26256829500198364,0.636570394039154,0.1045214831829071,0.14095209538936615,0.1811668425798416,0.191330224275589,0.17584392428398132,0.09574365615844727,0.14594407379627228
and,0.41279885172843933,0.3740963041782379,0.16453155875205994,0.06895173341035843,0.26207348704338074,0.29795366525650024,0.18646307289600372,0.4954058527946472,0.1846490055322647,0.20544172823429108
nbc,0.16676780581474304,0.251334547996521,0.63486248254776,0.07915050536394119,0.11985988914966583,0.1856732815504074,0.13883188366889954,0.19303210079669952,0.1291348785161972,0.1680917739868164
",",0.3365725874900818,0.45456063747406006,0.2097204476594925,-0.0016132977325469255,0.283071368932724,0.29355156421661377,0.16514593362808228,0.5201468467712402,0.1767846941947937,0.31091248989105225
even,0.33644744753837585,0.27441510558128357,0.1143842488527298,0.0353488028049469,0.19466395676136017,0.17340296506881714,0.18157346546649933,0.29146435856819153,0.16530010104179382,0.30082517862319946
though,0.3492638170719147,0.34332048892974854,0.12467465549707413,0.013477406464517117,0.18910099565982819,0.20877325534820557,0.18869274854660034,0.3193182945251465,0.18609337508678436,0.3188856542110443
it,0.2868398427963257,0.4577186405658722,0.17324577271938324,0.06608816236257553,0.27641743421554565,0.22329258918762207,0.18176743388175964,0.5130809545516968,0.15673361718654633,0.25732165575027466
was,0.3318818509578705,1.0000001192092896,0.21565799415111542,0.008974763564765453,0.3460187017917633,0.20676274597644806,0.2730695903301239,0.45514053106307983,0.22808216512203217,0.18412111699581146
on,0.2340552806854248,0.3909217119216919,0.2862928807735443,0.0026888418942689896,0.24143609404563904,0.21282386779785156,0.1275867521762848,0.46853652596473694,0.17852674424648285,0.2714994251728058
par,0.03259768337011337,0.14041928946971893,0.1320815235376358,0.12474431842565536,0.08205404132604599,0.07574719190597534,0.034724023193120956,0.1283838003873825,0.12927305698394775,0.18598014116287231
with,0.3282766342163086,0.27411898970603943,0.17432008683681488,-0.04624466598033905,0.25535592436790466,0.21643421053886414,0.228570818901062,0.4080928862094879,0.17095758020877838,0.2433311939239502
them,0.5243523120880127,0.23709723353385925,0.1271408647298813,0.025712676346302032,0.20876988768577576,0.17787636816501617,0.1744069904088974,0.29119014739990234,0.16343864798545837,0.35435691475868225
in,0.2792111933231354,0.45514053106307983,0.1697147786617279,-0.037580832839012146,0.3309578001499176,0.3249945342540741,0.17891286313533783,1.0,0.17519041895866394,0.20430970191955566
some,0.3978389501571655,0.21528802812099457,0.12714526057243347,0.056411296129226685,0.1876506209373474,0.2623702883720398,0.1420249342918396,0.4010399878025055,0.2219163179397583,0.2562315762042999
major,0.17810054123401642,0.20676274597644806,0.1743539571762085,-0.010959804058074951,0.23430883884429932,0.9999998807907104,0.14503125846385956,0.3249945342540741,0.13715022802352905,0.19788557291030884
cities,0.19380390644073486,0.17598430812358856,0.124558225274086,0.006531212944537401,0.15714052319526672,0.2587451636791229,0.1273866444826126,0.32293570041656494,0.0632130578160286,0.13339310884475708
and,0.41279885172843933,0.3740963041782379,0.16453155875205994,0.06895173341035843,0.26207348704338074,0.29795366525650024,0.18646307289600372,0.4954058527946472,0.1846490055322647,0.20544172823429108
had,0.36173108220100403,0.5927209258079529,0.18355661630630493,-0.004401352722197771,0.22559253871440887,0.21882961690425873,0.27810341119766235,0.385026752948761,0.1977408081293106,0.20728366076946259
a,0.36608949303627014,0.4508470594882965,0.21331243216991425,0.04866964742541313,0.35260438919067383,0.22990699112415314,0.17400264739990234,0.539380669593811,0.24793741106987,0.23916715383529663
headstart,0.17733855545520782,0.2258613556623459,0.27250441908836365,-0.014089884236454964,0.20732612907886505,0.15611590445041656,0.1297513246536255,0.2411840409040451,0.18746313452720642,0.2901309132575989
over,0.316001296043396,0.24486446380615234,0.13036851584911346,0.016215575858950615,0.20173639059066772,0.20897988975048065,0.19267433881759644,0.3605569899082184,0.14241954684257507,0.25742942094802856
its,0.1326070874929428,0.3518870174884796,0.19045390188694,0.03202139586210251,0.17781178653240204,0.24033352732658386,0.2273310124874115,0.3793783485889435,0.2562781870365143,0.15103481709957123
third,0.20739443600177765,0.3460187017917633,0.09984055906534195,-0.00712791969999671,1.0,0.23430883884429932,0.19068610668182373,0.3309578001499176,0.09228024631738663,0.15394791960716248
rival,0.2481742799282074,0.2730695903301239,0.09486591815948486,-0.0021357182413339615,0.19068610668182373,0.14503125846385956,1.0,0.17891286313533783,0.05164809897542,0.08066411316394806
at,0.22096660733222961,0.36707764863967896,0.12953892350196838,-0.08481216430664062,0.20907244086265564,0.1983424723148346,0.1740502268075943,0.4374977946281433,0.1085570678114891,0.21978627145290375
the,0.3733934462070465,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.4229298532009125,0.31775903701782227,0.2149961143732071,0.6662389636039734,0.2687380611896515,0.22068053483963013
time,0.36634087562561035,0.3641340136528015,0.17553414404392242,0.01301188487559557,0.2474765032529831,0.20891717076301575,0.21833157539367676,0.3431483507156372,0.20228023827075958,0.27391523122787476
",",0.3365725874900818,0.45456063747406006,0.2097204476594925,-0.0016132977325469255,0.283071368932724,0.29355156421661377,0.16514593362808228,0.5201468467712402,0.1767846941947937,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.4229298532009125,0.31775903701782227,0.2149961143732071,0.6662389636039734,0.2687380611896515,0.22068053483963013
dumont,0.2946067750453949,0.26621323823928833,0.29618480801582336,0.10887061059474945,0.11933441460132599,0.21683433651924133,0.13571228086948395,0.224955752491951,0.02004411071538925,0.1635250747203827
television,0.2515988349914551,0.2516675293445587,0.46871840953826904,0.11021530628204346,0.1466340273618698,0.16757544875144958,0.12490186095237732,0.2689782977104187,0.17102475464344025,0.16825827956199646
network,0.16999904811382294,0.1994880586862564,0.4295894205570221,0.07819218933582306,0.1316571980714798,0.21982574462890625,0.20380689203739166,0.19496823847293854,0.14124047756195068,0.17853789031505585
.,0.3541337847709656,0.40146201848983765,0.2567209303379059,-0.003708066651597619,0.3039522171020508,0.3054012954235077,0.14835117757320404,0.5591574311256409,0.2120380848646164,0.4130953550338745
