,what,are,the,three,major,traditions,present,in,christianity,?
more,0.3484537899494171,0.4066504240036011,0.39758381247520447,0.31659266352653503,0.193817600607872,0.19549250602722168,0.15510453283786774,0.32563260197639465,0.20885440707206726,0.27894994616508484
historic,0.18988226354122162,0.16021433472633362,0.2829611599445343,0.1840744912624359,0.20120202004909515,0.2949032187461853,0.17582201957702637,0.3082408010959625,0.17868715524673462,0.09992891550064087
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.3826501965522766,0.29795366525650024,0.30337002873420715,0.2790124714374542,0.4954058527946472,0.23834297060966492,0.20544172823429108
authoritarian/hierarchical,0.38087141513824463,0.2728148400783539,0.31263619661331177,0.18450023233890533,0.2229699045419693,0.4302900731563568,0.17565394937992096,0.20499755442142487,0.418841689825058,0.33182182908058167
christian,0.17849333584308624,0.13086310029029846,0.19930796325206757,0.15681293606758118,0.05739195644855499,0.3927437663078308,0.12902827560901642,0.17218929529190063,0.703339159488678,0.1508396863937378
traditions,0.253129243850708,0.3339942693710327,0.26193809509277344,0.21608790755271912,0.1747908890247345,1.0,0.15394502878189087,0.251825749874115,0.49514275789260864,0.18007412552833557
with,0.2464839518070221,0.38996943831443787,0.4223487675189972,0.35964319109916687,0.21643421053886414,0.22819775342941284,0.20671819150447845,0.4080928862094879,0.19412072002887726,0.2433311939239502
a,0.3320399522781372,0.265255331993103,0.5829201340675354,0.3025658130645752,0.22990699112415314,0.2177383005619049,0.14277903735637665,0.539380669593811,0.17630846798419952,0.23916715383529663
long,0.28276848793029785,0.23909839987754822,0.3075225353240967,0.2499692738056183,0.1498563438653946,0.12295806407928467,0.15362703800201416,0.2759332060813904,0.09323326498270035,0.19699987769126892
tradition,0.24046438932418823,0.2424667924642563,0.2632053792476654,0.18906500935554504,0.11079912632703781,0.9031673073768616,0.13422757387161255,0.24601249396800995,0.45918983221054077,0.15717756748199463
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.3844621181488037,0.2641255557537079,0.2921203374862671,0.3116828501224518,0.5696388483047485,0.2674740254878998,0.1826142966747284
``,0.008517155423760414,0.12624181807041168,0.029072100296616554,0.08353904634714127,0.044031765311956406,0.041582174599170685,0.027019305154681206,0.04765888676047325,0.11656143516302109,0.0685480609536171
discernment,0.3390963673591614,0.22750775516033173,0.351058691740036,0.20182345807552338,0.18993926048278809,0.3635599613189697,0.15582504868507385,0.2916693389415741,0.35487040877342224,0.2531682550907135
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.3844621181488037,0.2641255557537079,0.2921203374862671,0.3116828501224518,0.5696388483047485,0.2674740254878998,0.1826142966747284
spirits,0.2478453814983368,0.26903390884399414,0.2580869793891907,0.21355342864990234,0.08277541399002075,0.36248597502708435,0.06589052826166153,0.1422407627105713,0.3601059019565582,0.21771028637886047
'',0.08143015950918198,0.0263817198574543,0.041273195296525955,0.024504557251930237,0.003909514285624027,0.047516897320747375,-0.022134043276309967,0.07432962208986282,0.04063108190894127,0.018684765323996544
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3347506821155548,0.29355156421661377,0.2505646049976349,0.267320841550827,0.5201468467712402,0.255263090133667,0.31091248989105225
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.3844621181488037,0.2641255557537079,0.2921203374862671,0.3116828501224518,0.5696388483047485,0.2674740254878998,0.1826142966747284
vocations,0.2543409764766693,0.2985449731349945,0.25461113452911377,0.16088129580020905,0.1557588428258896,0.4094027876853943,0.1478525847196579,0.31045955419540405,0.33440014719963074,0.22251662611961365
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3347506821155548,0.29355156421661377,0.2505646049976349,0.267320841550827,0.5201468467712402,0.255263090133667,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.3826501965522766,0.29795366525650024,0.30337002873420715,0.2790124714374542,0.4954058527946472,0.23834297060966492,0.20544172823429108
other,0.341873437166214,0.5932393670082092,0.44152235984802246,0.35207873582839966,0.3157308101654053,0.3281819820404053,0.18461480736732483,0.39989137649536133,0.24642649292945862,0.24682199954986572
aspects,0.2789199948310852,0.27324211597442627,0.2620294690132141,0.174892395734787,0.24417328834533691,0.43142247200012207,0.10845041275024414,0.18558663129806519,0.239708811044693,0.15924711525440216
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.3844621181488037,0.2641255557537079,0.2921203374862671,0.3116828501224518,0.5696388483047485,0.2674740254878998,0.1826142966747284
spiritual,0.2431802898645401,0.1689925491809845,0.2149372547864914,0.12194996327161789,0.11362297832965851,0.4124178886413574,0.0484187975525856,0.1903325319290161,0.4858110249042511,0.1801415979862213
life,0.24693015217781067,0.194062277674675,0.23528170585632324,0.20328527688980103,0.1464802324771881,0.26231375336647034,0.1421821266412735,0.27054134011268616,0.23014967143535614,0.21677987277507782
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3347506821155548,0.29355156421661377,0.2505646049976349,0.267320841550827,0.5201468467712402,0.255263090133667,0.31091248989105225
especially,0.3590192496776581,0.4819037914276123,0.39420849084854126,0.21818383038043976,0.27757102251052856,0.33982983231544495,0.17616412043571472,0.3526567816734314,0.17601506412029266,0.19751401245594025
the,0.42745697498321533,0.40399202704429626,1.0,0.43452659249305725,0.31775903701782227,0.26193809509277344,0.2829846143722534,0.6662389636039734,0.2489117980003357,0.22068053483963013
roman,0.17852471768856049,0.1207391545176506,0.2862859070301056,0.16889168322086334,0.18925079703330994,0.26053401827812195,0.14519323408603668,0.24986636638641357,0.4328136146068573,0.1663191318511963
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.3826501965522766,0.29795366525650024,0.30337002873420715,0.2790124714374542,0.4954058527946472,0.23834297060966492,0.20544172823429108
orthodox,0.21725283563137054,0.2058437019586563,0.22059780359268188,0.1776888519525528,0.1355966031551361,0.4272244870662689,0.166642963886261,0.21750958263874054,0.5601819157600403,0.20826838910579681
catholic,0.1882777214050293,0.17294862866401672,0.26391419768333435,0.1872492879629135,0.09357519447803497,0.31562018394470215,0.12014342099428177,0.26313918828964233,0.5075134038925171,0.16609853506088257
churches,0.17877253890037537,0.29156017303466797,0.2626241147518158,0.18177539110183716,0.11429797857999802,0.4553537666797638,0.1386822760105133,0.2825169265270233,0.5513742566108704,0.19824735820293427
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.34968629479408264,0.3054012954235077,0.2192544788122177,0.23765113949775696,0.5591574311256409,0.25126564502716064,0.4130953550338745
