,along,with,fuel,sources,",",what,concern,has,contributed,to,the,development,of,the,advanced,steam,movement,?
in,0.3603311777114868,0.4080928862094879,0.17527905106544495,0.23531174659729004,0.5201468467712402,0.30808621644973755,0.21638604998588562,0.4173259735107422,0.2594258189201355,0.45010748505592346,0.6662389636039734,0.2550492286682129,0.5696388483047485,0.6662389636039734,0.2200557142496109,0.19852672517299652,0.26725053787231445,0.20430970191955566
steam,0.22119560837745667,0.21801024675369263,0.42463067173957825,0.15929515659809113,0.2264556586742401,0.15672586858272552,0.1173706129193306,0.13945941627025604,0.1483018547296524,0.22894427180290222,0.23105813562870026,0.1828628033399582,0.20239725708961487,0.23105813562870026,0.22637467086315155,1.0000001192092896,0.19614122807979584,0.113324373960495
both,0.37393057346343994,0.4766458570957184,0.16371560096740723,0.22700202465057373,0.38080528378486633,0.3361809551715851,0.26819711923599243,0.33524906635284424,0.22342261672019958,0.3897709250450134,0.4931981563568115,0.2386590987443924,0.3565710783004761,0.4931981563568115,0.2159082293510437,0.19279181957244873,0.19748543202877045,0.19455738365650177
as,0.31813573837280273,0.40387406945228577,0.18854616582393646,0.24908886849880219,0.48816442489624023,0.31749409437179565,0.2704395055770874,0.351646363735199,0.26930540800094604,0.42092081904411316,0.48381632566452026,0.22143439948558807,0.3886612355709076,0.48381632566452026,0.24386101961135864,0.20776431262493134,0.22513282299041748,0.27043893933296204
a,0.24426962435245514,0.3783375024795532,0.199651837348938,0.16673140227794647,0.427140474319458,0.3320399522781372,0.23163463175296783,0.4670248031616211,0.24738897383213043,0.45503583550453186,0.5829201340675354,0.2762584090232849,0.5052502155303955,0.5829201340675354,0.2437601238489151,0.2141898274421692,0.23380696773529053,0.23916715383529663
component,0.11666140705347061,0.2005489468574524,0.2880721986293793,0.21466198563575745,0.1739291101694107,0.19980107247829437,0.22316434979438782,0.18108846247196198,0.20984302461147308,0.24541009962558746,0.3172481954097748,0.36459270119667053,0.30378368496894836,0.3172481954097748,0.1933387666940689,0.2477812021970749,0.28411078453063965,0.14409896731376648
of,0.34889817237854004,0.41827285289764404,0.18857792019844055,0.20696839690208435,0.4946078956127167,0.33290785551071167,0.23287762701511383,0.3909035325050354,0.29837220907211304,0.41548454761505127,0.733189046382904,0.28700894117355347,1.0,0.733189046382904,0.2752973437309265,0.20239725708961487,0.2662941515445709,0.1826142966747284
cogeneration,0.17006637156009674,0.22562505304813385,0.36984172463417053,0.3032386302947998,0.24717913568019867,0.2837272584438324,0.2655468285083771,0.15225008130073547,0.24838954210281372,0.29180023074150085,0.3281191289424896,0.4047871530056,0.32954707741737366,0.3281191289424896,0.2656179666519165,0.2801418900489807,0.35468003153800964,0.2413116991519928
processes,0.16340166330337524,0.2263130098581314,0.3066209554672241,0.2705739140510559,0.252090185880661,0.35821089148521423,0.3998292088508606,0.21523165702819824,0.3124206066131592,0.3017963469028473,0.24400095641613007,0.3665171265602112,0.2369685024023056,0.24400095641613007,0.2824142575263977,0.2548932135105133,0.2318452000617981,0.22719913721084595
and,0.4213258922100067,0.5477725267410278,0.22683054208755493,0.27464351058006287,0.6633074283599854,0.31309178471565247,0.2441520392894745,0.43716782331466675,0.2908022403717041,0.48971283435821533,0.5171257257461548,0.26069340109825134,0.5116966962814331,0.5171257257461548,0.23157277703285217,0.24133789539337158,0.2837696671485901,0.20544172823429108
as,0.31813573837280273,0.40387406945228577,0.18854616582393646,0.24908886849880219,0.48816442489624023,0.31749409437179565,0.2704395055770874,0.351646363735199,0.26930540800094604,0.42092081904411316,0.48381632566452026,0.22143439948558807,0.3886612355709076,0.48381632566452026,0.24386101961135864,0.20776431262493134,0.22513282299041748,0.27043893933296204
a,0.24426962435245514,0.3783375024795532,0.199651837348938,0.16673140227794647,0.427140474319458,0.3320399522781372,0.23163463175296783,0.4670248031616211,0.24738897383213043,0.45503583550453186,0.5829201340675354,0.2762584090232849,0.5052502155303955,0.5829201340675354,0.2437601238489151,0.2141898274421692,0.23380696773529053,0.23916715383529663
prime,0.07902983576059341,0.09384632855653763,0.14843450486660004,0.13037599623203278,0.2565026581287384,0.15586113929748535,0.14933261275291443,0.17349666357040405,0.12370922416448593,0.2015804797410965,0.19960100948810577,0.15360112488269806,0.23935265839099884,0.19960100948810577,0.11122766137123108,0.16699610650539398,0.16421501338481903,0.11276303976774216
mover,0.18011631071567535,0.17958885431289673,0.2842838764190674,0.12995995581150055,0.24923789501190186,0.1923615038394928,0.1520051211118698,0.16849088668823242,0.18762089312076569,0.29480183124542236,0.28065210580825806,0.2117740958929062,0.21175044775009155,0.28065210580825806,0.261819452047348,0.40824371576309204,0.4737790822982788,0.25202926993370056
.,0.27491724491119385,0.4446153938770294,0.17959722876548767,0.25805729627609253,0.6812511086463928,0.3567904531955719,0.24761129915714264,0.4105546176433563,0.25505968928337097,0.4645031690597534,0.5934505462646484,0.2822875380516052,0.5352458953857422,0.5934505462646484,0.2461739033460617,0.22855372726917267,0.22796523571014404,0.4130953550338745
,along,with,fuel,sources,",",what,concern,has,contributed,to,the,development,of,the,advanced,steam,movement,?
this,0.19873085618019104,0.36358317732810974,0.24059391021728516,0.3006424307823181,0.4316047728061676,0.5489566326141357,0.3668348789215088,0.4198763072490692,0.32355841994285583,0.5759071707725525,0.6274310946464539,0.29246020317077637,0.45148900151252747,0.6274310946464539,0.2915933132171631,0.22001534700393677,0.28552311658859253,0.3155723512172699
is,0.23571021854877472,0.3250955045223236,0.1733948439359665,0.2594712972640991,0.4691906273365021,0.28837618231773376,0.2359357625246048,0.5668748617172241,0.19456906616687775,0.42745086550712585,0.5823672413825989,0.2293442040681839,0.4854315221309662,0.5823672413825989,0.14119109511375427,0.13029660284519196,0.20353496074676514,0.22961433231830597
becoming,0.15700922906398773,0.2276059091091156,0.18038569390773773,0.11336971074342728,0.33168935775756836,0.2530137896537781,0.22521637380123138,0.2730828821659088,0.18290776014328003,0.3192594647407532,0.333665668964386,0.2688586413860321,0.3014795780181885,0.333665668964386,0.1790972650051117,0.2070361077785492,0.23291608691215515,0.17354105412960052
known,0.2537233829498291,0.23440474271774292,0.17668630182743073,0.2023760825395584,0.3604377806186676,0.20381177961826324,0.1899624764919281,0.2451976239681244,0.2547486424446106,0.14337651431560516,0.3624623417854309,0.15073154866695404,0.35814476013183594,0.3624623417854309,0.19648543000221252,0.11819102615118027,0.21515174210071564,0.18314571678638458
as,0.31813573837280273,0.40387406945228577,0.18854616582393646,0.24908886849880219,0.48816442489624023,0.31749409437179565,0.2704395055770874,0.351646363735199,0.26930540800094604,0.42092081904411316,0.48381632566452026,0.22143439948558807,0.3886612355709076,0.48381632566452026,0.24386101961135864,0.20776431262493134,0.22513282299041748,0.27043893933296204
the,0.39495137333869934,0.4223487675189972,0.18534968793392181,0.27209216356277466,0.4933079481124878,0.42745697498321533,0.23735320568084717,0.4177538752555847,0.2633678913116455,0.535392165184021,1.0,0.3362044394016266,0.733189046382904,1.0,0.2635994255542755,0.23105813562870026,0.339571475982666,0.22068053483963013
advanced,0.1975715011358261,0.2336374670267105,0.19725801050662994,0.18978816270828247,0.27731016278266907,0.1988004893064499,0.2233356386423111,0.13516618311405182,0.28331661224365234,0.2451169788837433,0.2635994255542755,0.33628296852111816,0.2752973437309265,0.2635994255542755,1.0,0.22637467086315155,0.205166295170784,0.1806638389825821
steam,0.22119560837745667,0.21801024675369263,0.42463067173957825,0.15929515659809113,0.2264556586742401,0.15672586858272552,0.1173706129193306,0.13945941627025604,0.1483018547296524,0.22894427180290222,0.23105813562870026,0.1828628033399582,0.20239725708961487,0.23105813562870026,0.22637467086315155,1.0000001192092896,0.19614122807979584,0.113324373960495
movement,0.18210195004940033,0.18811029195785522,0.11142077296972275,0.15930096805095673,0.1862073689699173,0.23934946954250336,0.21461033821105957,0.18491831421852112,0.2889734208583832,0.2780168950557709,0.339571475982666,0.33462727069854736,0.2662941515445709,0.339571475982666,0.205166295170784,0.19614122807979584,1.0,0.1423349231481552
.,0.27491724491119385,0.4446153938770294,0.17959722876548767,0.25805729627609253,0.6812511086463928,0.3567904531955719,0.24761129915714264,0.4105546176433563,0.25505968928337097,0.4645031690597534,0.5934505462646484,0.2822875380516052,0.5352458953857422,0.5934505462646484,0.2461739033460617,0.22855372726917267,0.22796523571014404,0.4130953550338745
