,what,is,an,abbreviation,for,the,church,of,jesus,christ,of,latter-day,saints,?
recent,0.24256184697151184,0.2643822133541107,0.1707610934972763,0.07270219177007675,0.3207632005214691,0.31046223640441895,0.15442150831222534,0.2896444797515869,0.07874753326177597,0.06757032871246338,0.2896444797515869,0.31289437413215637,0.1449957638978958,0.2544887959957123
converts,0.165298193693161,0.2698267996311188,0.1655677855014801,0.25085243582725525,0.19742704927921295,0.25209102034568787,0.17514154314994812,0.2327413707971573,0.15117233991622925,0.1462244987487793,0.2327413707971573,0.21806862950325012,0.18975712358951569,0.17552533745765686
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.2105903923511505,0.4464869201183319,0.4933079481124878,0.2707274258136749,0.4946078956127167,0.19633327424526215,0.22404725849628448,0.4946078956127167,0.3874502182006836,0.2533475160598755,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.2838519215583801,0.08487599343061447,0.5064792633056641,0.5171257257461548,0.1976170688867569,0.5116966962814331,0.16491691768169403,0.15450161695480347,0.5116966962814331,0.3569771945476532,0.17669014632701874,0.20544172823429108
has,0.20338068902492523,0.5668748617172241,0.2991473078727722,0.11931359022855759,0.450642853975296,0.4177538752555847,0.19444791972637177,0.3909035325050354,0.15617597103118896,0.12439768761396408,0.3909035325050354,0.18481530249118805,0.18371015787124634,0.15994466841220856
little,0.2614184617996216,0.23436859250068665,0.18403789401054382,0.04837628826498985,0.226386159658432,0.2412613034248352,0.205288365483284,0.20116642117500305,0.16800552606582642,0.14262829720973969,0.20116642117500305,0.24157890677452087,0.2360934615135193,0.20336517691612244
in,0.30808621644973755,0.5394441485404968,0.2605783939361572,0.1765137016773224,0.4322226941585541,0.6662389636039734,0.2493300437927246,0.5696388483047485,0.13815179467201233,0.16419753432273865,0.5696388483047485,0.3390364944934845,0.17272762954235077,0.20430970191955566
common,0.19989867508411407,0.2952355444431305,0.13647881150245667,0.2525993585586548,0.25494384765625,0.2705984115600586,0.17554211616516113,0.2949881851673126,0.1544104367494583,0.1478222906589508,0.2949881851673126,0.29774218797683716,0.104682058095932,0.20434872806072235
with,0.2464839518070221,0.3250955045223236,0.2730048894882202,0.09901241958141327,0.39140474796295166,0.4223487675189972,0.17961077392101288,0.41827285289764404,0.1810581088066101,0.1424454152584076,0.41827285289764404,0.3080848157405853,0.20332667231559753,0.2433311939239502
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.23457685112953186,0.4739971458911896,1.0,0.23846197128295898,0.733189046382904,0.23073002696037292,0.25124865770339966,0.733189046382904,0.3910856246948242,0.22267529368400574,0.22068053483963013
``,0.008517155423760414,0.058766357600688934,0.03770720958709717,0.28194960951805115,0.01270448137074709,0.029072100296616554,0.038532305508852005,0.06780257821083069,0.1011977344751358,0.07835227996110916,0.06780257821083069,0.06799720972776413,0.08333919197320938,0.0685480609536171
spiritual,0.2431802898645401,0.1757679283618927,0.20283392071723938,0.13935784995555878,0.19519944489002228,0.2149372547864914,0.3318040370941162,0.3108343183994293,0.32523229718208313,0.3502001464366913,0.3108343183994293,0.23248092830181122,0.3721776604652405,0.1801415979862213
teacher,0.20492632687091827,0.2001669555902481,0.19733460247516632,0.12090779095888138,0.23373261094093323,0.17760860919952393,0.2423553615808487,0.19968076050281525,0.25862234830856323,0.23828811943531036,0.19968076050281525,0.20396065711975098,0.1899135857820511,0.1797819435596466
'',0.08143015950918198,0.0793738141655922,0.09471100568771362,-0.0010439958423376083,-0.04479556903243065,0.041273195296525955,0.0220292080193758,0.13035868108272552,-0.017288116738200188,-0.024666670709848404,0.13035868108272552,-0.010598401539027691,0.07848667353391647,0.018684765323996544
archetype,0.2692292034626007,0.2910412549972534,0.2530859708786011,0.152136892080307,0.19901184737682343,0.23360151052474976,0.17737092077732086,0.18912947177886963,0.22286076843738556,0.21561245620250702,0.18912947177886963,0.22837772965431213,0.14791333675384521,0.20391297340393066
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.180447518825531,0.4726039469242096,0.5934505462646484,0.28898224234580994,0.5352458953857422,0.19900833070278168,0.21890506148338318,0.5352458953857422,0.31697896122932434,0.23146063089370728,0.4130953550338745
