,which,organizations,most,commonly,divide,and,promote,the,state,?
",",0.3658004403114319,0.21690145134925842,0.3636029064655304,0.27548834681510925,0.21270453929901123,0.6633074283599854,0.27121588587760925,0.4933079481124878,0.29481780529022217,0.31091248989105225
central,0.2778315246105194,0.16801591217517853,0.24005284905433655,0.16947250068187714,0.2026953101158142,0.2465941160917282,0.12002655118703842,0.3417201042175293,0.2139187455177307,0.14787602424621582
",",0.3658004403114319,0.21690145134925842,0.3636029064655304,0.27548834681510925,0.21270453929901123,0.6633074283599854,0.27121588587760925,0.4933079481124878,0.29481780529022217,0.31091248989105225
and,0.506277859210968,0.2811741828918457,0.4309377074241638,0.2290310114622116,0.2515243589878082,1.0,0.2518306374549866,0.5171257257461548,0.2653750479221344,0.20544172823429108
southern,0.2648681700229645,0.11410544812679291,0.21031956374645233,0.15078167617321014,0.2062356323003769,0.24232792854309082,0.0795011818408966,0.3282862603664398,0.2978775203227997,0.11225555837154388
california,0.17128102481365204,0.19440412521362305,0.206544429063797,0.1897703856229782,0.034784626215696335,0.2441616654396057,0.14709949493408203,0.2750805914402008,0.3314559757709503,0.1409905105829239
regions,0.2879617512226105,0.2248440831899643,0.22717580199241638,0.2351447194814682,0.3124491572380066,0.30318012833595276,0.19205760955810547,0.36158451437950134,0.2686973512172699,0.11608363687992096
.,0.45942068099975586,0.2218165397644043,0.35404038429260254,0.2135825902223587,0.23707589507102966,0.588965117931366,0.2479933649301529,0.5934505462646484,0.31380724906921387,0.4130953550338745
,which,organizations,most,commonly,divide,and,promote,the,state,?
the,0.6521818041801453,0.2850687503814697,0.47635307908058167,0.2974449694156647,0.296497642993927,0.5171257257461548,0.2408624291419983,1.0,0.3097178041934967,0.22068053483963013
two,0.4674137234687805,0.2176242619752884,0.3709908723831177,0.1632826328277588,0.37031248211860657,0.4671151638031006,0.13579414784908295,0.43858039379119873,0.19419679045677185,0.19645625352859497
aaa,0.22485274076461792,0.19147342443466187,0.15971514582633972,0.15633518993854523,0.13569892942905426,0.13181598484516144,0.09394988417625427,0.17476393282413483,0.14140476286411285,0.20167770981788635
auto,0.20086920261383057,0.18271319568157196,0.04775010421872139,0.12529043853282928,0.09654542058706284,0.20356731116771698,0.18324261903762817,0.16137129068374634,0.15002261102199554,0.20101268589496613
clubs,0.20518532395362854,0.25027352571487427,0.19862839579582214,0.1702210009098053,0.17671889066696167,0.22370807826519012,0.08669228851795197,0.17952080070972443,0.19493353366851807,0.1735779345035553
of,0.5011631846427917,0.24586479365825653,0.4178851246833801,0.29300037026405334,0.27984148263931274,0.5116966962814331,0.22270441055297852,0.733189046382904,0.34253445267677307,0.1826142966747284
the,0.6521818041801453,0.2850687503814697,0.47635307908058167,0.2974449694156647,0.296497642993927,0.5171257257461548,0.2408624291419983,1.0,0.3097178041934967,0.22068053483963013
state,0.27248382568359375,0.22921717166900635,0.24461878836154938,0.20773161947727203,0.1524619609117508,0.2653750479221344,0.18115700781345367,0.3097178041934967,1.0,0.1160883978009224
",",0.3658004403114319,0.21690145134925842,0.3636029064655304,0.27548834681510925,0.21270453929901123,0.6633074283599854,0.27121588587760925,0.4933079481124878,0.29481780529022217,0.31091248989105225
the,0.6521818041801453,0.2850687503814697,0.47635307908058167,0.2974449694156647,0.296497642993927,0.5171257257461548,0.2408624291419983,1.0,0.3097178041934967,0.22068053483963013
california,0.17128102481365204,0.19440412521362305,0.206544429063797,0.1897703856229782,0.034784626215696335,0.2441616654396057,0.14709949493408203,0.2750805914402008,0.3314559757709503,0.1409905105829239
state,0.27248382568359375,0.22921717166900635,0.24461878836154938,0.20773161947727203,0.1524619609117508,0.2653750479221344,0.18115700781345367,0.3097178041934967,1.0,0.1160883978009224
automobile,0.21388894319534302,0.16730263829231262,0.14308200776576996,0.19770649075508118,0.14773835241794586,0.15544651448726654,0.1792648285627365,0.19456493854522705,0.1868918240070343,0.11581343412399292
association,0.22655081748962402,0.4381762742996216,0.17534592747688293,0.2250075340270996,0.07574283331632614,0.22647784650325775,0.27829593420028687,0.26550325751304626,0.19045189023017883,0.1542656421661377
and,0.506277859210968,0.2811741828918457,0.4309377074241638,0.2290310114622116,0.2515243589878082,1.0,0.2518306374549866,0.5171257257461548,0.2653750479221344,0.20544172823429108
the,0.6521818041801453,0.2850687503814697,0.47635307908058167,0.2974449694156647,0.296497642993927,0.5171257257461548,0.2408624291419983,1.0,0.3097178041934967,0.22068053483963013
automobile,0.21388894319534302,0.16730263829231262,0.14308200776576996,0.19770649075508118,0.14773835241794586,0.15544651448726654,0.1792648285627365,0.19456493854522705,0.1868918240070343,0.11581343412399292
club,0.257539838552475,0.20854733884334564,0.17584335803985596,0.1162099689245224,0.09267211705446243,0.2211807519197464,0.1610253006219864,0.23249365389347076,0.17422181367874146,0.1374303698539734
of,0.5011631846427917,0.24586479365825653,0.4178851246833801,0.29300037026405334,0.27984148263931274,0.5116966962814331,0.22270441055297852,0.733189046382904,0.34253445267677307,0.1826142966747284
southern,0.2648681700229645,0.11410544812679291,0.21031956374645233,0.15078167617321014,0.2062356323003769,0.24232792854309082,0.0795011818408966,0.3282862603664398,0.2978775203227997,0.11225555837154388
california,0.17128102481365204,0.19440412521362305,0.206544429063797,0.1897703856229782,0.034784626215696335,0.2441616654396057,0.14709949493408203,0.2750805914402008,0.3314559757709503,0.1409905105829239
",",0.3658004403114319,0.21690145134925842,0.3636029064655304,0.27548834681510925,0.21270453929901123,0.6633074283599854,0.27121588587760925,0.4933079481124878,0.29481780529022217,0.31091248989105225
choose,0.2828158736228943,0.21192756295204163,0.2405330091714859,0.13261370360851288,0.23749996721744537,0.2940208613872528,0.33487242460250854,0.34268760681152344,0.17271609604358673,0.2863835394382477
to,0.5345056653022766,0.27815815806388855,0.321603000164032,0.2571072280406952,0.2661357522010803,0.48971283435821533,0.3513890206813812,0.535392165184021,0.25557461380958557,0.29463258385658264
simplify,0.2642453908920288,0.21921569108963013,0.1927504986524582,0.17394383251667023,0.26328545808792114,0.22788646817207336,0.3060164153575897,0.21066032350063324,0.12202141433954239,0.4334213137626648
matters,0.3272422254085541,0.36321306228637695,0.2511315941810608,0.17049910128116608,0.1715543121099472,0.3753611743450165,0.3252086341381073,0.32925453782081604,0.2442370355129242,0.3182642459869385
by,0.40543368458747864,0.19712397456169128,0.270847886800766,0.22668445110321045,0.22826366126537323,0.4289871156215668,0.2196826934814453,0.4408751428127289,0.2263980358839035,0.17966607213020325
dividing,0.4148918390274048,0.17491251230239868,0.24513882398605347,0.1850786805152893,0.7597510814666748,0.2954602837562561,0.18958517909049988,0.37785807251930237,0.19811752438545227,0.11916390061378479
the,0.6521818041801453,0.2850687503814697,0.47635307908058167,0.2974449694156647,0.296497642993927,0.5171257257461548,0.2408624291419983,1.0,0.3097178041934967,0.22068053483963013
state,0.27248382568359375,0.22921717166900635,0.24461878836154938,0.20773161947727203,0.1524619609117508,0.2653750479221344,0.18115700781345367,0.3097178041934967,1.0,0.1160883978009224
along,0.33404073119163513,0.16836178302764893,0.2380090206861496,0.20587313175201416,0.20581486821174622,0.4213258922100067,0.1734614372253418,0.39495137333869934,0.14338186383247375,0.17134909331798553
the,0.6521818041801453,0.2850687503814697,0.47635307908058167,0.2974449694156647,0.296497642993927,0.5171257257461548,0.2408624291419983,1.0,0.3097178041934967,0.22068053483963013
lines,0.29714417457580566,0.21687498688697815,0.19153180718421936,0.1150251179933548,0.27029505372047424,0.30738139152526855,0.13357925415039062,0.28391990065574646,0.12812601029872894,0.18324026465415955
where,0.5477990508079529,0.17323508858680725,0.3678402900695801,0.27393415570259094,0.2587127983570099,0.43859338760375977,0.16632410883903503,0.5003893971443176,0.2583591639995575,0.24793872237205505
their,0.4582767188549042,0.2541188895702362,0.3699820935726166,0.19497299194335938,0.2308264523744583,0.45114588737487793,0.3222838342189789,0.516537070274353,0.18362310528755188,0.1898253709077835
jurisdictions,0.27306777238845825,0.3639920949935913,0.21229124069213867,0.21723423898220062,0.21113719046115875,0.24461956322193146,0.13999834656715393,0.2714405059814453,0.31395164132118225,0.20752876996994019
for,0.44095608592033386,0.3069128394126892,0.3906237483024597,0.27418190240859985,0.16467182338237762,0.5064792633056641,0.31158262491226196,0.4739971458911896,0.19460363686084747,0.264628142118454
membership,0.2990085482597351,0.4521842300891876,0.19303138554096222,0.12649987637996674,0.1496586799621582,0.25889134407043457,0.2990323305130005,0.2937599718570709,0.24208270013332367,0.15225854516029358
apply,0.3178700804710388,0.21478979289531708,0.23208652436733246,0.16814099252223969,0.25426989793777466,0.2759774923324585,0.2705368399620056,0.23137710988521576,0.23637229204177856,0.3161788284778595
",",0.3658004403114319,0.21690145134925842,0.3636029064655304,0.27548834681510925,0.21270453929901123,0.6633074283599854,0.27121588587760925,0.4933079481124878,0.29481780529022217,0.31091248989105225
as,0.41006597876548767,0.26520437002182007,0.3548237979412079,0.3544585108757019,0.1680551916360855,0.49487000703811646,0.23179887235164642,0.48381632566452026,0.26851922273635864,0.27043893933296204
either,0.43921276926994324,0.22773820161819458,0.3021850287914276,0.32621514797210693,0.3176650106906891,0.2910216748714447,0.2561752498149872,0.3795609474182129,0.1951851099729538,0.31498292088508606
northern,0.2470913678407669,0.13112419843673706,0.26077258586883545,0.1957850605249405,0.1846100091934204,0.2852024435997009,0.09252182394266129,0.3422943353652954,0.29877153038978577,0.13149388134479523
or,0.5105096101760864,0.31885844469070435,0.30746427178382874,0.3941306471824646,0.290848046541214,0.4713204801082611,0.21976232528686523,0.4174870550632477,0.2591520845890045,0.32389625906944275
southern,0.2648681700229645,0.11410544812679291,0.21031956374645233,0.15078167617321014,0.2062356323003769,0.24232792854309082,0.0795011818408966,0.3282862603664398,0.2978775203227997,0.11225555837154388
california,0.17128102481365204,0.19440412521362305,0.206544429063797,0.1897703856229782,0.034784626215696335,0.2441616654396057,0.14709949493408203,0.2750805914402008,0.3314559757709503,0.1409905105829239
",",0.3658004403114319,0.21690145134925842,0.3636029064655304,0.27548834681510925,0.21270453929901123,0.6633074283599854,0.27121588587760925,0.4933079481124878,0.29481780529022217,0.31091248989105225
in,0.4840516746044159,0.25369027256965637,0.41416558623313904,0.2769457697868347,0.2377193570137024,0.4954058527946472,0.22624702751636505,0.6662389636039734,0.33316072821617126,0.20430970191955566
contrast,0.3396453261375427,0.1683412343263626,0.31185951828956604,0.21878187358379364,0.2616594433784485,0.2737886309623718,0.16266384720802307,0.25799670815467834,0.19330976903438568,0.15469981729984283
to,0.5345056653022766,0.27815815806388855,0.321603000164032,0.2571072280406952,0.2661357522010803,0.48971283435821533,0.3513890206813812,0.535392165184021,0.25557461380958557,0.29463258385658264
the,0.6521818041801453,0.2850687503814697,0.47635307908058167,0.2974449694156647,0.296497642993927,0.5171257257461548,0.2408624291419983,1.0,0.3097178041934967,0.22068053483963013
three-region,0.36561721563339233,0.2764285206794739,0.26735252141952515,0.22308245301246643,0.2510766386985779,0.336778849363327,0.1959717869758606,0.4375583231449127,0.32832154631614685,0.26680219173431396
point,0.28051429986953735,0.1038309708237648,0.22401808202266693,0.06755214184522629,0.23936723172664642,0.23319636285305023,0.15231028199195862,0.3084787130355835,0.22966556251049042,0.19189560413360596
of,0.5011631846427917,0.24586479365825653,0.4178851246833801,0.29300037026405334,0.27984148263931274,0.5116966962814331,0.22270441055297852,0.733189046382904,0.34253445267677307,0.1826142966747284
view,0.24135445058345795,0.17078696191310883,0.18894821405410767,0.09667377173900604,0.1549232006072998,0.19056165218353271,0.22076916694641113,0.25610461831092834,0.1265183389186859,0.17672975361347198
.,0.45942068099975586,0.2218165397644043,0.35404038429260254,0.2135825902223587,0.23707589507102966,0.588965117931366,0.2479933649301529,0.5934505462646484,0.31380724906921387,0.4130953550338745
