,the,merger,between,itt,and,abc,was,suspended,after,a,complaint,was,filed,by,whom,in,july,1967,?
the,1.0,0.2557354271411896,0.39067012071609497,0.2516029179096222,0.5171257257461548,0.2068762183189392,0.48711544275283813,0.28768354654312134,0.4565047025680542,0.5829201340675354,0.2516179382801056,0.48711544275283813,0.16002413630485535,0.4408751428127289,0.23752936720848083,0.6662389636039734,0.2371699959039688,-0.012038951739668846,0.22068053483963013
department,0.32582083344459534,0.22572775185108185,0.11287050694227219,0.28884920477867126,0.27163735032081604,0.153476744890213,0.22511546313762665,0.08350333571434021,0.18798059225082397,0.17256495356559753,0.21020418405532837,0.22511546313762665,0.2288093864917755,0.20612254738807678,0.11429231613874435,0.3254720866680145,0.11911895871162415,0.04909295216202736,0.1343645304441452
of,0.733189046382904,0.18576329946517944,0.3737983703613281,0.1473107784986496,0.5116966962814331,0.14607268571853638,0.4069072902202606,0.2760421931743622,0.3867455720901489,0.5052502155303955,0.22474046051502228,0.4069072902202606,0.15528519451618195,0.3646814823150635,0.2070929855108261,0.5696388483047485,0.19723743200302124,0.07289459556341171,0.1826142966747284
justice,0.23470892012119293,0.12696650624275208,0.1533963531255722,0.06369573622941971,0.22812503576278687,0.1591004878282547,0.24932703375816345,0.1487988829612732,0.18202106654644012,0.20230674743652344,0.3276362121105194,0.24932703375816345,0.19069765508174896,0.13238877058029175,0.19802755117416382,0.2678598463535309,0.17041994631290436,0.10020878911018372,0.19269752502441406
in,0.6662389636039734,0.22860760986804962,0.41100412607192993,0.2701910138130188,0.4954058527946472,0.1697147786617279,0.45514053106307983,0.20142072439193726,0.44050168991088867,0.539380669593811,0.17329156398773193,0.45514053106307983,0.17504344880580902,0.370934396982193,0.20012985169887543,1.0,0.26500701904296875,0.004017085302621126,0.20430970191955566
july,0.2371699959039688,0.21007440984249115,0.14840999245643616,0.1897849142551422,0.258785605430603,0.15350030362606049,0.40724116563796997,0.1733364313840866,0.31295984983444214,0.23807190358638763,0.17125703394412994,0.40724116563796997,0.3129950761795044,0.16927224397659302,0.1985297054052353,0.26500701904296875,1.0,0.020604701712727547,0.2897891402244568
1967,-0.012038951739668846,0.010550929233431816,-0.0009166839881800115,-0.04245401546359062,-0.056995928287506104,-0.17956958711147308,0.059212569147348404,-0.09978155791759491,-0.09997565299272537,-0.005675012711435556,0.0042646764777600765,0.059212569147348404,-0.05099707469344139,-0.0349467396736145,0.00513819046318531,0.004017085302621126,0.020604701712727547,1.0000001192092896,0.017933469265699387
",",0.4933079481124878,0.25569602847099304,0.27714940905570984,0.23605763912200928,0.6633074283599854,0.2097204476594925,0.45456063747406006,0.2427910715341568,0.38860568404197693,0.427140474319458,0.20319557189941406,0.45456063747406006,0.28497740626335144,0.3680937886238098,0.25587570667266846,0.5201468467712402,0.4269406795501709,-0.04270636662840843,0.31091248989105225
with,0.4223487675189972,0.19741658866405487,0.3829993009567261,0.11231403052806854,0.5477725267410278,0.17432008683681488,0.27411898970603943,0.18917925655841827,0.33843478560447693,0.3783375024795532,0.25319939851760864,0.27411898970603943,0.1567237824201584,0.39731505513191223,0.3374587297439575,0.4080928862094879,0.2002134472131729,-0.06504059582948685,0.2433311939239502
itt,0.2516029179096222,0.22005751729011536,0.10952628403902054,1.0,0.19525663554668427,0.20922935009002686,0.25572720170021057,0.15403588116168976,0.2535899877548218,0.18278837203979492,0.14083628356456757,0.25572720170021057,0.2896163761615753,0.14997056126594543,0.06449388712644577,0.2701910138130188,0.1897849142551422,-0.04245401546359062,0.111111581325531
going,0.38693177700042725,0.18345890939235687,0.2468767911195755,0.13235333561897278,0.34511667490005493,0.16065166890621185,0.28732410073280334,0.19710104167461395,0.3201110363006592,0.3356470763683319,0.29346662759780884,0.28732410073280334,0.24004249274730682,0.17666931450366974,0.18602930009365082,0.2837577760219574,0.28186145424842834,-0.08381310850381851,0.3252600431442261
to,0.535392165184021,0.11012744158506393,0.3639189600944519,0.2060742974281311,0.48971283435821533,0.1762417107820511,0.3636345863342285,0.20259469747543335,0.37890323996543884,0.45503583550453186,0.3080754280090332,0.3636345863342285,0.21094058454036713,0.33534231781959534,0.3108522593975067,0.45010748505592346,0.228788822889328,-0.0018660398200154305,0.29463258385658264
trial,0.20843634009361267,0.038241542875766754,0.0994320884346962,0.16808448731899261,0.20515479147434235,0.13365834951400757,0.2414487898349762,0.3455048203468323,0.22895275056362152,0.24950183928012848,0.3393782675266266,0.2414487898349762,0.2095499485731125,0.19645525515079498,0.13965439796447754,0.22061339020729065,0.24338531494140625,-0.03506404906511307,0.16902455687522888
in,0.6662389636039734,0.22860760986804962,0.41100412607192993,0.2701910138130188,0.4954058527946472,0.1697147786617279,0.45514053106307983,0.20142072439193726,0.44050168991088867,0.539380669593811,0.17329156398773193,0.45514053106307983,0.17504344880580902,0.370934396982193,0.20012985169887543,1.0,0.26500701904296875,0.004017085302621126,0.20430970191955566
october,0.2621108889579773,0.2528401017189026,0.11672192066907883,0.20894260704517365,0.2883152663707733,0.1661696434020996,0.4627581834793091,0.20603375136852264,0.3173348009586334,0.2402924746274948,0.19064322113990784,0.4627581834793091,0.31490904092788696,0.17728064954280853,0.203305184841156,0.27560389041900635,0.8501700758934021,-0.010172474198043346,0.29706719517707825
1967,-0.012038951739668846,0.010550929233431816,-0.0009166839881800115,-0.04245401546359062,-0.056995928287506104,-0.17956958711147308,0.059212569147348404,-0.09978155791759491,-0.09997565299272537,-0.005675012711435556,0.0042646764777600765,0.059212569147348404,-0.05099707469344139,-0.0349467396736145,0.00513819046318531,0.004017085302621126,0.020604701712727547,1.0000001192092896,0.017933469265699387
;,0.09152708947658539,0.04463953524827957,0.1024872213602066,-0.0009206100949086249,0.08403264731168747,-0.0012340332614257932,0.0754367932677269,-0.01791299879550934,-0.01834123209118843,-0.02122584730386734,-0.012834342196583748,0.0754367932677269,0.039637207984924316,0.10469875484704971,0.07843722403049469,0.092739537358284,0.011618642136454582,0.13561998307704926,0.10349778085947037
the,1.0,0.2557354271411896,0.39067012071609497,0.2516029179096222,0.5171257257461548,0.2068762183189392,0.48711544275283813,0.28768354654312134,0.4565047025680542,0.5829201340675354,0.2516179382801056,0.48711544275283813,0.16002413630485535,0.4408751428127289,0.23752936720848083,0.6662389636039734,0.2371699959039688,-0.012038951739668846,0.22068053483963013
merger,0.2557354271411896,1.0000001192092896,0.15942129492759705,0.22005751729011536,0.16802267730236053,0.07602907717227936,0.23289446532726288,0.16095931828022003,0.21007636189460754,0.20794767141342163,0.1747172623872757,0.23289446532726288,0.20657643675804138,0.11816614121198654,0.05852802097797394,0.22860760986804962,0.21007440984249115,0.010550929233431816,0.1345871090888977
was,0.48711544275283813,0.23289446532726288,0.24048170447349548,0.25572720170021057,0.3740963041782379,0.21565799415111542,1.0000001192092896,0.2645036280155182,0.49306565523147583,0.4508470594882965,0.2453518956899643,1.0000001192092896,0.27742746472358704,0.4752357602119446,0.2438793033361435,0.45514053106307983,0.40724116563796997,0.059212569147348404,0.18412111699581146
officially,0.36343514919281006,0.261674165725708,0.20174948871135712,0.20557889342308044,0.18821144104003906,0.13077399134635925,0.4353274703025818,0.3398177921772003,0.39267000555992126,0.2489907592535019,0.20811279118061066,0.4353274703025818,0.2595003843307495,0.28765860199928284,0.15429040789604187,0.33332085609436035,0.35144832730293274,0.01772158220410347,0.15603435039520264
canceled,0.24497857689857483,0.22305640578269958,0.19163142144680023,0.21162647008895874,0.2440541386604309,0.29547441005706787,0.35665977001190186,0.3951767385005951,0.3581579029560089,0.2089352160692215,0.2807474434375763,0.35665977001190186,0.3161025047302246,0.22037123143672943,0.08654926717281342,0.22414077818393707,0.2220195084810257,-0.16947568953037262,0.15313391387462616
after,0.4565047025680542,0.21007636189460754,0.2667563259601593,0.2535899877548218,0.3765919506549835,0.20314010977745056,0.49306565523147583,0.3274552822113037,1.0,0.3831600844860077,0.2826038599014282,0.49306565523147583,0.41326838731765747,0.41259682178497314,0.26001983880996704,0.44050168991088867,0.31295984983444214,-0.09997565299272537,0.16608688235282898
the,1.0,0.2557354271411896,0.39067012071609497,0.2516029179096222,0.5171257257461548,0.2068762183189392,0.48711544275283813,0.28768354654312134,0.4565047025680542,0.5829201340675354,0.2516179382801056,0.48711544275283813,0.16002413630485535,0.4408751428127289,0.23752936720848083,0.6662389636039734,0.2371699959039688,-0.012038951739668846,0.22068053483963013
trial,0.20843634009361267,0.038241542875766754,0.0994320884346962,0.16808448731899261,0.20515479147434235,0.13365834951400757,0.2414487898349762,0.3455048203468323,0.22895275056362152,0.24950183928012848,0.3393782675266266,0.2414487898349762,0.2095499485731125,0.19645525515079498,0.13965439796447754,0.22061339020729065,0.24338531494140625,-0.03506404906511307,0.16902455687522888
's,-0.01540423184633255,-0.03215087205171585,0.006096371449530125,0.030993780121207237,0.06895173341035843,0.06670809537172318,0.008974763564765453,0.021259266883134842,-0.055672239512205124,0.04866964742541313,-0.05683387815952301,0.008974763564765453,0.0481090173125267,-0.010884488001465797,0.006846526637673378,-0.037580832839012146,-0.06841624528169632,0.024123668670654297,-0.023395681753754616
conclusion,0.25632116198539734,0.15115977823734283,0.2293751984834671,0.052890628576278687,0.1502206027507782,0.12748654186725616,0.19978472590446472,0.27273935079574585,0.2341170310974121,0.2761456370353699,0.35894477367401123,0.19978472590446472,0.24238859117031097,0.1845903843641281,0.23710234463214874,0.2106221318244934,0.18690845370292664,-0.01779586263000965,0.23632600903511047
on,0.5107308030128479,0.15951916575431824,0.3335416913032532,0.20633409917354584,0.4077630043029785,0.2862928807735443,0.3909217119216919,0.29142817854881287,0.39330315589904785,0.3848365545272827,0.26888367533683777,0.3909217119216919,0.2799873650074005,0.33887791633605957,0.14539912343025208,0.46853652596473694,0.36770564317703247,-0.11705082654953003,0.2714994251728058
january,0.2467057853937149,0.3091413080692291,0.07984941452741623,0.1994677037000656,0.24588775634765625,0.1682562232017517,0.3933098316192627,0.17036819458007812,0.31672435998916626,0.24193190038204193,0.20686239004135132,0.3933098316192627,0.2805398404598236,0.16497471928596497,0.15243986248970032,0.28467586636543274,0.7798106074333191,0.008326789364218712,0.28608936071395874
1,-0.1554475575685501,-0.12657766044139862,-0.07641475647687912,-0.1887838989496231,-0.20516018569469452,-0.21221664547920227,-0.2275921255350113,-0.15664106607437134,-0.14776575565338135,-0.20817746222019196,-0.3002224862575531,-0.2275921255350113,-0.2252850979566574,-0.2582099735736847,-0.3100033700466156,-0.10660158097743988,-0.1713375747203827,-0.002509352285414934,-0.249979168176651
",",0.4933079481124878,0.25569602847099304,0.27714940905570984,0.23605763912200928,0.6633074283599854,0.2097204476594925,0.45456063747406006,0.2427910715341568,0.38860568404197693,0.427140474319458,0.20319557189941406,0.45456063747406006,0.28497740626335144,0.3680937886238098,0.25587570667266846,0.5201468467712402,0.4269406795501709,-0.04270636662840843,0.31091248989105225
1968,0.07431387901306152,-0.005489649251103401,0.05208384618163109,-0.008663465268909931,0.06726996600627899,-0.036682769656181335,0.07066072523593903,0.002791546517983079,-0.0035232221707701683,-0.025953760370612144,-0.00042558516724966466,0.07066072523593903,0.0365813709795475,-0.010274567641317844,0.015140684321522713,0.08920387923717499,-0.017753751948475838,0.06855543702840805,-0.08543776720762253
.,0.5934505462646484,0.23265978693962097,0.30295518040657043,0.17301726341247559,0.588965117931366,0.2567209303379059,0.40146201848983765,0.20566484332084656,0.35870397090911865,0.50484299659729,0.21438023447990417,0.40146201848983765,0.1988273411989212,0.3936232924461365,0.26115289330482483,0.5591574311256409,0.3500252068042755,0.03085298277437687,0.4130953550338745
