,what,slogan,accompanied,the,40th,anniversary,logo,for,abc,?
appear,0.2962318956851959,0.13129986822605133,0.2630758583545685,0.3581200838088989,0.14090462028980255,0.12398584187030792,0.24361225962638855,0.2555735111236572,0.20413027703762054,0.22635367512702942
in,0.30808621644973755,0.1767037957906723,0.18386249244213104,0.6662389636039734,0.13990257680416107,0.25491592288017273,0.1848117560148239,0.4322226941585541,0.1697147786617279,0.20430970191955566
a,0.3320399522781372,0.19925589859485626,0.20501543581485748,0.5829201340675354,0.18852253258228302,0.1787421703338623,0.21248295903205872,0.44038116931915283,0.21331243216991425,0.23916715383529663
gold,0.15779642760753632,0.11994394659996033,0.07710311561822891,0.27136439085006714,0.11543197929859161,0.23148110508918762,0.1639399230480194,0.2409525066614151,0.19865921139717102,0.11542754620313644
cgi,0.31627628207206726,0.21317334473133087,0.12305016815662384,0.21307460963726044,0.14491432905197144,0.16259102523326874,0.2985577881336212,0.21670717000961304,0.26801732182502747,0.40525439381599426
design,0.23893405497074127,0.23577781021595,0.07237807661294937,0.27913451194763184,0.11471344530582428,0.07899042218923569,0.3563442528247833,0.2477298229932785,0.131185382604599,0.16351860761642456
on,0.34226128458976746,0.1978384256362915,0.240268275141716,0.5107308030128479,0.1515364646911621,0.26800811290740967,0.23861058056354523,0.36199691891670227,0.2862928807735443,0.2714994251728058
a,0.3320399522781372,0.19925589859485626,0.20501543581485748,0.5829201340675354,0.18852253258228302,0.1787421703338623,0.21248295903205872,0.44038116931915283,0.21331243216991425,0.23916715383529663
blue,0.17981211841106415,0.10951080918312073,0.16378897428512573,0.2734997570514679,0.15932229161262512,0.15496093034744263,0.32609614729881287,0.20842581987380981,0.20072442293167114,0.15668673813343048
background,0.2643679678440094,0.05527830123901367,0.1294236034154892,0.2008458375930786,0.12438952177762985,0.12863999605178833,0.21603301167488098,0.2279343605041504,0.1345415711402893,0.18481217324733734
",",0.3087472915649414,0.15140722692012787,0.25802668929100037,0.4933079481124878,0.12832628190517426,0.20396199822425842,0.20034073293209076,0.4464869201183319,0.2097204476594925,0.31091248989105225
accompanied,0.16123847663402557,0.06884782761335373,0.9999999403953552,0.27266716957092285,0.09505964815616608,0.21134896576404572,0.08934076130390167,0.24723607301712036,0.09463045746088028,0.14135776460170746
by,0.2455483376979828,0.09295552968978882,0.3298446536064148,0.4408751428127289,0.18736127018928528,0.22581592202186584,0.1381736546754837,0.3248702883720398,0.17600902915000916,0.17966607213020325
the,0.42745697498321533,0.19725175201892853,0.27266716957092285,1.0,0.23304851353168488,0.29318708181381226,0.2806010842323303,0.4739971458911896,0.2068762183189392,0.22068053483963013
slogan,0.23116420209407806,1.0,0.06884782761335373,0.19725175201892853,0.15551315248012543,0.22100980579853058,0.3529636859893799,0.221732959151268,0.233711376786232,0.24092936515808105
``,0.008517155423760414,-0.056106533855199814,0.026157811284065247,0.029072100296616554,-0.004748824518173933,-0.07950975000858307,-0.06913861632347107,0.01270448137074709,-0.04806871339678764,0.0685480609536171
that,0.6297725439071655,0.19002041220664978,0.23956280946731567,0.5473989248275757,0.23185963928699493,0.18585778772830963,0.25242704153060913,0.4137635827064514,0.17440107464790344,0.32716336846351624
special,0.24134232103824615,0.10188492387533188,0.29200389981269836,0.3027077615261078,0.11889999359846115,0.3297252953052521,0.20293471217155457,0.311454176902771,0.16786715388298035,0.29623302817344666
feeling,0.3777739107608795,0.2960614860057831,0.2376086711883545,0.19550150632858276,0.14822222292423248,0.1298014223575592,0.11640240997076035,0.20709170401096344,0.13374711573123932,0.25650694966316223
'',0.08143015950918198,-0.0774117037653923,0.004366889130324125,0.041273195296525955,-0.015370463021099567,-0.05068732053041458,0.029102830216288567,-0.04479556903243065,-0.05768610164523125,0.018684765323996544
in,0.30808621644973755,0.1767037957906723,0.18386249244213104,0.6662389636039734,0.13990257680416107,0.25491592288017273,0.1848117560148239,0.4322226941585541,0.1697147786617279,0.20430970191955566
a,0.3320399522781372,0.19925589859485626,0.20501543581485748,0.5829201340675354,0.18852253258228302,0.1787421703338623,0.21248295903205872,0.44038116931915283,0.21331243216991425,0.23916715383529663
script,0.23662243783473969,0.09343710541725159,0.08727683126926422,0.21384064853191376,0.12145431339740753,0.08476916700601578,0.2454206645488739,0.19915854930877686,0.14251770079135895,0.24144527316093445
font,0.1812034547328949,0.1103849709033966,0.08071417361497879,0.20224379003047943,0.10665691643953323,0.14679358899593353,0.2621327340602875,0.23584911227226257,0.18278329074382782,0.2416732758283615
.,0.3567904531955719,0.2008761763572693,0.2181798666715622,0.5934505462646484,0.17750310897827148,0.2281392365694046,0.2531629800796509,0.4726039469242096,0.2567209303379059,0.4130953550338745
