,how,is,worst-case,time,complexity,written,as,an,expression,?
a,0.29312583804130554,0.658733606338501,0.24768918752670288,0.3292340338230133,0.27206721901893616,0.22976966202259064,0.39550232887268066,0.44552403688430786,0.29299622774124146,0.23916715383529663
function,0.2214231640100479,0.17586156725883484,0.27230751514434814,0.2496948391199112,0.3566664159297943,0.12205633521080017,0.19182996451854706,0.15086998045444489,0.3312254250049591,0.20672395825386047
of,0.2480744868516922,0.4854315221309662,0.22982937097549438,0.35127586126327515,0.23338180780410767,0.20874574780464172,0.3886612355709076,0.32280945777893066,0.2863939702510834,0.1826142966747284
n.,0.14363299310207367,-0.09285721182823181,0.045764993876218796,-0.08519332855939865,-0.021047508344054222,0.021807722747325897,0.023197390139102936,-0.0658082440495491,-0.027569560334086418,0.04318316653370857
since,0.2347431182861328,0.3567592203617096,0.24133528769016266,0.4138842225074768,0.2024936079978943,0.21962597966194153,0.36245352029800415,0.19151140749454498,0.12719586491584778,0.2876587212085724
the,0.33890387415885925,0.5823672413825989,0.29908043146133423,0.43061500787734985,0.21171598136425018,0.2582438886165619,0.48381632566452026,0.4207492768764496,0.2569258511066437,0.22068053483963013
time,0.35346719622612,0.25187405943870544,0.2757115960121155,0.9999998807907104,0.2680857479572296,0.20809157192707062,0.3239102065563202,0.17594800889492035,0.1823306530714035,0.27391523122787476
taken,0.22504179179668427,0.19185791909694672,0.18075329065322876,0.23608605563640594,0.12976084649562836,0.23024460673332214,0.23555229604244232,0.20487432181835175,0.16746886074543,0.17662954330444336
on,0.32655060291290283,0.3635730445384979,0.21856772899627686,0.30044233798980713,0.22000707685947418,0.19147278368473053,0.36047765612602234,0.3192969560623169,0.15352408587932587,0.2714994251728058
different,0.411273330450058,0.24624870717525482,0.3455202579498291,0.34340640902519226,0.3334031403064728,0.22948642075061798,0.2646806538105011,0.20424599945545197,0.3006308376789093,0.24476227164268494
inputs,0.33008909225463867,0.26519352197647095,0.2672443687915802,0.20655086636543274,0.43285974860191345,0.19985345005989075,0.18079698085784912,0.1782689094543457,0.335868775844574,0.22019177675247192
of,0.2480744868516922,0.4854315221309662,0.22982937097549438,0.35127586126327515,0.23338180780410767,0.20874574780464172,0.3886612355709076,0.32280945777893066,0.2863939702510834,0.1826142966747284
the,0.33890387415885925,0.5823672413825989,0.29908043146133423,0.43061500787734985,0.21171598136425018,0.2582438886165619,0.48381632566452026,0.4207492768764496,0.2569258511066437,0.22068053483963013
same,0.28913575410842896,0.31152886152267456,0.3526380658149719,0.4052887558937073,0.29134202003479004,0.24351216852664948,0.3727807104587555,0.2785528004169464,0.2604261636734009,0.22649677097797394
size,0.24571672081947327,0.22983339428901672,0.2310413271188736,0.25952205061912537,0.3099218010902405,0.0981546938419342,0.23959164321422577,0.19841040670871735,0.19630666077136993,0.13693112134933472
can,0.49246567487716675,0.44256699085235596,0.33684179186820984,0.2720869183540344,0.31849509477615356,0.16795562207698822,0.3245031237602234,0.23671309649944305,0.2804762125015259,0.3226337134838104
be,0.4158933162689209,0.4819129705429077,0.3606807589530945,0.3473503291606903,0.34982410073280334,0.22968649864196777,0.5230465531349182,0.33041056990623474,0.28006309270858765,0.3324260413646698
different,0.411273330450058,0.24624870717525482,0.3455202579498291,0.34340640902519226,0.3334031403064728,0.22948642075061798,0.2646806538105011,0.20424599945545197,0.3006308376789093,0.24476227164268494
",",0.22659391164779663,0.4691906273365021,0.30874067544937134,0.3029961884021759,0.27822354435920715,0.2737409770488739,0.48816442489624023,0.3581022024154663,0.22825834155082703,0.31091248989105225
the,0.33890387415885925,0.5823672413825989,0.29908043146133423,0.43061500787734985,0.21171598136425018,0.2582438886165619,0.48381632566452026,0.4207492768764496,0.2569258511066437,0.22068053483963013
worst-case,0.3020971119403839,0.22882379591464996,0.9999998807907104,0.2757115960121155,0.3526204824447632,0.24282534420490265,0.3280583322048187,0.21545396745204926,0.2896869480609894,0.33367103338241577
time,0.35346719622612,0.25187405943870544,0.2757115960121155,0.9999998807907104,0.2680857479572296,0.20809157192707062,0.3239102065563202,0.17594800889492035,0.1823306530714035,0.27391523122787476
complexity,0.4067590832710266,0.2541271150112152,0.3526204824447632,0.2680857479572296,1.0,0.20782865583896637,0.22960948944091797,0.2376130372285843,0.3962573707103729,0.23062916100025177
t,0.3184654712677002,0.23234573006629944,0.34449875354766846,0.2744426727294922,0.2722201943397522,0.2254752516746521,0.2405824363231659,0.18232253193855286,0.19736503064632416,0.4954066574573517
(,0.1676948219537735,0.35393038392066956,0.21548563241958618,0.28391751646995544,0.19830146431922913,0.22047990560531616,0.32029855251312256,0.286407470703125,0.17552179098129272,0.40561532974243164
n,0.11270806193351746,0.2254602462053299,0.25761252641677856,0.09111524373292923,0.2684973478317261,0.13875125348567963,0.1300116330385208,0.18102464079856873,0.25997394323349,0.19161871075630188
),0.17939934134483337,0.37732169032096863,0.2064959853887558,0.2857224941253662,0.21122688055038452,0.22587697207927704,0.32161882519721985,0.2873353958129883,0.18878024816513062,0.42300865054130554
is,0.22544461488723755,1.0,0.22882379591464996,0.25187405943870544,0.2541271150112152,0.2634589672088623,0.43216490745544434,0.4654068350791931,0.24893754720687866,0.22961433231830597
defined,0.22723962366580963,0.2622792422771454,0.20002850890159607,0.21230123937129974,0.32216620445251465,0.25467562675476074,0.35916298627853394,0.2396702617406845,0.33614927530288696,0.22494901716709137
to,0.44169697165489197,0.42745086550712585,0.28114184737205505,0.3679993152618408,0.28336837887763977,0.18544813990592957,0.42092081904411316,0.3138085603713989,0.28936564922332764,0.29463258385658264
be,0.4158933162689209,0.4819129705429077,0.3606807589530945,0.3473503291606903,0.34982410073280334,0.22968649864196777,0.5230465531349182,0.33041056990623474,0.28006309270858765,0.3324260413646698
the,0.33890387415885925,0.5823672413825989,0.29908043146133423,0.43061500787734985,0.21171598136425018,0.2582438886165619,0.48381632566452026,0.4207492768764496,0.2569258511066437,0.22068053483963013
maximum,0.2148227095603943,0.20349502563476562,0.15063849091529846,0.31513333320617676,0.28402408957481384,0.08247660845518112,0.16642309725284576,0.20667795836925507,0.2030487209558487,0.10959649085998535
time,0.35346719622612,0.25187405943870544,0.2757115960121155,0.9999998807907104,0.2680857479572296,0.20809157192707062,0.3239102065563202,0.17594800889492035,0.1823306530714035,0.27391523122787476
taken,0.22504179179668427,0.19185791909694672,0.18075329065322876,0.23608605563640594,0.12976084649562836,0.23024460673332214,0.23555229604244232,0.20487432181835175,0.16746886074543,0.17662954330444336
over,0.31446483731269836,0.2159561663866043,0.24384064972400665,0.35431456565856934,0.1829751878976822,0.1404651254415512,0.3506779670715332,0.22070914506912231,0.21451249718666077,0.25742942094802856
all,0.3725806474685669,0.2553904056549072,0.39868637919425964,0.4175976812839508,0.29204535484313965,0.21620284020900726,0.33195313811302185,0.1916661262512207,0.1996234953403473,0.29575422406196594
inputs,0.33008909225463867,0.26519352197647095,0.2672443687915802,0.20655086636543274,0.43285974860191345,0.19985345005989075,0.18079698085784912,0.1782689094543457,0.335868775844574,0.22019177675247192
of,0.2480744868516922,0.4854315221309662,0.22982937097549438,0.35127586126327515,0.23338180780410767,0.20874574780464172,0.3886612355709076,0.32280945777893066,0.2863939702510834,0.1826142966747284
size,0.24571672081947327,0.22983339428901672,0.2310413271188736,0.25952205061912537,0.3099218010902405,0.0981546938419342,0.23959164321422577,0.19841040670871735,0.19630666077136993,0.13693112134933472
n.,0.14363299310207367,-0.09285721182823181,0.045764993876218796,-0.08519332855939865,-0.021047508344054222,0.021807722747325897,0.023197390139102936,-0.0658082440495491,-0.027569560334086418,0.04318316653370857
if,0.4917012155056,0.30927813053131104,0.403564989566803,0.36530032753944397,0.3077995181083679,0.18724969029426575,0.3354816734790802,0.26347705721855164,0.2958141565322876,0.4441644251346588
t,0.3184654712677002,0.23234573006629944,0.34449875354766846,0.2744426727294922,0.2722201943397522,0.2254752516746521,0.2405824363231659,0.18232253193855286,0.19736503064632416,0.4954066574573517
(,0.1676948219537735,0.35393038392066956,0.21548563241958618,0.28391751646995544,0.19830146431922913,0.22047990560531616,0.32029855251312256,0.286407470703125,0.17552179098129272,0.40561532974243164
n,0.11270806193351746,0.2254602462053299,0.25761252641677856,0.09111524373292923,0.2684973478317261,0.13875125348567963,0.1300116330385208,0.18102464079856873,0.25997394323349,0.19161871075630188
),0.17939934134483337,0.37732169032096863,0.2064959853887558,0.2857224941253662,0.21122688055038452,0.22587697207927704,0.32161882519721985,0.2873353958129883,0.18878024816513062,0.42300865054130554
is,0.22544461488723755,1.0,0.22882379591464996,0.25187405943870544,0.2541271150112152,0.2634589672088623,0.43216490745544434,0.4654068350791931,0.24893754720687866,0.22961433231830597
a,0.29312583804130554,0.658733606338501,0.24768918752670288,0.3292340338230133,0.27206721901893616,0.22976966202259064,0.39550232887268066,0.44552403688430786,0.29299622774124146,0.23916715383529663
polynomial,0.29352593421936035,0.2560946047306061,0.3147508203983307,0.28301435708999634,0.5458586812019348,0.29024773836135864,0.2069568783044815,0.21938882768154144,0.4036962687969208,0.255467027425766
in,0.2601168751716614,0.5394441485404968,0.20665103197097778,0.3431483507156372,0.20012179017066956,0.20878943800926208,0.3887844979763031,0.2605783939361572,0.19952243566513062,0.20430970191955566
n,0.11270806193351746,0.2254602462053299,0.25761252641677856,0.09111524373292923,0.2684973478317261,0.13875125348567963,0.1300116330385208,0.18102464079856873,0.25997394323349,0.19161871075630188
",",0.22659391164779663,0.4691906273365021,0.30874067544937134,0.3029961884021759,0.27822354435920715,0.2737409770488739,0.48816442489624023,0.3581022024154663,0.22825834155082703,0.31091248989105225
then,0.36093711853027344,0.24618037045001984,0.30820098519325256,0.3735695481300354,0.1980268657207489,0.16833719611167908,0.375661164522171,0.18823587894439697,0.18404380977153778,0.2884598970413208
the,0.33890387415885925,0.5823672413825989,0.29908043146133423,0.43061500787734985,0.21171598136425018,0.2582438886165619,0.48381632566452026,0.4207492768764496,0.2569258511066437,0.22068053483963013
algorithm,0.24592378735542297,0.24848374724388123,0.2703922390937805,0.25266581773757935,0.4874947965145111,0.21256954967975616,0.19048626720905304,0.14905822277069092,0.2770938575267792,0.21180397272109985
is,0.22544461488723755,1.0,0.22882379591464996,0.25187405943870544,0.2541271150112152,0.2634589672088623,0.43216490745544434,0.4654068350791931,0.24893754720687866,0.22961433231830597
said,0.29677578806877136,0.2595660388469696,0.28957200050354004,0.32704782485961914,0.17924617230892181,0.30271732807159424,0.3216577470302582,0.2662426233291626,0.2047131508588791,0.28991883993148804
to,0.44169697165489197,0.42745086550712585,0.28114184737205505,0.3679993152618408,0.28336837887763977,0.18544813990592957,0.42092081904411316,0.3138085603713989,0.28936564922332764,0.29463258385658264
be,0.4158933162689209,0.4819129705429077,0.3606807589530945,0.3473503291606903,0.34982410073280334,0.22968649864196777,0.5230465531349182,0.33041056990623474,0.28006309270858765,0.3324260413646698
a,0.29312583804130554,0.658733606338501,0.24768918752670288,0.3292340338230133,0.27206721901893616,0.22976966202259064,0.39550232887268066,0.44552403688430786,0.29299622774124146,0.23916715383529663
polynomial,0.29352593421936035,0.2560946047306061,0.3147508203983307,0.28301435708999634,0.5458586812019348,0.29024773836135864,0.2069568783044815,0.21938882768154144,0.4036962687969208,0.255467027425766
time,0.35346719622612,0.25187405943870544,0.2757115960121155,0.9999998807907104,0.2680857479572296,0.20809157192707062,0.3239102065563202,0.17594800889492035,0.1823306530714035,0.27391523122787476
algorithm,0.24592378735542297,0.24848374724388123,0.2703922390937805,0.25266581773757935,0.4874947965145111,0.21256954967975616,0.19048626720905304,0.14905822277069092,0.2770938575267792,0.21180397272109985
.,0.3287222981452942,0.4569662809371948,0.25136587023735046,0.371569961309433,0.21340465545654297,0.25418123602867126,0.515582263469696,0.3581749200820923,0.21360130608081818,0.4130953550338745
