,where,was,the,location,of,the,2003,rose,revolution,?
british,0.1694505214691162,0.31934812664985657,0.28973397612571716,0.1337185502052307,0.23701532185077667,0.28973397612571716,-0.10086952149868011,0.19770674407482147,0.18547511100769043,0.09711728990077972
empire,0.13747228682041168,0.30602675676345825,0.32532164454460144,0.15107247233390808,0.30522286891937256,0.32532164454460144,-0.15637372434139252,0.195509672164917,0.35245686769485474,0.14909450709819794
),0.20711064338684082,0.3267642855644226,0.3456730246543884,0.2077551782131195,0.3680361211299896,0.3456730246543884,-0.1815723031759262,0.26789534091949463,0.21217279136180878,0.42300865054130554
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.25077858567237854,0.4946078956127167,0.4933079481124878,-0.21511344611644745,0.26653817296028137,0.26235419511795044,0.31091248989105225
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.3397608697414398,0.5696388483047485,0.6662389636039734,-0.1320333480834961,0.24995949864387512,0.23010264337062836,0.20430970191955566
czechoslovakia,0.14042212069034576,0.21067622303962708,0.17898622155189514,0.08887017518281937,0.13715681433677673,0.17898622155189514,-0.2745516002178192,0.06630412489175797,0.29921725392341614,0.14510126411914825
's,0.0007701900321990252,0.008974763564765453,-0.01540423184633255,-0.0234982892870903,-0.03817026689648628,-0.01540423184633255,-0.05068197846412659,0.07569021731615067,-0.031944599002599716,-0.023395681753754616
velvet,0.14489884674549103,0.18825951218605042,0.2813343107700348,0.014795354567468166,0.183871328830719,0.2813343107700348,0.05102560669183731,0.23156724870204926,0.3004620671272278,0.08144046366214752
revolution,0.18512336909770966,0.3365444839000702,0.276140034198761,0.11293429881334305,0.27144062519073486,0.276140034198761,-0.050171930342912674,0.26517266035079956,0.9999999403953552,0.1727980077266693
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.21502819657325745,0.5116966962814331,0.5171257257461548,-0.15655243396759033,0.26338011026382446,0.21575188636779785,0.20544172823429108
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.3397608697414398,0.5696388483047485,0.6662389636039734,-0.1320333480834961,0.24995949864387512,0.23010264337062836,0.20430970191955566
east,0.28155818581581116,0.2747166156768799,0.3383176326751709,0.2788655459880829,0.314786434173584,0.3383176326751709,-0.21380478143692017,0.19758611917495728,0.21471697092056274,0.10070597380399704
germany,0.20900733768939972,0.2618768811225891,0.3181285262107849,0.11279512196779251,0.2942050099372864,0.3181285262107849,-0.26847052574157715,0.07753557711839676,0.17184217274188995,0.1388660967350006
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.2590580880641937,0.41548454761505127,0.535392165184021,-0.1959497481584549,0.15193326771259308,0.18777814507484436,0.29463258385658264
oust,0.1921292543411255,0.3017151951789856,0.23557864129543304,0.06719639152288437,0.24544863402843475,0.23557864129543304,-0.23526477813720703,0.21176938712596893,0.40308791399002075,0.128178209066391
their,0.3356108069419861,0.2396296262741089,0.516537070274353,0.1863909661769867,0.4329940676689148,0.516537070274353,-0.04072484374046326,0.15796567499637604,0.18018534779548645,0.1898253709077835
communist,0.12081950157880783,0.2940322756767273,0.24560265243053436,0.14772088825702667,0.24402955174446106,0.24560265243053436,-0.223420649766922,0.18817751109600067,0.43398743867874146,0.13955675065517426
governments,0.18759240210056305,0.25224968791007996,0.2835306227207184,0.15220320224761963,0.30223309993743896,0.2835306227207184,-0.1635635495185852,0.10419628769159317,0.29630380868911743,0.18805137276649475
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.25077858567237854,0.4946078956127167,0.4933079481124878,-0.21511344611644745,0.26653817296028137,0.26235419511795044,0.31091248989105225
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.3397608697414398,0.5696388483047485,0.6662389636039734,-0.1320333480834961,0.24995949864387512,0.23010264337062836,0.20430970191955566
south,0.2539864182472229,0.2792486846446991,0.3129390776157379,0.30251699686050415,0.33382371068000793,0.3129390776157379,-0.16256943345069885,0.17249588668346405,0.15759308636188507,0.12336621433496475
africa,0.23793575167655945,0.1945687234401703,0.2903064787387848,0.12217489629983902,0.2694264054298401,0.2903064787387848,-0.16179333627223969,0.13585367798805237,0.1520828902721405,0.12926554679870605
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.3397608697414398,0.5696388483047485,0.6662389636039734,-0.1320333480834961,0.24995949864387512,0.23010264337062836,0.20430970191955566
the,0.5003893971443176,0.48711544275283813,1.0,0.351087361574173,0.733189046382904,1.0,-0.14761915802955627,0.28326278924942017,0.276140034198761,0.22068053483963013
fight,0.2904443144798279,0.2078418880701065,0.28874441981315613,0.091078020632267,0.20101141929626465,0.28874441981315613,-0.12462173402309418,0.11181892454624176,0.2680797278881073,0.16463038325309753
against,0.27812469005584717,0.22972732782363892,0.3090755045413971,0.059640806168317795,0.2669808566570282,0.3090755045413971,-0.15082204341888428,0.0890536680817604,0.21501266956329346,0.18095137178897858
apartheid,0.147608682513237,0.2379744052886963,0.2427075356245041,0.0820579007267952,0.2410830557346344,0.2427075356245041,-0.20015953481197357,0.11269007623195648,0.2599836587905884,0.1311584711074829
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.25077858567237854,0.4946078956127167,0.4933079481124878,-0.21511344611644745,0.26653817296028137,0.26235419511795044,0.31091248989105225
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.3397608697414398,0.5696388483047485,0.6662389636039734,-0.1320333480834961,0.24995949864387512,0.23010264337062836,0.20430970191955566
the,0.5003893971443176,0.48711544275283813,1.0,0.351087361574173,0.733189046382904,1.0,-0.14761915802955627,0.28326278924942017,0.276140034198761,0.22068053483963013
american,0.1501617580652237,0.31632548570632935,0.24562937021255493,0.07519203424453735,0.22180068492889404,0.24562937021255493,-0.019554898142814636,0.21828152239322662,0.23687061667442322,0.18877598643302917
civil,0.13912323117256165,0.24303317070007324,0.2477465271949768,0.12501969933509827,0.24698495864868164,0.2477465271949768,-0.0984472781419754,0.14210473001003265,0.3380163013935089,0.1494513899087906
rights,0.1592552661895752,0.19272007048130035,0.2579100430011749,0.13669918477535248,0.19425496459007263,0.2579100430011749,-0.1352318972349167,0.06485343724489212,0.21864043176174164,0.21814769506454468
movement,0.2221783995628357,0.18520963191986084,0.339571475982666,0.13274814188480377,0.2662941515445709,0.339571475982666,-0.1289384514093399,0.18909525871276855,0.31382355093955994,0.1423349231481552
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.25077858567237854,0.4946078956127167,0.4933079481124878,-0.21511344611644745,0.26653817296028137,0.26235419511795044,0.31091248989105225
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.3397608697414398,0.5696388483047485,0.6662389636039734,-0.1320333480834961,0.24995949864387512,0.23010264337062836,0.20430970191955566
the,0.5003893971443176,0.48711544275283813,1.0,0.351087361574173,0.733189046382904,1.0,-0.14761915802955627,0.28326278924942017,0.276140034198761,0.22068053483963013
singing,0.21792766451835632,0.18716584146022797,0.20382609963417053,0.04654918238520622,0.19703896343708038,0.20382609963417053,-0.060774367302656174,0.14894993603229523,0.11114846915006638,0.16125191748142242
revolution,0.18512336909770966,0.3365444839000702,0.276140034198761,0.11293429881334305,0.27144062519073486,0.276140034198761,-0.050171930342912674,0.26517266035079956,0.9999999403953552,0.1727980077266693
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.2590580880641937,0.41548454761505127,0.535392165184021,-0.1959497481584549,0.15193326771259308,0.18777814507484436,0.29463258385658264
bring,0.3068983554840088,0.17927412688732147,0.31620702147483826,0.09093096107244492,0.300091028213501,0.31620702147483826,-0.13409492373466492,0.18378549814224243,0.1461983621120453,0.250621497631073
independence,0.13927894830703735,0.24797119200229645,0.2836182415485382,0.17804481089115143,0.2965129017829895,0.2836182415485382,-0.1357932686805725,0.14185911417007446,0.44560638070106506,0.12301119416952133
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.2590580880641937,0.41548454761505127,0.535392165184021,-0.1959497481584549,0.15193326771259308,0.18777814507484436,0.29463258385658264
the,0.5003893971443176,0.48711544275283813,1.0,0.351087361574173,0.733189046382904,1.0,-0.14761915802955627,0.28326278924942017,0.276140034198761,0.22068053483963013
baltic,0.14124420285224915,0.16383758187294006,0.31626036763191223,0.14170657098293304,0.2190263271331787,0.31626036763191223,-0.19504663348197937,0.19068381190299988,0.12080340087413788,0.06320890039205551
countries,0.2731434106826782,0.24139733612537384,0.33290645480155945,0.17982569336891174,0.2800094783306122,0.33290645480155945,-0.12351108342409134,0.14329417049884796,0.25073763728141785,0.15128466486930847
from,0.3713873624801636,0.31171464920043945,0.40150508284568787,0.3039056956768036,0.4249346852302551,0.40150508284568787,-0.11257407814264297,0.14656709134578705,0.18298961222171783,0.19969791173934937
the,0.5003893971443176,0.48711544275283813,1.0,0.351087361574173,0.733189046382904,1.0,-0.14761915802955627,0.28326278924942017,0.276140034198761,0.22068053483963013
soviet,0.08966035395860672,0.259528785943985,0.2312941700220108,0.13019274175167084,0.17437179386615753,0.2312941700220108,-0.2537282109260559,0.17045347392559052,0.3291117250919342,0.08693568408489227
union,0.14066480100154877,0.23276571929454803,0.24421639740467072,0.2008020132780075,0.2642118036746979,0.24421639740467072,-0.1748889535665512,0.13548997044563293,0.25367113947868347,0.07797172665596008
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.25077858567237854,0.4946078956127167,0.4933079481124878,-0.21511344611644745,0.26653817296028137,0.26235419511795044,0.31091248989105225
recently,0.33147677779197693,0.4035745859146118,0.2774651348590851,0.08749791234731674,0.21953822672367096,0.2774651348590851,-0.1638217270374298,0.14215578138828278,0.1241554394364357,0.18352322280406952
with,0.4142743945121765,0.27411898970603943,0.4223487675189972,0.16649673879146576,0.41827285289764404,0.4223487675189972,-0.2023288756608963,0.16761144995689392,0.17262804508209229,0.2433311939239502
the,0.5003893971443176,0.48711544275283813,1.0,0.351087361574173,0.733189046382904,1.0,-0.14761915802955627,0.28326278924942017,0.276140034198761,0.22068053483963013
2003,-0.22949564456939697,-0.14445069432258606,-0.14761915802955627,-0.055751316249370575,-0.16871118545532227,-0.14761915802955627,1.0,-0.08000079542398453,-0.050171930342912674,-0.17560148239135742
rose,0.16990314424037933,0.2609468102455139,0.28326278924942017,0.029988542199134827,0.2557028830051422,0.28326278924942017,-0.08000079542398453,0.9999999403953552,0.26517266035079956,0.11847885698080063
revolution,0.18512336909770966,0.3365444839000702,0.276140034198761,0.11293429881334305,0.27144062519073486,0.276140034198761,-0.050171930342912674,0.26517266035079956,0.9999999403953552,0.1727980077266693
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.3397608697414398,0.5696388483047485,0.6662389636039734,-0.1320333480834961,0.24995949864387512,0.23010264337062836,0.20430970191955566
georgia,0.1574542373418808,0.19615234434604645,0.22469212114810944,0.120756596326828,0.22799049317836761,0.22469212114810944,-0.13211354613304138,0.205308198928833,0.1616816222667694,0.14345775544643402
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.21502819657325745,0.5116966962814331,0.5171257257461548,-0.15655243396759033,0.26338011026382446,0.21575188636779785,0.20544172823429108
the,0.5003893971443176,0.48711544275283813,1.0,0.351087361574173,0.733189046382904,1.0,-0.14761915802955627,0.28326278924942017,0.276140034198761,0.22068053483963013
2004,-0.3058311641216278,-0.01421020831912756,-0.2467794269323349,-0.19416543841362,-0.21980851888656616,-0.2467794269323349,0.44599777460098267,-0.05808541923761368,-0.0007192054763436317,-0.15923042595386505
orange,0.14082323014736176,0.1779351681470871,0.20814983546733856,0.11362211406230927,0.2509242296218872,0.20814983546733856,-0.017490437254309654,0.2620391249656677,0.22315792739391327,0.1066059097647667
revolution,0.18512336909770966,0.3365444839000702,0.276140034198761,0.11293429881334305,0.27144062519073486,0.276140034198761,-0.050171930342912674,0.26517266035079956,0.9999999403953552,0.1727980077266693
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.3397608697414398,0.5696388483047485,0.6662389636039734,-0.1320333480834961,0.24995949864387512,0.23010264337062836,0.20430970191955566
ukraine,0.22531603276729584,0.178083598613739,0.23817399144172668,0.13400208950042725,0.20597773790359497,0.23817399144172668,-0.2568052411079407,0.14231687784194946,0.24736949801445007,0.1616296023130417
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.25077858567237854,0.4946078956127167,0.4933079481124878,-0.21511344611644745,0.26653817296028137,0.26235419511795044,0.31091248989105225
among,0.26159363985061646,0.23730893433094025,0.3507058024406433,0.14587317407131195,0.3679063022136688,0.3507058024406433,-0.07794395089149475,0.15017184615135193,0.12483794242143631,0.14343059062957764
other,0.3730994164943695,0.14651623368263245,0.44152235984802246,0.21046344935894012,0.38583824038505554,0.44152235984802246,-0.12111671268939972,0.18039682507514954,0.20842185616493225,0.24682199954986572
various,0.28814008831977844,0.14120686054229736,0.3235042691230774,0.13465993106365204,0.3196488320827484,0.3235042691230774,0.000457663438282907,0.143345445394516,0.1849607676267624,0.12823495268821716
movements,0.18285325169563293,0.15315485000610352,0.31594985723495483,0.11524105817079544,0.24170123040676117,0.31594985723495483,-0.11159985512495041,0.1274823099374771,0.2873397767543793,0.1501890867948532
worldwide,0.19593431055545807,0.26323333382606506,0.2698158025741577,0.13128899037837982,0.23144318163394928,0.2698158025741577,0.0576787106692791,0.20520555973052979,0.1724265217781067,0.2253960371017456
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.27818506956100464,0.5352458953857422,0.5934505462646484,-0.226094052195549,0.2793329656124115,0.2770307958126068,0.4130953550338745
