,what,did,this,concept,contradict
this,0.5489566326141357,0.3609912693500519,0.9999999403953552,0.3189828097820282,0.42883822321891785
concept,0.28724339604377747,0.2316831350326538,0.3189828097820282,0.9999998807907104,0.48291972279548645
contrasted,0.2975025177001953,0.19161739945411682,0.3426414728164673,0.41175490617752075,0.5201504826545715
and,0.31309178471565247,0.34479495882987976,0.42353692650794983,0.22126320004463196,0.22182616591453552
contradicted,0.4479387104511261,0.3410324156284332,0.38075631856918335,0.45766574144363403,0.9136878252029419
the,0.42745697498321533,0.34736719727516174,0.6274310946464539,0.2355310022830963,0.24798285961151123
theretofore,0.3908971846103668,0.2809649407863617,0.43560174107551575,0.3303627371788025,0.37266847491264343
established,0.14869536459445953,0.18989217281341553,0.2030201405286789,0.23019328713417053,0.24864886701107025
principles,0.3122304081916809,0.19997194409370422,0.25753599405288696,0.4374816417694092,0.41638848185539246
of,0.33290785551071167,0.2513895630836487,0.45148900151252747,0.24082158505916595,0.21893154084682465
pre-allocation,0.3085935413837433,0.17639388144016266,0.42252886295318604,0.3291023373603821,0.26779821515083313
of,0.33290785551071167,0.2513895630836487,0.45148900151252747,0.24082158505916595,0.21893154084682465
network,0.16917307674884796,0.08572790026664734,0.2292335033416748,0.21172374486923218,0.12863998115062714
bandwidth,0.36889100074768066,0.1602952480316162,0.33813372254371643,0.2587270438671112,0.24523121118545532
",",0.3087472915649414,0.3015086054801941,0.4316047728061676,0.20029692351818085,0.2580571472644806
largely,0.25660550594329834,0.16484405100345612,0.3314266800880432,0.30525484681129456,0.24350139498710632
fortified,0.11396239697933197,0.1889887899160385,0.17879515886306763,0.18003317713737488,0.143289715051651
by,0.2455483376979828,0.18574509024620056,0.38438332080841064,0.28219208121299744,0.20239731669425964
the,0.42745697498321533,0.34736719727516174,0.6274310946464539,0.2355310022830963,0.24798285961151123
development,0.19014155864715576,0.16852836310863495,0.29246020317077637,0.3315054476261139,0.2075926512479782
of,0.33290785551071167,0.2513895630836487,0.45148900151252747,0.24082158505916595,0.21893154084682465
telecommunications,0.20436683297157288,0.1562453806400299,0.22022345662117004,0.2751051187515259,0.15148663520812988
in,0.30808621644973755,0.2593238651752472,0.45205554366111755,0.21857000887393951,0.23709942400455475
the,0.42745697498321533,0.34736719727516174,0.6274310946464539,0.2355310022830963,0.24798285961151123
bell,0.11654898524284363,0.12379845231771469,0.1803245097398758,0.17880502343177795,0.1378263682126999
system,0.23557309806346893,0.1967303454875946,0.3294329345226288,0.26356232166290283,0.19738423824310303
.,0.3567904531955719,0.35288307070732117,0.500583827495575,0.17851535975933075,0.26872438192367554
