,in,order,to,better,understand,the,orientations,of,faults,and,folds,",",structural,geologists,do,what,with,measurements,of,geological,structures,?
order,0.24184700846672058,1.0000001192092896,0.35544881224632263,0.1758117526769638,0.20939961075782776,0.3284194767475128,0.22044053673744202,0.31287699937820435,0.1686771661043167,0.2671266496181488,0.11307107657194138,0.22478096187114716,0.18552857637405396,0.14052747189998627,0.20566318929195404,0.16634008288383484,0.16471563279628754,0.1768619865179062,0.31287699937820435,0.11070535331964493,0.19026866555213928,0.13725648820400238
to,0.45010748505592346,0.35544881224632263,1.0,0.29406851530075073,0.40101751685142517,0.535392165184021,0.270700603723526,0.41548454761505127,0.224261075258255,0.48971283435821533,0.2001715451478958,0.44245919585227966,0.22107602655887604,0.24980248510837555,0.38876664638519287,0.455847829580307,0.4239959120750427,0.2815989851951599,0.41548454761505127,0.21852900087833405,0.25539523363113403,0.29463258385658264
better,0.20443932712078094,0.1758117526769638,0.29406851530075073,1.0000001192092896,0.36095839738845825,0.2113795131444931,0.1114269345998764,0.18950162827968597,0.16376909613609314,0.3038354516029358,0.13199761509895325,0.331943541765213,0.16423261165618896,0.151452898979187,0.3484214246273041,0.3551420271396637,0.2527548372745514,0.1688666194677353,0.18950162827968597,0.1287357211112976,0.11293559521436691,0.32159438729286194
understand,0.20633617043495178,0.20939961075782776,0.40101751685142517,0.36095839738845825,1.0,0.2701992988586426,0.2935468256473541,0.22435243427753448,0.3153623342514038,0.3232683539390564,0.25794070959091187,0.2897718548774719,0.26254987716674805,0.279817670583725,0.4633861780166626,0.537946343421936,0.2675011157989502,0.3092215061187744,0.22435243427753448,0.19949141144752502,0.19005006551742554,0.390200674533844
the,0.6662389636039734,0.3284194767475128,0.535392165184021,0.2113795131444931,0.2701992988586426,1.0,0.24777533113956451,0.733189046382904,0.3002931475639343,0.5171257257461548,0.25519511103630066,0.4933079481124878,0.205324187874794,0.29488950967788696,0.30239659547805786,0.42745697498321533,0.4223487675189972,0.2816277742385864,0.733189046382904,0.2813860774040222,0.2516176700592041,0.22068053483963013
orientations,0.19338546693325043,0.22044053673744202,0.270700603723526,0.1114269345998764,0.2935468256473541,0.24777533113956451,0.9999998807907104,0.24909114837646484,0.3082890808582306,0.25282877683639526,0.3255324959754944,0.1952328383922577,0.2940674126148224,0.2572873532772064,0.27795395255088806,0.21568602323532104,0.21635697782039642,0.35752972960472107,0.24909114837646484,0.21755360066890717,0.28769227862358093,0.14208005368709564
of,0.5696388483047485,0.31287699937820435,0.41548454761505127,0.18950162827968597,0.22435243427753448,0.733189046382904,0.24909114837646484,1.0,0.1837489753961563,0.5116966962814331,0.18923333287239075,0.4946078956127167,0.23907262086868286,0.21582631766796112,0.26150479912757874,0.33290785551071167,0.41827285289764404,0.2575634717941284,1.0,0.3277883529663086,0.2804560363292694,0.1826142966747284
faults,0.1723613142967224,0.1686771661043167,0.224261075258255,0.16376909613609314,0.3153623342514038,0.3002931475639343,0.3082890808582306,0.1837489753961563,1.0,0.26066941022872925,0.40579184889793396,0.22731737792491913,0.3454201817512512,0.44313472509384155,0.2511208951473236,0.3249368667602539,0.13892126083374023,0.2662467062473297,0.1837489753961563,0.44116663932800293,0.27876800298690796,0.17420656979084015
and,0.4954058527946472,0.2671266496181488,0.48971283435821533,0.3038354516029358,0.3232683539390564,0.5171257257461548,0.25282877683639526,0.5116966962814331,0.26066941022872925,1.0,0.28241172432899475,0.6633074283599854,0.2612690031528473,0.16954530775547028,0.276123583316803,0.31309178471565247,0.5477725267410278,0.2663172781467438,0.5116966962814331,0.2217162847518921,0.29943612217903137,0.20544172823429108
folds,0.1617289036512375,0.11307107657194138,0.2001715451478958,0.13199761509895325,0.25794070959091187,0.25519511103630066,0.3255324959754944,0.18923333287239075,0.40579184889793396,0.28241172432899475,0.9999999403953552,0.19349488615989685,0.3753015398979187,0.34411999583244324,0.2610572278499603,0.17123739421367645,0.2906455993652344,0.23950140178203583,0.18923333287239075,0.30364376306533813,0.3395153880119324,0.14088325202465057
in,1.0,0.24184700846672058,0.45010748505592346,0.20443932712078094,0.20633617043495178,0.6662389636039734,0.19338546693325043,0.5696388483047485,0.1723613142967224,0.4954058527946472,0.1617289036512375,0.5201468467712402,0.2507881224155426,0.22336415946483612,0.23402775824069977,0.30808621644973755,0.4080928862094879,0.20795248448848724,0.5696388483047485,0.24111470580101013,0.36503779888153076,0.20430970191955566
order,0.24184700846672058,1.0000001192092896,0.35544881224632263,0.1758117526769638,0.20939961075782776,0.3284194767475128,0.22044053673744202,0.31287699937820435,0.1686771661043167,0.2671266496181488,0.11307107657194138,0.22478096187114716,0.18552857637405396,0.14052747189998627,0.20566318929195404,0.16634008288383484,0.16471563279628754,0.1768619865179062,0.31287699937820435,0.11070535331964493,0.19026866555213928,0.13725648820400238
to,0.45010748505592346,0.35544881224632263,1.0,0.29406851530075073,0.40101751685142517,0.535392165184021,0.270700603723526,0.41548454761505127,0.224261075258255,0.48971283435821533,0.2001715451478958,0.44245919585227966,0.22107602655887604,0.24980248510837555,0.38876664638519287,0.455847829580307,0.4239959120750427,0.2815989851951599,0.41548454761505127,0.21852900087833405,0.25539523363113403,0.29463258385658264
reconstruct,0.25501155853271484,0.17478065192699432,0.3123774826526642,0.13058985769748688,0.31016331911087036,0.297644704580307,0.36572399735450745,0.2778870761394501,0.22103659808635712,0.22687970101833344,0.22079502046108246,0.21558529138565063,0.44594183564186096,0.344600111246109,0.22354799509048462,0.2417633831501007,0.17902566492557526,0.29332271218299866,0.2778870761394501,0.30676066875457764,0.45502570271492004,0.13020388782024384
the,0.6662389636039734,0.3284194767475128,0.535392165184021,0.2113795131444931,0.2701992988586426,1.0,0.24777533113956451,0.733189046382904,0.3002931475639343,0.5171257257461548,0.25519511103630066,0.4933079481124878,0.205324187874794,0.29488950967788696,0.30239659547805786,0.42745697498321533,0.4223487675189972,0.2816277742385864,0.733189046382904,0.2813860774040222,0.2516176700592041,0.22068053483963013
history,0.29215577244758606,0.1588974893093109,0.24226762354373932,0.1589074283838272,0.16413049399852753,0.33215048909187317,0.2170831263065338,0.31014925241470337,0.1289103478193283,0.23541007936000824,0.0713748037815094,0.2728564441204071,0.1842077523469925,0.2967357635498047,0.14828267693519592,0.28630873560905457,0.1947222352027893,0.19468462467193604,0.31014925241470337,0.31785446405410767,0.21728689968585968,0.2501974403858185
of,0.5696388483047485,0.31287699937820435,0.41548454761505127,0.18950162827968597,0.22435243427753448,0.733189046382904,0.24909114837646484,1.0,0.1837489753961563,0.5116966962814331,0.18923333287239075,0.4946078956127167,0.23907262086868286,0.21582631766796112,0.26150479912757874,0.33290785551071167,0.41827285289764404,0.2575634717941284,1.0,0.3277883529663086,0.2804560363292694,0.1826142966747284
rock,0.19663549959659576,0.12492012232542038,0.22657817602157593,0.13265593349933624,0.17315174639225006,0.23786304891109467,0.17147515714168549,0.2653365731239319,0.32859569787979126,0.2808155119419098,0.29007160663604736,0.2775712311267853,0.18470719456672668,0.30183225870132446,0.14039506018161774,0.1923677921295166,0.1656847447156906,0.1693592071533203,0.2653365731239319,0.3257066607475281,0.18352994322776794,0.13172835111618042
deformation,0.24544066190719604,0.17683231830596924,0.3166162073612213,0.18111371994018555,0.3024851679801941,0.3037050664424896,0.3549075424671173,0.2825321555137634,0.4635103940963745,0.2841373383998871,0.45823174715042114,0.24226832389831543,0.41451898217201233,0.39174485206604004,0.1917484700679779,0.2611449956893921,0.24488437175750732,0.3932851552963257,0.2825321555137634,0.4147995710372925,0.32377880811691284,0.17587928473949432
in,1.0,0.24184700846672058,0.45010748505592346,0.20443932712078094,0.20633617043495178,0.6662389636039734,0.19338546693325043,0.5696388483047485,0.1723613142967224,0.4954058527946472,0.1617289036512375,0.5201468467712402,0.2507881224155426,0.22336415946483612,0.23402775824069977,0.30808621644973755,0.4080928862094879,0.20795248448848724,0.5696388483047485,0.24111470580101013,0.36503779888153076,0.20430970191955566
the,0.6662389636039734,0.3284194767475128,0.535392165184021,0.2113795131444931,0.2701992988586426,1.0,0.24777533113956451,0.733189046382904,0.3002931475639343,0.5171257257461548,0.25519511103630066,0.4933079481124878,0.205324187874794,0.29488950967788696,0.30239659547805786,0.42745697498321533,0.4223487675189972,0.2816277742385864,0.733189046382904,0.2813860774040222,0.2516176700592041,0.22068053483963013
area,0.33632898330688477,0.11892601102590561,0.2797197997570038,0.12450648844242096,0.18830257654190063,0.37834644317626953,0.1750674694776535,0.3409860134124756,0.1781751811504364,0.3044000566005707,0.17075181007385254,0.2664283812046051,0.15881460905075073,0.2550993263721466,0.19017988443374634,0.21965408325195312,0.2303420901298523,0.247364804148674,0.3409860134124756,0.23236890137195587,0.26295384764671326,0.12640461325645447
.,0.5591574311256409,0.20712141692638397,0.4645031690597534,0.2761487066745758,0.2949123978614807,0.5934505462646484,0.21793867647647858,0.5352458953857422,0.20188970863819122,0.588965117931366,0.22252285480499268,0.6812511086463928,0.24253211915493011,0.20061980187892914,0.3613996207714081,0.3567904531955719,0.4446153938770294,0.26048997044563293,0.5352458953857422,0.22936223447322845,0.2735782265663147,0.4130953550338745
