,in,what,year,did,john,and,charles,wesley,come,to,america,to,teach,the,gospel,?
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.2070634365081787,0.48971283435821533,0.1563960611820221,0.18164515495300293,0.4297197163105011,1.0,0.2636699676513672,1.0,0.36650484800338745,0.535392165184021,0.22325627505779266,0.29463258385658264
teach,0.23312166333198547,0.2818700671195984,0.14049290120601654,0.2975490689277649,0.15221664309501648,0.27376773953437805,0.16131171584129333,0.2060650885105133,0.33296310901641846,0.36650484800338745,0.1775546818971634,0.36650484800338745,1.0000001192092896,0.1966347098350525,0.25794756412506104,0.24188745021820068
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2230520099401474,0.5171257257461548,0.20777860283851624,0.1425647884607315,0.36020293831825256,0.535392165184021,0.37090015411376953,0.535392165184021,0.1966347098350525,1.0,0.16253972053527832,0.22068053483963013
gospel,0.1775401383638382,0.23854802548885345,0.18970394134521484,0.1511441469192505,0.32815858721733093,0.1558459848165512,0.14034874737262726,0.28412169218063354,0.1473274528980255,0.22325627505779266,0.2070411890745163,0.22325627505779266,0.25794756412506104,0.16253972053527832,1.0,0.1407461166381836
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.2070634365081787,0.48971283435821533,0.1563960611820221,0.18164515495300293,0.4297197163105011,1.0,0.2636699676513672,1.0,0.36650484800338745,0.535392165184021,0.22325627505779266,0.29463258385658264
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2230520099401474,0.5171257257461548,0.20777860283851624,0.1425647884607315,0.36020293831825256,0.535392165184021,0.37090015411376953,0.535392165184021,0.1966347098350525,1.0,0.16253972053527832,0.22068053483963013
american,0.22871561348438263,0.1909721940755844,0.18412037193775177,0.21486236155033112,0.30900317430496216,0.32290002703666687,0.2422686666250229,0.30035799741744995,0.09117569774389267,0.16338081657886505,0.3915616571903229,0.16338081657886505,0.13851802051067352,0.24562937021255493,0.22605377435684204,0.18877598643302917
indians,0.23019428551197052,0.2342250943183899,0.15030361711978912,0.18098388612270355,0.15515831112861633,0.2537406086921692,0.13917148113250732,0.1726965755224228,0.2691580057144165,0.22704793512821198,0.28423377871513367,0.22704793512821198,0.2425501048564911,0.26152291893959045,0.15713994204998016,0.13372346758842468
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.22177861630916595,0.4954058527946472,0.21346928179264069,0.14970102906227112,0.26272067427635193,0.45010748505592346,0.3098583221435547,0.45010748505592346,0.23312166333198547,0.6662389636039734,0.1775401383638382,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2230520099401474,0.5171257257461548,0.20777860283851624,0.1425647884607315,0.36020293831825256,0.535392165184021,0.37090015411376953,0.535392165184021,0.1966347098350525,1.0,0.16253972053527832,0.22068053483963013
colony,0.25087448954582214,0.26261213421821594,0.10858053714036942,0.17398406565189362,0.1975504457950592,0.2406650185585022,0.21308855712413788,0.11431269347667694,0.1799638420343399,0.27651169896125793,0.29044634103775024,0.27651169896125793,0.1352938711643219,0.2740810811519623,0.13470613956451416,0.13831071555614471
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.2407056987285614,0.5116966962814331,0.22512592375278473,0.18802838027477264,0.3194141983985901,0.41548454761505127,0.28803038597106934,0.41548454761505127,0.2383975088596344,0.733189046382904,0.23520871996879578,0.1826142966747284
georgia,0.21840400993824005,0.2098073810338974,0.10082697868347168,0.21038854122161865,0.1829340010881424,0.20801471173763275,0.16225513815879822,0.15387101471424103,0.13007041811943054,0.18951797485351562,0.2527864873409271,0.18951797485351562,0.14051882922649384,0.22469212114810944,0.13795125484466553,0.14345775544643402
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.26428887248039246,0.588965117931366,0.2551998198032379,0.20399101078510284,0.2866859436035156,0.4645031690597534,0.29180291295051575,0.4645031690597534,0.2642667293548584,0.5934505462646484,0.13290007412433624,0.4130953550338745
